"Time (s)","Pressure (hPa)"
6.508061571E0,9.869229126E2
6.548062769E0,9.869241943E2
6.588066206E0,9.869258423E2
6.628068394E0,9.869250488E2
6.668066987E0,9.869234619E2
6.708057612E0,9.869213257E2
6.748058498E0,9.869193115E2
6.788065217E0,9.869185181E2
6.828065217E0,9.869190063E2
6.868062873E0,9.869190674E2
6.908066467E0,9.869203491E2
6.948069540E0,9.869203491E2
6.988067717E0,9.869197998E2
7.028058602E0,9.869203491E2
7.068060737E0,9.869197998E2
7.108056831E0,9.869164429E2
7.148064175E0,9.869154663E2
7.188064696E0,9.869146729E2
7.228065998E0,9.869115601E2
7.268066623E0,9.869111938E2
7.308067769E0,9.869139404E2
7.348056258E0,9.869141235E2
7.388059748E0,9.869143066E2
7.428057352E0,9.869175415E2
7.468062352E0,9.869191895E2
7.508061571E0,9.869183960E2
7.548061831E0,9.869175415E2
7.588066675E0,9.869166260E2
7.628059383E0,9.869157715E2
7.668058654E0,9.869156494E2
7.708057040E0,9.869140015E2
7.748057196E0,9.869133301E2
7.788070946E0,9.869129639E2
7.828062092E0,9.869084473E2
7.868061050E0,9.869039307E2
7.908068029E0,9.869039307E2
7.948067144E0,9.869029541E2
7.988058029E0,9.869017944E2
8.028059800E0,9.869055176E2
8.068058081E0,9.869083252E2
8.108062352E0,9.869102173E2
8.148062092E0,9.869144897E2
8.188061831E0,9.869180298E2
8.228068290E0,9.869178467E2
8.268065529E0,9.869182129E2
8.308065581E0,9.869177246E2
8.348055685E0,9.869164429E2
8.388057040E0,9.869146118E2
8.428060269E0,9.869125366E2
8.468060529E0,9.869102173E2
8.508062092E0,9.869069824E2
8.548068550E0,9.869004517E2
8.588068446E0,9.868947754E2
8.628067873E0,9.868920288E2
8.668057248E0,9.868890991E2
8.708059175E0,9.868887939E2
8.748061154E0,9.868918457E2
8.788062352E0,9.868923340E2
8.828064956E0,9.868908691E2
8.868068758E0,9.868900757E2
8.908067665E0,9.868867798E2
8.948067665E0,9.868841553E2
8.988058498E0,9.868846436E2
9.028056831E0,9.868836670E2
9.068060842E0,9.868824463E2
9.108063133E0,9.868814087E2
9.148062873E0,9.868809814E2
9.188062612E0,9.868822632E2
9.228066623E0,9.868830566E2
9.268066623E0,9.868838501E2
9.308066415E0,9.868864746E2
9.348058237E0,9.868851929E2
9.388060737E0,9.868804932E2
9.428062092E0,9.868783569E2
9.468062873E0,9.868747559E2
9.508060269E0,9.868690186E2
9.548068550E0,9.868648682E2
9.588065894E0,9.868629150E2
9.628065060E0,9.868612061E2
9.668059904E0,9.868607788E2
9.708059800E0,9.868615723E2
9.748064175E0,9.868621826E2
9.788062092E0,9.868621826E2
9.828063133E0,9.868623657E2
9.868066362E0,9.868625488E2
9.908068237E0,9.868632202E2
9.948068967E0,9.868634033E2
9.988058706E0,9.868615723E2
1.002805782E1,9.868584595E2
1.006806339E1,9.868551025E2
1.010806339E1,9.868533936E2
1.014806339E1,9.868519287E2
1.018806751E1,9.868489990E2
1.022806954E1,9.868475952E2
1.026806553E1,9.868482056E2
1.030805558E1,9.868457642E2
1.034806350E1,9.868428345E2
1.038806204E1,9.868441772E2
1.042806287E1,9.868441162E2
1.046806131E1,9.868438110E2
1.050806714E1,9.868456421E2
1.054806725E1,9.868457642E2
1.058806621E1,9.868454590E2
1.062806642E1,9.868472900E2
1.066806027E1,9.868449707E2
1.070805454E1,9.868409424E2
1.074806678E1,9.868406982E2
1.078806392E1,9.868389282E2
1.082806470E1,9.868363647E2
1.086806902E1,9.868371582E2
1.090806850E1,9.868380127E2
1.094806798E1,9.868385010E2
1.098806084E1,9.868392334E2
1.102805933E1,9.868370361E2
1.106806365E1,9.868358154E2
1.110806548E1,9.868348389E2
1.114806392E1,9.868312988E2
1.118806803E1,9.868297119E2
1.122806850E1,9.868314819E2
1.126805673E1,9.868316650E2
1.130806136E1,9.868320923E2
1.134805694E1,9.868337402E2
1.138806496E1,9.868319092E2
1.142806235E1,9.868305054E2
1.146806600E1,9.868275146E2
1.150806662E1,9.868240967E2
1.154806746E1,9.868197021E2
1.158806568E1,9.868200684E2
1.162805766E1,9.868205566E2
1.166806188E1,9.868225098E2
1.170806183E1,9.868254395E2
1.174806209E1,9.868320923E2
1.178806418E1,9.868345337E2
1.182806772E1,9.868338623E2
1.186806735E1,9.868348389E2
1.190806881E1,9.868371582E2
1.194806813E1,9.868373413E2
1.198805918E1,9.868382568E2
1.202805818E1,9.868397827E2
1.206806183E1,9.868391113E2
1.210806235E1,9.868365479E2
1.214806079E1,9.868350220E2
1.218807115E1,9.868348389E2
1.222806537E1,9.868355713E2
1.226806933E1,9.868369751E2
1.230805699E1,9.868371582E2
1.234806095E1,9.868389282E2
1.238806001E1,9.868408813E2
1.242806209E1,9.868418579E2
1.246806407E1,9.868430176E2
1.250806845E1,9.868426514E2
1.254807016E1,9.868408813E2
1.258806829E1,9.868397217E2
1.262805834E1,9.868391113E2
1.266805803E1,9.868389282E2
1.270806131E1,9.868422241E2
1.274806313E1,9.868451538E2
1.278806277E1,9.868449707E2
1.282806636E1,9.868458252E2
1.286806668E1,9.868479004E2
1.290806605E1,9.868495483E2
1.294805600E1,9.868508301E2
1.298806131E1,9.868531494E2
1.302806313E1,9.868551025E2
1.306806365E1,9.868547363E2
1.310806105E1,9.868533936E2
1.314806709E1,9.868514404E2
1.318806725E1,9.868506470E2
1.322805975E1,9.868488770E2
1.326805860E1,9.868500366E2
1.330806105E1,9.868539429E2
1.334805740E1,9.868582764E2
1.338806131E1,9.868625488E2
1.342806183E1,9.868684082E2
1.346806506E1,9.868721313E2
1.350806792E1,9.868724365E2
1.354806813E1,9.868723145E2
1.358806615E1,9.868720093E2
1.362806048E1,9.868726807E2
1.366805490E1,9.868746338E2
1.370806522E1,9.868768311E2
1.374806339E1,9.868781738E2
1.378806287E1,9.868799438E2
1.382807006E1,9.868801270E2
1.386807053E1,9.868767090E2
1.390806834E1,9.868760986E2
1.394805287E1,9.868784790E2
1.398805392E1,9.868781738E2
1.402806392E1,9.868795166E2
1.406806444E1,9.868830566E2
1.410806418E1,9.868842163E2
1.414806475E1,9.868880615E2
1.418806652E1,9.868934937E2
1.422806881E1,9.868936768E2
1.426805959E1,9.868931274E2
1.430805897E1,9.868944092E2
1.434806339E1,9.868945923E2
1.438806522E1,9.868947754E2
1.442806365E1,9.868977051E2
1.446806897E1,9.869022217E2
1.450806970E1,9.869048462E2
1.454806626E1,9.869058838E2
1.458805808E1,9.869064941E2
1.462805704E1,9.869080811E2
1.466806079E1,9.869092407E2
1.470806235E1,9.869110107E2
1.474806444E1,9.869090576E2
1.478806694E1,9.869076538E2
1.482806766E1,9.869092407E2
1.486806803E1,9.869121704E2
1.490805595E1,9.869127197E2
1.494805990E1,9.869144287E2
1.498805699E1,9.869183350E2
1.502806183E1,9.869213257E2
1.506806157E1,9.869223022E2
1.510806621E1,9.869246826E2
1.514806610E1,9.869271851E2
1.518806621E1,9.869271851E2
1.522806032E1,9.869254150E2
1.526806152E1,9.869240723E2
1.530805678E1,9.869243774E2
1.534806027E1,9.869270020E2
1.538806444E1,9.869298096E2
1.542806027E1,9.869317017E2
1.546806751E1,9.869324951E2
1.550806553E1,9.869321899E2
1.554805808E1,9.869338379E2
1.558806058E1,9.869365845E2
1.562805777E1,9.869373779E2
1.566806678E1,9.869410400E2
1.570806053E1,9.869445801E2
1.574806209E1,9.869422607E2
1.578806595E1,9.869380493E2
1.582806662E1,9.869377441E2
1.586806636E1,9.869385376E2
1.590805678E1,9.869381104E2
1.594805959E1,9.869403687E2
1.598806444E1,9.869434204E2
1.602806626E1,9.869444580E2
1.606806105E1,9.869428101E2
1.610806699E1,9.869410400E2
1.614806818E1,9.869405518E2
1.618806621E1,9.869414673E2
1.622805746E1,9.869429932E2
1.626805714E1,9.869448853E2
1.630806027E1,9.869471436E2
1.634806444E1,9.869475098E2
1.638806105E1,9.869476929E2
1.642806928E1,9.869496460E2
1.646806678E1,9.869523926E2
1.650806595E1,9.869559326E2
1.654805605E1,9.869578857E2
1.658806121E1,9.869580688E2
1.662805600E1,9.869586182E2
1.666806105E1,9.869578857E2
1.670806418E1,9.869547119E2
1.674807079E1,9.869539795E2
1.678806647E1,9.869546509E2
1.682806871E1,9.869523926E2
1.686806610E1,9.869517822E2
1.690806121E1,9.869539795E2
1.694805657E1,9.869555054E2
1.698806235E1,9.869574585E2
1.702806157E1,9.869597168E2
1.706806365E1,9.869593506E2
1.710806865E1,9.869582520E2
1.714806767E1,9.869574585E2
1.718806657E1,9.869559326E2
1.722805881E1,9.869552002E2
1.726805657E1,9.869584351E2
1.730806261E1,9.869631348E2
1.734806235E1,9.869653931E2
1.738806626E1,9.869674072E2
1.742806772E1,9.869698486E2
1.746806423E1,9.869697876E2
1.750806824E1,9.869678345E2
1.754805532E1,9.869678345E2
1.758805829E1,9.869677124E2
1.762806209E1,9.869669189E2
1.766806209E1,9.869658813E2
1.770806287E1,9.869644165E2
1.774806746E1,9.869644165E2
1.778806563E1,9.869639282E2
1.782806938E1,9.869617920E2
1.786805959E1,9.869613647E2
1.790805746E1,9.869621582E2
1.794806339E1,9.869631348E2
1.798806079E1,9.869647827E2
1.802806938E1,9.869674072E2
1.806806563E1,9.869688110E2
1.810806683E1,9.869710693E2
1.814805803E1,9.869706421E2
1.818805793E1,9.869691772E2
1.822805902E1,9.869678345E2
1.826805548E1,9.869649048E2
1.830806261E1,9.869625244E2
1.834806105E1,9.869625244E2
1.838806428E1,9.869631348E2
1.842806803E1,9.869644775E2
1.846806553E1,9.869678955E2
1.850805569E1,9.869697876E2
1.854805303E1,9.869691162E2
1.858806016E1,9.869686279E2
1.862806235E1,9.869697876E2
1.866806209E1,9.869709473E2
1.870806131E1,9.869721069E2
1.874806865E1,9.869746704E2
1.878806766E1,9.869769897E2
1.882805751E1,9.869779053E2
1.886805855E1,9.869774170E2
1.890805766E1,9.869768066E2
1.894806522E1,9.869764404E2
1.898806548E1,9.869744873E2
1.902806287E1,9.869730225E2
1.906806595E1,9.869724121E2
1.910806621E1,9.869702759E2
1.914806610E1,9.869697876E2
1.918805740E1,9.869707642E2
1.922805740E1,9.869688110E2
1.926806287E1,9.869676514E2
1.930806261E1,9.869689941E2
1.934806183E1,9.869678955E2
1.938806579E1,9.869680176E2
1.942806699E1,9.869688110E2
1.946806954E1,9.869671631E2
1.950805756E1,9.869647217E2
1.954805548E1,9.869641113E2
1.958806365E1,9.869644775E2
1.962806105E1,9.869652100E2
1.966806131E1,9.869659424E2
1.970806704E1,9.869683838E2
1.974806688E1,9.869680176E2
1.978806959E1,9.869637451E2
1.982806589E1,9.869623413E2
1.986805918E1,9.869633179E2
1.990805782E1,9.869647217E2
1.994806105E1,9.869664307E2
1.998806157E1,9.869678955E2
2.002806183E1,9.869701538E2
2.006806725E1,9.869707642E2
2.010806907E1,9.869699707E2
2.014806553E1,9.869717407E2
2.018805522E1,9.869729004E2
2.022805683E1,9.869721069E2
2.026806235E1,9.869735107E2
2.030806235E1,9.869738770E2
2.034806105E1,9.869754639E2
2.038806647E1,9.869795532E2
2.042806818E1,9.869807129E2
2.046806751E1,9.869789429E2
2.050806089E1,9.869750366E2
2.054805793E1,9.869696655E2
2.058806339E1,9.869659424E2
2.062806209E1,9.869650879E2
2.066806392E1,9.869662476E2
2.070806537E1,9.869682007E2
2.074806772E1,9.869699707E2
2.078806688E1,9.869686279E2
2.082805574E1,9.869656982E2
2.086806037E1,9.869635010E2
2.090806496E1,9.869627686E2
2.094806131E1,9.869629517E2
2.098806261E1,9.869644775E2
2.102806709E1,9.869650879E2
2.106806829E1,9.869647217E2
2.110806803E1,9.869639282E2
2.114805850E1,9.869629517E2
2.118805829E1,9.869632568E2
2.122805589E1,9.869641113E2
2.126806131E1,9.869650879E2
2.130806079E1,9.869680176E2
2.134806662E1,9.869691162E2
2.138806725E1,9.869666748E2
2.142806449E1,9.869641113E2
2.146805642E1,9.869619751E2
2.150806157E1,9.869617920E2
2.154805579E1,9.869617920E2
2.158806470E1,9.869629517E2
2.162806157E1,9.869688110E2
2.166806053E1,9.869738770E2
2.170806735E1,9.869739990E2
2.174806725E1,9.869736938E2
2.178806006E1,9.869736938E2
2.182806142E1,9.869701538E2
2.186805470E1,9.869667358E2
2.190806183E1,9.869649048E2
2.194806183E1,9.869635010E2
2.198806209E1,9.869631348E2
2.202806772E1,9.869645996E2
2.206806568E1,9.869674072E2
2.210806662E1,9.869693604E2
2.214805808E1,9.869688721E2
2.218805605E1,9.869689941E2
2.222806287E1,9.869696655E2
2.226806444E1,9.869702759E2
2.230806418E1,9.869715576E2
2.234807058E1,9.869735718E2
2.238806746E1,9.869738770E2
2.242806933E1,9.869717407E2
2.246806022E1,9.869682007E2
2.250806188E1,9.869637451E2
2.254806105E1,9.869613647E2
2.258806183E1,9.869629517E2
2.262806209E1,9.869652710E2
2.266806923E1,9.869678955E2
2.270806787E1,9.869715576E2
2.274806761E1,9.869761963E2
2.278805944E1,9.869752197E2
2.282805772E1,9.869715576E2
2.286805881E1,9.869705811E2
2.290806209E1,9.869699707E2
2.294806157E1,9.869672241E2
2.298806563E1,9.869680176E2
2.302806845E1,9.869705811E2
2.306805876E1,9.869699707E2
2.310806824E1,9.869717407E2
2.314806105E1,9.869742432E2
2.318805615E1,9.869750366E2
2.322806392E1,9.869758301E2
2.326806418E1,9.869756470E2
2.330806079E1,9.869748535E2
2.334806574E1,9.869732056E2
2.338805657E1,9.869707642E2
2.342805871E1,9.869703369E2
2.346805850E1,9.869737549E2
2.350805605E1,9.869765015E2
2.354806313E1,9.869797363E2
2.358806209E1,9.869857788E2
2.362806105E1,9.869883423E2
2.366806636E1,9.869859619E2
2.370806714E1,9.869830322E2
2.374806584E1,9.869818726E2
2.378805892E1,9.869807129E2
2.382805694E1,9.869815063E2
2.386806365E1,9.869854126E2
2.390806209E1,9.869883423E2
2.394806470E1,9.869888916E2
2.398806688E1,9.869883423E2
2.402806860E1,9.869859619E2
2.406805954E1,9.869852295E2
2.410805907E1,9.869847412E2
2.414805892E1,9.869849854E2
2.418806235E1,9.869875488E2
2.422806522E1,9.869902954E2
2.426806157E1,9.869908447E2
2.430806657E1,9.869893799E2
2.434806621E1,9.869868774E2
2.438806605E1,9.869834595E2
2.442806699E1,9.869829712E2
2.446805626E1,9.869835205E2
2.450805772E1,9.869857178E2
2.454806652E1,9.869908447E2
2.458806157E1,9.869965210E2
2.462806803E1,9.870006104E2
2.466806798E1,9.870028687E2
2.470806662E1,9.870029907E2
2.474805881E1,9.870021973E2
2.478805735E1,9.870023804E2
2.482805579E1,9.870000610E2
2.486806079E1,9.869973145E2
2.490806053E1,9.869974976E2
2.494806105E1,9.869967041E2
2.498806647E1,9.869954834E2
2.502806850E1,9.869984741E2
2.506806839E1,9.870017090E2
2.510805568E1,9.870043335E2
2.514805480E1,9.870078735E2
2.518806157E1,9.870100098E2
2.522806027E1,9.870115967E2
2.526806131E1,9.870140991E2
2.530806673E1,9.870166626E2
2.534806537E1,9.870174561E2
2.538806642E1,9.870166626E2
2.542805558E1,9.870164795E2
2.546805600E1,9.870162354E2
2.550806209E1,9.870140991E2
2.554806261E1,9.870132446E2
2.558806131E1,9.870140991E2
2.562806881E1,9.870129395E2
2.566806907E1,9.870123291E2
2.570806777E1,9.870136108E2
2.574805860E1,9.870148926E2
2.578806199E1,9.870172119E2
2.582806808E1,9.870194092E2
2.586806105E1,9.870209351E2
2.590806235E1,9.870216064E2
2.594806949E1,9.870225830E2
2.598806688E1,9.870236816E2
2.602806668E1,9.870234985E2
2.606806699E1,9.870227051E2
2.610805782E1,9.870236816E2
2.614805652E1,9.870248413E2
2.618806287E1,9.870247803E2
2.622806105E1,9.870241699E2
2.626806631E1,9.870242920E2
2.630806631E1,9.870241699E2
2.634806558E1,9.870227051E2
2.638806673E1,9.870223389E2
2.642805850E1,9.870262451E2
2.646805558E1,9.870301514E2
2.650806313E1,9.870321045E2
2.654806209E1,9.870340576E2
2.658806209E1,9.870334473E2
2.662806839E1,9.870305176E2
2.666806668E1,9.870296631E2
2.670806532E1,9.870311279E2
2.674805235E1,9.870332642E2
2.678805704E1,9.870361938E2
2.682806418E1,9.870385132E2
2.686806105E1,9.870390015E2
2.690806209E1,9.870391235E2
2.694806668E1,9.870363770E2
2.698806881E1,9.870342407E2
2.702805772E1,9.870342407E2
2.706805699E1,9.870342407E2
2.710805751E1,9.870357666E2
2.714806365E1,9.870389404E2
2.718806157E1,9.870420532E2
2.722806522E1,9.870449829E2
2.726806621E1,9.870479126E2
2.730806777E1,9.870482178E2
2.734806819E1,9.870488892E2
2.738805897E1,9.870494385E2
2.742805673E1,9.870482788E2
2.746806027E1,9.870468140E2
2.750806183E1,9.870467529E2
2.754806235E1,9.870484009E2
2.758806996E1,9.870477295E2
2.762807001E1,9.870468140E2
2.766806959E1,9.870474243E2
2.770806699E1,9.870479736E2
2.774805907E1,9.870469360E2
2.778805579E1,9.870476074E2
2.782806287E1,9.870494385E2
2.786806365E1,9.870513916E2
2.790806584E1,9.870554199E2
2.794806876E1,9.870594482E2
2.798806569E1,9.870601807E2
2.802806610E1,9.870596313E2
2.806805532E1,9.870575562E2
2.810805636E1,9.870526123E2
2.814806105E1,9.870490723E2
2.818806027E1,9.870510254E2
2.822806235E1,9.870545654E2
2.826807438E1,9.870559082E2
2.830806615E1,9.870577393E2
2.834806642E1,9.870606079E2
2.838805584E1,9.870617676E2
2.842805949E1,9.870618896E2
2.846806105E1,9.870650635E2
2.850806157E1,9.870687866E2
2.854806235E1,9.870697021E2
2.858806589E1,9.870713501E2
2.862806720E1,9.870750732E2
2.866806642E1,9.870759277E2
2.870805709E1,9.870752563E2
2.874805787E1,9.870769043E2
2.878806990E1,9.870770874E2
2.882806339E1,9.870754395E2
2.886806131E1,9.870767212E2
2.890806610E1,9.870777588E2
2.894806928E1,9.870760498E2
2.898806740E1,9.870764160E2
2.902805636E1,9.870781860E2
2.906805824E1,9.870780029E2
2.910806392E1,9.870785522E2
2.914806183E1,9.870795288E2
2.918806131E1,9.870783691E2
