"Time (s)","Pressure (hPa)"
5.730805900E1,9.880235596E2
5.734806212E1,9.880252686E2
5.738806488E1,9.880283813E2
5.742806644E1,9.880296631E2
5.746806587E1,9.880266113E2
5.750806848E1,9.880262451E2
5.754805587E1,9.880267944E2
5.758805863E1,9.880251465E2
5.762806238E1,9.880242920E2
5.766806004E1,9.880274048E2
5.770806160E1,9.880293579E2
5.774806556E1,9.880287476E2
5.778806561E1,9.880290527E2
5.782806519E1,9.880311890E2
5.786806571E1,9.880314941E2
5.790805540E1,9.880295410E2
5.794805889E1,9.880275879E2
5.798806056E1,9.880254517E2
5.802806316E1,9.880246582E2
5.806806535E1,9.880267944E2
5.810806639E1,9.880289307E2
5.814806483E1,9.880322876E2
5.818805655E1,9.880367432E2
5.822805790E1,9.880385132E2
5.826805233E1,9.880375366E2
5.830806108E1,9.880369873E2
5.834806030E1,9.880383301E2
5.838805978E1,9.880391235E2
5.842806561E1,9.880389404E2
5.846806400E1,9.880389404E2
5.850806577E1,9.880389404E2
5.854805785E1,9.880393066E2
5.858805316E1,9.880393066E2
5.862805926E1,9.880393066E2
5.866805952E1,9.880383301E2
5.870806082E1,9.880377197E2
5.874806743E1,9.880365601E2
5.878805400E1,9.880365601E2
5.882806493E1,9.880377197E2
5.886805748E1,9.880377197E2
5.890805483E1,9.880379639E2
5.894806030E1,9.880383301E2
5.898806056E1,9.880372314E2
5.902806551E1,9.880355835E2
5.906807290E1,9.880344238E2
5.910806634E1,9.880322876E2
5.914806717E1,9.880323486E2
5.918805545E1,9.880334473E2
5.922805681E1,9.880329590E2
5.926805978E1,9.880341187E2
5.930806082E1,9.880361938E2
5.934806030E1,9.880341187E2
5.938805858E1,9.880308838E2
5.942806696E1,9.880314941E2
5.946806473E1,9.880317993E2
5.950805848E1,9.880313721E2
5.954805686E1,9.880305176E2
5.958806420E1,9.880301514E2
5.962806290E1,9.880299072E2
5.966806082E1,9.880307007E2
5.970806936E1,9.880303345E2
5.974806691E1,9.880297241E2
5.978806592E1,9.880305176E2
5.982805644E1,9.880305176E2
5.986805941E1,9.880274658E2
5.990805722E1,9.880260010E2
5.994805978E1,9.880293579E2
5.998806030E1,9.880308838E2
6.002806665E1,9.880295410E2
6.006806410E1,9.880322876E2
6.010806785E1,9.880355835E2
6.014805879E1,9.880331421E2
6.018805540E1,9.880303345E2
6.022805478E1,9.880289307E2
6.026806082E1,9.880257568E2
6.030806082E1,9.880222168E2
6.034806238E1,9.880201416E2
6.038806712E1,9.880200806E2
6.042806618E1,9.880217285E2
6.046805483E1,9.880223389E2
6.050805566E1,9.880219116E2
6.054805342E1,9.880216064E2
6.058806525E1,9.880201416E2
6.062805952E1,9.880184326E2
6.066805712E1,9.880176392E2
6.070806566E1,9.880165405E2
6.074806561E1,9.880158691E2
6.078806676E1,9.880145264E2
6.082805863E1,9.880120850E2
6.086805514E1,9.880103760E2
6.090806108E1,9.880100098E2
6.094806160E1,9.880086670E2
6.098805900E1,9.880067139E2
6.102806743E1,9.880078735E2
6.106807040E1,9.880081787E2
6.110806702E1,9.880073853E2
6.114805577E1,9.880064087E2
6.118805670E1,9.880088501E2
6.122805978E1,9.880084229E2
6.126806212E1,9.880083618E2
6.130806212E1,9.880072021E2
6.134806488E1,9.880080566E2
6.138807030E1,9.880106201E2
6.142806592E1,9.880113525E2
6.146805686E1,9.880104980E2
6.150805728E1,9.880109863E2
6.154805712E1,9.880089111E2
6.158805926E1,9.880039673E2
6.162806733E1,9.880001221E2
6.166806754E1,9.879979248E2
6.170806754E1,9.879945679E2
6.174806624E1,9.879912720E2
6.178806571E1,9.879893799E2
6.182805889E1,9.879898682E2
6.186805702E1,9.879888916E2
6.190806030E1,9.879888306E2
6.194806056E1,9.879920654E2
6.198806160E1,9.879924316E2
6.202806639E1,9.879904785E2
6.206805337E1,9.879895020E2
6.210806644E1,9.879873657E2
6.214805769E1,9.879834595E2
6.218805655E1,9.879807129E2
6.222805978E1,9.879781494E2
6.226806186E1,9.879752197E2
6.230805952E1,9.879747314E2
6.234806988E1,9.879754639E2
6.238806691E1,9.879742432E2
6.242806769E1,9.879750366E2
6.246805733E1,9.879766235E2
6.250805905E1,9.879754639E2
6.254806082E1,9.879739990E2
6.258805926E1,9.879748535E2
6.262805978E1,9.879709473E2
6.266807045E1,9.879670410E2
6.270806577E1,9.879650879E2
6.274806670E1,9.879652710E2
6.278805868E1,9.879644775E2
6.282805894E1,9.879682007E2
6.286806290E1,9.879711304E2
6.290806030E1,9.879715576E2
6.294805952E1,9.879697876E2
6.298806717E1,9.879683838E2
6.302805441E1,9.879653931E2
6.306806389E1,9.879635010E2
6.310805993E1,9.879629517E2
6.314805707E1,9.879624634E2
6.318806342E1,9.879611816E2
6.322806134E1,9.879592285E2
6.326805952E1,9.879570923E2
6.330806561E1,9.879561157E2
6.334806415E1,9.879544678E2
6.338805571E1,9.879535522E2
6.342806525E1,9.879527588E2
6.346805811E1,9.879500732E2
6.350805577E1,9.879476929E2
6.354806316E1,9.879450684E2
6.358806030E1,9.879437866E2
6.362806728E1,9.879431152E2
6.366806478E1,9.879422607E2
6.370806415E1,9.879408569E2
6.374806384E1,9.879409790E2
6.378805462E1,9.879412842E2
6.382805311E1,9.879418335E2
6.386805400E1,9.879445801E2
6.390806264E1,9.879451904E2
6.394806030E1,9.879418335E2
6.398806624E1,9.879374390E2
6.402806806E1,9.879348145E2
6.406806712E1,9.879298096E2
6.410805696E1,9.879248657E2
6.414805743E1,9.879238892E2
6.418805978E1,9.879223022E2
6.422806082E1,9.879199829E2
6.426806108E1,9.879197998E2
6.430806634E1,9.879205322E2
6.434806598E1,9.879178467E2
6.438806420E1,9.879166260E2
6.442805707E1,9.879154663E2
6.446805748E1,9.879146729E2
6.450806472E1,9.879151001E2
6.454806264E1,9.879183350E2
6.458806889E1,9.879197998E2
6.462806806E1,9.879206543E2
6.466806613E1,9.879211426E2
6.470806832E1,9.879182129E2
6.474805910E1,9.879134521E2
6.478806113E1,9.879097900E2
6.482806238E1,9.879064941E2
6.486806082E1,9.879041748E2
6.490806160E1,9.879047241E2
6.494806582E1,9.879063110E2
6.498806842E1,9.879060059E2
6.502806905E1,9.879039307E2
6.506805967E1,9.879011230E2
6.510806061E1,9.878984985E2
6.514806040E1,9.878944092E2
6.518806082E1,9.878920288E2
6.522806004E1,9.878914795E2
6.526806618E1,9.878890381E2
6.530806639E1,9.878875732E2
6.534806389E1,9.878869629E2
6.538807160E1,9.878834229E2
6.542805285E1,9.878791504E2
6.546805478E1,9.878778076E2
6.550806212E1,9.878771973E2
6.554806160E1,9.878771973E2
6.558806030E1,9.878785400E2
6.562806962E1,9.878802490E2
6.566806728E1,9.878804321E2
6.570806472E1,9.878782959E2
6.574805400E1,9.878763428E2
6.578805608E1,9.878749390E2
6.582806160E1,9.878729248E2
6.586806342E1,9.878712158E2
6.590806202E1,9.878703613E2
6.594806660E1,9.878695679E2
6.598806436E1,9.878682861E2
6.602806446E1,9.878670654E2
6.606805717E1,9.878660889E2
6.610805472E1,9.878637085E2
6.614805900E1,9.878602905E2
6.618806238E1,9.878557129E2
6.622806525E1,9.878519287E2
6.626806509E1,9.878496704E2
6.630806519E1,9.878479004E2
6.634806577E1,9.878461304E2
6.638805665E1,9.878472900E2
6.642805978E1,9.878487549E2
6.646806498E1,9.878482666E2
6.650806108E1,9.878474121E2
6.654806212E1,9.878451538E2
6.658806952E1,9.878410645E2
6.662806769E1,9.878372803E2
6.666805592E1,9.878345947E2
6.670805717E1,9.878317871E2
6.674805681E1,9.878316040E2
6.678805978E1,9.878323975E2
6.682806056E1,9.878295288E2
6.686806108E1,9.878236694E2
6.690806587E1,9.878194580E2
6.694806691E1,9.878184204E2
6.698806827E1,9.878176270E2
6.702805681E1,9.878186035E2
6.706805571E1,9.878208618E2
6.710805717E1,9.878231201E2
6.714805978E1,9.878238525E2
6.718805978E1,9.878231201E2
6.722806436E1,9.878201904E2
6.726806832E1,9.878169556E2
6.730807170E1,9.878150635E2
6.734806717E1,9.878117676E2
6.738805910E1,9.878086548E2
6.742805431E1,9.878042603E2
6.746806186E1,9.878006592E2
6.750806056E1,9.877961426E2
6.754806082E1,9.877943726E2
6.758806483E1,9.877935181E2
6.762806827E1,9.877968140E2
6.766805618E1,9.877998657E2
6.770805775E1,9.878011475E2
6.774805712E1,9.877980957E2
6.778806290E1,9.877967529E2
6.782806108E1,9.877949829E2
6.786805900E1,9.877926025E2
6.790805764E1,9.877902832E2
6.794806613E1,9.877894897E2
6.798806691E1,9.877889404E2
6.802806030E1,9.877863770E2
6.806805681E1,9.877836304E2
6.810806420E1,9.877816772E2
6.814806629E1,9.877803345E2
6.818806082E1,9.877769775E2
6.822806545E1,9.877738647E2
6.826806806E1,9.877719116E2
6.830806722E1,9.877704468E2
6.834805806E1,9.877684937E2
6.838805832E1,9.877658691E2
6.842806108E1,9.877640991E2
6.846806446E1,9.877637329E2
6.850806082E1,9.877631226E2
6.854806535E1,9.877598877E2
6.858806436E1,9.877569580E2
6.862806571E1,9.877547607E2
6.866805775E1,9.877535400E2
6.870805769E1,9.877535400E2
6.874805972E1,9.877543335E2
6.878806004E1,9.877554932E2
6.882806577E1,9.877559204E2
6.886806764E1,9.877536621E2
6.890806571E1,9.877507324E2
6.894806457E1,9.877476196E2
6.898806478E1,9.877427979E2
6.902805790E1,9.877398682E2
6.906805457E1,9.877370605E2
6.910805952E1,9.877357788E2
6.914806082E1,9.877352295E2
6.918806212E1,9.877344360E2
6.922806764E1,9.877342529E2
6.926806650E1,9.877330322E2
6.930806650E1,9.877295532E2
6.934805504E1,9.877285767E2
6.938805269E1,9.877274170E2
6.942806004E1,9.877242432E2
6.946806134E1,9.877235107E2
6.950806030E1,9.877225342E2
6.954806452E1,9.877182007E2
6.958806488E1,9.877137451E2
6.962806504E1,9.877123413E2
6.966805540E1,9.877118530E2
6.970805801E1,9.877117920E2
6.974806082E1,9.877150879E2
6.978805900E1,9.877207642E2
6.982806176E1,9.877232666E2
6.986806660E1,9.877243652E2
6.990806587E1,9.877241821E2
6.994806738E1,9.877191772E2
6.998805624E1,9.877139893E2
7.002805728E1,9.877092285E2
7.006806394E1,9.877026978E2
7.010806004E1,9.876984863E2
7.014806004E1,9.876978760E2
7.018806514E1,9.876978760E2
7.022806691E1,9.876962280E2
7.026806514E1,9.876936035E2
7.030805561E1,9.876922607E2
7.034805733E1,9.876909790E2
7.038806394E1,9.876882324E2
7.042806108E1,9.876848145E2
7.046806160E1,9.876828613E2
7.050806722E1,9.876804199E2
7.054806613E1,9.876774902E2
7.058806514E1,9.876760254E2
7.062806478E1,9.876770020E2
7.066805655E1,9.876783447E2
7.070805587E1,9.876766357E2
7.074805900E1,9.876732788E2
7.078805978E1,9.876695557E2
7.082805926E1,9.876656494E2
7.086806545E1,9.876618652E2
7.090806644E1,9.876584473E2
7.094806488E1,9.876574707E2
7.098805556E1,9.876586304E2
7.102805374E1,9.876590576E2
7.106806082E1,9.876574707E2
7.110806160E1,9.876579590E2
7.114805900E1,9.876600952E2
7.118806634E1,9.876590576E2
7.122806634E1,9.876577759E2
7.126806577E1,9.876573486E2
7.130805827E1,9.876549072E2
7.134805639E1,9.876497803E2
7.138805978E1,9.876455688E2
7.142805900E1,9.876434326E2
7.146806056E1,9.876429443E2
7.150806467E1,9.876422119E2
7.154806592E1,9.876413574E2
7.158806806E1,9.876406860E2
7.162805634E1,9.876386108E2
7.166805670E1,9.876342163E2
7.170806030E1,9.876315918E2
7.174806160E1,9.876297607E2
7.178806108E1,9.876262207E2
7.182806676E1,9.876234741E2
7.186806545E1,9.876215210E2
7.190806504E1,9.876177979E2
7.194805655E1,9.876143188E2
7.198805321E1,9.876131592E2
7.202807228E1,9.876115723E2
7.206806160E1,9.876104126E2
7.210806160E1,9.876107788E2
7.214806462E1,9.876123657E2
7.218806879E1,9.876117554E2
7.222806467E1,9.876078491E2
7.226805748E1,9.876044312E2
7.230805608E1,9.876000366E2
7.234806405E1,9.875938110E2
7.238806056E1,9.875878296E2
7.242806316E1,9.875845947E2
7.246806493E1,9.875834351E2
7.250806598E1,9.875840454E2
7.254806582E1,9.875845947E2
7.258806806E1,9.875869751E2
7.262805431E1,9.875884399E2
7.266805483E1,9.875859985E2
7.270806342E1,9.875812988E2
7.274805900E1,9.875770264E2
7.278806108E1,9.875718994E2
7.282805707E1,9.875697632E2
7.286806488E1,9.875692749E2
7.290806420E1,9.875679932E2
7.294805665E1,9.875662842E2
7.298805613E1,9.875633545E2
7.302805926E1,9.875596313E2
7.306806082E1,9.875576782E2
7.310806160E1,9.875582275E2
7.314806696E1,9.875586548E2
7.318806571E1,9.875578613E2
7.322806566E1,9.875567627E2
7.326805634E1,9.875557251E2
7.330805488E1,9.875533447E2
7.334806004E1,9.875504150E2
7.338805926E1,9.875488892E2
7.342806004E1,9.875477295E2
7.346806478E1,9.875462646E2
7.350806446E1,9.875435791E2
7.354806384E1,9.875412598E2
7.358805202E1,9.875409546E2
7.362805629E1,9.875389404E2
7.366806342E1,9.875365601E2
7.370806082E1,9.875363770E2
7.374805926E1,9.875367432E2
7.378806519E1,9.875354004E2
7.382806545E1,9.875333252E2
7.386806603E1,9.875305176E2
7.390805795E1,9.875258179E2
7.394805639E1,9.875203857E2
7.398805525E1,9.875170288E2
7.402806030E1,9.875145264E2
7.406806030E1,9.875125732E2
7.410806441E1,9.875139160E2
7.414806462E1,9.875148926E2
7.418806488E1,9.875135498E2
7.422805598E1,9.875134277E2
7.426805545E1,9.875137329E2
7.430805420E1,9.875115967E2
7.434806082E1,9.875093994E2
7.438806238E1,9.875086670E2
7.442806212E1,9.875082397E2
7.446806722E1,9.875064697E2
7.450805775E1,9.875038452E2
7.454806431E1,9.875025635E2
7.458805915E1,9.875017090E2
7.462805306E1,9.875000610E2
7.466806160E1,9.874974976E2
7.470805978E1,9.874958496E2
7.474806045E1,9.874959717E2
7.478806670E1,9.874947510E2
7.482806545E1,9.874942017E2
7.486806571E1,9.874971313E2
7.490805670E1,9.874990845E2
7.494805498E1,9.874963379E2
7.498806420E1,9.874940186E2
7.502806134E1,9.874940186E2
7.506805978E1,9.874916382E2
7.510806811E1,9.874888916E2
7.514806478E1,9.874898071E2
7.518806598E1,9.874901123E2
7.522805738E1,9.874875488E2
7.526805545E1,9.874863892E2
7.530806108E1,9.874844360E2
7.534806134E1,9.874805298E2
7.538806004E1,9.874781494E2
7.542806452E1,9.874764404E2
7.546806493E1,9.874736938E2
7.550806618E1,9.874721069E2
7.554805629E1,9.874717407E2
7.558805566E1,9.874721069E2
7.562806004E1,9.874717407E2
7.566806134E1,9.874713135E2
7.570806004E1,9.874709473E2
7.574806426E1,9.874706421E2
7.578806483E1,9.874697876E2
7.582806577E1,9.874689941E2
7.586805941E1,9.874657593E2
7.590805759E1,9.874633179E2
7.594805722E1,9.874613647E2
7.598806056E1,9.874578857E2
7.602806160E1,9.874570923E2
7.606806134E1,9.874592285E2
7.610806681E1,9.874590454E2
7.614806441E1,9.874588623E2
7.618806551E1,9.874620361E2
7.622805202E1,9.874608154E2
7.626805561E1,9.874574585E2
7.630806290E1,9.874582520E2
7.634806004E1,9.874561157E2
7.638806030E1,9.874479980E2
7.642806498E1,9.874432373E2
7.646806462E1,9.874418335E2
7.650806467E1,9.874400024E2
7.654805452E1,9.874403687E2
7.658805608E1,9.874420166E2
7.662806160E1,9.874422607E2
7.666806134E1,9.874401855E2
7.670806368E1,9.874382324E2
7.674806743E1,9.874368896E2
7.678806655E1,9.874365845E2
7.682806571E1,9.874345093E2
7.686805670E1,9.874331665E2
7.690805634E1,9.874315186E2
7.694806108E1,9.874273071E2
7.698806056E1,9.874254150E2
7.702806004E1,9.874260254E2
7.706806467E1,9.874263306E2
7.710806540E1,9.874259033E2
7.714806488E1,9.874286499E2
7.718805702E1,9.874292603E2
7.722805613E1,9.874281616E2
7.726806551E1,9.874266357E2
7.730806108E1,9.874248657E2
7.734806108E1,9.874224854E2
7.738806618E1,9.874205322E2
7.742806504E1,9.874197998E2
7.746806676E1,9.874197998E2
7.750805535E1,9.874188232E2
7.754805884E1,9.874183960E2
7.758806035E1,9.874191895E2
7.762805926E1,9.874193726E2
7.766806056E1,9.874200439E2
7.770806665E1,9.874209595E2
7.774806556E1,9.874213257E2
7.778806493E1,9.874215088E2
7.782806431E1,9.874202881E2
7.786805780E1,9.874187012E2
7.790805556E1,9.874175415E2
7.794806004E1,9.874151001E2
7.798806108E1,9.874116821E2
7.802806056E1,9.874091187E2
7.806806613E1,9.874063110E2
7.810806603E1,9.874060059E2
7.814805483E1,9.874076538E2
7.818805624E1,9.874088135E2
7.822805519E1,9.874104004E2
7.826806134E1,9.874102173E2
7.830806004E1,9.874066772E2
7.834806108E1,9.874025879E2
7.838806431E1,9.874012451E2
7.842806842E1,9.874003296E2
7.846806493E1,9.873988647E2
7.850805712E1,9.873977051E2
7.854805483E1,9.873983154E2
7.858806082E1,9.873991699E2
7.862806551E1,9.873984985E2
7.866806368E1,9.873985596E2
7.870806519E1,9.873996582E2
7.874806686E1,9.873978882E2
7.878806644E1,9.873937988E2
7.882806165E1,9.873918457E2
7.886805973E1,9.873921509E2
7.890806264E1,9.873924561E2
7.894806004E1,9.873926392E2
7.898806134E1,9.873939819E2
7.902806707E1,9.873948975E2
7.906806858E1,9.873920288E2
7.910806691E1,9.873895264E2
7.914805775E1,9.873889160E2
7.918805681E1,9.873867798E2
7.922805743E1,9.873869629E2
7.926806056E1,9.873902588E2
7.930806108E1,9.873918457E2
7.934806660E1,9.873922119E2
7.938806858E1,9.873947754E2
7.942806905E1,9.873941040E2
7.946806962E1,9.873883057E2
7.950805571E1,9.873840332E2
7.954805556E1,9.873812866E2
7.958805978E1,9.873758545E2
7.962806290E1,9.873739624E2
7.966806316E1,9.873782959E2
7.970806769E1,9.873807373E2
7.974806900E1,9.873812866E2
7.978806795E1,9.873815918E2
7.982805624E1,9.873799438E2
7.986805691E1,9.873782959E2
7.990806004E1,9.873770752E2
7.994806108E1,9.873760376E2
7.998805978E1,9.873781738E2
8.002806827E1,9.873789673E2
8.006806561E1,9.873768921E2
8.010806702E1,9.873765869E2
8.014805525E1,9.873779907E2
8.018805446E1,9.873771973E2
8.022806056E1,9.873758545E2
8.026806212E1,9.873770142E2
8.030806212E1,9.873778076E2
8.034806545E1,9.873758545E2
8.038806696E1,9.873744507E2
8.042806613E1,9.873752441E2
8.046805926E1,9.873743896E2
8.050805785E1,9.873731079E2
8.054806290E1,9.873715210E2
8.058806134E1,9.873715210E2
8.062806160E1,9.873716431E2
8.066806769E1,9.873711548E2
8.070806848E1,9.873713379E2
8.074805915E1,9.873720093E2
8.078805467E1,9.873713379E2
8.082805321E1,9.873685913E2
8.086806264E1,9.873677979E2
8.090806394E1,9.873677979E2
8.094806108E1,9.873662720E2
8.098806764E1,9.873632202E2
8.102806618E1,9.873629150E2
8.106806462E1,9.873656006E2
8.110806535E1,9.873661499E2
8.114805561E1,9.873680420E2
8.118805848E1,9.873699951E2
8.122806160E1,9.873684082E2
8.126806420E1,9.873640137E2
8.130806655E1,9.873610840E2
8.134806551E1,9.873592529E2
8.138806660E1,9.873594360E2
8.142806748E1,9.873630371E2
8.146805311E1,9.873657837E2
8.150805681E1,9.873690186E2
8.154806368E1,9.873707275E2
8.158806004E1,9.873697510E2
8.162806577E1,9.873687744E2
8.166806978E1,9.873695679E2
8.170806801E1,9.873692627E2
8.174806488E1,9.873700562E2
8.178805749E1,9.873729858E2
8.182805410E1,9.873746338E2
8.186806134E1,9.873752441E2
8.190805952E1,9.873759155E2
8.194806004E1,9.873768311E2
8.198806483E1,9.873764038E2
8.202806509E1,9.873739014E2
8.206806493E1,9.873714600E2
8.210805644E1,9.873704834E2
8.214805926E1,9.873710327E2
8.218806368E1,9.873717041E2
8.222805926E1,9.873717041E2
8.226806238E1,9.873707275E2
8.230806478E1,9.873700562E2
8.234806848E1,9.873699951E2
8.238806624E1,9.873699951E2
8.242805540E1,9.873729248E2
8.246805452E1,9.873768311E2
8.250806785E1,9.873803101E2
8.254806160E1,9.873840332E2
8.258806004E1,9.873871460E2
8.262806436E1,9.873863525E2
8.266806498E1,9.873832397E2
8.270806624E1,9.873797607E2
8.274805509E1,9.873758545E2
8.278805858E1,9.873744507E2
8.282805483E1,9.873768311E2
8.286806160E1,9.873820801E2
8.290806394E1,9.873869629E2
8.294806514E1,9.873890381E2
8.298806686E1,9.873890381E2
8.302806509E1,9.873890381E2
8.306805556E1,9.873887329E2
8.310805332E1,9.873871460E2
8.314805613E1,9.873869629E2
8.318806212E1,9.873892822E2
8.322806004E1,9.873912354E2
8.326806160E1,9.873913574E2
8.330806696E1,9.873910522E2
8.334806707E1,9.873906860E2
8.338806639E1,9.873889160E2
8.342805582E1,9.873869629E2
8.346805420E1,9.873885498E2
8.350806056E1,9.873911743E2
8.354806082E1,9.873954468E2
8.358806134E1,9.873981934E2
8.362806806E1,9.874016113E2
8.366806488E1,9.874045410E2
8.370806728E1,9.874083252E2
8.374805374E1,9.874097290E2
8.378805504E1,9.874125366E2
8.382806160E1,9.874146729E2
8.386806056E1,9.874147949E2
8.390806061E1,9.874139404E2
8.394806650E1,9.874131470E2
8.398806420E1,9.874121704E2
8.402806712E1,9.874122314E2
8.406805790E1,9.874123535E2
8.410805821E1,9.874127197E2
8.414806004E1,9.874138184E2
8.418806186E1,9.874141235E2
8.422806108E1,9.874173584E2
8.426806905E1,9.874213257E2
8.430806384E1,9.874224854E2
8.434806696E1,9.874223022E2
8.438805472E1,9.874229126E2
8.442805603E1,9.874222412E2
8.446805733E1,9.874211426E2
8.450806160E1,9.874221191E2
8.454805900E1,9.874271851E2
8.458806577E1,9.874307251E2
8.462806358E1,9.874298096E2
8.466806504E1,9.874309082E2
8.470805722E1,9.874322510E2
8.474805665E1,9.874299316E2
8.478805446E1,9.874307251E2
8.482806134E1,9.874338379E2
8.486806186E1,9.874336548E2
8.490806238E1,9.874338379E2
8.494806431E1,9.874346313E2
8.498806624E1,9.874346313E2
8.502806478E1,9.874357910E2
8.506805160E1,9.874390869E2
8.510805598E1,9.874422607E2
8.514806082E1,9.874457397E2
8.518805900E1,9.874473877E2
8.522806238E1,9.874451904E2
8.526806696E1,9.874437866E2
8.530806462E1,9.874445801E2
8.534805483E1,9.874429932E2
8.538805545E1,9.874424438E2
8.542805337E1,9.874445801E2
8.546805926E1,9.874454346E2
8.550806290E1,9.874454346E2
8.554805952E1,9.874471436E2
8.558806618E1,9.874471436E2
8.562806868E1,9.874467163E2
8.566806436E1,9.874478760E2
8.570805790E1,9.874490967E2
8.574805764E1,9.874506226E2
8.578806030E1,9.874533691E2
8.582806108E1,9.874551392E2
8.586806316E1,9.874543457E2
8.590806858E1,9.874538574E2
8.594806676E1,9.874528809E2
8.598806478E1,9.874502563E2
8.602805832E1,9.874498291E2
8.606805446E1,9.874525146E2
8.610806030E1,9.874533691E2
8.614805900E1,9.874543457E2
8.618806056E1,9.874569702E2
8.622806931E1,9.874580688E2
8.626806519E1,9.874576416E2
8.630806577E1,9.874574585E2
8.634805644E1,9.874580688E2
8.638805545E1,9.874603882E2
8.642806014E1,9.874631348E2
8.646806212E1,9.874630127E2
8.650806342E1,9.874608154E2
8.654806551E1,9.874584351E2
8.658806540E1,9.874556885E2
8.662806441E1,9.874527588E2
8.666806415E1,9.874517822E2
8.670805644E1,9.874528809E2
8.674805248E1,9.874547119E2
8.678806004E1,9.874578857E2
8.682806238E1,9.874614868E2
8.686805978E1,9.874641113E2
8.690806717E1,9.874665527E2
8.694806426E1,9.874683838E2
8.698806592E1,9.874698486E2
8.702805858E1,9.874722900E2
8.706805363E1,9.874752197E2
8.710806160E1,9.874768066E2
8.714806030E1,9.874771729E2
8.718806160E1,9.874776611E2
8.722806722E1,9.874755249E2
8.726806488E1,9.874722900E2
8.730806498E1,9.874730225E2
8.734805452E1,9.874756470E2
8.738805478E1,9.874738770E2
8.742806056E1,9.874732056E2
8.746806186E1,9.874758301E2
8.750806134E1,9.874769287E2
8.754805431E1,9.874754639E2
8.758806436E1,9.874743652E2
8.762806483E1,9.874740601E2
8.766805655E1,9.874719238E2
8.770806004E1,9.874688110E2
8.774806316E1,9.874673462E2
8.778806134E1,9.874691772E2
8.782806004E1,9.874730835E2
8.786806900E1,9.874787598E2
8.790806769E1,9.874815063E2
8.794806670E1,9.874841309E2
8.798806353E1,9.874868774E2
8.802805519E1,9.874867554E2
8.806805743E1,9.874867554E2
8.810807124E1,9.874893188E2
8.814806108E1,9.874912720E2
8.818807248E1,9.874930420E2
8.822806801E1,9.874935913E2
8.826806504E1,9.874943848E2
8.830806509E1,9.874959717E2
8.834805733E1,9.874998779E2
8.838805566E1,9.874996338E2
8.842806238E1,9.875008545E2
8.846805978E1,9.875012207E2
8.850806420E1,9.875010376E2
8.854806374E1,9.874984741E2
8.858806566E1,9.874994507E2
8.862805514E1,9.875021973E2
8.866805884E1,9.875037842E2
8.870805525E1,9.875046387E2
8.874806551E1,9.875057373E2
8.878806004E1,9.875072632E2
8.882806056E1,9.875087280E2
8.886806467E1,9.875092163E2
8.890806571E1,9.875101929E2
8.894806405E1,9.875111694E2
8.898805717E1,9.875112915E2
8.902805634E1,9.875123291E2
8.906806316E1,9.875129395E2
8.910806160E1,9.875131226E2
8.914806394E1,9.875147095E2
8.918806738E1,9.875155640E2
8.922806910E1,9.875155029E2
8.926805722E1,9.875151978E2
8.930805874E1,9.875152588E2
8.934806077E1,9.875158691E2
8.938806420E1,9.875174561E2
8.942805926E1,9.875198975E2
8.946806394E1,9.875241699E2
8.950806551E1,9.875274658E2
8.954806519E1,9.875303345E2
8.958806780E1,9.875341187E2
8.962805504E1,9.875350342E2
8.966805551E1,9.875352783E2
8.970806420E1,9.875355225E2
8.974806056E1,9.875347900E2
8.978806004E1,9.875328369E2
8.982807087E1,9.875299072E2
8.986806665E1,9.875308838E2
8.990805530E1,9.875336304E2
8.994806509E1,9.875378418E2
8.998805926E1,9.875408936E2
9.002805514E1,9.875457764E2
9.006806004E1,9.875484619E2
9.010806368E1,9.875513916E2
9.014806712E1,9.875498657E2
9.018806816E1,9.875501709E2
9.022806561E1,9.875518188E2
9.026806348E1,9.875510254E2
9.030805457E1,9.875496826E2
9.034805853E1,9.875504150E2
9.038806525E1,9.875513916E2
9.042806264E1,9.875523682E2
9.046806082E1,9.875542603E2
9.050806603E1,9.875554199E2
9.054806670E1,9.875578613E2
9.058806775E1,9.875607910E2
9.062805446E1,9.875599976E2
9.066805405E1,9.875604248E2
9.070806420E1,9.875625610E2
9.074805978E1,9.875627441E2
9.078806004E1,9.875637207E2
9.082806571E1,9.875656738E2
9.086806551E1,9.875654907E2
9.090805848E1,9.875650024E2
9.094805946E1,9.875668335E2
9.098805561E1,9.875670166E2
9.102806030E1,9.875660400E2
9.106806056E1,9.875662842E2
9.110806212E1,9.875684204E2
9.114806618E1,9.875717163E2
9.118806556E1,9.875718994E2
9.122806441E1,9.875738525E2
9.126805587E1,9.875764160E2
9.130806045E1,9.875750732E2
9.134806446E1,9.875702515E2
9.138806056E1,9.875678101E2
9.142806134E1,9.875687866E2
9.146806446E1,9.875689697E2
9.150806457E1,9.875707397E2
9.154806452E1,9.875731201E2
9.158805431E1,9.875750732E2
9.162805910E1,9.875738525E2
9.166805629E1,9.875733032E2
9.170806004E1,9.875733032E2
9.174806134E1,9.875738525E2
9.178806806E1,9.875745850E2
9.182806561E1,9.875745850E2
9.186806634E1,9.875725098E2
9.190806582E1,9.875721436E2
9.194805535E1,9.875716553E2
9.198805332E1,9.875712280E2
9.202806108E1,9.875728149E2
9.206806056E1,9.875746460E2
9.210806030E1,9.875734863E2
9.214806827E1,9.875736694E2
9.218806613E1,9.875736694E2
