"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.352329277E1,1.380004734E-2,1.334536076E-2,-5.034542084E-2
1.352829277E1,1.239383221E-2,1.416087151E-3,8.480262756E-2
1.353329277E1,-6.164222956E-3,7.019251585E-3,-4.846477509E-2
1.353829277E1,-5.788818002E-3,-2.332423627E-2,-5.353927612E-3
1.354329277E1,-1.933781058E-2,-1.840984821E-2,2.729606628E-2
1.354829277E1,-1.638111472E-2,-1.082472503E-2,2.509689331E-2
1.355329277E1,2.297152579E-2,8.971810341E-3,9.103584290E-2
1.355829277E1,4.148791730E-2,2.671100199E-2,3.845691681E-2
1.356329277E1,2.969267219E-2,9.478107095E-3,1.275091171E-1
1.356829277E1,4.165113717E-2,3.403797746E-3,9.132003784E-2
1.357329277E1,1.689886302E-2,-2.930991352E-2,8.399963379E-2
1.357829277E1,-8.636258543E-3,-3.234174848E-2,1.164846420E-1
1.358329277E1,4.572312534E-2,-1.175233722E-2,-3.858947754E-2
1.358829277E1,5.870839208E-2,-1.617746055E-2,4.840946198E-2
1.359329277E1,4.924938828E-2,-1.953893900E-2,-7.472419739E-2
1.359829277E1,2.561323345E-3,-2.731338143E-2,7.665061951E-2
1.360329277E1,-8.950360119E-3,3.768444061E-3,7.823944092E-3
1.360829277E1,-1.492106169E-2,-2.519465983E-2,1.052465439E-1
1.361329277E1,-2.689217776E-2,-1.599214971E-2,8.813095093E-2
1.361829277E1,1.015314460E-2,-8.547157049E-4,3.703403473E-2
1.362329277E1,2.850125730E-2,-2.460217476E-2,6.225872040E-2
1.362829277E1,2.555619180E-2,-8.495375514E-3,1.764297485E-2
1.363329277E1,5.222634971E-2,-6.493300200E-3,7.523918152E-2
1.363829277E1,5.787896737E-2,-1.083123684E-2,6.568622589E-2
1.364329277E1,4.158625007E-2,-2.869533002E-2,-1.303482056E-2
1.364829277E1,-1.328806579E-2,-3.417432308E-3,9.872055054E-2
1.365329277E1,3.105112165E-2,2.328498662E-2,-1.176652908E-1
1.365829277E1,8.035451174E-3,-1.099961996E-2,1.134977341E-1
1.366329277E1,1.938109845E-2,-3.346353769E-3,4.589080811E-3
1.366829277E1,3.236760199E-2,-3.475080431E-2,1.142606735E-1
1.367329277E1,4.221511632E-2,-6.695228815E-2,4.485130310E-2
1.367829277E1,-1.730578393E-2,-7.297185063E-2,-2.563858032E-2
1.368329277E1,-2.055972815E-2,-2.390648425E-2,3.713607788E-3
1.368829277E1,7.105372846E-3,1.935762167E-2,-1.012201309E-1
1.369329277E1,3.506228328E-3,3.575584292E-2,1.846981049E-2
1.369829277E1,6.045840681E-3,5.739064515E-2,-3.117561340E-2
1.370329277E1,1.328968257E-2,3.167362511E-2,1.458072662E-2
1.370829277E1,4.795036092E-2,3.347292542E-3,1.363182068E-2
1.371329277E1,4.999996722E-2,-2.813538909E-2,-4.704475403E-2
1.371829277E1,5.632486194E-2,-2.815157175E-2,1.140909195E-1
1.372329277E1,8.513984084E-2,-1.575045288E-2,-1.444244385E-2
1.372829277E1,3.887304291E-2,-1.832304895E-2,8.103370667E-2
1.373329277E1,2.387505025E-2,-6.357446313E-3,-2.589797974E-2
1.373829277E1,1.672163606E-2,1.731361449E-2,-4.563045502E-2
1.374329277E1,-1.544296741E-3,1.352801919E-3,-4.675865173E-2
1.374829277E1,-4.487973452E-2,-6.567567587E-3,-8.923816681E-2
1.375329277E1,-1.647739857E-2,1.541438699E-2,-2.329158783E-2
1.375829277E1,2.480667830E-2,2.280856669E-2,-2.968788147E-2
1.376329277E1,5.389562994E-2,2.812638879E-3,2.939891815E-2
1.376829277E1,5.250253901E-2,2.334682643E-2,-1.282882690E-2
1.377329277E1,3.299856186E-2,-6.581366062E-3,4.908561707E-3
1.377829277E1,-2.355128527E-5,6.182476878E-3,2.379417419E-2
1.378329277E1,-2.709519863E-2,3.334164619E-2,-1.215295792E-1
1.378829277E1,9.014159441E-4,1.835221052E-2,6.810188293E-2
1.379329277E1,5.785625800E-2,3.384250402E-2,-1.395072937E-1
1.379829277E1,7.543057948E-2,5.360811949E-3,4.226684570E-2
1.380329277E1,1.010809094E-1,-1.340597868E-3,-1.248455048E-2
1.380829277E1,1.118693501E-1,-2.731329203E-2,-4.015636444E-2
1.381329277E1,3.902704269E-2,-5.113759637E-2,3.742027283E-2
1.381829277E1,-2.411560714E-2,-3.689703345E-2,-6.867218018E-2
1.382329277E1,-1.010774076E-2,-6.567642093E-3,-1.335239410E-2
1.382829277E1,-4.311100394E-2,1.621372998E-2,-3.227233887E-2
1.383329277E1,-5.691689998E-2,5.172795057E-2,2.158164978E-2
1.383829277E1,-1.155214757E-2,5.942894518E-2,3.242492676E-3
1.384329277E1,1.971468329E-2,5.227959156E-2,-9.816932678E-2
1.384829277E1,3.114623949E-2,-2.740588784E-2,2.479076385E-2
1.385329277E1,7.267999649E-2,3.023731709E-2,-1.635236740E-1
1.385829277E1,8.819624782E-2,-2.289195359E-2,8.110618591E-2
1.386329277E1,6.290740520E-2,9.309545159E-3,-4.517269135E-2
1.386829277E1,3.882990777E-2,2.204214036E-2,8.649730682E-2
1.387329277E1,1.198880374E-2,-1.804174483E-2,4.619121552E-2
1.387829277E1,3.153999895E-2,-1.074638963E-2,3.250122070E-2
1.388329277E1,1.037456095E-3,-1.722678542E-2,2.350997925E-2
1.388829277E1,-1.735858619E-3,8.954942226E-3,-1.409854889E-1
1.389329277E1,2.578699589E-2,-3.240466118E-3,-9.967613220E-2
1.389829277E1,-4.502248019E-2,-2.363659441E-2,-5.179500580E-2
1.390329277E1,-4.565945268E-2,1.377333701E-2,5.565643311E-3
1.390829277E1,-4.438252747E-2,2.265708148E-2,6.879329681E-2
1.391329277E1,-8.379630744E-3,1.881553233E-2,-4.153823853E-2
1.391829277E1,3.544439003E-2,1.339660585E-2,1.780700684E-2
1.392329277E1,1.135359257E-1,3.817754984E-2,-1.391601562E-1
1.392829277E1,1.297971010E-1,-2.823361754E-2,4.294872284E-2
1.393329277E1,7.670717686E-2,-2.770225704E-2,2.691745758E-2
1.393829277E1,2.344447374E-2,-5.801498890E-2,5.681419373E-2
1.394329277E1,-1.759298146E-2,-5.989517272E-2,8.636665344E-2
1.394829277E1,-3.286191821E-2,-4.533365369E-2,-9.617996216E-2
1.395329277E1,-4.261258245E-2,-1.223413646E-2,-6.974029541E-2
1.395829277E1,2.385079861E-4,4.798062146E-2,-1.527872086E-1
1.396329277E1,-1.105021685E-2,3.515341878E-2,-6.078338623E-2
1.396829277E1,-7.158309221E-2,2.640447021E-2,3.105640411E-2
1.397329277E1,7.469430566E-4,6.693750620E-3,4.850578308E-2
1.397829277E1,3.545392305E-2,-2.533489466E-2,6.083297729E-2
1.398329277E1,4.942058772E-2,-2.786105871E-2,-4.106044769E-2
1.398829277E1,7.493839413E-2,-2.447158098E-2,2.449512482E-2
1.399329277E1,1.186113879E-1,5.412176251E-3,-1.410598755E-1
1.399829277E1,3.395825997E-2,-1.395106316E-2,3.201866150E-2
1.400329277E1,-5.176629871E-2,2.854140103E-2,-1.578617096E-2
1.400829277E1,-8.196930587E-2,1.773899794E-2,-2.505016327E-2
1.401329277E1,-6.939927489E-2,3.246979415E-2,3.732967377E-2
1.401829277E1,-1.367839426E-2,2.745307982E-2,-7.564544678E-3
1.402329277E1,7.832573354E-2,1.607239246E-2,-2.877807617E-2
1.402829277E1,1.046423912E-1,-2.013118565E-2,-2.167606354E-2
1.403329277E1,7.223737240E-2,-5.937510729E-2,2.299690247E-2
1.403829277E1,-8.280426264E-3,-3.739012778E-2,7.027721405E-2
1.404329277E1,-3.249414265E-2,-3.175175190E-2,1.016616821E-2
1.404829277E1,-7.703439891E-2,-1.124851406E-2,5.454444885E-2
1.405329277E1,-7.918495685E-2,4.320934415E-2,-1.540527344E-1
1.405829277E1,-2.131073177E-2,7.371176779E-2,-3.485870361E-2
1.406329277E1,6.440334022E-2,9.010052681E-2,-1.236114502E-1
1.406829277E1,3.744295612E-2,2.101169527E-2,2.496528625E-2
1.407329277E1,4.146414250E-2,-7.197111845E-3,8.140468597E-2
1.407829277E1,5.519445613E-2,-6.814281642E-2,9.001445770E-2
1.408329277E1,7.526218891E-3,-1.013406217E-1,1.265993118E-1
1.408829277E1,1.051425934E-4,-5.006140471E-2,-5.309581757E-2
1.409329277E1,5.762457848E-2,-5.479365587E-3,-9.283065796E-3
1.409829277E1,3.662201390E-2,3.773932159E-2,-5.364131927E-2
1.410329277E1,-2.791006118E-2,4.332812130E-2,-4.010391235E-2
1.410829277E1,-9.169070423E-2,4.847781360E-2,2.886676788E-2
1.411329277E1,-9.223118424E-2,7.000863552E-3,-3.472900391E-2
1.411829277E1,-1.224730760E-1,-1.558107138E-2,3.595066071E-2
1.412329277E1,-8.440737426E-2,6.058439612E-3,-5.309486389E-2
1.412829277E1,1.304642111E-2,-5.274459720E-3,4.922866821E-2
1.413329277E1,5.387295783E-2,-1.907825470E-3,3.223419189E-2
1.413829277E1,-1.672632992E-3,1.406982541E-3,3.987216949E-2
1.414329277E1,-8.366726339E-3,5.064114928E-3,1.020698547E-1
1.414829277E1,3.003197163E-2,3.146246076E-3,-4.695415497E-2
1.415329277E1,3.012724221E-3,-1.458659768E-3,6.541347504E-2
1.415829277E1,2.090852708E-2,2.523410320E-2,-1.564235687E-1
1.416329277E1,4.508781433E-2,5.596429110E-4,-3.478908539E-2
1.416829277E1,-1.686963439E-2,6.930947304E-3,-6.457138062E-2
1.417329277E1,-8.784219623E-2,-2.751976252E-3,2.644062042E-2
1.417829277E1,-5.855203420E-2,-6.813749671E-3,3.644084930E-2
1.418329277E1,-6.964436918E-2,-2.803924680E-2,9.518241882E-2
1.418829277E1,-3.092212230E-2,6.500303745E-3,1.127195358E-1
1.419329277E1,8.237563074E-3,3.339321911E-2,-2.123928070E-2
1.419829277E1,3.951658309E-2,2.432669699E-2,7.123565674E-2
1.420329277E1,3.676687554E-2,2.348864079E-2,-1.420974731E-3
1.420829277E1,1.168590039E-2,1.192663610E-2,2.417659760E-2
1.421329277E1,-4.706919193E-3,-2.562926710E-2,7.735157013E-2
1.421829277E1,-2.098035812E-2,-2.112816274E-2,-4.698276520E-2
1.422329277E1,-3.944418579E-2,-1.147234440E-2,8.219623566E-2
1.422829277E1,-3.143735230E-3,2.342978120E-2,-8.138751984E-2
1.423329277E1,2.630341426E-2,1.133728027E-2,9.170818329E-2
1.423829277E1,1.920050010E-2,1.110301912E-2,6.183338165E-2
1.424329277E1,2.782460675E-2,6.743714213E-3,5.881595612E-2
1.424829277E1,3.191508725E-2,-1.057800651E-2,1.316652298E-1
1.425329277E1,-4.356484115E-2,3.851369023E-3,3.083038330E-2
1.425829277E1,-6.161663681E-2,2.281133831E-2,1.261329651E-1
1.426329277E1,-5.700552464E-2,3.083503246E-2,-1.492691040E-2
1.426829277E1,-6.045807153E-2,3.739258647E-2,1.355447769E-1
1.427329277E1,-1.476033032E-2,5.521823466E-2,4.270458221E-2
1.427829277E1,2.418217063E-2,1.841676235E-2,9.488868713E-2
1.428329277E1,2.323555201E-2,-2.270486951E-2,1.397409439E-1
1.428829277E1,-7.882855833E-3,-3.821194172E-2,2.848339081E-2
1.429329277E1,-3.123708814E-2,-6.070181727E-2,1.828184128E-1
1.429829277E1,-5.992323160E-3,-3.977568448E-2,-2.142715454E-2
1.430329277E1,-1.231372356E-2,-1.270557940E-2,1.318292618E-1
1.430829277E1,-3.103598952E-2,1.349306107E-2,-1.033020020E-2
1.431329277E1,-5.667845905E-2,4.158435762E-2,4.442691803E-2
1.431829277E1,-4.465828836E-2,3.074266016E-2,8.773422241E-2
1.432329277E1,-9.058428556E-2,3.102312982E-2,2.611351013E-2
1.432829277E1,-7.174295187E-2,4.280731082E-3,1.557340622E-1
1.433329277E1,-5.620558560E-2,-5.654901266E-3,7.590484619E-2
1.433829277E1,-4.522408545E-2,-4.103265703E-2,2.083435059E-1
1.434329277E1,-2.980954200E-2,-2.035027742E-2,1.175718307E-1
1.434829277E1,-1.051659882E-2,-1.914986968E-2,1.037445068E-1
1.435329277E1,-3.134132922E-2,-1.261711121E-3,1.118955612E-1
1.435829277E1,-3.181591630E-2,4.300683737E-2,-1.250629425E-1
1.436329277E1,-2.012746781E-2,4.010316730E-2,3.855609894E-2
1.436829277E1,-1.105517894E-2,3.874975443E-2,-7.847785950E-2
1.437329277E1,-2.395242453E-2,1.621176302E-2,1.004772186E-1
1.437829277E1,-3.393866122E-2,-2.091889083E-2,3.677845001E-2
1.438329277E1,-3.212514520E-2,-4.883396626E-2,1.314325333E-1
1.438829277E1,-5.599649996E-2,-4.362872243E-2,8.756732941E-2
1.439329277E1,-4.174216837E-2,-1.474443078E-2,-6.734848022E-3
1.439829277E1,-2.651890367E-2,8.595570922E-3,7.821655273E-2
1.440329277E1,-5.064595491E-2,5.706848204E-2,-9.702682495E-3
1.440829277E1,-6.734032929E-2,5.455118418E-2,1.124372482E-1
1.441329277E1,-5.867902189E-2,2.731886506E-2,2.584457397E-4
1.441829277E1,-6.187445670E-2,-1.441732049E-2,3.598403931E-2
1.442329277E1,-7.102866471E-2,-5.978807807E-3,8.811283112E-2
1.442829277E1,-7.136836648E-4,1.084738970E-2,-1.348266602E-1
1.443329277E1,3.153625131E-2,-2.327044308E-2,1.173076630E-1
1.443829277E1,2.145662159E-2,6.900250912E-3,-6.667041779E-2
1.444329277E1,-3.224864602E-3,-2.529542148E-2,9.696483612E-2
1.444829277E1,-8.786149323E-3,-3.330904245E-2,1.385116577E-2
1.445329277E1,-4.446464032E-2,-5.129337311E-2,1.768112183E-2
1.445829277E1,-9.475249052E-2,-2.178105712E-2,-1.089572906E-2
1.446329277E1,-8.201318234E-2,-1.893192530E-4,-8.132553101E-2
1.446829277E1,-7.106063515E-2,2.236028016E-2,6.122589111E-2
1.447329277E1,-4.027041048E-2,6.009759009E-2,-4.240417480E-2
1.447829277E1,-2.488511056E-2,3.912632167E-2,1.155347824E-1
1.448329277E1,1.074237376E-2,2.921187878E-2,4.112434387E-2
1.448829277E1,-2.220379561E-2,-2.314524353E-2,1.634502411E-2
1.449329277E1,-4.186647385E-2,-4.187490046E-2,8.632087708E-2
1.449829277E1,-2.189353853E-2,-4.227153957E-2,-9.441661835E-2
1.450329277E1,-4.099617898E-2,-2.488960326E-2,5.364990234E-2
1.450829277E1,-1.442402601E-2,2.304250002E-2,-6.530857086E-2
1.451329277E1,1.994780451E-2,1.766130328E-2,-7.509231567E-3
1.451829277E1,2.742905915E-2,3.509277105E-2,-1.069068909E-1
1.452329277E1,1.572825015E-3,4.632875323E-3,-9.178829193E-2
1.452829277E1,-2.172089368E-2,8.658155799E-3,-6.993293762E-2
1.453329277E1,-3.411917388E-2,-2.399715781E-2,-6.100177765E-2
1.453829277E1,-6.376835704E-2,-3.463865817E-2,9.544754028E-2
1.454329277E1,-8.944150060E-2,-1.669923961E-2,-4.265594482E-2
1.454829277E1,-9.560991824E-2,-3.628091514E-2,5.057621002E-2
1.455329277E1,-7.021005452E-2,5.294919014E-3,4.070281982E-3
1.455829277E1,-4.599659890E-2,2.097366750E-2,-9.154796600E-2
1.456329277E1,1.297139376E-2,3.663413227E-2,1.954174042E-2
1.456829277E1,6.820501387E-2,5.636008084E-2,-1.851148605E-1
1.457329277E1,5.178788304E-2,-1.136660576E-2,3.882789612E-2
1.457829277E1,6.582023948E-2,-3.626540303E-3,-1.103248596E-1
1.458329277E1,4.163407907E-2,-4.740302265E-2,-3.654861450E-2
1.458829277E1,-3.107085824E-2,-4.773436487E-2,-4.796695709E-2
1.459329277E1,-6.091696024E-2,-3.540202975E-2,-8.271408081E-2
1.459829277E1,-5.689673871E-2,-4.934877157E-3,-3.186416626E-2
1.460329277E1,-6.528205425E-2,4.040099680E-2,-1.157102585E-1
1.460829277E1,-4.126030952E-2,4.973365366E-2,1.411533356E-2
1.461329277E1,1.281168312E-2,4.213759303E-2,-9.483242035E-2
1.461829277E1,3.433182836E-2,3.299519420E-3,-6.523132324E-3
1.462329277E1,3.844485804E-2,-3.017786145E-2,-5.893325806E-2
1.462829277E1,4.384504259E-2,-2.426019311E-2,-1.316862106E-1
1.463329277E1,3.928941116E-2,-3.347502649E-2,-6.020927429E-2
1.463829277E1,5.205903947E-2,1.012235880E-2,-1.259613037E-1
1.464329277E1,2.979581803E-2,1.283025742E-2,3.206634521E-2
1.464829277E1,2.253341675E-2,2.908757329E-2,-6.342411041E-2
1.465329277E1,-8.285991848E-3,-1.206968725E-2,2.697944641E-3
1.465829277E1,-2.138194442E-2,-1.612073183E-2,-1.297788620E-1
1.466329277E1,-3.164067864E-3,-2.888618410E-2,-1.519517899E-1
1.466829277E1,2.779025957E-2,3.226429224E-3,-1.529493332E-1
1.467329277E1,4.880345613E-2,6.766080856E-3,-1.386356354E-1
1.467829277E1,7.451184839E-2,1.819050312E-2,-1.489734650E-2
1.468329277E1,8.637864143E-2,2.789050341E-2,-9.609603882E-2
1.468829277E1,5.134616792E-2,2.986714244E-3,1.394367218E-2
1.469329277E1,1.166164130E-2,2.252292633E-2,-1.206197739E-1
1.469829277E1,2.268434316E-2,1.200084388E-2,-9.197330475E-2
1.470329277E1,1.107087731E-2,-1.908397675E-2,-1.432228088E-2
1.470829277E1,2.570543438E-2,3.739863634E-2,-6.647300720E-2
1.471329277E1,5.770372599E-2,1.001636684E-2,4.700469971E-2
1.471829277E1,1.024160534E-1,2.295124531E-2,-1.136445999E-1
1.472329277E1,1.150055751E-1,8.312761784E-4,-9.179210663E-2
1.472829277E1,9.562048316E-2,1.387630403E-2,-1.701211929E-1
1.473329277E1,7.233811170E-2,9.290128946E-4,-1.159467697E-1
1.473829277E1,1.782257110E-2,1.027433574E-2,-6.614398956E-2
1.474329277E1,-1.106992364E-2,6.906077266E-3,-4.060459137E-2
1.474829277E1,1.397045702E-2,-2.976685762E-3,2.334308624E-2
1.475329277E1,3.163702041E-2,1.386170089E-2,-5.566024780E-2
1.475829277E1,1.835617796E-2,1.054854691E-2,-3.294849396E-2
1.476329277E1,5.716963485E-2,3.541281819E-2,-1.258897781E-1
1.476829277E1,9.523351490E-2,2.232250571E-2,-1.126995087E-1
1.477329277E1,6.145319715E-2,1.225405931E-2,-3.478717804E-2
1.477829277E1,9.292304516E-2,2.202841640E-2,-1.104440689E-1
1.478329277E1,1.004273593E-1,-2.650770545E-2,1.544570923E-2
1.478829277E1,7.003833354E-2,-2.188365161E-2,-1.371002197E-1
1.479329277E1,7.337369025E-2,-3.320619464E-2,-4.863071442E-2
1.479829277E1,8.555806428E-2,-1.395386457E-2,-1.369447708E-1
1.480329277E1,4.170417786E-2,-9.791940451E-3,-6.747245789E-3
1.480829277E1,2.876985073E-2,2.045258880E-2,-3.040599823E-2
1.481329277E1,5.112247542E-2,1.835387945E-2,-4.647731781E-2
1.481829277E1,5.243585631E-2,6.349682808E-4,2.742958069E-2
1.482329277E1,5.378849432E-2,2.884942293E-2,-1.103515625E-1
1.482829277E1,5.609298497E-2,8.972510695E-3,-4.818725586E-2
1.483329277E1,9.485249221E-2,1.811352372E-2,-8.112812042E-2
1.483829277E1,7.709068060E-2,2.520944178E-2,-7.333374023E-2
1.484329277E1,6.325527281E-2,1.044605672E-2,8.885192871E-2
1.484829277E1,8.694145083E-2,3.892141581E-2,-3.875064850E-2
1.485329277E1,7.140442729E-2,-2.153091133E-2,1.682405472E-1
1.485829277E1,5.832671374E-2,-1.830786467E-2,-8.165264130E-2
1.486329277E1,4.562563077E-2,-4.439571500E-2,3.836822510E-2
1.486829277E1,6.126980484E-2,-1.349195838E-3,-1.151008606E-1
1.487329277E1,6.889360398E-2,1.318284869E-2,-3.914928436E-2
1.487829277E1,6.403265893E-2,4.030242562E-2,-1.730632782E-2
1.488329277E1,5.963698775E-2,3.258416057E-2,-5.362510681E-3
1.488829277E1,4.126243293E-3,8.423179388E-3,8.301734924E-2
1.489329277E1,-3.980636597E-3,1.068225503E-2,-4.932785034E-2
1.489829277E1,2.450686693E-2,-2.628989518E-2,7.374763489E-2
1.490329277E1,6.863889843E-2,1.371234655E-3,-1.116752625E-3
1.490829277E1,1.175318807E-1,5.990445614E-3,4.837131500E-2
1.491329277E1,1.241215765E-1,1.121680439E-2,1.139669418E-1
1.491829277E1,9.716648608E-2,1.913279295E-2,-1.037406921E-2
1.492329277E1,5.153008923E-2,-9.615376592E-3,5.678081512E-2
1.492829277E1,3.205702454E-2,2.028352022E-2,-1.044750214E-1
1.493329277E1,1.805080473E-2,-2.377647161E-2,-2.046680450E-2
1.493829277E1,1.236323640E-2,7.171422243E-3,-3.194713593E-2
1.494329277E1,4.347559437E-2,4.004940391E-3,1.993846893E-2
1.494829277E1,9.684050828E-2,9.572282434E-3,7.597064972E-2
1.495329277E1,8.703136444E-2,2.775222063E-3,8.437633514E-2
1.495829277E1,5.241076276E-2,8.409202099E-3,9.778404236E-2
1.496329277E1,5.465603620E-2,7.102787495E-4,-3.795814514E-2
1.496829277E1,-1.809740067E-2,-2.865985036E-2,1.220579147E-1
1.497329277E1,-1.785963774E-2,1.495102048E-2,-2.069473267E-3
1.497829277E1,-1.267395914E-3,1.320715249E-2,5.590343475E-2
1.498329277E1,3.888757899E-2,1.666018367E-2,9.541034698E-2
1.498829277E1,7.241283357E-2,3.346577287E-2,3.791809082E-3
1.499329277E1,8.245854825E-2,1.244646311E-2,4.571342468E-2
1.499829277E1,8.689721674E-2,4.167512059E-3,-3.133296967E-2
1.500329277E1,5.140288919E-2,-3.480254114E-2,7.324981689E-2
1.500829277E1,1.792274415E-3,-1.016850770E-2,5.918502808E-2
1.501329277E1,-1.690767705E-3,-5.085062981E-2,9.882545471E-2
1.501829277E1,-2.224270254E-2,-1.296164095E-2,7.411766052E-2
1.502329277E1,-4.053839296E-2,-1.436330378E-2,2.764129639E-2
1.502829277E1,-2.278936654E-2,3.241567314E-2,-1.865482330E-2
1.503329277E1,-1.031039655E-2,4.452338815E-2,-4.613304138E-2
1.503829277E1,-1.639247686E-2,5.001866817E-2,6.841468811E-2
1.504329277E1,-7.349163294E-3,5.466127396E-2,4.740428925E-2
1.504829277E1,4.429078475E-2,5.426257849E-3,1.345529556E-1
1.505329277E1,3.052758053E-2,-1.776342094E-2,1.934471130E-1
1.505829277E1,5.931193009E-2,-2.070309222E-2,6.208610535E-2
1.506329277E1,4.362306744E-2,-4.987865686E-2,1.185951233E-1
1.506829277E1,1.762200519E-2,-1.962932944E-2,-2.711009979E-2
1.507329277E1,-7.550266385E-2,-3.492578864E-3,3.495979309E-2
1.507829277E1,-6.896211207E-2,5.381357670E-2,-2.215671539E-2
1.508329277E1,-3.852400184E-2,4.484817386E-2,-7.174491882E-3
1.508829277E1,-3.601327538E-2,3.522092104E-2,1.561164856E-2
1.509329277E1,-1.075118780E-2,1.767122746E-2,-3.259468079E-2
1.509829277E1,3.295913339E-3,-2.065205574E-2,5.651569366E-2
1.510329277E1,1.491620019E-2,-2.037101984E-2,-8.448600769E-3
1.510829277E1,-3.561079502E-2,-1.921585202E-2,2.155609131E-1
1.511329277E1,8.927673101E-3,1.509021223E-2,1.000461578E-1
1.511829277E1,-1.485216618E-2,1.422744989E-2,1.841459274E-1
1.512329277E1,-5.856907368E-2,3.956986964E-2,6.182193756E-2
1.512829277E1,-4.251124710E-2,4.658392072E-2,5.173683167E-3
1.513329277E1,-3.047944605E-2,2.009569108E-2,-5.189895630E-3
1.513829277E1,-3.098099679E-2,2.005638182E-2,-7.804584503E-2
1.514329277E1,-1.969435811E-2,2.493768930E-3,6.496238708E-2
1.514829277E1,1.843473688E-2,-1.600310206E-3,2.608203888E-2
1.515329277E1,3.170926124E-2,1.708464324E-2,8.605766296E-2
1.515829277E1,1.589311659E-2,8.680477738E-3,4.745101929E-2
1.516329277E1,1.852065325E-2,-1.617774367E-3,2.058124542E-2
1.516829277E1,-2.563121915E-2,-4.740804434E-4,3.426837921E-2
1.517329277E1,-6.314006448E-2,3.085222840E-2,-2.841663361E-2
1.517829277E1,-9.488108009E-2,2.014619112E-2,1.367321014E-1
1.518329277E1,-4.225613922E-2,4.461584985E-2,5.121231079E-3
1.518829277E1,-8.860476315E-3,3.160835803E-2,1.137828827E-1
1.519329277E1,3.538892418E-2,-1.052808762E-2,3.271484375E-2
1.519829277E1,7.860742509E-2,-1.344111562E-2,3.375530243E-2
1.520329277E1,5.805226043E-2,-2.467213571E-2,1.226043701E-2
1.520829277E1,1.359255984E-2,-1.368112862E-2,1.405811310E-2
1.521329277E1,-7.862955332E-3,-2.104580402E-3,7.406330109E-2
1.521829277E1,-7.229057699E-2,1.136972010E-2,5.397605896E-2
1.522329277E1,-7.535113394E-2,2.371013165E-3,9.276580811E-2
1.522829277E1,-4.831501096E-2,1.961955428E-2,-1.216983795E-2
1.523329277E1,-2.222461253E-2,-7.991746068E-3,1.799583435E-2
1.523829277E1,-1.756146550E-3,6.276816130E-3,-1.933193207E-2
1.524329277E1,-3.318771720E-3,6.895676255E-3,-9.200477600E-2
1.524829277E1,-1.768476516E-2,9.356439114E-5,1.237010956E-1
1.525329277E1,9.302951396E-3,2.956360579E-2,-3.168869019E-2
1.525829277E1,3.385931253E-3,-1.193831861E-2,1.614542007E-1
1.526329277E1,-3.325603902E-3,-1.179647446E-2,-2.392482758E-2
1.526829277E1,-2.790710330E-2,-2.469843626E-2,8.712196350E-2
1.527329277E1,-4.201744497E-2,-2.538576722E-3,-7.072639465E-2
1.527829277E1,-4.005371034E-2,-6.935790181E-3,-1.946449280E-3
1.528329277E1,1.393583417E-2,8.961439133E-3,-6.465911865E-3
1.528829277E1,5.231028795E-2,4.285612702E-2,-1.484203339E-2
1.529329277E1,9.095929563E-2,1.476982236E-2,-1.904582977E-2
1.529829277E1,3.969262540E-2,-2.310560644E-2,-7.167625427E-2
1.530329277E1,-5.765621364E-2,-5.095602572E-2,-7.343101501E-2
1.530829277E1,-8.725793660E-2,-4.314744473E-2,1.178741455E-2
1.531329277E1,-6.494025141E-2,-9.283229709E-3,-2.107906342E-2
1.531829277E1,-5.408975482E-2,7.491767406E-3,1.334199905E-1
1.532329277E1,2.908326685E-3,3.250376880E-2,-5.289077759E-2
1.532829277E1,3.296522796E-2,1.931965351E-3,4.165267944E-2
1.533329277E1,1.925596595E-2,-5.258694291E-3,-9.430122375E-2
1.533829277E1,3.655329347E-3,-8.695319295E-3,-6.562614441E-2
1.534329277E1,-1.307700574E-2,6.969735026E-3,-4.327583313E-2
1.534829277E1,3.362365067E-3,-1.051563025E-2,4.260063171E-3
1.535329277E1,2.506539971E-2,-1.145723462E-2,1.596260071E-2
1.535829277E1,4.390035942E-2,1.883059740E-2,-3.353595734E-2
1.536329277E1,6.392636150E-2,-3.034967184E-2,-1.368999481E-2
1.536829277E1,7.943451405E-3,-2.054271102E-2,-7.329177856E-2
1.537329277E1,-5.490376800E-2,-3.850814700E-2,-1.131439209E-2
1.537829277E1,-6.990168989E-2,-1.433692873E-2,1.974678040E-2
1.538329277E1,-5.498804897E-2,1.535034180E-2,-6.230354309E-3
1.538829277E1,-4.317316413E-2,2.122770250E-2,6.395626068E-2
1.539329277E1,1.929656044E-2,3.773213923E-2,-1.341657639E-1
1.539829277E1,4.116756469E-2,-1.384735107E-3,7.151889801E-2
1.540329277E1,1.945309713E-2,2.280059457E-2,-8.606338501E-2
1.540829277E1,3.588220477E-2,9.380698204E-3,4.360485077E-2
1.541329277E1,3.623733297E-2,-1.704752445E-3,2.122879028E-2
1.541829277E1,3.922266141E-2,-1.248745620E-2,4.851531982E-2
1.542329277E1,4.990042374E-2,-2.143205702E-2,-9.915351868E-3
1.542829277E1,3.364906088E-2,-2.733127773E-2,-5.513000488E-2
1.543329277E1,1.167675108E-2,-2.294524014E-2,-3.682994843E-2
