"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
8.222329150E1,-1.308109462E-1,9.457688779E-3,-1.375026703E-1
8.222829150E1,-4.536870122E-2,8.033281565E-2,-1.238241196E-1
8.223329150E1,8.064010739E-2,9.775345027E-2,-6.668090820E-3
8.223829150E1,1.208644286E-1,7.915820181E-2,-8.942031860E-2
8.224329150E1,9.683951735E-2,3.962960094E-3,6.372261047E-2
8.224829150E1,6.139689684E-2,-2.589436993E-2,-3.092002869E-2
8.225329150E1,2.880902588E-2,-5.591590703E-2,1.229839325E-1
8.225829150E1,1.305979490E-2,-6.631819904E-2,-2.139663696E-2
8.226329150E1,-2.916879952E-2,-3.405644745E-2,-5.330371857E-2
8.226829150E1,-1.025655270E-1,-2.618804574E-3,5.300521851E-3
8.227329150E1,-1.146093309E-1,9.522923082E-2,-6.830215454E-2
8.227829150E1,-6.048092246E-2,9.908504784E-2,-2.615261078E-2
8.228329150E1,-8.741706610E-3,9.655385464E-2,-6.106281281E-2
8.228829150E1,6.583757699E-2,6.114284694E-2,6.998443604E-2
8.229329150E1,1.773685813E-1,-5.936298519E-3,-6.344127655E-2
8.229829150E1,1.867349595E-1,-5.340372398E-2,2.002429962E-2
8.230329150E1,1.582194865E-1,-7.671256363E-2,-5.650234222E-2
8.230829150E1,5.490727723E-2,-1.269070357E-1,-3.081035614E-2
8.231329150E1,-9.034134448E-2,-7.050757110E-2,5.040931702E-2
8.231829150E1,-1.581641436E-1,4.755761474E-2,-6.357574463E-2
8.232329150E1,-1.048950851E-1,1.329517215E-1,-2.353668213E-3
8.232829150E1,1.319772005E-2,2.049002796E-1,-1.751699448E-1
8.233329150E1,1.503306776E-1,1.554441750E-1,-1.364173889E-1
8.233829150E1,2.166104019E-1,3.481635079E-2,-6.589698792E-2
8.234329150E1,2.005043775E-1,-8.938634396E-2,-4.516220093E-2
8.234829150E1,1.902151853E-1,-1.924456805E-1,1.129055023E-1
8.235329150E1,8.982814848E-2,-1.447139531E-1,5.641365051E-2
8.235829150E1,-1.906071603E-2,-8.891826123E-2,5.027770996E-2
8.236329150E1,-6.305722892E-2,6.254017353E-2,-1.310243607E-1
8.236829150E1,-1.766915619E-2,1.527751088E-1,-1.574783325E-1
8.237329150E1,-2.860918641E-2,1.849619895E-1,-8.140563965E-2
8.237829150E1,-4.574979842E-2,1.479922533E-1,-1.575088501E-1
8.238329150E1,5.672708154E-3,1.223056018E-2,1.181240082E-1
8.238829150E1,7.428176701E-2,-4.172907770E-2,-6.645870209E-2
8.239329150E1,1.801174879E-1,-1.055800617E-1,9.939670563E-2
8.239829150E1,3.371999264E-1,-9.385794401E-2,-5.453395844E-2
8.240329150E1,3.258963227E-1,-1.051546112E-1,-9.971141815E-2
8.240829150E1,1.756908745E-1,-5.752699450E-2,3.450393677E-3
8.241329150E1,1.789623499E-2,-2.695765346E-3,-5.198287964E-2
8.241829150E1,-1.157243252E-1,1.216351613E-2,3.977775574E-2
8.242329150E1,-1.054087430E-1,9.603198618E-2,-6.246566772E-4
8.242829150E1,2.831786871E-3,9.914144874E-2,7.591247559E-4
8.243329150E1,1.472088844E-1,6.099560857E-2,-9.101390839E-2
8.243829150E1,1.730343401E-1,-2.789645642E-2,-1.502075195E-1
8.244329150E1,9.873573482E-2,-9.082461894E-2,-8.626747131E-2
8.244829150E1,-3.188180923E-2,-1.396795809E-1,-1.865396500E-1
8.245329150E1,-9.084458649E-2,-7.564738393E-2,6.537532806E-2
8.245829150E1,-2.914509177E-2,2.292642556E-2,3.612327576E-2
8.246329150E1,7.544573396E-2,1.110210270E-1,1.786022186E-1
8.246829150E1,1.854583770E-1,1.599727869E-1,-1.686286926E-2
8.247329150E1,2.293491960E-1,8.594778180E-2,-4.406929016E-3
8.247829150E1,2.029806972E-1,-2.470273525E-3,-1.763906479E-1
8.248329150E1,9.702979773E-2,-9.549832344E-2,-1.514902115E-1
8.248829150E1,-4.677855968E-2,-1.032343060E-1,-1.227083206E-1
8.249329150E1,-1.477025747E-1,-6.262221932E-2,-3.358364105E-2
8.249829150E1,-7.870663702E-2,2.939153463E-2,9.124565125E-2
8.250329150E1,8.796973526E-2,1.359035820E-1,1.151504517E-1
8.250829150E1,2.439693063E-1,1.216528863E-1,7.303524017E-2
8.251329150E1,3.727656007E-1,3.291369975E-2,-1.117324829E-2
8.251829150E1,3.607863784E-1,-7.137025893E-2,-4.062175751E-2
8.252329150E1,2.504415512E-1,-9.912408888E-2,-6.882095337E-2
8.252829150E1,4.560396075E-2,-1.154251546E-1,-1.051788330E-1
8.253329150E1,-2.243178636E-1,-4.229272529E-2,-4.142284393E-2
8.253829150E1,-3.192433119E-1,3.543712199E-2,6.031036377E-3
8.254329150E1,-2.482444048E-1,1.325740665E-1,4.830169678E-2
8.254829150E1,-4.736347497E-2,1.704710424E-1,2.125740051E-2
8.255329150E1,2.253163755E-1,1.140852496E-1,-3.916168213E-2
8.255829150E1,3.987120986E-1,2.754347026E-2,2.489757538E-2
8.256329150E1,4.548878074E-1,-7.392870635E-2,4.730224609E-3
8.256829150E1,3.121415973E-1,-1.540190578E-1,-2.164173126E-2
8.257329150E1,9.425994009E-2,-2.320680171E-1,-3.866291046E-2
8.257829150E1,-1.204662919E-1,-1.461370587E-1,-8.294963837E-2
8.258329150E1,-2.553823292E-1,-5.411880463E-2,-6.523132324E-3
8.258829150E1,-1.883571595E-1,1.556378901E-1,-2.872562408E-2
8.259329150E1,-2.490569651E-2,2.031448483E-1,-4.402351379E-2
8.259829150E1,1.291602254E-1,2.069260478E-1,-1.246461868E-1
8.260329150E1,2.841036022E-1,1.067031771E-1,-2.262496948E-2
8.260829150E1,3.950795531E-1,-5.205229297E-2,-1.143779755E-1
8.261329150E1,2.639395297E-1,-2.155276835E-1,-5.979347229E-2
8.261829150E1,7.075764239E-2,-2.394572645E-1,-1.529026031E-2
8.262329150E1,-1.196306795E-1,-1.516602039E-1,-7.195472717E-2
8.262829150E1,-2.478358746E-1,-2.204167470E-2,1.877059937E-1
8.263329150E1,-2.059337795E-1,1.701844335E-1,3.536796570E-2
8.263829150E1,-1.856268942E-2,2.144916952E-1,1.641941071E-2
8.264329150E1,2.513370812E-1,2.005697340E-1,-2.139091492E-3
8.264829150E1,3.553475440E-1,6.141320616E-2,-3.757982254E-1
8.265329150E1,2.247810215E-1,-1.381178051E-1,-1.263465881E-1
8.265829150E1,9.779062867E-2,-2.696499527E-1,-1.216058731E-1
8.266329150E1,-7.538165152E-2,-2.661448717E-1,1.465034485E-1
8.266829150E1,-1.738659590E-1,-1.558808833E-1,2.548828125E-1
8.267329150E1,-1.913556159E-1,3.009420261E-2,8.468914032E-2
8.267829150E1,-3.148199618E-2,1.461437047E-1,9.630966187E-2
8.268329150E1,1.559575349E-1,2.623111010E-1,-1.837568283E-1
8.268829150E1,2.678086162E-1,1.548452377E-1,-1.354866028E-1
8.269329150E1,2.921964526E-1,4.211876914E-2,-2.620019913E-1
8.269829150E1,2.537457049E-1,-1.369823068E-1,1.763772964E-1
8.270329150E1,4.295870662E-2,-1.682382822E-1,7.297420502E-2
8.270829150E1,-1.888968796E-1,-2.408513576E-1,3.588075638E-1
8.271329150E1,-2.806906700E-1,-9.418791533E-2,1.456747055E-1
8.271829150E1,-2.674582303E-1,5.453999713E-2,3.772449493E-2
8.272329150E1,-4.763481021E-2,1.794563383E-1,4.432678223E-3
8.272829150E1,1.738339961E-1,2.520339191E-1,-1.559839249E-1
8.273329150E1,3.064969182E-1,1.461074352E-1,6.929397583E-3
8.273829150E1,2.647543550E-1,2.358886600E-2,-9.153175354E-2
8.274329150E1,1.193436235E-1,-1.738688052E-1,1.693811417E-1
8.274829150E1,-3.019829094E-2,-1.932485700E-1,2.084846497E-1
8.275329150E1,-1.777520627E-1,-1.558584869E-1,1.686687469E-1
8.275829150E1,-2.425211221E-1,-4.950161651E-2,1.138353348E-1
8.276329150E1,-2.014084458E-1,8.958648145E-2,-5.784034729E-3
8.276829150E1,-8.089365065E-2,1.768218279E-1,-5.380344391E-2
8.277329150E1,7.814568281E-2,2.163281292E-1,-3.280353546E-2
8.277829150E1,1.343805343E-1,1.145430803E-1,1.284046173E-1
8.278329150E1,1.502400041E-1,-1.951501146E-2,2.212295532E-1
8.278829150E1,4.955705255E-2,-1.737721115E-1,1.605854034E-1
8.279329150E1,-7.442811131E-2,-2.359678447E-1,1.557807922E-1
8.279829150E1,-1.591668725E-1,-1.549228430E-1,-2.050590515E-2
8.280329150E1,-8.360689878E-2,-1.624369621E-2,-1.523971558E-2
8.280829150E1,1.594467461E-2,1.560694277E-1,-7.709407806E-2
8.281329150E1,5.028390884E-2,2.207630724E-1,-3.332901001E-2
8.281829150E1,5.858428776E-2,1.769834161E-1,6.068897247E-2
8.282329150E1,4.423498362E-2,6.949942559E-2,-7.076263428E-4
8.282829150E1,5.919709802E-3,-1.171625629E-1,2.093620300E-1
8.283329150E1,-2.176368237E-2,-1.974667311E-1,1.423768997E-1
8.283829150E1,-1.153777540E-2,-2.359538972E-1,2.407636642E-1
8.284329150E1,7.076881081E-2,-1.198459417E-1,1.703224182E-1
8.284829150E1,1.359358281E-1,3.405249119E-2,-4.629516602E-2
8.285329150E1,1.185093671E-1,1.275164783E-1,1.913547516E-2
8.285829150E1,5.601076782E-2,1.938344687E-1,-1.004962921E-1
8.286329150E1,3.825455904E-3,1.204560027E-1,3.317832947E-3
8.286829150E1,-4.802204669E-2,-2.697747946E-2,8.157920837E-2
8.287329150E1,-8.889849484E-2,-1.398855299E-1,1.435842514E-1
8.287829150E1,-3.827945888E-2,-2.019917369E-1,1.867761612E-1
8.288329150E1,-2.231350541E-2,-1.326254159E-1,9.222984314E-2
8.288829150E1,1.211464405E-2,-2.516449615E-2,5.464744568E-2
8.289329150E1,7.006391883E-2,1.561169326E-1,-6.001186371E-2
8.289829150E1,1.241122186E-1,2.113936990E-1,3.401279449E-2
8.290329150E1,1.910969913E-1,2.265071869E-1,8.550167084E-2
8.290829150E1,2.645419836E-1,1.310926080E-1,5.560302734E-2
8.291329150E1,2.142324150E-1,-8.819170296E-2,2.308187485E-1
8.291829150E1,4.795984924E-2,-2.226821333E-1,1.456575394E-1
8.292329150E1,-1.002912223E-1,-2.636834383E-1,2.647438049E-1
8.292829150E1,-1.887964606E-1,-1.514678001E-1,1.325511932E-2
8.293329150E1,-2.065405995E-1,1.599790901E-2,1.486654282E-1
8.293829150E1,-5.110180378E-2,2.271997631E-1,-2.036952972E-2
8.294329150E1,1.409163773E-1,2.867234051E-1,-3.767108917E-2
8.294829150E1,2.723206878E-1,1.363205761E-1,-4.222297668E-2
8.295329150E1,2.649938464E-1,-1.469596103E-2,2.585983276E-2
8.295829150E1,1.879784912E-1,-2.667606175E-1,1.824054718E-1
8.296329150E1,7.470159233E-2,-2.910149992E-1,1.259136200E-1
8.296829150E1,-8.408211172E-2,-3.107908368E-1,2.030115128E-1
8.297329150E1,-1.406309903E-1,-1.108034402E-1,8.895111084E-2
8.297829150E1,-1.411453485E-1,9.901034832E-2,-3.693580627E-3
8.298329150E1,-9.612739086E-3,2.714650929E-1,-1.692008972E-2
8.298829150E1,1.039757505E-1,2.812825441E-1,1.165390015E-2
8.299329150E1,1.271973103E-1,1.192724407E-1,2.714920044E-2
8.299829150E1,1.010103673E-1,-6.376030296E-2,-5.745220184E-2
8.300329150E1,9.719733894E-2,-2.618381381E-1,7.619857788E-2
8.300829150E1,8.384157717E-2,-2.328402102E-1,-2.341651917E-2
8.301329150E1,6.732665002E-2,-1.776713282E-1,1.494064331E-1
8.301829150E1,8.496086299E-2,3.129670024E-2,-1.519393921E-2
8.302329150E1,8.241118491E-2,1.532534063E-1,4.153823853E-2
8.302829150E1,9.211993217E-2,1.957853436E-1,3.648567200E-2
8.303329150E1,5.712153763E-2,1.841368079E-1,-8.279609680E-2
8.303829150E1,6.586338580E-2,1.433245838E-2,3.840541840E-2
8.304329150E1,-3.070515394E-2,-7.700523734E-2,-1.681995392E-2
8.304829150E1,-1.315121949E-1,-1.673369557E-1,2.869224548E-2
8.305329150E1,-1.683180481E-1,-1.277351379E-1,-1.707077026E-3
8.305829150E1,-1.545788348E-1,-2.476157621E-2,-4.362201691E-2
8.306329150E1,-1.147943437E-1,1.063335985E-1,5.675888062E-2
8.306829150E1,5.890434235E-2,1.761741191E-1,-6.426143646E-2
8.307329150E1,1.193419173E-1,1.427481771E-1,-1.007566452E-1
8.307829150E1,1.381505728E-1,2.717975900E-2,6.434249878E-2
8.308329150E1,8.470949531E-2,-9.487792850E-2,1.523685455E-2
8.308829150E1,-3.291140497E-2,-1.712896824E-1,1.114912033E-1
8.309329150E1,-1.725502461E-1,-1.318571419E-1,-1.678943634E-2
8.309829150E1,-1.909090579E-1,-1.185163483E-2,-1.690855026E-1
8.310329150E1,-1.340898126E-1,9.099403024E-2,-1.483030319E-1
8.310829150E1,2.623790503E-2,2.268624306E-1,-2.359142303E-1
8.311329150E1,1.776898801E-1,1.690730155E-1,-7.928371429E-2
8.311829150E1,1.932065785E-1,7.158616185E-2,-9.096813202E-2
8.312329150E1,9.062074870E-2,-1.452502012E-1,5.755424500E-2
8.312829150E1,-7.955475152E-2,-1.877032965E-1,-3.370571136E-2
8.313329150E1,-2.069003582E-1,-2.062617838E-1,5.626010895E-2
8.313829150E1,-2.080659568E-1,-3.170993179E-2,-8.785820007E-2
8.314329150E1,-7.425332069E-2,1.113882437E-1,-3.822517395E-2
8.314829150E1,1.220556870E-1,2.404189855E-1,-1.159610748E-1
8.315329150E1,2.086348534E-1,2.299784124E-1,-2.054443359E-1
8.315829150E1,7.445251942E-2,3.879403323E-2,-5.443382263E-2
8.316329150E1,-4.078069329E-2,-8.462005854E-2,-1.837749481E-1
8.316829150E1,-1.762669086E-1,-2.020698786E-1,7.103347778E-2
8.317329150E1,-1.796191186E-1,-1.582904458E-1,4.975891113E-2
8.317829150E1,-1.289673448E-1,-4.630826786E-2,1.249809265E-1
8.318329150E1,1.400221884E-2,1.319631040E-1,1.255950928E-1
8.318829150E1,8.941756189E-2,2.198475599E-1,-1.391229630E-1
8.319329150E1,1.289517432E-1,1.978791207E-1,-6.935501099E-2
8.319829150E1,1.618439406E-1,9.242145717E-2,-1.299190521E-1
8.320329150E1,1.210889220E-1,-7.853091508E-2,-3.892326355E-2
8.320829150E1,-4.402562976E-3,-1.945353150E-1,-1.146688461E-1
8.321329150E1,-1.746273637E-1,-2.493231595E-1,-3.455543518E-2
8.321829150E1,-2.096285671E-1,-1.620287597E-1,-1.020231247E-1
8.322329150E1,-1.187825054E-1,1.349861175E-2,2.113151550E-2
8.322829150E1,7.120121270E-2,1.730955690E-1,-6.194496155E-2
8.323329150E1,2.401167005E-1,2.673085034E-1,-7.769489288E-2
8.323829150E1,4.353173077E-1,1.813155413E-1,7.635688782E-2
8.324329150E1,4.825938940E-1,9.742660820E-2,-1.044044495E-1
8.324829150E1,3.305072486E-1,-1.172438711E-1,1.116943359E-2
8.325329150E1,1.221320182E-1,-2.487161458E-1,-6.028652191E-2
8.325829150E1,-1.293574423E-1,-2.236388028E-1,-4.478931427E-2
8.326329150E1,-3.562973440E-1,-8.533234894E-2,6.004524231E-2
8.326829150E1,-3.548904359E-1,1.532213688E-1,-7.459449768E-2
8.327329150E1,-1.855339855E-1,2.490153313E-1,5.068492889E-2
8.327829150E1,1.266082227E-1,3.251076341E-1,-9.533596039E-2
8.328329150E1,3.532059193E-1,1.641755402E-1,-3.148460388E-2
8.328829150E1,4.670666754E-1,-4.005496204E-2,3.666877747E-3
8.329329150E1,3.557623029E-1,-2.455851436E-1,-5.742168427E-2
8.329829150E1,1.556987464E-1,-2.888692021E-1,-4.126930237E-2
8.330329150E1,-6.760168076E-2,-2.435918599E-1,-1.000661850E-1
8.330829150E1,-2.292142361E-1,-2.339070290E-2,-3.717708588E-2
8.331329150E1,-1.846705526E-1,1.626961976E-1,-1.644706726E-2
8.331829150E1,-5.723148584E-2,2.851767838E-1,-2.487659454E-2
8.332329150E1,9.701304883E-2,2.438225597E-1,5.863380432E-2
8.332829150E1,2.220142931E-1,1.152134389E-1,-4.776382446E-2
8.333329150E1,2.902884483E-1,-9.569226205E-2,4.760551453E-2
8.333829150E1,2.307106256E-1,-2.311476171E-1,-2.124309540E-2
8.334329150E1,5.494394898E-2,-2.551932335E-1,3.494548798E-2
8.334829150E1,-6.694372743E-2,-1.621986032E-1,-1.578807831E-2
8.335329150E1,-1.620997041E-1,9.370271116E-3,2.681255341E-2
8.335829150E1,-1.986472011E-1,2.025958598E-1,-1.124572754E-2
8.336329150E1,-9.182497859E-2,2.617815435E-1,-7.846260071E-2
8.336829150E1,4.834146798E-2,2.366439402E-1,-3.952407837E-2
8.337329150E1,1.701585352E-1,1.021889299E-1,1.720619202E-2
8.337829150E1,2.493806481E-1,-9.964784235E-2,8.579444885E-2
8.338329150E1,2.189544737E-1,-1.941442937E-1,1.032371521E-1
8.338829150E1,4.585497081E-2,-2.443247437E-1,6.500720978E-2
8.339329150E1,-1.378045976E-1,-1.633639634E-1,1.276969910E-2
8.339829150E1,-2.061793804E-1,2.300465107E-2,-1.157407761E-1
8.340329150E1,-1.159751713E-1,1.973541975E-1,-6.684017181E-2
8.340829150E1,6.377594173E-2,2.588410079E-1,-1.034936905E-1
8.341329150E1,3.204801977E-1,1.954465806E-1,9.562492371E-3
8.341829150E1,4.570366144E-1,3.826700151E-2,-9.467220306E-2
8.342329150E1,3.394081593E-1,-1.753725410E-1,-5.241203308E-2
8.342829150E1,8.010998368E-2,-3.034886718E-1,-2.457332611E-2
8.343329150E1,-1.984554231E-1,-2.754403055E-1,-3.915786743E-2
8.343829150E1,-4.259975553E-1,-1.073017865E-1,6.013202667E-2
8.344329150E1,-3.984486461E-1,1.384721994E-1,3.913593292E-2
8.344829150E1,-1.692532599E-1,2.968459129E-1,8.417892456E-2
8.345329150E1,1.848638952E-1,3.056849539E-1,-2.051353455E-2
8.345829150E1,3.889235854E-1,1.381706595E-1,-1.859092712E-2
8.346329150E1,4.036816061E-1,-7.032482326E-2,-6.918048859E-2
8.346829150E1,2.182093859E-1,-2.885559499E-1,-9.472846985E-2
8.347329150E1,-7.621638477E-2,-3.362550437E-1,-5.910968781E-2
8.347829150E1,-3.069735765E-1,-2.206703722E-1,-9.034919739E-2
8.348329150E1,-4.345990121E-1,-7.430631667E-3,1.731872559E-2
8.348829150E1,-3.486621976E-1,2.450512499E-1,9.854793549E-2
8.349329150E1,-7.510185987E-2,3.199575543E-1,-3.016471863E-3
8.349829150E1,2.269886732E-1,2.735032737E-1,3.595352173E-2
8.350329150E1,3.845667243E-1,8.591014147E-2,-8.029079437E-2
8.350829150E1,4.076895118E-1,-1.598517597E-1,4.376697540E-2
8.351329150E1,2.369714677E-1,-3.211501539E-1,-1.106538773E-1
8.351829150E1,-1.413120478E-1,-3.087535501E-1,-1.782417297E-2
8.352329150E1,-3.489671946E-1,-1.348310411E-1,-2.478981018E-2
8.352829150E1,-4.643655121E-1,1.121312603E-1,-3.004741669E-2
8.353329150E1,-3.608634472E-1,3.045318127E-1,1.370325089E-1
8.353829150E1,-5.039981753E-2,3.672357798E-1,-1.261997223E-2
8.354329150E1,2.154898196E-1,2.322454751E-1,1.685600281E-1
8.354829150E1,3.646600842E-1,7.968015969E-3,-1.854438782E-1
8.355329150E1,3.762057722E-1,-2.327080816E-1,1.075716019E-1
8.355829150E1,2.601865232E-1,-3.024897277E-1,-8.343219757E-2
8.356329150E1,3.528257459E-2,-2.973991334E-1,-5.534553528E-2
8.356829150E1,-1.655834317E-1,-1.478171349E-1,-5.244064331E-2
8.357329150E1,-3.133436739E-1,7.009579241E-2,-1.628665924E-1
8.357829150E1,-2.923366725E-1,2.452670336E-1,-3.436088562E-2
8.358329150E1,-1.565152407E-1,3.225229681E-1,-5.364799500E-2
8.358829150E1,4.487302899E-2,2.171720862E-1,1.392507553E-1
8.359329150E1,2.222132385E-1,4.167055339E-2,-1.469802856E-2
8.359829150E1,2.725784779E-1,-1.934395432E-1,1.553478241E-1
8.360329150E1,2.444283068E-1,-3.351167142E-1,-1.208114624E-2
8.360829150E1,7.509040087E-2,-2.651830018E-1,-5.162525177E-2
8.361329150E1,-8.164480329E-2,-1.914770901E-1,3.593349457E-2
8.361829150E1,-1.850290447E-1,1.101594791E-1,-8.810520172E-2
8.362329150E1,-3.004044592E-1,1.792101115E-1,9.291648865E-3
8.362829150E1,-2.453422248E-1,3.036938608E-1,-1.669025421E-2
8.363329150E1,-5.213684589E-2,2.228572816E-1,-6.185245514E-2
8.363829150E1,8.129954338E-2,8.224511892E-2,4.240798950E-2
8.364329150E1,1.924415827E-1,-8.753627539E-2,-2.908802032E-2
8.364829150E1,2.327582836E-1,-2.371057868E-1,9.700012207E-2
8.365329150E1,1.715244055E-1,-2.168752104E-1,5.011558533E-3
8.365829150E1,7.569514215E-3,-1.430082619E-1,4.099845886E-2
8.366329150E1,-1.616353393E-1,2.234572917E-2,3.151988983E-2
8.366829150E1,-2.308621109E-1,1.552525461E-1,-4.234981537E-2
8.367329150E1,-2.090137899E-1,2.090057731E-1,7.437705994E-2
8.367829150E1,-5.427938700E-2,1.700810194E-1,3.401374817E-2
8.368329150E1,7.207354903E-2,4.065081477E-2,1.478481293E-2
8.368829150E1,2.356430590E-1,-6.934050471E-2,3.074550629E-2
8.369329150E1,1.897219568E-1,-1.731743664E-1,-6.538486481E-2
8.369829150E1,9.089937806E-2,-2.216132283E-1,8.826637268E-2
8.370329150E1,-8.604693413E-2,-1.165676266E-1,5.973339081E-2
8.370829150E1,-1.565579921E-1,1.012312993E-2,1.451492310E-1
8.371329150E1,-1.844600290E-1,1.057891920E-1,1.510219574E-1
8.371829150E1,-1.367069483E-1,1.377701461E-1,7.551002502E-2
8.372329150E1,-1.790091395E-2,1.276510954E-1,3.141498566E-2
8.372829150E1,1.488906145E-1,3.298610449E-2,-1.020259857E-1
8.373329150E1,1.429181695E-1,-4.426808283E-2,-6.890773773E-2
8.373829150E1,6.688644737E-2,-1.187062934E-1,4.812240601E-3
8.374329150E1,6.324492395E-3,-1.062598974E-1,1.511058807E-1
8.374829150E1,-6.238374114E-2,-4.270140827E-2,8.965396881E-2
8.375329150E1,-1.001667157E-1,-7.553711534E-3,1.264228821E-1
8.375829150E1,-3.061051667E-2,7.659965008E-2,2.583026886E-2
8.376329150E1,6.567671895E-2,1.252624989E-1,-4.245662689E-2
8.376829150E1,1.508223265E-1,6.315711886E-2,6.128406525E-2
8.377329150E1,1.186582744E-1,2.967752516E-2,-8.105564117E-2
8.377829150E1,-1.435607672E-3,-7.329180092E-2,9.313011169E-2
8.378329150E1,-8.491925895E-2,-4.243545234E-2,-1.536464691E-2
8.378829150E1,-1.416409016E-1,-2.694314718E-2,7.869625092E-2
8.379329150E1,-4.617992043E-2,2.427608334E-2,7.998847961E-2
8.379829150E1,8.822546154E-2,3.365114331E-2,1.293401718E-1
8.380329150E1,9.320855886E-2,3.886219859E-2,3.852272034E-2
8.380829150E1,8.521556109E-2,-1.047469676E-3,-3.578472137E-2
8.381329150E1,5.958481878E-2,-4.399793968E-2,3.614330292E-2
8.381829150E1,-8.972808719E-4,-5.828511715E-2,-7.644367218E-2
8.382329150E1,-1.281934977E-1,-4.831665754E-2,1.846790314E-2
8.382829150E1,-1.117814407E-1,-2.310438082E-2,-5.236339569E-2
8.383329150E1,-7.651447505E-2,2.843366377E-2,-1.066389084E-1
8.383829150E1,-6.590799242E-2,4.041415080E-2,-1.193714142E-2
8.384329150E1,-3.393457085E-2,7.080054283E-2,-3.472614288E-2
8.384829150E1,2.746959776E-2,5.942120403E-2,5.397987366E-2
8.385329150E1,1.018416137E-1,2.369405702E-2,4.328536987E-2
8.385829150E1,1.313938498E-1,-4.650025442E-2,1.327114105E-1
8.386329150E1,1.237733886E-1,-4.423267022E-2,-9.136104584E-2
8.386829150E1,1.256513894E-1,-8.877661079E-2,9.950637817E-3
8.387329150E1,5.914016813E-2,-2.071667090E-2,-9.397792816E-2
8.387829150E1,-2.275846153E-2,4.199885577E-2,-1.165924072E-1
8.388329150E1,-8.996301144E-2,8.103968948E-2,3.417015076E-3
8.388829150E1,-3.859049082E-2,1.025481522E-1,-1.187009811E-1
8.389329150E1,-8.677430451E-3,5.572701618E-2,-6.025600433E-2
8.389829150E1,4.229572415E-2,4.000406712E-2,-8.214187622E-2
8.390329150E1,6.286864728E-2,-1.699538901E-2,3.394508362E-2
8.390829150E1,8.893904090E-2,-9.065508842E-2,-4.920196533E-2
8.391329150E1,8.873680234E-2,-9.804493189E-2,-6.654262543E-2
8.391829150E1,5.689921975E-2,-8.144213259E-2,-1.528835297E-2
8.392329150E1,6.229549646E-3,2.422931977E-2,-1.202611923E-1
8.392829150E1,1.880938560E-2,7.089855522E-2,-5.701828003E-2
8.393329150E1,-2.051033080E-3,1.246881485E-1,-6.453800201E-2
8.393829150E1,-8.558054268E-2,7.833537459E-2,-1.387376785E-1
8.394329150E1,-4.293534905E-2,3.912565485E-2,-8.611679077E-3
8.394829150E1,4.113823920E-2,-3.413723409E-2,-1.654739380E-1
8.395329150E1,9.575796872E-2,-6.816527247E-2,-3.187847137E-2
8.395829150E1,1.587483585E-1,-5.157177150E-2,-3.493499756E-2
8.396329150E1,1.956724226E-1,-5.325055867E-2,-3.717422485E-2
8.396829150E1,1.632918119E-1,-1.542450860E-2,-3.217887878E-2
8.397329150E1,4.224492237E-2,3.205597401E-3,-1.722164154E-1
8.397829150E1,-7.299013436E-2,2.970103920E-2,-9.164142609E-2
8.398329150E1,-1.269802898E-1,5.752236396E-2,-1.949768066E-1
8.398829150E1,-1.097401977E-1,3.910248354E-2,4.072856903E-2
8.399329150E1,-2.256942540E-2,6.142419204E-2,-2.134733200E-1
8.399829150E1,6.800261140E-2,-4.075299948E-3,9.807777405E-2
8.400329150E1,1.294990182E-1,3.744212538E-2,-1.063232422E-1
8.400829150E1,9.526974708E-2,-3.192881495E-2,1.256380081E-1
8.401329150E1,5.598716810E-2,-3.485883027E-2,3.546810150E-2
8.401829150E1,-2.228461951E-2,-5.660372600E-2,-9.599208832E-2
8.402329150E1,-1.194875017E-1,-2.310076356E-2,-4.959297180E-2
8.402829150E1,-1.087956727E-1,3.353966027E-2,-2.198553085E-1
8.403329150E1,-5.915036798E-2,7.208356261E-2,-5.889225006E-2
8.403829150E1,5.883785710E-2,9.242612123E-2,-9.511184692E-2
8.404329150E1,1.451465786E-1,3.984347358E-2,-1.155281067E-2
8.404829150E1,2.456848025E-1,2.587855048E-2,2.874183655E-2
8.405329150E1,2.185693085E-1,-5.199918523E-2,-6.701755524E-2
8.405829150E1,1.666684598E-1,-1.260772943E-1,-8.418083191E-3
8.406329150E1,7.872904837E-2,-1.019078046E-1,-1.042346954E-1
8.406829150E1,-4.959657043E-2,-9.151346982E-2,2.312374115E-2
8.407329150E1,-1.322367787E-1,1.239411533E-3,-6.847000122E-2
8.407829150E1,-1.562088132E-1,6.102216244E-2,-3.466987610E-2
8.408329150E1,-8.113670349E-2,1.355760098E-1,-1.737785339E-2
8.408829150E1,-2.247370780E-3,1.234719008E-1,-7.782936096E-2
8.409329150E1,1.036599427E-1,4.003738612E-2,1.003789902E-1
8.409829150E1,2.047659457E-1,-1.237545535E-2,-4.016590118E-2
8.410329150E1,2.344769537E-1,-1.177159101E-1,1.761817932E-1
8.410829150E1,1.767213047E-1,-1.008853614E-1,6.974506378E-2
8.411329150E1,3.549955785E-2,-6.038218737E-2,2.400207520E-2
8.411829150E1,-1.436585933E-1,-7.016375661E-3,-7.660961151E-2
8.412329150E1,-2.416205406E-1,8.201257885E-2,-1.866207123E-1
