"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.038329277E1,-1.072006598E-1,-2.352791876E-1,-9.803240776E0
1.038829277E1,-1.065900549E-1,-2.347718626E-1,-9.803260803E0
1.039329277E1,-1.054630503E-1,-2.349336743E-1,-9.803268433E0
1.039829277E1,-1.043488160E-1,-2.350158542E-1,-9.803277969E0
1.040329277E1,-1.036178619E-1,-2.356322259E-1,-9.803271294E0
1.040829277E1,-1.025369689E-1,-2.360204905E-1,-9.803273201E0
1.041329277E1,-1.014888510E-1,-2.368078530E-1,-9.803264618E0
1.041829277E1,-1.011669636E-1,-2.373425066E-1,-9.803256035E0
1.042329277E1,-1.013473198E-1,-2.376046926E-1,-9.803247452E0
1.042829277E1,-1.017170846E-1,-2.373372018E-1,-9.803250313E0
1.043329277E1,-1.020225808E-1,-2.371349633E-1,-9.803251266E0
1.043829277E1,-1.014961153E-1,-2.364435047E-1,-9.803274155E0
1.044329277E1,-9.991771728E-2,-2.357047945E-1,-9.803308487E0
1.044829277E1,-9.811699390E-2,-2.358646095E-1,-9.803321838E0
1.045329277E1,-9.709849954E-2,-2.363109440E-1,-9.803320885E0
1.045829277E1,-9.669123590E-2,-2.373473793E-1,-9.803300858E0
1.046329277E1,-9.663224220E-2,-2.379084975E-1,-9.803287506E0
1.046829277E1,-9.638981521E-2,-2.381074429E-1,-9.803285599E0
1.047329277E1,-9.568182379E-2,-2.381491512E-1,-9.803290367E0
1.047829277E1,-9.453099966E-2,-2.375864685E-1,-9.803316116E0
1.048329277E1,-9.309660643E-2,-2.374877632E-1,-9.803332329E0
1.048829277E1,-9.225341678E-2,-2.382209450E-1,-9.803321838E0
1.049329277E1,-9.248791635E-2,-2.389464229E-1,-9.803302765E0
1.049829277E1,-9.286694974E-2,-2.395915538E-1,-9.803282738E0
1.050329277E1,-9.337669611E-2,-2.398014069E-1,-9.803272247E0
1.050829277E1,-9.372927994E-2,-2.395884544E-1,-9.803275108E0
1.051329277E1,-9.365282208E-2,-2.391806990E-1,-9.803285599E0
1.051829277E1,-9.248910844E-2,-2.388613075E-1,-9.803304672E0
1.052329277E1,-9.061080962E-2,-2.388004214E-1,-9.803322792E0
1.052829277E1,-8.877640218E-2,-2.393338978E-1,-9.803327560E0
1.053329277E1,-8.738995343E-2,-2.398706079E-1,-9.803326607E0
1.053829277E1,-8.672440797E-2,-2.403772324E-1,-9.803319931E0
1.054329277E1,-8.673413843E-2,-2.407550812E-1,-9.803310394E0
1.054829277E1,-8.693799376E-2,-2.409213781E-1,-9.803305626E0
1.055329277E1,-8.645123243E-2,-2.406263798E-1,-9.803317070E0
1.055829277E1,-8.522052318E-2,-2.404611558E-1,-9.803331375E0
1.056329277E1,-8.398289979E-2,-2.404537648E-1,-9.803341866E0
1.056829277E1,-8.257400990E-2,-2.407012880E-1,-9.803347588E0
1.057329277E1,-8.127175272E-2,-2.409818918E-1,-9.803351402E0
1.057829277E1,-8.020786941E-2,-2.414680123E-1,-9.803348541E0
1.058329277E1,-7.965817302E-2,-2.417489737E-1,-9.803345680E0
1.058829277E1,-7.917632908E-2,-2.416905910E-1,-9.803351402E0
1.059329277E1,-7.844186574E-2,-2.412774861E-1,-9.803367615E0
1.059829277E1,-7.791319489E-2,-2.407698631E-1,-9.803384781E0
1.060329277E1,-7.724313438E-2,-2.402147949E-1,-9.803402901E0
1.060829277E1,-7.657730579E-2,-2.397210449E-1,-9.803421021E0
1.061329277E1,-7.623211294E-2,-2.392248064E-1,-9.803436279E0
1.061829277E1,-7.672470808E-2,-2.389657795E-1,-9.803438187E0
1.062329277E1,-7.720734179E-2,-2.389675230E-1,-9.803434372E0
1.062829277E1,-7.734327018E-2,-2.387604266E-1,-9.803438187E0
1.063329277E1,-7.670357078E-2,-2.388745844E-1,-9.803440094E0
1.063829277E1,-7.537811249E-2,-2.384818792E-1,-9.803460121E0
1.064329277E1,-7.282701880E-2,-2.385133654E-1,-9.803478241E0
1.064829277E1,-7.037357241E-2,-2.384935617E-1,-9.803497314E0
1.065329277E1,-6.849135458E-2,-2.386800200E-1,-9.803505898E0
1.065829277E1,-6.758210808E-2,-2.389646173E-1,-9.803504944E0
1.066329277E1,-6.840852648E-2,-2.389659733E-1,-9.803499222E0
1.066829277E1,-7.019110769E-2,-2.386013120E-1,-9.803495407E0
1.067329277E1,-7.235234231E-2,-2.381502390E-1,-9.803489685E0
1.067829277E1,-7.318925112E-2,-2.373174280E-1,-9.803504944E0
1.068329277E1,-7.216296345E-2,-2.367793471E-1,-9.803525925E0
1.068829277E1,-7.038339227E-2,-2.379090786E-1,-9.803510666E0
1.069329277E1,-6.788278371E-2,-2.389643937E-1,-9.803503036E0
1.069829277E1,-6.281425059E-2,-2.385077626E-1,-9.803548813E0
1.070329277E1,-5.967220291E-2,-2.379458249E-1,-9.803581238E0
1.070829277E1,-5.944132805E-2,-2.363751680E-1,-9.803621292E0
1.071329277E1,-6.229199097E-2,-2.348398566E-1,-9.803640366E0
1.071829277E1,-6.681893766E-2,-2.332155555E-1,-9.803648949E0
1.072329277E1,-7.036661357E-2,-2.320341915E-1,-9.803651810E0
1.072829277E1,-7.223670930E-2,-2.322765738E-1,-9.803633690E0
1.073329277E1,-7.102533430E-2,-2.324707657E-1,-9.803637505E0
1.073829277E1,-6.436212361E-2,-2.334486693E-1,-9.803659439E0
1.074329277E1,-5.520371348E-2,-2.349618673E-1,-9.803679466E0
1.074829277E1,-4.704250023E-2,-2.359323651E-1,-9.803698540E0
1.075329277E1,-4.141459614E-2,-2.352852821E-1,-9.803739548E0
1.075829277E1,-4.228014871E-2,-2.349380255E-1,-9.803744316E0
1.076329277E1,-4.931197688E-2,-2.336630225E-1,-9.803741455E0
1.076829277E1,-5.607926846E-2,-2.332477123E-1,-9.803714752E0
1.077329277E1,-5.871586874E-2,-2.333338410E-1,-9.803698540E0
1.077829277E1,-5.590599775E-2,-2.336005867E-1,-9.803709030E0
1.078329277E1,-5.028956383E-2,-2.354315668E-1,-9.803694725E0
1.078829277E1,-4.528971016E-2,-2.365128249E-1,-9.803692818E0
1.079329277E1,-4.315197095E-2,-2.381273210E-1,-9.803664207E0
1.079829277E1,-4.521043226E-2,-2.386448234E-1,-9.803641319E0
1.080329277E1,-4.865140840E-2,-2.378718853E-1,-9.803643227E0
1.080829277E1,-5.204084143E-2,-2.360104024E-1,-9.803671837E0
1.081329277E1,-5.269697681E-2,-2.326154709E-1,-9.803749084E0
1.081829277E1,-5.044634640E-2,-2.298310101E-1,-9.803827286E0
1.082329277E1,-4.715737700E-2,-2.284529954E-1,-9.803874969E0
1.082829277E1,-4.408125579E-2,-2.289875001E-1,-9.803876877E0
1.083329277E1,-4.190988466E-2,-2.309184670E-1,-9.803840637E0
1.083829277E1,-4.127652571E-2,-2.331340462E-1,-9.803792000E0
1.084329277E1,-4.163489863E-2,-2.343621850E-1,-9.803761482E0
1.084829277E1,-4.212985560E-2,-2.342036963E-1,-9.803762436E0
1.085329277E1,-4.236924276E-2,-2.323576361E-1,-9.803805351E0
1.085829277E1,-4.246029258E-2,-2.296897471E-1,-9.803868294E0
1.086329277E1,-4.197679833E-2,-2.267590761E-1,-9.803938866E0
1.086829277E1,-4.167165980E-2,-2.255855501E-1,-9.803966522E0
1.087329277E1,-4.076177627E-2,-2.256465703E-1,-9.803969383E0
1.087829277E1,-3.965074196E-2,-2.270615101E-1,-9.803940773E0
1.088329277E1,-3.866237402E-2,-2.287884802E-1,-9.803904533E0
1.088829277E1,-3.843416274E-2,-2.302173525E-1,-9.803872108E0
1.089329277E1,-3.890245408E-2,-2.303915471E-1,-9.803866386E0
1.089829277E1,-3.983975202E-2,-2.287248224E-1,-9.803901672E0
1.090329277E1,-4.034066945E-2,-2.265434712E-1,-9.803950310E0
1.090829277E1,-4.055723548E-2,-2.238547504E-1,-9.804011345E0
1.091329277E1,-4.020445049E-2,-2.216412276E-1,-9.804062843E0
1.091829277E1,-3.909219429E-2,-2.204766870E-1,-9.804093361E0
1.092329277E1,-3.847128525E-2,-2.212496549E-1,-9.804078102E0
1.092829277E1,-3.840916231E-2,-2.225391567E-1,-9.804050446E0
1.093329277E1,-3.872333094E-2,-2.237979174E-1,-9.804020882E0
1.093829277E1,-3.904609755E-2,-2.244837284E-1,-9.804002762E0
1.094329277E1,-3.964900598E-2,-2.238741815E-1,-9.804014206E0
1.094829277E1,-3.994545713E-2,-2.220344543E-1,-9.804055214E0
1.095329277E1,-4.014605656E-2,-2.196466625E-1,-9.804108620E0
1.095829277E1,-4.044550285E-2,-2.177413851E-1,-9.804149628E0
1.096329277E1,-4.041689262E-2,-2.167053372E-1,-9.804172516E0
1.096829277E1,-4.013876989E-2,-2.170911431E-1,-9.804163933E0
1.097329277E1,-3.998690099E-2,-2.184809893E-1,-9.804134369E0
1.097829277E1,-3.975353017E-2,-2.198493034E-1,-9.804104805E0
1.098329277E1,-3.926694021E-2,-2.205892950E-1,-9.804089546E0
1.098829277E1,-3.883446753E-2,-2.199641466E-1,-9.804106712E0
1.099329277E1,-3.877693415E-2,-2.182390690E-1,-9.804144859E0
1.099829277E1,-3.941028193E-2,-2.164053470E-1,-9.804183006E0
1.100329277E1,-4.070122913E-2,-2.152326405E-1,-9.804203033E0
1.100829277E1,-4.289809614E-2,-2.149616927E-1,-9.804200172E0
1.101329277E1,-4.498360306E-2,-2.157743573E-1,-9.804172516E0
1.101829277E1,-4.604382068E-2,-2.168378681E-1,-9.804143906E0
1.102329277E1,-4.584493116E-2,-2.177637070E-1,-9.804124832E0
1.102829277E1,-4.461510852E-2,-2.176828533E-1,-9.804132462E0
1.103329277E1,-4.306553677E-2,-2.168024182E-1,-9.804159164E0
1.103829277E1,-4.206361622E-2,-2.159937471E-1,-9.804181099E0
1.104329277E1,-4.280066490E-2,-2.155930698E-1,-9.804186821E0
1.104829277E1,-4.526572302E-2,-2.159016281E-1,-9.804168701E0
1.105329277E1,-4.828262702E-2,-2.164615840E-1,-9.804141998E0
1.105829277E1,-5.072607100E-2,-2.170949131E-1,-9.804115295E0
1.106329277E1,-5.141201243E-2,-2.171632648E-1,-9.804110527E0
1.106829277E1,-4.990233108E-2,-2.166430354E-1,-9.804129601E0
1.107329277E1,-4.715113342E-2,-2.157064080E-1,-9.804163933E0
1.107829277E1,-4.486537352E-2,-2.151363939E-1,-9.804187775E0
1.108329277E1,-4.410788417E-2,-2.155000120E-1,-9.804183006E0
1.108829277E1,-4.526221752E-2,-2.165466249E-1,-9.804154396E0
1.109329277E1,-4.836965725E-2,-2.178594172E-1,-9.804111481E0
1.109829277E1,-5.206743628E-2,-2.184230089E-1,-9.804080009E0
1.110329277E1,-5.457407981E-2,-2.180257589E-1,-9.804074287E0
1.110829277E1,-5.552353337E-2,-2.165654302E-1,-9.804100990E0
1.111329277E1,-5.514071509E-2,-2.147006094E-1,-9.804144859E0
1.111829277E1,-5.383307487E-2,-2.135143280E-1,-9.804177284E0
1.112329277E1,-5.292443186E-2,-2.133237273E-1,-9.804186821E0
1.112829277E1,-5.342159048E-2,-2.146978974E-1,-9.804154396E0
1.113329277E1,-5.538160354E-2,-2.165662348E-1,-9.804101944E0
1.113829277E1,-5.745538697E-2,-2.177875191E-1,-9.804062843E0
1.114329277E1,-5.889508873E-2,-2.177506089E-1,-9.804054260E0
1.114829277E1,-5.969991162E-2,-2.167771459E-1,-9.804072380E0
1.115329277E1,-5.931184441E-2,-2.153330594E-1,-9.804105759E0
1.115829277E1,-5.784883350E-2,-2.141768783E-1,-9.804141045E0
1.116329277E1,-5.667635426E-2,-2.142000496E-1,-9.804146767E0
1.116829277E1,-5.680637062E-2,-2.151883245E-1,-9.804124832E0
1.117329277E1,-5.821053311E-2,-2.165692449E-1,-9.804085732E0
1.117829277E1,-6.032812595E-2,-2.177461684E-1,-9.804046631E0
1.118329277E1,-6.233347207E-2,-2.176841646E-1,-9.804035187E0
1.118829277E1,-6.314572692E-2,-2.164454758E-1,-9.804057121E0
1.119329277E1,-6.222096831E-2,-2.146951705E-1,-9.804101944E0
1.119829277E1,-6.063941494E-2,-2.133167833E-1,-9.804141998E0
1.120329277E1,-5.961121246E-2,-2.133339047E-1,-9.804148674E0
1.120829277E1,-5.898337811E-2,-2.145080268E-1,-9.804125786E0
1.121329277E1,-5.909464508E-2,-2.162976861E-1,-9.804086685E0
1.121829277E1,-5.993052199E-2,-2.176240832E-1,-9.804051399E0
1.122329277E1,-6.047650054E-2,-2.181669325E-1,-9.804037094E0
1.122829277E1,-6.063855812E-2,-2.174482942E-1,-9.804050446E0
1.123329277E1,-6.013918296E-2,-2.161152065E-1,-9.804084778E0
1.123829277E1,-5.939318240E-2,-2.150427997E-1,-9.804112434E0
1.124329277E1,-5.841951072E-2,-2.148219794E-1,-9.804122925E0
1.124829277E1,-5.793047696E-2,-2.159578204E-1,-9.804100990E0
1.125329277E1,-5.829677358E-2,-2.177818269E-1,-9.804058075E0
1.125829277E1,-5.918754265E-2,-2.195857018E-1,-9.804012299E0
1.126329277E1,-6.034274399E-2,-2.204169631E-1,-9.803986549E0
1.126829277E1,-6.135696545E-2,-2.200427502E-1,-9.803989410E0
1.127329277E1,-6.215329841E-2,-2.184114605E-1,-9.804020882E0
1.127829277E1,-6.271205842E-2,-2.165102363E-1,-9.804059029E0
1.128329277E1,-6.248504668E-2,-2.154710591E-1,-9.804083824E0
1.128829277E1,-6.085106730E-2,-2.155267000E-1,-9.804092407E0
1.129329277E1,-5.722142756E-2,-2.168870717E-1,-9.804084778E0
1.129829277E1,-5.267877132E-2,-2.189153284E-1,-9.804065704E0
1.130329277E1,-4.846108705E-2,-2.208443284E-1,-9.804042816E0
1.130829277E1,-4.610131308E-2,-2.214774340E-1,-9.804040909E0
1.131329277E1,-4.620329291E-2,-2.209704071E-1,-9.804051399E0
1.131829277E1,-4.969352856E-2,-2.191231847E-1,-9.804076195E0
1.132329277E1,-5.523753539E-2,-2.167816162E-1,-9.804098129E0
1.132829277E1,-6.101344526E-2,-2.153919935E-1,-9.804094315E0
1.133329277E1,-6.497608125E-2,-2.152010500E-1,-9.804074287E0
1.133829277E1,-6.570613384E-2,-2.169130147E-1,-9.804030418E0
1.134329277E1,-6.251416355E-2,-2.195290178E-1,-9.803993225E0
1.134829277E1,-5.653596297E-2,-2.226529717E-1,-9.803958893E0
1.135329277E1,-5.056508631E-2,-2.252226621E-1,-9.803933144E0
1.135829277E1,-4.696271569E-2,-2.265291512E-1,-9.803920746E0
1.136329277E1,-4.702944681E-2,-2.264523804E-1,-9.803922653E0
1.136829277E1,-5.047932640E-2,-2.252045125E-1,-9.803934097E0
1.137329277E1,-5.604014173E-2,-2.231308967E-1,-9.803951263E0
1.137829277E1,-6.052814424E-2,-2.209024131E-1,-9.803975105E0
1.138329277E1,-6.207734719E-2,-2.188603729E-1,-9.804011345E0
1.138829277E1,-5.886413530E-2,-2.175537497E-1,-9.804059982E0
1.139329277E1,-5.230339617E-2,-2.178126872E-1,-9.804092407E0
1.139829277E1,-4.559601098E-2,-2.193010747E-1,-9.804092407E0
1.140329277E1,-4.128222540E-2,-2.218085080E-1,-9.804055214E0
1.140829277E1,-4.065082595E-2,-2.239751518E-1,-9.804007530E0
1.141329277E1,-4.362180829E-2,-2.248582691E-1,-9.803974152E0
1.141829277E1,-4.927291349E-2,-2.241763920E-1,-9.803962708E0
1.142329277E1,-5.534090847E-2,-2.220457047E-1,-9.803979874E0
1.142829277E1,-5.902337655E-2,-2.192481011E-1,-9.804021835E0
1.143329277E1,-5.989967659E-2,-2.175961584E-1,-9.804053307E0
1.143829277E1,-5.786532536E-2,-2.175883204E-1,-9.804064751E0
1.144329277E1,-5.412605777E-2,-2.199541032E-1,-9.804033279E0
1.144829277E1,-5.057718605E-2,-2.234650552E-1,-9.803974152E0
1.145329277E1,-4.840346798E-2,-2.271684259E-1,-9.803898811E0
1.145829277E1,-4.785768688E-2,-2.290442884E-1,-9.803858757E0
1.146329277E1,-4.796734080E-2,-2.283809334E-1,-9.803874016E0
1.146829277E1,-4.807348922E-2,-2.256269753E-1,-9.803936005E0
1.147329277E1,-4.855653271E-2,-2.224085182E-1,-9.804008484E0
1.147829277E1,-4.913455248E-2,-2.200330645E-1,-9.804058075E0
1.148329277E1,-4.953699559E-2,-2.196364552E-1,-9.804064751E0
1.148829277E1,-4.962182045E-2,-2.211176455E-1,-9.804031372E0
1.149329277E1,-4.888224229E-2,-2.237155437E-1,-9.803976059E0
1.149829277E1,-4.716053978E-2,-2.257837951E-1,-9.803936958E0
1.150329277E1,-4.493240640E-2,-2.267432511E-1,-9.803925514E0
1.150829277E1,-4.350879043E-2,-2.261548936E-1,-9.803945541E0
1.151329277E1,-4.344949499E-2,-2.248467654E-1,-9.803976059E0
1.151829277E1,-4.470486194E-2,-2.234571129E-1,-9.804001808E0
1.152329277E1,-4.719244316E-2,-2.225484401E-1,-9.804011345E0
1.152829277E1,-5.017663911E-2,-2.224948108E-1,-9.803997040E0
1.153329277E1,-5.219629034E-2,-2.228817046E-1,-9.803977966E0
1.153829277E1,-5.269845948E-2,-2.235871106E-1,-9.803958893E0
1.154329277E1,-5.156817287E-2,-2.238545567E-1,-9.803959846E0
1.154829277E1,-4.915185645E-2,-2.236593813E-1,-9.803976059E0
1.155329277E1,-4.646588489E-2,-2.232460380E-1,-9.803998947E0
1.155829277E1,-4.435029998E-2,-2.227505445E-1,-9.804018974E0
1.156329277E1,-4.365390167E-2,-2.225414068E-1,-9.804027557E0
1.156829277E1,-4.399380833E-2,-2.225796878E-1,-9.804024696E0
1.157329277E1,-4.508023337E-2,-2.224013209E-1,-9.804024696E0
1.157829277E1,-4.612025619E-2,-2.219908983E-1,-9.804029465E0
1.158329277E1,-4.683690518E-2,-2.211587131E-1,-9.804043770E0
1.158829277E1,-4.621261358E-2,-2.204554230E-1,-9.804062843E0
1.159329277E1,-4.477506131E-2,-2.198527753E-1,-9.804082870E0
1.159829277E1,-4.289972782E-2,-2.195079327E-1,-9.804100037E0
1.160329277E1,-4.165061563E-2,-2.199124694E-1,-9.804096222E0
1.160829277E1,-4.171483219E-2,-2.207306474E-1,-9.804076195E0
1.161329277E1,-4.303815588E-2,-2.213509679E-1,-9.804057121E0
1.161829277E1,-4.449559748E-2,-2.207962275E-1,-9.804062843E0
1.162329277E1,-4.546163604E-2,-2.193223238E-1,-9.804092407E0
1.162829277E1,-4.560532793E-2,-2.174155116E-1,-9.804133415E0
1.163329277E1,-4.475442693E-2,-2.154499292E-1,-9.804181099E0
