"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.124054420E2,-1.878409274E-2,6.017018110E-2,3.329212964E-2
1.124075609E2,-2.000582218E-2,6.383536756E-2,3.207040206E-2
1.124096798E2,-1.634063199E-2,6.505709887E-2,3.084867075E-2
1.124117987E2,-1.389717404E-2,6.505709887E-2,3.207040206E-2
1.124139176E2,-1.267544460E-2,6.872228533E-2,3.207040206E-2
1.124160365E2,-1.023198478E-2,6.750056148E-2,3.207040206E-2
1.124181554E2,-9.010255337E-3,6.627883017E-2,3.207040206E-2
1.124202743E2,-7.788525894E-3,6.383536756E-2,3.084867075E-2
1.124223932E2,-2.901607659E-3,5.894844979E-2,3.084867075E-2
1.124245121E2,-1.679878100E-3,5.650499091E-2,2.962694131E-2
1.124266310E2,-4.581485991E-4,4.917461425E-2,2.962694131E-2
1.124287499E2,4.428769462E-3,4.673115537E-2,2.840521187E-2
1.124308688E2,8.093958721E-3,3.940077871E-2,2.840521187E-2
1.124329877E2,9.315688163E-3,3.207040206E-2,2.718348242E-2
1.124351066E2,1.298087649E-2,2.718348242E-2,2.718348242E-2
1.124372255E2,1.298087649E-2,1.740964688E-2,2.596175298E-2
1.124393444E2,1.420260593E-2,1.130099874E-2,2.474002354E-2
1.124414633E2,1.542433538E-2,6.414080039E-3,2.596175298E-2
1.124435822E2,1.542433538E-2,3.054323897E-4,2.474002354E-2
1.124457011E2,1.664606482E-2,-4.581485875E-3,2.351829410E-2
1.124478200E2,1.786779426E-2,-9.468403645E-3,2.351829410E-2
1.124499389E2,1.786779426E-2,-1.435532235E-2,2.229656465E-2
1.124520578E2,1.786779426E-2,-1.802051067E-2,2.351829410E-2
1.124541767E2,1.420260593E-2,-2.168569900E-2,2.351829410E-2
1.124562956E2,1.298087649E-2,-2.290742844E-2,2.229656465E-2
1.124584145E2,1.298087649E-2,-2.412915789E-2,2.107483521E-2
1.124605334E2,1.053741761E-2,-2.657261863E-2,2.229656465E-2
1.124626523E2,5.650499370E-3,-2.779434808E-2,2.351829410E-2
1.124647712E2,1.985310577E-3,-2.901607752E-2,2.474002354E-2
1.124668901E2,-2.901607659E-3,-2.901607752E-2,2.596175298E-2
1.124690090E2,-6.566796452E-3,-2.901607752E-2,2.596175298E-2
1.124711279E2,-9.010255337E-3,-3.023780696E-2,2.840521187E-2
1.124732468E2,-1.756236330E-2,-2.901607752E-2,2.840521187E-2
1.124753657E2,-2.367101051E-2,-2.901607752E-2,3.084867075E-2
1.124774845E2,-2.733619884E-2,-2.901607752E-2,3.207040206E-2
1.124796035E2,-3.466657549E-2,-3.268126398E-2,3.451386094E-2
1.124817224E2,-4.077522457E-2,-3.145953640E-2,3.451386094E-2
1.124838413E2,-4.566214234E-2,-3.023780696E-2,3.695731983E-2
1.124859602E2,-4.932733253E-2,-3.023780696E-2,3.817904741E-2
1.124880791E2,-5.421425030E-2,-2.657261863E-2,3.940077871E-2
1.124901980E2,-6.032289565E-2,-2.535088919E-2,3.940077871E-2
1.124923168E2,-6.154462695E-2,-2.290742844E-2,4.062250629E-2
1.124944357E2,-6.520981342E-2,-1.924224012E-2,4.184423760E-2
1.124965547E2,-7.009673119E-2,-1.802051067E-2,4.184423760E-2
1.124986736E2,-7.254019380E-2,-1.435532235E-2,4.062250629E-2
1.125007925E2,-7.376192510E-2,-1.069013402E-2,3.940077871E-2
1.125029114E2,-7.498364896E-2,-7.024944760E-3,4.062250629E-2
1.125050303E2,-7.620538026E-2,-9.162971983E-4,3.695731983E-2
1.125071491E2,-7.498364896E-2,-9.162971983E-4,3.573558852E-2
1.125092680E2,-7.742711157E-2,3.970621154E-3,3.329212964E-2
1.125113869E2,-7.620538026E-2,8.857538924E-3,3.207040206E-2
1.125135058E2,-7.620538026E-2,1.007926930E-2,3.084867075E-2
1.125156248E2,-7.498364896E-2,1.130099874E-2,2.962694131E-2
1.125177437E2,-7.376192510E-2,1.496618707E-2,2.840521187E-2
1.125198625E2,-7.131846249E-2,1.863137633E-2,2.962694131E-2
1.125219814E2,-7.009673119E-2,2.107483521E-2,2.840521187E-2
1.125241003E2,-6.887500733E-2,2.107483521E-2,2.718348242E-2
1.125262192E2,-6.643154472E-2,2.107483521E-2,2.718348242E-2
1.125283381E2,-6.276635826E-2,2.474002354E-2,2.840521187E-2
1.125304570E2,-6.276635826E-2,2.474002354E-2,2.840521187E-2
1.125325759E2,-5.910116807E-2,2.718348242E-2,2.840521187E-2
1.125346948E2,-5.665770918E-2,2.962694131E-2,2.718348242E-2
1.125368137E2,-5.543597788E-2,3.084867075E-2,2.718348242E-2
1.125389326E2,-5.177079141E-2,3.573558852E-2,2.718348242E-2
1.125410515E2,-4.688387364E-2,3.329212964E-2,2.718348242E-2
1.125431704E2,-4.321868345E-2,3.573558852E-2,2.351829410E-2
1.125452893E2,-3.833176568E-2,3.817904741E-2,2.351829410E-2
1.125474082E2,-3.466657549E-2,3.817904741E-2,2.351829410E-2
1.125495271E2,-2.733619884E-2,3.695731983E-2,2.351829410E-2
1.125516460E2,-2.244928107E-2,3.695731983E-2,2.229656465E-2
1.125537649E2,-1.634063199E-2,3.573558852E-2,2.229656465E-2
1.125558838E2,-1.145371422E-2,3.329212964E-2,2.229656465E-2
1.125580027E2,-6.566796452E-3,3.084867075E-2,2.229656465E-2
1.125601216E2,-2.901607659E-3,2.962694131E-2,2.474002354E-2
1.125622405E2,7.635809598E-4,2.596175298E-2,2.596175298E-2
1.125643594E2,4.428769462E-3,2.596175298E-2,2.718348242E-2
1.125664783E2,9.315688163E-3,2.229656465E-2,2.840521187E-2
1.125685972E2,1.053741761E-2,2.229656465E-2,2.962694131E-2
1.125707162E2,1.175914705E-2,1.863137633E-2,3.207040206E-2
1.125728350E2,1.298087649E-2,1.740964688E-2,3.329212964E-2
1.125749539E2,1.542433538E-2,1.618791744E-2,3.451386094E-2
1.125770728E2,1.420260593E-2,1.374445762E-2,3.451386094E-2
1.125791917E2,1.298087649E-2,1.252272818E-2,3.329212964E-2
1.125813106E2,1.298087649E-2,1.007926930E-2,3.207040206E-2
1.125834295E2,1.053741761E-2,8.857538924E-3,2.962694131E-2
1.125855484E2,1.053741761E-2,6.414080039E-3,2.840521187E-2
1.125876673E2,9.315688163E-3,5.192350596E-3,2.596175298E-2
1.125897862E2,5.650499370E-3,2.748891478E-3,2.351829410E-2
1.125919051E2,6.872228812E-3,2.748891478E-3,2.107483521E-2
1.125940240E2,5.650499370E-3,3.054323897E-4,1.863137633E-2
1.125961429E2,5.650499370E-3,1.527161920E-3,1.740964688E-2
1.125982618E2,8.093958721E-3,2.748891478E-3,1.618791744E-2
1.126003807E2,9.315688163E-3,1.527161920E-3,1.496618707E-2
1.126024995E2,8.093958721E-3,2.748891478E-3,1.618791744E-2
1.126046185E2,9.315688163E-3,2.748891478E-3,1.496618707E-2
1.126067374E2,9.315688163E-3,2.748891478E-3,1.618791744E-2
1.126088563E2,8.093958721E-3,3.970621154E-3,1.618791744E-2
1.126109752E2,8.093958721E-3,3.970621154E-3,1.863137633E-2
1.126130941E2,4.428769462E-3,5.192350596E-3,1.985310577E-2
1.126152130E2,3.207040019E-3,3.970621154E-3,2.107483521E-2
1.126173318E2,-1.679878100E-3,3.970621154E-3,2.107483521E-2
1.126194507E2,-4.123337101E-3,2.748891478E-3,2.229656465E-2
1.126215697E2,-1.023198478E-2,1.527161920E-3,2.474002354E-2
1.126236886E2,-1.267544460E-2,2.748891478E-3,2.474002354E-2
1.126258075E2,-1.878409274E-2,2.748891478E-3,2.596175298E-2
1.126279264E2,-2.244928107E-2,2.748891478E-3,2.596175298E-2
1.126300453E2,-2.733619884E-2,5.192350596E-3,2.596175298E-2
1.126321641E2,-3.222311661E-2,6.414080039E-3,2.718348242E-2
1.126342830E2,-3.588830680E-2,7.635809947E-3,2.596175298E-2
1.126364019E2,-4.077522457E-2,8.857538924E-3,2.596175298E-2
1.126385208E2,-4.566214234E-2,1.007926930E-2,2.474002354E-2
1.126406398E2,-5.177079141E-2,1.374445762E-2,2.474002354E-2
1.126427587E2,-5.421425030E-2,1.618791744E-2,2.229656465E-2
1.126448775E2,-5.787943676E-2,1.863137633E-2,2.107483521E-2
1.126469964E2,-6.032289565E-2,2.474002354E-2,1.985310577E-2
1.126491153E2,-6.276635826E-2,2.962694131E-2,1.740964688E-2
1.126512342E2,-6.154462695E-2,3.329212964E-2,1.618791744E-2
1.126533531E2,-6.398808211E-2,3.817904741E-2,1.374445762E-2
1.126554720E2,-6.398808211E-2,4.184423760E-2,1.252272818E-2
1.126575910E2,-6.154462695E-2,4.550942779E-2,1.007926930E-2
1.126597098E2,-5.787943676E-2,5.039634556E-2,8.857538924E-3
1.126618287E2,-5.543597788E-2,5.528326333E-2,7.635809947E-3
1.126639476E2,-5.421425030E-2,5.772672221E-2,6.414080039E-3
1.126660665E2,-4.810560122E-2,6.261363626E-2,5.192350596E-3
1.126681854E2,-4.444041103E-2,6.627883017E-2,3.970621154E-3
1.126703043E2,-3.955349326E-2,6.750056148E-2,5.192350596E-3
1.126724232E2,-3.344484791E-2,6.994401664E-2,3.970621154E-3
1.126745421E2,-2.733619884E-2,7.360920310E-2,5.192350596E-3
1.126766610E2,-2.244928107E-2,7.483093441E-2,3.970621154E-3
1.126787799E2,-1.878409274E-2,7.605266571E-2,3.970621154E-3
1.126808988E2,-1.511890348E-2,7.238747925E-2,2.748891478E-3
1.126830177E2,-1.023198478E-2,7.238747925E-2,2.748891478E-3
1.126851366E2,-4.123337101E-3,6.994401664E-2,5.192350596E-3
1.126872555E2,-1.679878100E-3,6.627883017E-2,5.192350596E-3
1.126893744E2,3.207040019E-3,6.139190868E-2,3.970621154E-3
1.126914933E2,9.315688163E-3,5.528326333E-2,5.192350596E-3
1.126936122E2,9.315688163E-3,5.283980444E-2,3.970621154E-3
1.126957311E2,1.298087649E-2,5.039634556E-2,3.970621154E-3
1.126978500E2,1.786779426E-2,4.428769648E-2,3.970621154E-3
1.126999689E2,2.153298259E-2,4.184423760E-2,3.970621154E-3
1.127020878E2,2.397644334E-2,3.695731983E-2,3.970621154E-3
1.127042067E2,2.641990222E-2,3.329212964E-2,3.970621154E-3
1.127063256E2,2.764163166E-2,3.084867075E-2,1.527161920E-3
1.127084445E2,3.008509055E-2,2.962694131E-2,2.748891478E-3
1.127105634E2,3.008509055E-2,2.596175298E-2,1.527161920E-3
1.127126823E2,3.008509055E-2,2.351829410E-2,3.054323897E-4
1.127148012E2,3.130681813E-2,2.107483521E-2,-2.138026757E-3
1.127169201E2,3.130681813E-2,1.618791744E-2,-4.581485875E-3
1.127190390E2,3.252854943E-2,1.252272818E-2,-7.024944760E-3
1.127211579E2,3.375028074E-2,8.857538924E-3,-8.246674202E-3
1.127232768E2,3.619373962E-2,5.192350596E-3,-1.069013402E-2
1.127253957E2,3.741546720E-2,3.970621154E-3,-1.191186346E-2
1.127275146E2,3.619373962E-2,3.054323897E-4,-1.313359290E-2
1.127296335E2,3.985892609E-2,1.527161920E-3,-1.435532235E-2
1.127317524E2,3.863719851E-2,-9.162971983E-4,-1.435532235E-2
1.127338713E2,3.863719851E-2,1.527161920E-3,-1.557705179E-2
1.127359902E2,3.863719851E-2,3.970621154E-3,-1.679878123E-2
1.127381091E2,3.863719851E-2,3.970621154E-3,-1.679878123E-2
1.127402280E2,3.863719851E-2,6.414080039E-3,-1.802051067E-2
1.127423468E2,3.741546720E-2,1.007926930E-2,-1.802051067E-2
1.127444657E2,3.619373962E-2,1.007926930E-2,-1.802051067E-2
1.127465846E2,3.497200832E-2,1.007926930E-2,-1.924224012E-2
1.127487036E2,3.130681813E-2,1.374445762E-2,-2.046396956E-2
1.127508225E2,2.764163166E-2,1.618791744E-2,-1.924224012E-2
1.127529414E2,2.397644334E-2,1.740964688E-2,-1.802051067E-2
1.127550603E2,2.275471389E-2,1.863137633E-2,-1.679878123E-2
1.127571791E2,2.031125315E-2,1.740964688E-2,-1.679878123E-2
1.127592980E2,1.298087649E-2,1.863137633E-2,-1.557705179E-2
1.127614169E2,9.315688163E-3,1.985310577E-2,-1.313359290E-2
1.127635358E2,6.872228812E-3,1.863137633E-2,-1.069013402E-2
1.127656548E2,1.985310577E-3,2.229656465E-2,-9.468403645E-3
1.127677737E2,-1.679878100E-3,2.107483521E-2,-5.803215317E-3
1.127698926E2,-5.345067009E-3,2.229656465E-2,-3.359756200E-3
1.127720114E2,-9.010255337E-3,2.351829410E-2,-2.138026757E-3
1.127741303E2,-1.145371422E-2,2.718348242E-2,-9.162971983E-4
1.127762492E2,-1.267544460E-2,2.840521187E-2,-9.162971983E-4
1.127783681E2,-1.511890348E-2,3.207040206E-2,-9.162971983E-4
1.127804870E2,-1.511890348E-2,3.207040206E-2,-2.138026757E-3
1.127826060E2,-1.756236330E-2,3.451386094E-2,-4.581485875E-3
1.127847248E2,-1.511890348E-2,3.329212964E-2,-5.803215317E-3
1.127868437E2,-1.267544460E-2,3.329212964E-2,-8.246674202E-3
1.127889626E2,-1.023198478E-2,3.451386094E-2,-1.069013402E-2
1.127910815E2,-9.010255337E-3,3.451386094E-2,-1.313359290E-2
1.127932004E2,-6.566796452E-3,3.451386094E-2,-1.679878123E-2
1.127953193E2,-5.345067009E-3,3.329212964E-2,-2.046396956E-2
1.127974382E2,-2.901607659E-3,3.207040206E-2,-2.290742844E-2
1.127995571E2,-1.679878100E-3,3.207040206E-2,-2.412915789E-2
1.128016760E2,3.207040019E-3,3.207040206E-2,-2.657261863E-2
1.128037949E2,8.093958721E-3,3.207040206E-2,-3.023780696E-2
1.128059138E2,9.315688163E-3,3.329212964E-2,-3.023780696E-2
1.128080327E2,1.175914705E-2,3.329212964E-2,-3.145953640E-2
1.128101516E2,1.542433538E-2,3.329212964E-2,-3.390299529E-2
1.128122705E2,1.786779426E-2,3.329212964E-2,-3.390299529E-2
1.128143894E2,2.153298259E-2,3.207040206E-2,-3.512472659E-2
1.128165083E2,2.519817278E-2,3.451386094E-2,-3.268126398E-2
1.128186272E2,2.764163166E-2,3.329212964E-2,-3.145953640E-2
1.128207461E2,2.641990222E-2,3.207040206E-2,-3.023780696E-2
1.128228650E2,2.764163166E-2,3.207040206E-2,-2.779434808E-2
1.128249839E2,2.886336111E-2,3.329212964E-2,-2.535088919E-2
1.128271028E2,2.764163166E-2,3.573558852E-2,-2.535088919E-2
1.128292217E2,2.886336111E-2,3.573558852E-2,-2.290742844E-2
1.128313406E2,2.764163166E-2,3.817904741E-2,-2.168569900E-2
1.128334595E2,2.397644334E-2,4.184423760E-2,-2.046396956E-2
1.128355784E2,2.153298259E-2,4.062250629E-2,-2.046396956E-2
1.128376973E2,1.664606482E-2,4.306596518E-2,-1.924224012E-2
1.128398162E2,1.420260593E-2,4.062250629E-2,-1.924224012E-2
1.128419351E2,1.053741761E-2,4.428769648E-2,-2.046396956E-2
1.128440540E2,5.650499370E-3,4.428769648E-2,-1.924224012E-2
1.128461729E2,3.207040019E-3,4.184423760E-2,-1.802051067E-2
1.128482918E2,-4.123337101E-3,4.062250629E-2,-1.924224012E-2
1.128504107E2,-6.566796452E-3,3.817904741E-2,-1.924224012E-2
1.128525296E2,-1.267544460E-2,3.573558852E-2,-1.924224012E-2
1.128546485E2,-1.511890348E-2,3.451386094E-2,-1.802051067E-2
1.128567674E2,-1.634063199E-2,2.962694131E-2,-1.802051067E-2
1.128588863E2,-1.878409274E-2,2.962694131E-2,-1.802051067E-2
1.128610052E2,-2.000582218E-2,2.962694131E-2,-1.924224012E-2
1.128631241E2,-1.878409274E-2,2.840521187E-2,-1.924224012E-2
1.128652430E2,-1.878409274E-2,2.718348242E-2,-1.924224012E-2
1.128673618E2,-2.000582218E-2,2.596175298E-2,-1.802051067E-2
1.128694807E2,-1.634063199E-2,2.351829410E-2,-1.802051067E-2
1.128715997E2,-1.634063199E-2,2.596175298E-2,-1.924224012E-2
1.128737186E2,-1.511890348E-2,2.474002354E-2,-1.802051067E-2
1.128758375E2,-1.389717404E-2,2.351829410E-2,-1.802051067E-2
1.128779563E2,-1.267544460E-2,2.107483521E-2,-1.802051067E-2
1.128800753E2,-1.267544460E-2,1.985310577E-2,-1.924224012E-2
1.128821941E2,-1.511890348E-2,1.985310577E-2,-1.802051067E-2
1.128843130E2,-1.389717404E-2,1.618791744E-2,-1.924224012E-2
1.128864319E2,-1.634063199E-2,1.374445762E-2,-1.924224012E-2
1.128885508E2,-1.756236330E-2,1.130099874E-2,-1.802051067E-2
1.128906698E2,-2.000582218E-2,7.635809947E-3,-1.802051067E-2
1.128927887E2,-2.244928107E-2,6.414080039E-3,-1.802051067E-2
1.128949076E2,-2.367101051E-2,2.748891478E-3,-1.802051067E-2
1.128970264E2,-2.733619884E-2,-9.162971983E-4,-1.924224012E-2
1.128991453E2,-2.977965772E-2,-2.138026757E-3,-2.046396956E-2
1.129012642E2,-2.977965772E-2,-3.359756200E-3,-1.924224012E-2
1.129033831E2,-2.977965772E-2,-5.803215317E-3,-2.168569900E-2
1.129055024E2,-2.855792828E-2,-1.069013402E-2,-2.290742844E-2
1.129076210E2,-2.977965772E-2,-9.468403645E-3,-2.290742844E-2
1.129097398E2,-3.100138716E-2,-1.191186346E-2,-2.412915789E-2
1.129118587E2,-2.977965772E-2,-1.313359290E-2,-2.290742844E-2
1.129139776E2,-2.855792828E-2,-1.313359290E-2,-2.290742844E-2
1.129160965E2,-2.855792828E-2,-1.191186346E-2,-2.168569900E-2
1.129182154E2,-2.733619884E-2,-1.069013402E-2,-2.290742844E-2
1.129203343E2,-2.367101051E-2,-1.069013402E-2,-2.046396956E-2
1.129224532E2,-2.611446939E-2,-8.246674202E-3,-2.168569900E-2
1.129245722E2,-2.367101051E-2,-7.024944760E-3,-1.924224012E-2
1.129266910E2,-2.489273995E-2,-4.581485875E-3,-2.168569900E-2
1.129288099E2,-2.244928107E-2,-2.138026757E-3,-2.046396956E-2
1.129309288E2,-2.244928107E-2,-9.162971983E-4,-2.168569900E-2
1.129330477E2,-2.244928107E-2,1.527161920E-3,-2.046396956E-2
1.129351666E2,-2.489273995E-2,7.635809947E-3,-2.290742844E-2
1.129372855E2,-2.611446939E-2,1.374445762E-2,-2.168569900E-2
1.129394044E2,-2.733619884E-2,1.863137633E-2,-2.290742844E-2
1.129415233E2,-2.611446939E-2,2.596175298E-2,-2.290742844E-2
1.129436422E2,-2.611446939E-2,2.962694131E-2,-2.168569900E-2
1.129457611E2,-2.855792828E-2,3.940077871E-2,-2.168569900E-2
1.129478800E2,-2.855792828E-2,4.428769648E-2,-2.168569900E-2
1.129499989E2,-2.855792828E-2,4.795288667E-2,-2.046396956E-2
1.129521178E2,-2.977965772E-2,5.283980444E-2,-2.046396956E-2
1.129542367E2,-2.977965772E-2,5.650499091E-2,-2.046396956E-2
1.129563556E2,-2.855792828E-2,6.017018110E-2,-1.802051067E-2
1.129584745E2,-3.100138716E-2,6.139190868E-2,-1.802051067E-2
1.129605934E2,-3.100138716E-2,6.261363626E-2,-1.679878123E-2
1.129627123E2,-3.100138716E-2,6.261363626E-2,-1.557705179E-2
1.129648312E2,-3.100138716E-2,6.261363626E-2,-1.435532235E-2
1.129669501E2,-2.977965772E-2,6.261363626E-2,-1.435532235E-2
1.129690690E2,-2.611446939E-2,6.139190868E-2,-1.191186346E-2
1.129711879E2,-2.611446939E-2,5.894844979E-2,-9.468403645E-3
1.129733068E2,-2.489273995E-2,5.650499091E-2,-7.024944760E-3
1.129754257E2,-2.367101051E-2,5.528326333E-2,-4.581485875E-3
1.129775446E2,-2.000582218E-2,5.161807314E-2,-2.138026757E-3
1.129796635E2,-1.756236330E-2,4.795288667E-2,-9.162971983E-4
1.129817824E2,-1.389717404E-2,4.306596518E-2,3.054323897E-4
1.129839013E2,-1.023198478E-2,4.184423760E-2,1.527161920E-3
1.129860202E2,-6.566796452E-3,3.817904741E-2,1.527161920E-3
1.129881391E2,-2.901607659E-3,3.329212964E-2,1.527161920E-3
1.129902580E2,-4.581485991E-4,2.474002354E-2,-9.162971983E-4
1.129923769E2,3.207040019E-3,1.740964688E-2,-2.138026757E-3
1.129944958E2,8.093958721E-3,1.374445762E-2,-4.581485875E-3
1.129966147E2,1.175914705E-2,1.007926930E-2,-5.803215317E-3
1.129987336E2,1.542433538E-2,8.857538924E-3,-7.024944760E-3
1.130008525E2,1.786779426E-2,3.970621154E-3,-1.069013402E-2
1.130029714E2,1.908952370E-2,3.970621154E-3,-1.313359290E-2
1.130050903E2,2.397644334E-2,6.414080039E-3,-1.435532235E-2
1.130072091E2,2.641990222E-2,6.414080039E-3,-1.435532235E-2
1.130093281E2,2.764163166E-2,1.007926930E-2,-1.557705179E-2
1.130114469E2,3.008509055E-2,1.496618707E-2,-1.924224012E-2
1.130135658E2,3.008509055E-2,1.740964688E-2,-1.924224012E-2
1.130156848E2,2.886336111E-2,1.863137633E-2,-2.046396956E-2
1.130178037E2,2.764163166E-2,2.351829410E-2,-2.046396956E-2
1.130199226E2,2.764163166E-2,2.596175298E-2,-1.924224012E-2
1.130220415E2,3.008509055E-2,2.474002354E-2,-2.046396956E-2
1.130241603E2,2.764163166E-2,2.718348242E-2,-1.924224012E-2
1.130262792E2,2.641990222E-2,2.962694131E-2,-1.924224012E-2
1.130283981E2,2.641990222E-2,2.962694131E-2,-1.802051067E-2
1.130305170E2,2.275471389E-2,3.329212964E-2,-1.679878123E-2
1.130326360E2,2.153298259E-2,3.084867075E-2,-1.802051067E-2
1.130347549E2,2.275471389E-2,3.207040206E-2,-1.679878123E-2
1.130368737E2,2.275471389E-2,3.329212964E-2,-1.679878123E-2
1.130389926E2,2.275471389E-2,3.329212964E-2,-1.557705179E-2
1.130411115E2,2.275471389E-2,3.329212964E-2,-1.313359290E-2
1.130432304E2,2.275471389E-2,3.207040206E-2,-1.191186346E-2
1.130453493E2,2.275471389E-2,3.207040206E-2,-1.191186346E-2
1.130474682E2,2.519817278E-2,3.451386094E-2,-9.468403645E-3
1.130495872E2,2.519817278E-2,3.573558852E-2,-9.468403645E-3
1.130517061E2,2.275471389E-2,3.940077871E-2,-8.246674202E-3
1.130538249E2,2.397644334E-2,3.940077871E-2,-8.246674202E-3
1.130559438E2,2.275471389E-2,4.062250629E-2,-8.246674202E-3
1.130580627E2,2.153298259E-2,4.184423760E-2,-7.024944760E-3
1.130601816E2,2.397644334E-2,4.062250629E-2,-8.246674202E-3
1.130623005E2,2.153298259E-2,4.062250629E-2,-8.246674202E-3
1.130644194E2,2.031125315E-2,3.817904741E-2,-1.191186346E-2
1.130665383E2,1.908952370E-2,3.695731983E-2,-1.313359290E-2
1.130686572E2,1.786779426E-2,3.573558852E-2,-1.679878123E-2
1.130707761E2,1.542433538E-2,3.207040206E-2,-2.168569900E-2
1.130728950E2,1.542433538E-2,2.962694131E-2,-2.412915789E-2
1.130750139E2,1.420260593E-2,2.962694131E-2,-2.901607752E-2
1.130771328E2,1.053741761E-2,2.596175298E-2,-3.390299529E-2
1.130792517E2,1.175914705E-2,2.351829410E-2,-3.756818548E-2
1.130813706E2,1.175914705E-2,2.351829410E-2,-4.123337194E-2
1.130834895E2,1.298087649E-2,2.474002354E-2,-4.245510325E-2
1.130856084E2,1.298087649E-2,2.596175298E-2,-4.489856213E-2
1.130877273E2,1.420260593E-2,2.474002354E-2,-4.489856213E-2
1.130898462E2,1.420260593E-2,2.596175298E-2,-4.734202102E-2
1.130919651E2,1.420260593E-2,2.840521187E-2,-4.612028971E-2
1.130940840E2,1.542433538E-2,3.084867075E-2,-4.367683083E-2
1.130962029E2,1.542433538E-2,3.329212964E-2,-4.245510325E-2
1.130983218E2,1.664606482E-2,3.573558852E-2,-4.123337194E-2
1.131004407E2,1.542433538E-2,3.817904741E-2,-3.878991306E-2
1.131025596E2,1.542433538E-2,4.184423760E-2,-3.634645417E-2
1.131046785E2,1.542433538E-2,4.550942779E-2,-3.390299529E-2
1.131067974E2,1.298087649E-2,4.428769648E-2,-3.145953640E-2
1.131089163E2,1.175914705E-2,4.550942779E-2,-3.023780696E-2
1.131110352E2,1.175914705E-2,4.917461425E-2,-2.901607752E-2
1.131131541E2,9.315688163E-3,4.917461425E-2,-2.779434808E-2
1.131152730E2,5.650499370E-3,4.917461425E-2,-2.535088919E-2
1.131173919E2,7.635809598E-4,4.795288667E-2,-2.535088919E-2
1.131195108E2,-4.581485991E-4,4.917461425E-2,-2.535088919E-2
1.131216296E2,-2.901607659E-3,4.795288667E-2,-2.657261863E-2
1.131237486E2,-5.345067009E-3,4.917461425E-2,-2.535088919E-2
1.131258675E2,-6.566796452E-3,4.673115537E-2,-2.535088919E-2
1.131279864E2,-6.566796452E-3,4.795288667E-2,-2.412915789E-2
1.131301053E2,-7.788525894E-3,4.795288667E-2,-2.535088919E-2
1.131322242E2,-7.788525894E-3,4.673115537E-2,-2.412915789E-2
1.131343431E2,-7.788525894E-3,4.550942779E-2,-2.535088919E-2
1.131364619E2,-7.788525894E-3,4.306596518E-2,-2.535088919E-2
1.131385808E2,-9.010255337E-3,4.306596518E-2,-2.657261863E-2
1.131406998E2,-1.267544460E-2,4.428769648E-2,-2.657261863E-2
1.131428187E2,-1.267544460E-2,4.062250629E-2,-2.657261863E-2
1.131449376E2,-1.267544460E-2,4.184423760E-2,-2.779434808E-2
1.131470565E2,-1.511890348E-2,3.695731983E-2,-2.901607752E-2
1.131491754E2,-1.756236330E-2,3.817904741E-2,-2.901607752E-2
1.131512943E2,-2.244928107E-2,3.695731983E-2,-3.023780696E-2
1.131534131E2,-2.611446939E-2,3.695731983E-2,-3.390299529E-2
1.131555320E2,-2.977965772E-2,3.573558852E-2,-3.512472659E-2
1.131576510E2,-3.588830680E-2,3.451386094E-2,-3.390299529E-2
1.131597699E2,-3.833176568E-2,3.451386094E-2,-3.512472659E-2
1.131618888E2,-4.444041103E-2,3.573558852E-2,-3.634645417E-2
1.131640077E2,-4.932733253E-2,3.695731983E-2,-3.634645417E-2
1.131661265E2,-5.421425030E-2,3.940077871E-2,-3.634645417E-2
1.131682454E2,-5.787943676E-2,4.184423760E-2,-3.512472659E-2
1.131703643E2,-6.032289565E-2,4.428769648E-2,-3.390299529E-2
1.131724832E2,-6.276635826E-2,4.306596518E-2,-3.145953640E-2
1.131746022E2,-6.887500733E-2,4.550942779E-2,-3.023780696E-2
1.131767211E2,-6.887500733E-2,4.673115537E-2,-2.901607752E-2
1.131788399E2,-7.131846249E-2,4.673115537E-2,-2.535088919E-2
1.131809588E2,-7.254019380E-2,4.428769648E-2,-2.412915789E-2
1.131830777E2,-7.254019380E-2,4.306596518E-2,-2.168569900E-2
1.131851966E2,-7.498364896E-2,4.184423760E-2,-1.924224012E-2
1.131873155E2,-7.376192510E-2,3.940077871E-2,-1.924224012E-2
1.131894344E2,-7.009673119E-2,3.817904741E-2,-1.802051067E-2
1.131915533E2,-6.765327603E-2,3.695731983E-2,-1.802051067E-2
1.131936722E2,-6.520981342E-2,3.329212964E-2,-1.802051067E-2
1.131957911E2,-6.032289565E-2,2.962694131E-2,-1.924224012E-2
1.131979100E2,-5.543597788E-2,2.840521187E-2,-2.046396956E-2
1.132000289E2,-4.932733253E-2,2.718348242E-2,-1.924224012E-2
1.132021478E2,-4.199695215E-2,2.474002354E-2,-2.290742844E-2
1.132042667E2,-3.588830680E-2,2.351829410E-2,-2.290742844E-2
1.132063856E2,-2.977965772E-2,2.351829410E-2,-2.168569900E-2
1.132085045E2,-2.489273995E-2,2.229656465E-2,-2.412915789E-2
1.132106234E2,-2.000582218E-2,2.351829410E-2,-2.412915789E-2
1.132127423E2,-1.511890348E-2,2.351829410E-2,-2.535088919E-2
1.132148612E2,-1.023198478E-2,2.474002354E-2,-2.412915789E-2
1.132169801E2,-9.010255337E-3,2.474002354E-2,-2.535088919E-2
