"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.783755313E1,1.679878100E-3,7.788525894E-3,-2.168569900E-2
3.783967199E1,4.123337101E-3,9.010255337E-3,-2.168569900E-2
3.784179089E1,4.581485991E-4,7.788525894E-3,-2.168569900E-2
3.784390975E1,-7.635809598E-4,9.010255337E-3,-2.168569900E-2
3.784602860E1,4.581485991E-4,9.010255337E-3,-2.046396956E-2
3.784814746E1,1.679878100E-3,9.010255337E-3,-2.046396956E-2
3.785026636E1,2.901607659E-3,1.023198478E-2,-2.046396956E-2
3.785238522E1,2.901607659E-3,1.023198478E-2,-2.046396956E-2
3.785450407E1,2.901607659E-3,1.145371422E-2,-2.046396956E-2
3.785662292E1,1.679878100E-3,1.023198478E-2,-2.046396956E-2
3.785874178E1,1.679878100E-3,9.010255337E-3,-2.168569900E-2
3.786086063E1,4.581485991E-4,9.010255337E-3,-2.290742844E-2
3.786297954E1,1.679878100E-3,1.023198478E-2,-2.290742844E-2
3.786509839E1,2.901607659E-3,7.788525894E-3,-2.412915789E-2
3.786721725E1,2.901607659E-3,1.023198478E-2,-2.290742844E-2
3.786933610E1,4.123337101E-3,9.010255337E-3,-2.412915789E-2
3.787145501E1,-3.207040019E-3,9.010255337E-3,-2.412915789E-2
3.787357386E1,-7.635809598E-4,1.023198478E-2,-2.535088919E-2
3.787569272E1,1.679878100E-3,6.566796452E-3,-2.412915789E-2
3.787781157E1,2.901607659E-3,1.023198478E-2,-2.412915789E-2
3.787993048E1,4.581485991E-4,9.010255337E-3,-2.290742844E-2
3.788204933E1,-7.635809598E-4,7.788525894E-3,-2.290742844E-2
3.788416818E1,-1.985310577E-3,6.566796452E-3,-2.290742844E-2
3.788628704E1,4.581485991E-4,7.788525894E-3,-2.290742844E-2
3.788840589E1,4.581485991E-4,6.566796452E-3,-2.290742844E-2
3.789052475E1,-7.635809598E-4,9.010255337E-3,-2.290742844E-2
3.789264365E1,2.901607659E-3,9.010255337E-3,-2.290742844E-2
3.789476251E1,1.679878100E-3,6.566796452E-3,-2.168569900E-2
3.789688136E1,6.566796452E-3,9.010255337E-3,-2.046396956E-2
3.789900022E1,4.123337101E-3,6.566796452E-3,-2.168569900E-2
3.790111912E1,2.901607659E-3,1.023198478E-2,-2.168569900E-2
3.790323798E1,4.581485991E-4,1.023198478E-2,-2.290742844E-2
3.790535683E1,2.901607659E-3,7.788525894E-3,-2.168569900E-2
3.790747568E1,6.566796452E-3,1.023198478E-2,-2.046396956E-2
3.790959454E1,5.345067009E-3,9.010255337E-3,-2.168569900E-2
3.791171345E1,2.901607659E-3,9.010255337E-3,-2.290742844E-2
3.791383230E1,4.581485991E-4,1.023198478E-2,-2.290742844E-2
3.791595115E1,-3.207040019E-3,1.023198478E-2,-2.290742844E-2
3.791807001E1,4.581485991E-4,7.788525894E-3,-2.290742844E-2
3.792018886E1,1.679878100E-3,5.345067009E-3,-2.290742844E-2
3.792230777E1,1.679878100E-3,7.788525894E-3,-2.168569900E-2
3.792442662E1,-7.635809598E-4,9.010255337E-3,-2.290742844E-2
3.792654548E1,4.581485991E-4,1.023198478E-2,-2.290742844E-2
3.792866433E1,2.901607659E-3,9.010255337E-3,-2.412915789E-2
3.793078318E1,4.581485991E-4,7.788525894E-3,-2.412915789E-2
3.793290209E1,4.123337101E-3,1.145371422E-2,-2.290742844E-2
3.793502095E1,6.566796452E-3,5.345067009E-3,-2.290742844E-2
3.793713980E1,2.901607659E-3,7.788525894E-3,-2.290742844E-2
3.793925865E1,1.679878100E-3,9.010255337E-3,-2.290742844E-2
3.794137756E1,1.679878100E-3,6.566796452E-3,-2.046396956E-2
3.794349642E1,1.679878100E-3,6.566796452E-3,-2.168569900E-2
3.794561527E1,-1.985310577E-3,6.566796452E-3,-2.168569900E-2
3.794773412E1,1.679878100E-3,7.788525894E-3,-2.168569900E-2
3.794985298E1,4.581485991E-4,5.345067009E-3,-2.168569900E-2
3.795197188E1,-7.635809598E-4,7.788525894E-3,-2.290742844E-2
3.795409074E1,2.901607659E-3,5.345067009E-3,-2.168569900E-2
3.795620959E1,2.901607659E-3,9.010255337E-3,-2.290742844E-2
3.795832845E1,4.581485991E-4,1.145371422E-2,-2.290742844E-2
3.796044730E1,4.581485991E-4,9.010255337E-3,-2.412915789E-2
3.796256621E1,4.123337101E-3,9.010255337E-3,-2.290742844E-2
3.796468506E1,4.123337101E-3,9.010255337E-3,-2.290742844E-2
3.796680392E1,5.345067009E-3,9.010255337E-3,-2.168569900E-2
3.796892277E1,1.679878100E-3,7.788525894E-3,-2.290742844E-2
3.797104162E1,-1.985310577E-3,1.145371422E-2,-2.412915789E-2
3.797316053E1,4.581485991E-4,7.788525894E-3,-2.412915789E-2
3.797527938E1,4.123337101E-3,6.566796452E-3,-2.290742844E-2
3.797739824E1,5.345067009E-3,7.788525894E-3,-2.168569900E-2
3.797951709E1,1.679878100E-3,6.566796452E-3,-2.168569900E-2
3.798163600E1,-1.985310577E-3,1.145371422E-2,-2.290742844E-2
3.798375485E1,4.581485991E-4,7.788525894E-3,-2.168569900E-2
3.798587371E1,4.581485991E-4,7.788525894E-3,-2.290742844E-2
3.798799256E1,2.901607659E-3,9.010255337E-3,-2.290742844E-2
3.799011147E1,4.123337101E-3,5.345067009E-3,-2.290742844E-2
3.799223032E1,4.123337101E-3,7.788525894E-3,-2.290742844E-2
3.799434918E1,4.123337101E-3,6.566796452E-3,-2.412915789E-2
3.799646803E1,1.679878100E-3,6.566796452E-3,-2.290742844E-2
3.799858688E1,4.123337101E-3,9.010255337E-3,-2.412915789E-2
3.800070579E1,-1.985310577E-3,6.566796452E-3,-2.535088919E-2
3.800282464E1,1.679878100E-3,9.010255337E-3,-2.412915789E-2
3.800494350E1,6.566796452E-3,6.566796452E-3,-2.535088919E-2
3.800706235E1,5.345067009E-3,6.566796452E-3,-2.290742844E-2
3.800918121E1,1.679878100E-3,7.788525894E-3,-2.168569900E-2
3.801130011E1,-7.635809598E-4,1.023198478E-2,-2.290742844E-2
3.801341897E1,4.123337101E-3,7.788525894E-3,-2.290742844E-2
3.801553782E1,-7.635809598E-4,6.566796452E-3,-2.290742844E-2
3.801765668E1,1.679878100E-3,1.145371422E-2,-2.290742844E-2
3.801977553E1,5.345067009E-3,7.788525894E-3,-2.290742844E-2
3.802189444E1,1.679878100E-3,7.788525894E-3,-2.168569900E-2
3.802401329E1,4.123337101E-3,1.023198478E-2,-2.290742844E-2
3.802613214E1,1.679878100E-3,7.788525894E-3,-2.168569900E-2
3.802825100E1,1.679878100E-3,1.023198478E-2,-2.412915789E-2
3.803036985E1,4.581485991E-4,5.345067009E-3,-2.412915789E-2
3.803248876E1,2.901607659E-3,6.566796452E-3,-2.290742844E-2
3.803460761E1,4.123337101E-3,7.788525894E-3,-2.290742844E-2
3.803672647E1,2.901607659E-3,5.345067009E-3,-2.168569900E-2
3.803884532E1,1.679878100E-3,9.010255337E-3,-2.290742844E-2
3.804096423E1,4.581485991E-4,7.788525894E-3,-2.412915789E-2
3.804308308E1,2.901607659E-3,6.566796452E-3,-2.290742844E-2
3.804520194E1,2.901607659E-3,7.788525894E-3,-2.290742844E-2
3.804732079E1,2.901607659E-3,6.566796452E-3,-2.168569900E-2
3.804943964E1,4.123337101E-3,9.010255337E-3,-2.168569900E-2
3.805155855E1,2.901607659E-3,6.566796452E-3,-2.168569900E-2
3.805367740E1,4.581485991E-4,6.566796452E-3,-2.168569900E-2
3.805579626E1,4.123337101E-3,1.145371422E-2,-2.290742844E-2
3.805791511E1,2.901607659E-3,5.345067009E-3,-2.412915789E-2
3.806003397E1,1.679878100E-3,7.788525894E-3,-2.290742844E-2
3.806215287E1,2.901607659E-3,6.566796452E-3,-2.412915789E-2
3.806427173E1,4.123337101E-3,6.566796452E-3,-2.290742844E-2
3.806639058E1,2.901607659E-3,9.010255337E-3,-2.412915789E-2
3.806850944E1,4.581485991E-4,9.010255337E-3,-2.290742844E-2
3.807062834E1,2.901607659E-3,9.010255337E-3,-2.412915789E-2
3.807274720E1,1.679878100E-3,9.010255337E-3,-2.412915789E-2
3.807486605E1,2.901607659E-3,1.145371422E-2,-2.412915789E-2
3.807698490E1,1.679878100E-3,9.010255337E-3,-2.412915789E-2
3.807910376E1,4.581485991E-4,1.145371422E-2,-2.535088919E-2
3.808122267E1,2.901607659E-3,7.788525894E-3,-2.412915789E-2
3.808334152E1,4.123337101E-3,7.788525894E-3,-2.535088919E-2
3.808546037E1,4.581485991E-4,9.010255337E-3,-2.412915789E-2
3.808757923E1,-4.428769462E-3,1.023198478E-2,-2.535088919E-2
3.808969808E1,4.581485991E-4,6.566796452E-3,-2.412915789E-2
3.809181699E1,2.901607659E-3,4.123337101E-3,-2.168569900E-2
3.809393584E1,6.566796452E-3,9.010255337E-3,-2.168569900E-2
3.809605470E1,1.679878100E-3,4.123337101E-3,-2.290742844E-2
3.809817355E1,4.581485991E-4,7.788525894E-3,-2.290742844E-2
3.810029246E1,1.679878100E-3,7.788525894E-3,-2.290742844E-2
3.810241131E1,5.345067009E-3,5.345067009E-3,-2.290742844E-2
3.810453016E1,7.788525894E-3,9.010255337E-3,-2.290742844E-2
3.810664902E1,5.345067009E-3,7.788525894E-3,-2.412915789E-2
3.810876787E1,4.123337101E-3,9.010255337E-3,-2.290742844E-2
3.811088678E1,4.123337101E-3,1.145371422E-2,-2.412915789E-2
3.811300563E1,2.901607659E-3,6.566796452E-3,-2.290742844E-2
3.811512449E1,4.581485991E-4,9.010255337E-3,-2.290742844E-2
3.811724334E1,5.345067009E-3,7.788525894E-3,-2.290742844E-2
3.811936225E1,2.901607659E-3,5.345067009E-3,-2.412915789E-2
3.812148110E1,4.581485991E-4,7.788525894E-3,-2.290742844E-2
3.812359996E1,2.901607659E-3,7.788525894E-3,-2.290742844E-2
3.812571881E1,4.581485991E-4,6.566796452E-3,-2.290742844E-2
3.812783766E1,4.581485991E-4,1.023198478E-2,-2.412915789E-2
3.812995657E1,1.679878100E-3,9.010255337E-3,-2.290742844E-2
3.813207543E1,6.566796452E-3,1.023198478E-2,-2.412915789E-2
3.813419428E1,5.345067009E-3,1.023198478E-2,-2.412915789E-2
3.813631313E1,6.566796452E-3,1.267544460E-2,-2.290742844E-2
3.813843199E1,2.901607659E-3,9.010255337E-3,-2.290742844E-2
3.814055089E1,5.345067009E-3,1.145371422E-2,-2.290742844E-2
3.814266975E1,2.901607659E-3,6.566796452E-3,-2.168569900E-2
3.814478860E1,4.123337101E-3,1.023198478E-2,-2.412915789E-2
3.814690746E1,1.679878100E-3,7.788525894E-3,-2.290742844E-2
3.814902636E1,4.581485991E-4,5.345067009E-3,-2.290742844E-2
3.815114522E1,5.345067009E-3,6.566796452E-3,-2.290742844E-2
3.815326407E1,4.581485991E-4,6.566796452E-3,-2.290742844E-2
3.815538293E1,2.901607659E-3,9.010255337E-3,-2.412915789E-2
3.815750178E1,-3.207040019E-3,7.788525894E-3,-2.412915789E-2
3.815962068E1,2.901607659E-3,1.145371422E-2,-2.290742844E-2
3.816173954E1,1.023198478E-2,4.123337101E-3,-2.290742844E-2
3.816385839E1,6.566796452E-3,6.566796452E-3,-2.290742844E-2
3.816597725E1,7.788525894E-3,1.145371422E-2,-2.290742844E-2
3.816809615E1,1.679878100E-3,5.345067009E-3,-2.535088919E-2
3.817021501E1,4.123337101E-3,1.023198478E-2,-2.412915789E-2
3.817233386E1,4.123337101E-3,6.566796452E-3,-2.412915789E-2
3.817445272E1,1.679878100E-3,1.023198478E-2,-2.412915789E-2
3.817657157E1,5.345067009E-3,9.010255337E-3,-2.412915789E-2
3.817869048E1,-7.635809598E-4,4.123337101E-3,-2.290742844E-2
3.818080933E1,2.901607659E-3,9.010255337E-3,-2.290742844E-2
3.818292818E1,4.581485991E-4,4.123337101E-3,-2.535088919E-2
3.818504704E1,6.566796452E-3,7.788525894E-3,-2.412915789E-2
3.818716589E1,4.581485991E-4,6.566796452E-3,-2.290742844E-2
3.818928480E1,-7.635809598E-4,9.010255337E-3,-2.412915789E-2
3.819140365E1,6.566796452E-3,7.788525894E-3,-2.290742844E-2
3.819352251E1,5.345067009E-3,6.566796452E-3,-2.412915789E-2
3.819564136E1,4.123337101E-3,1.145371422E-2,-2.535088919E-2
3.819776027E1,4.123337101E-3,5.345067009E-3,-2.535088919E-2
3.819987912E1,6.566796452E-3,9.010255337E-3,-2.412915789E-2
3.820199798E1,4.123337101E-3,6.566796452E-3,-2.535088919E-2
3.820411683E1,1.679878100E-3,6.566796452E-3,-2.412915789E-2
3.820623568E1,4.123337101E-3,6.566796452E-3,-2.412915789E-2
3.820835459E1,4.581485991E-4,2.901607659E-3,-2.412915789E-2
3.821047345E1,5.345067009E-3,7.788525894E-3,-2.412915789E-2
3.821259230E1,2.901607659E-3,6.566796452E-3,-2.290742844E-2
3.821471115E1,4.123337101E-3,7.788525894E-3,-2.412915789E-2
3.821683001E1,4.581485991E-4,5.345067009E-3,-2.290742844E-2
3.821894892E1,4.123337101E-3,7.788525894E-3,-2.290742844E-2
3.822106777E1,6.566796452E-3,6.566796452E-3,-2.168569900E-2
3.822318662E1,4.123337101E-3,9.010255337E-3,-2.290742844E-2
3.822530548E1,4.123337101E-3,7.788525894E-3,-2.290742844E-2
3.822742433E1,4.581485991E-4,5.345067009E-3,-2.290742844E-2
3.822954324E1,2.901607659E-3,7.788525894E-3,-2.412915789E-2
3.823166209E1,5.345067009E-3,5.345067009E-3,-2.535088919E-2
3.823378095E1,4.123337101E-3,5.345067009E-3,-2.535088919E-2
3.823589980E1,5.345067009E-3,2.901607659E-3,-2.535088919E-2
3.823801865E1,4.581485991E-4,6.566796452E-3,-2.412915789E-2
3.824013756E1,2.901607659E-3,6.566796452E-3,-2.412915789E-2
3.824225642E1,2.901607659E-3,5.345067009E-3,-2.412915789E-2
3.824437527E1,1.679878100E-3,5.345067009E-3,-2.412915789E-2
3.824649412E1,-7.635809598E-4,5.345067009E-3,-2.412915789E-2
3.824861303E1,5.345067009E-3,5.345067009E-3,-2.535088919E-2
3.825073188E1,6.566796452E-3,2.901607659E-3,-2.290742844E-2
3.825285074E1,4.123337101E-3,5.345067009E-3,-2.412915789E-2
3.825496959E1,4.123337101E-3,6.566796452E-3,-2.290742844E-2
3.825708845E1,2.901607659E-3,5.345067009E-3,-2.290742844E-2
3.825920735E1,1.679878100E-3,5.345067009E-3,-2.290742844E-2
3.826132621E1,2.901607659E-3,6.566796452E-3,-2.412915789E-2
3.826344506E1,5.345067009E-3,2.901607659E-3,-2.412915789E-2
3.826556392E1,1.679878100E-3,5.345067009E-3,-2.290742844E-2
3.826768282E1,4.123337101E-3,7.788525894E-3,-2.168569900E-2
3.826980168E1,2.901607659E-3,1.679878100E-3,-2.290742844E-2
3.827192053E1,2.901607659E-3,7.788525894E-3,-2.290742844E-2
3.827403938E1,1.679878100E-3,4.123337101E-3,-2.412915789E-2
3.827615829E1,4.123337101E-3,4.123337101E-3,-2.412915789E-2
3.827827714E1,2.901607659E-3,4.123337101E-3,-2.412915789E-2
3.828039600E1,2.901607659E-3,4.123337101E-3,-2.535088919E-2
3.828251485E1,1.679878100E-3,5.345067009E-3,-2.535088919E-2
3.828463371E1,4.581485991E-4,2.901607659E-3,-2.412915789E-2
3.828675261E1,1.679878100E-3,4.123337101E-3,-2.535088919E-2
3.828887147E1,4.123337101E-3,4.123337101E-3,-2.535088919E-2
3.829099032E1,1.679878100E-3,4.123337101E-3,-2.535088919E-2
3.829310918E1,5.345067009E-3,2.901607659E-3,-2.535088919E-2
3.829522803E1,1.679878100E-3,2.901607659E-3,-2.412915789E-2
3.829734694E1,4.123337101E-3,5.345067009E-3,-2.412915789E-2
3.829946579E1,4.123337101E-3,4.123337101E-3,-2.412915789E-2
3.830158464E1,1.679878100E-3,2.901607659E-3,-2.535088919E-2
3.830370350E1,1.679878100E-3,4.123337101E-3,-2.535088919E-2
3.830582240E1,2.901607659E-3,2.901607659E-3,-2.412915789E-2
3.830794126E1,5.345067009E-3,2.901607659E-3,-2.290742844E-2
3.831006011E1,5.345067009E-3,2.901607659E-3,-2.168569900E-2
3.831217897E1,-7.635809598E-4,2.901607659E-3,-2.290742844E-2
3.831429782E1,2.901607659E-3,4.123337101E-3,-2.290742844E-2
3.831641673E1,2.901607659E-3,-7.635809598E-4,-2.290742844E-2
3.831853558E1,2.901607659E-3,2.901607659E-3,-2.412915789E-2
3.832065444E1,4.123337101E-3,2.901607659E-3,-2.412915789E-2
3.832277329E1,4.123337101E-3,2.901607659E-3,-2.168569900E-2
3.832489220E1,2.901607659E-3,2.901607659E-3,-2.290742844E-2
3.832701105E1,1.679878100E-3,5.345067009E-3,-2.412915789E-2
3.832912990E1,4.123337101E-3,1.679878100E-3,-2.412915789E-2
3.833124876E1,1.679878100E-3,2.901607659E-3,-2.412915789E-2
3.833336761E1,4.123337101E-3,2.901607659E-3,-2.535088919E-2
3.833548652E1,-7.635809598E-4,4.581485991E-4,-2.535088919E-2
3.833760537E1,1.679878100E-3,4.123337101E-3,-2.535088919E-2
3.833972423E1,2.901607659E-3,4.581485991E-4,-2.535088919E-2
3.834184308E1,-7.635809598E-4,2.901607659E-3,-2.412915789E-2
3.834396194E1,2.901607659E-3,1.679878100E-3,-2.412915789E-2
3.834608084E1,-7.635809598E-4,-1.985310577E-3,-2.412915789E-2
3.834819970E1,4.123337101E-3,4.123337101E-3,-2.535088919E-2
3.835031855E1,4.581485991E-4,-1.985310577E-3,-2.290742844E-2
3.835243740E1,4.581485991E-4,1.679878100E-3,-2.290742844E-2
3.835455626E1,1.679878100E-3,4.581485991E-4,-2.290742844E-2
3.835667517E1,1.679878100E-3,-7.635809598E-4,-2.412915789E-2
3.835879402E1,6.566796452E-3,1.679878100E-3,-2.290742844E-2
3.836091287E1,2.901607659E-3,-7.635809598E-4,-2.412915789E-2
3.836303173E1,6.566796452E-3,4.581485991E-4,-2.412915789E-2
3.836515063E1,4.581485991E-4,-7.635809598E-4,-2.535088919E-2
3.836726949E1,1.679878100E-3,2.901607659E-3,-2.412915789E-2
3.836938834E1,2.901607659E-3,-7.635809598E-4,-2.412915789E-2
3.837150720E1,4.581485991E-4,4.581485991E-4,-2.535088919E-2
3.837362605E1,-7.635809598E-4,2.901607659E-3,-2.412915789E-2
3.837574496E1,4.581485991E-4,4.581485991E-4,-2.412915789E-2
3.837786381E1,4.123337101E-3,1.679878100E-3,-2.412915789E-2
3.837998266E1,1.679878100E-3,-1.985310577E-3,-2.412915789E-2
3.838210152E1,4.581485991E-4,2.901607659E-3,-2.290742844E-2
3.838422042E1,1.679878100E-3,4.581485991E-4,-2.412915789E-2
3.838633928E1,-1.985310577E-3,-1.985310577E-3,-2.412915789E-2
3.838845813E1,1.679878100E-3,4.581485991E-4,-2.412915789E-2
3.839057699E1,1.679878100E-3,-1.985310577E-3,-2.412915789E-2
3.839269584E1,2.901607659E-3,2.901607659E-3,-2.535088919E-2
3.839481475E1,4.581485991E-4,-7.635809598E-4,-2.412915789E-2
3.839693360E1,4.581485991E-4,1.679878100E-3,-2.412915789E-2
3.839905246E1,1.679878100E-3,4.581485991E-4,-2.412915789E-2
3.840117131E1,1.679878100E-3,4.581485991E-4,-2.412915789E-2
3.840329022E1,2.901607659E-3,1.679878100E-3,-2.412915789E-2
3.840540907E1,4.581485991E-4,-1.985310577E-3,-2.412915789E-2
3.840752793E1,2.901607659E-3,4.581485991E-4,-2.412915789E-2
3.840964678E1,1.679878100E-3,-1.985310577E-3,-2.290742844E-2
3.841176563E1,-1.985310577E-3,4.581485991E-4,-2.412915789E-2
3.841388454E1,1.679878100E-3,4.581485991E-4,-2.412915789E-2
3.841600339E1,1.679878100E-3,-7.635809598E-4,-2.412915789E-2
3.841812225E1,1.679878100E-3,-7.635809598E-4,-2.412915789E-2
3.842024110E1,4.581485991E-4,-7.635809598E-4,-2.412915789E-2
3.842236001E1,4.581485991E-4,-7.635809598E-4,-2.412915789E-2
3.842447886E1,4.581485991E-4,-1.985310577E-3,-2.168569900E-2
3.842659772E1,-7.635809598E-4,-7.635809598E-4,-2.290742844E-2
3.842871657E1,4.581485991E-4,-1.985310577E-3,-2.412915789E-2
3.843083543E1,-7.635809598E-4,4.581485991E-4,-2.412915789E-2
3.843295433E1,-7.635809598E-4,-1.985310577E-3,-2.412915789E-2
3.843507318E1,2.901607659E-3,-1.985310577E-3,-2.412915789E-2
3.843719204E1,4.123337101E-3,-1.985310577E-3,-2.290742844E-2
3.843931089E1,-3.207040019E-3,-7.635809598E-4,-2.290742844E-2
3.844142975E1,-3.207040019E-3,1.679878100E-3,-2.412915789E-2
3.844354865E1,4.581485991E-4,1.679878100E-3,-2.412915789E-2
3.844566751E1,2.901607659E-3,-7.635809598E-4,-2.290742844E-2
3.844778636E1,1.679878100E-3,-1.985310577E-3,-2.290742844E-2
3.844990522E1,1.679878100E-3,-7.635809598E-4,-2.290742844E-2
3.845202412E1,-1.985310577E-3,-7.635809598E-4,-2.412915789E-2
3.845414298E1,-1.985310577E-3,4.581485991E-4,-2.412915789E-2
3.845626183E1,-1.985310577E-3,-7.635809598E-4,-2.412915789E-2
3.845838068E1,4.581485991E-4,-7.635809598E-4,-2.412915789E-2
3.846049954E1,-7.635809598E-4,-1.985310577E-3,-2.412915789E-2
3.846261845E1,-7.635809598E-4,-1.985310577E-3,-2.535088919E-2
3.846473730E1,4.581485991E-4,-3.207040019E-3,-2.412915789E-2
3.846685615E1,-1.985310577E-3,-7.635809598E-4,-2.290742844E-2
3.846897501E1,2.901607659E-3,4.581485991E-4,-2.290742844E-2
3.847109386E1,2.901607659E-3,-3.207040019E-3,-2.290742844E-2
3.847321277E1,4.581485991E-4,4.581485991E-4,-2.412915789E-2
3.847533162E1,4.581485991E-4,-7.635809598E-4,-2.290742844E-2
3.847745048E1,4.581485991E-4,-1.985310577E-3,-2.412915789E-2
3.847956933E1,4.123337101E-3,4.581485991E-4,-2.290742844E-2
3.848168824E1,4.581485991E-4,-1.985310577E-3,-2.290742844E-2
3.848380709E1,-1.985310577E-3,-7.635809598E-4,-2.290742844E-2
3.848592595E1,-1.985310577E-3,-7.635809598E-4,-2.290742844E-2
3.848804480E1,-1.985310577E-3,-5.650499370E-3,-2.168569900E-2
3.849016365E1,4.581485991E-4,-7.635809598E-4,-2.412915789E-2
3.849228256E1,1.679878100E-3,-7.635809598E-4,-2.412915789E-2
3.849440142E1,4.123337101E-3,-7.635809598E-4,-2.412915789E-2
3.849652027E1,-7.635809598E-4,-7.635809598E-4,-2.412915789E-2
3.849863912E1,-1.985310577E-3,-7.635809598E-4,-2.535088919E-2
3.850075803E1,-7.635809598E-4,-7.635809598E-4,-2.657261863E-2
3.850287688E1,-7.635809598E-4,4.581485991E-4,-2.657261863E-2
3.850499574E1,4.581485991E-4,-1.985310577E-3,-2.657261863E-2
3.850711459E1,4.581485991E-4,-1.985310577E-3,-2.535088919E-2
3.850923345E1,4.581485991E-4,-1.985310577E-3,-2.412915789E-2
3.851135235E1,4.581485991E-4,-7.635809598E-4,-2.290742844E-2
3.851347121E1,-3.207040019E-3,4.581485991E-4,-2.290742844E-2
3.851559006E1,-1.985310577E-3,1.679878100E-3,-2.290742844E-2
3.851770892E1,-3.207040019E-3,-7.635809598E-4,-2.290742844E-2
3.851982782E1,1.679878100E-3,4.581485991E-4,-2.168569900E-2
3.852194668E1,1.679878100E-3,-4.428769462E-3,-2.168569900E-2
3.852406553E1,-1.985310577E-3,-7.635809598E-4,-2.168569900E-2
3.852618438E1,-1.985310577E-3,-7.635809598E-4,-2.290742844E-2
3.852830329E1,-7.635809598E-4,4.581485991E-4,-2.168569900E-2
3.853042214E1,1.679878100E-3,-7.635809598E-4,-2.290742844E-2
3.853254100E1,-1.985310577E-3,-1.985310577E-3,-2.412915789E-2
3.853465985E1,4.581485991E-4,4.581485991E-4,-2.412915789E-2
3.853677871E1,4.581485991E-4,-1.985310577E-3,-2.290742844E-2
3.853889761E1,-1.985310577E-3,-1.985310577E-3,-2.412915789E-2
3.854101647E1,-7.635809598E-4,4.581485991E-4,-2.412915789E-2
3.854313532E1,-3.207040019E-3,-1.985310577E-3,-2.535088919E-2
3.854525418E1,-7.635809598E-4,1.679878100E-3,-2.535088919E-2
3.854737303E1,-1.985310577E-3,-7.635809598E-4,-2.657261863E-2
3.854949194E1,-3.207040019E-3,4.581485991E-4,-2.657261863E-2
3.855161079E1,-1.985310577E-3,-7.635809598E-4,-2.412915789E-2
3.855372964E1,-7.635809598E-4,-7.635809598E-4,-2.412915789E-2
3.855584850E1,-1.985310577E-3,4.581485991E-4,-2.290742844E-2
3.855796735E1,-7.635809598E-4,4.581485991E-4,-2.412915789E-2
3.856008626E1,-1.985310577E-3,-7.635809598E-4,-2.412915789E-2
3.856220511E1,-3.207040019E-3,1.679878100E-3,-2.412915789E-2
3.856432397E1,-7.635809598E-4,4.581485991E-4,-2.412915789E-2
3.856644282E1,4.581485991E-4,-3.207040019E-3,-2.290742844E-2
3.856856173E1,4.581485991E-4,-7.635809598E-4,-2.168569900E-2
3.857068058E1,-4.428769462E-3,-7.635809598E-4,-2.168569900E-2
3.857279944E1,-3.207040019E-3,2.901607659E-3,-2.290742844E-2
3.857491829E1,4.581485991E-4,-1.985310577E-3,-2.290742844E-2
3.857703720E1,-3.207040019E-3,-7.635809598E-4,-2.412915789E-2
3.857915605E1,-7.635809598E-4,4.581485991E-4,-2.412915789E-2
3.858127490E1,4.581485991E-4,-1.985310577E-3,-2.290742844E-2
3.858339376E1,4.581485991E-4,4.581485991E-4,-2.290742844E-2
3.858551261E1,-7.635809598E-4,4.581485991E-4,-2.412915789E-2
3.858763152E1,-1.985310577E-3,4.581485991E-4,-2.412915789E-2
3.858975037E1,-4.428769462E-3,-7.635809598E-4,-2.535088919E-2
3.859186923E1,-7.635809598E-4,4.581485991E-4,-2.535088919E-2
3.859398808E1,-7.635809598E-4,-7.635809598E-4,-2.412915789E-2
3.859610699E1,-7.635809598E-4,-7.635809598E-4,-2.412915789E-2
3.859822584E1,-4.428769462E-3,4.581485991E-4,-2.412915789E-2
3.860034470E1,-4.428769462E-3,4.581485991E-4,-2.412915789E-2
3.860246355E1,-3.207040019E-3,1.679878100E-3,-2.535088919E-2
3.860458246E1,-4.428769462E-3,4.581485991E-4,-2.412915789E-2
3.860670131E1,-1.985310577E-3,4.581485991E-4,-2.290742844E-2
3.860882017E1,-3.207040019E-3,-7.635809598E-4,-2.412915789E-2
3.861093902E1,-3.207040019E-3,-7.635809598E-4,-2.290742844E-2
3.861305787E1,-7.635809598E-4,1.679878100E-3,-2.168569900E-2
3.861517678E1,1.679878100E-3,-1.985310577E-3,-2.290742844E-2
3.861729558E1,4.581485991E-4,4.123337101E-3,-2.412915789E-2
3.861941449E1,-1.985310577E-3,2.901607659E-3,-2.535088919E-2
3.862153334E1,-3.207040019E-3,4.581485991E-4,-2.412915789E-2
3.862365220E1,1.679878100E-3,4.581485991E-4,-2.290742844E-2
3.862577110E1,-7.635809598E-4,4.581485991E-4,-2.168569900E-2
3.862788996E1,-7.635809598E-4,4.581485991E-4,-2.168569900E-2
3.863000881E1,-5.650499370E-3,-1.985310577E-3,-2.412915789E-2
3.863212767E1,-6.872228812E-3,4.581485991E-4,-2.412915789E-2
3.863424657E1,-5.650499370E-3,-1.985310577E-3,-2.412915789E-2
3.863636542E1,-1.985310577E-3,4.581485991E-4,-2.168569900E-2
3.863848428E1,-7.635809598E-4,-7.635809598E-4,-2.290742844E-2
3.864060313E1,-1.985310577E-3,4.581485991E-4,-2.290742844E-2
3.864272204E1,-7.635809598E-4,4.123337101E-3,-2.412915789E-2
3.864484089E1,4.581485991E-4,-7.635809598E-4,-2.412915789E-2
