"Time (s)","w","x","y","z","Direct (°)","Yaw (°)","Pitch (°)","Roll (°)"
1.065829277E1,1.196115015E-2,-8.194850683E-1,5.729606152E-1,-4.157783464E-3,1.786293205E2,-1.786036187E2,3.948886733E-1,-6.991548682E1
1.066329277E1,1.198687246E-2,-8.194913268E-1,5.729513764E-1,-4.123155493E-3,1.786263727E2,-1.786034716E2,3.998137567E-1,-6.991414760E1
1.066829277E1,1.202305079E-2,-8.195131421E-1,5.729200244E-1,-4.037549719E-3,1.786222267E2,-1.786056781E2,4.101749930E-1,-6.990965205E1
1.067329277E1,1.206478049E-2,-8.195397854E-1,5.728817582E-1,-3.933490720E-3,1.786174445E2,-1.786085701E2,4.226221455E-1,-6.990416766E1
1.067829277E1,1.205661886E-2,-8.195649385E-1,5.728463531E-1,-3.873659996E-3,1.786183798E2,-1.786132459E2,4.276452562E-1,-6.989914710E1
1.068329277E1,1.200404161E-2,-8.195692897E-1,5.728410482E-1,-3.900748910E-3,1.786244051E2,-1.786164039E2,4.216404405E-1,-6.989844744E1
1.068829277E1,1.199982166E-2,-8.195302486E-1,5.728962421E-1,-4.008937627E-3,1.786248887E2,-1.786097265E2,4.112963678E-1,-6.990629595E1
1.069329277E1,1.196900940E-2,-8.194873929E-1,5.729572177E-1,-4.145163577E-3,1.786284198E2,-1.786037074E2,3.965840445E-1,-6.991499472E1
1.069829277E1,1.180285458E-2,-8.194591403E-1,5.729995966E-1,-4.344226327E-3,1.786474611E2,-1.786062634E2,3.670524457E-1,-6.992119830E1
1.070329277E1,1.168659299E-2,-8.194479346E-1,5.730171204E-1,-4.459344316E-3,1.786607846E2,-1.786096319E2,3.486375014E-1,-6.992381423E1
1.070829277E1,1.161556155E-2,-8.194816113E-1,5.729706883E-1,-4.422425758E-3,1.786689248E2,-1.786187078E2,3.473611960E-1,-6.991728485E1
1.071329277E1,1.163399147E-2,-8.195379376E-1,5.728909969E-1,-4.257304594E-3,1.786668127E2,-1.786277827E2,3.639436744E-1,-6.990593033E1
1.071829277E1,1.170132334E-2,-8.196090460E-1,5.727896094E-1,-4.019216634E-3,1.786590965E2,-1.786370395E2,3.905551353E-1,-6.989145135E1
1.072329277E1,1.175307378E-2,-8.196627498E-1,5.727129579E-1,-3.835335840E-3,1.786531659E2,-1.786442086E2,4.110956719E-1,-6.988050702E1
1.072829277E1,1.181837184E-2,-8.196715117E-1,5.726995468E-1,-3.764061024E-3,1.786456828E2,-1.786427446E2,4.220539948E-1,-6.987853701E1
1.073329277E1,1.178953471E-2,-8.196579218E-1,5.727192163E-1,-3.820647020E-3,1.786489875E2,-1.786417503E2,4.148788680E-1,-6.988135818E1
1.073829277E1,1.163717424E-2,-8.195850849E-1,5.728244185E-1,-4.129198380E-3,1.786664480E2,-1.786358630E2,3.760725057E-1,-6.989646250E1
1.074329277E1,1.143227851E-2,-8.194811940E-1,5.729739070E-1,-4.558240995E-3,1.786899288E2,-1.786270067E2,3.225774596E-1,-6.991793667E1
1.074829277E1,1.123134378E-2,-8.193972111E-1,5.730949044E-1,-4.929292481E-3,1.787129557E2,-1.786215572E2,2.747431825E-1,-6.993537581E1
1.075329277E1,1.104157580E-2,-8.193688989E-1,5.731371641E-1,-5.146093667E-3,1.787347029E2,-1.786251534E2,2.419938375E-1,-6.994160557E1
1.075829277E1,1.105088201E-2,-8.193833232E-1,5.731167793E-1,-5.099503323E-3,1.787336364E2,-1.786273333E2,2.469453364E-1,-6.993868911E1
1.076329277E1,1.120669092E-2,-8.194655776E-1,5.729990005E-1,-4.766819999E-3,1.787157809E2,-1.786345087E2,2.882193601E-1,-6.992174951E1
1.076829277E1,1.138892627E-2,-8.195264935E-1,5.729106665E-1,-4.470679909E-3,1.786948970E2,-1.786368023E2,3.278478625E-1,-6.990898729E1
1.077329277E1,1.146562848E-2,-8.195446730E-1,5.728839636E-1,-4.362641834E-3,1.786861070E2,-1.786366792E2,3.429854497E-1,-6.990510510E1
1.077829277E1,1.139609545E-2,-8.195172548E-1,5.729236007E-1,-4.488411359E-3,1.786940754E2,-1.786349700E2,3.266749725E-1,-6.991081748E1
1.078329277E1,1.130656940E-2,-8.194332123E-1,5.730432272E-1,-4.778270144E-3,1.787043350E2,-1.786243919E2,2.937773481E-1,-6.992793646E1
1.078829277E1,1.120439081E-2,-8.193708062E-1,5.731323957E-1,-5.020009354E-3,1.787160445E2,-1.786181429E2,2.645183921E-1,-6.994074606E1
1.079329277E1,1.121106998E-2,-8.193181157E-1,5.732063651E-1,-5.157535896E-3,1.787152791E2,-1.786085059E2,2.521703204E-1,-6.995128105E1
1.079829277E1,1.129266013E-2,-8.193221092E-1,5.731996894E-1,-5.086575635E-3,1.787059290E2,-1.786055032E2,2.641809352E-1,-6.995023906E1
1.080329277E1,1.135930660E-2,-8.193657398E-1,5.731374621E-1,-4.919354804E-3,1.786982914E2,-1.786102070E2,2.841530935E-1,-6.994129815E1
1.080829277E1,1.138087084E-2,-8.194335103E-1,5.730417967E-1,-4.721993580E-3,1.786958201E2,-1.786211086E2,3.039389087E-1,-6.992765184E1
1.081329277E1,1.126147969E-2,-8.195149899E-1,5.729286671E-1,-4.593792837E-3,1.787095022E2,-1.786406976E2,3.079482448E-1,-6.991168054E1
1.081829277E1,1.107957015E-2,-8.195605278E-1,5.728669763E-1,-4.605638329E-3,1.787303488E2,-1.786569841E2,2.947904319E-1,-6.990309421E1
1.082329277E1,1.092480239E-2,-8.195664287E-1,5.728607178E-1,-4.702737089E-3,1.787480850E2,-1.786651455E2,2.755003343E-1,-6.990236465E1
1.082829277E1,1.085559611E-2,-8.195309639E-1,5.729115605E-1,-4.847581964E-3,1.787560159E2,-1.786621537E2,2.574368754E-1,-6.990967237E1
1.083329277E1,1.087430164E-2,-8.194709420E-1,5.729957819E-1,-4.995865747E-3,1.787538723E2,-1.786506867E2,2.448785710E-1,-6.992164600E1
1.083829277E1,1.094849865E-2,-8.194162846E-1,5.730717182E-1,-5.088099279E-3,1.787453694E2,-1.786376841E2,2.412163487E-1,-6.993238289E1
1.084329277E1,1.100906195E-2,-8.193913698E-1,5.731059909E-1,-5.109484307E-3,1.787384289E2,-1.786306020E2,2.432433176E-1,-6.993719874E1
1.084829277E1,1.101817300E-2,-8.193987012E-1,5.730955601E-1,-5.084031262E-3,1.787373848E2,-1.786314149E2,2.462141773E-1,-6.993570389E1
1.085329277E1,1.094545061E-2,-8.194420934E-1,5.730354786E-1,-5.019262433E-3,1.787457187E2,-1.786424800E2,2.474195998E-1,-6.992722107E1
1.085829277E1,1.083940457E-2,-8.195027709E-1,5.729514360E-1,-4.936368205E-3,1.787578714E2,-1.786578576E2,2.481012402E-1,-6.991536851E1
1.086329277E1,1.070489151E-2,-8.195649385E-1,5.728656054E-1,-4.869805649E-3,1.787732864E2,-1.786748363E2,2.453804901E-1,-6.990329320E1
1.086829277E1,1.064450741E-2,-8.195890188E-1,5.728324652E-1,-4.847838078E-3,1.787802063E2,-1.786819405E2,2.434258127E-1,-6.989863712E1
1.087329277E1,1.062076512E-2,-8.195806742E-1,5.728445053E-1,-4.887802061E-3,1.787829271E2,-1.786815509E2,2.381332708E-1,-6.990037597E1
1.087829277E1,1.065066174E-2,-8.195403814E-1,5.729008317E-1,-4.976308439E-3,1.787795010E2,-1.786729485E2,2.318751918E-1,-6.990836660E1
1.088329277E1,1.069159564E-2,-8.194940686E-1,5.729655027E-1,-5.068919621E-3,1.787748100E2,-1.786630414E2,2.259712335E-1,-6.991753054E1
1.088829277E1,1.074130571E-2,-8.194602132E-1,5.730125308E-1,-5.120830145E-3,1.787691134E2,-1.786549769E2,2.244380212E-1,-6.992417268E1
1.089329277E1,1.076591249E-2,-8.194598556E-1,5.730127096E-1,-5.106356461E-3,1.787662935E2,-1.786536163E2,2.274133396E-1,-6.992417533E1
1.089829277E1,1.072115728E-2,-8.195044994E-1,5.729504824E-1,-5.017663352E-3,1.787714223E2,-1.786636260E2,2.327010928E-1,-6.991535753E1
1.090329277E1,1.064792537E-2,-8.195573092E-1,5.728770494E-1,-4.932030104E-3,1.787798146E2,-1.786761056E2,2.358152829E-1,-6.990498226E1
1.090829277E1,1.053924039E-2,-8.196193576E-1,5.727910399E-1,-4.843309056E-3,1.787922697E2,-1.786921140E2,2.368743312E-1,-6.989285065E1
1.091329277E1,1.043670412E-2,-8.196663260E-1,5.727261305E-1,-4.792558029E-3,1.788040201E2,-1.787050587E2,2.348073255E-1,-6.988372029E1
1.091829277E1,1.035346014E-2,-8.196839690E-1,5.727022886E-1,-4.804726224E-3,1.788135597E2,-1.787120735E2,2.281630832E-1,-6.988041161E1
1.092329277E1,1.037010991E-2,-8.196618557E-1,5.727332234E-1,-4.853648599E-3,1.788116516E2,-1.787073072E2,2.247095652E-1,-6.988479855E1
1.092829277E1,1.042164021E-2,-8.196324706E-1,5.727739930E-1,-4.894432146E-3,1.788057464E2,-1.786998008E2,2.243260365E-1,-6.989054683E1
1.093329277E1,1.048550988E-2,-8.196066022E-1,5.728096366E-1,-4.918531515E-3,1.787984271E2,-1.786922290E2,2.263120653E-1,-6.989555564E1
1.093829277E1,1.052292537E-2,-8.195936680E-1,5.728273988E-1,-4.925307352E-3,1.787941393E2,-1.786882745E2,2.281603324E-1,-6.989804422E1
1.094329277E1,1.051629692E-2,-8.196119666E-1,5.728017092E-1,-4.881972447E-3,1.787948989E2,-1.786917345E2,2.317540169E-1,-6.989439572E1
1.094829277E1,1.044608494E-2,-8.196555376E-1,5.727412105E-1,-4.815062042E-3,1.788029451E2,-1.787027047E2,2.333332455E-1,-6.988585689E1
1.095329277E1,1.035282452E-2,-8.197106123E-1,5.726647377E-1,-4.735958762E-3,1.788136325E2,-1.787166356E2,2.345216633E-1,-6.987507316E1
1.095829277E1,1.028237619E-2,-8.197556138E-1,5.726021528E-1,-4.667007364E-3,1.788217057E2,-1.787277609E2,2.362776077E-1,-6.986624347E1
1.096329277E1,1.024041179E-2,-8.197786212E-1,5.725702047E-1,-4.637547303E-3,1.788265147E2,-1.787336274E2,2.362417731E-1,-6.986174464E1
1.096829277E1,1.024706739E-2,-8.197678328E-1,5.725853443E-1,-4.660629202E-3,1.788257520E2,-1.787314919E2,2.345336758E-1,-6.986388948E1
1.097329277E1,1.030159138E-2,-8.197355270E-1,5.726302266E-1,-4.708130844E-3,1.788195037E2,-1.787232652E2,2.337193559E-1,-6.987021838E1
1.097829277E1,1.035170725E-2,-8.197030425E-1,5.726754069E-1,-4.758419469E-3,1.788137605E2,-1.787152696E2,2.323553336E-1,-6.987659378E1
1.098329277E1,1.036396271E-2,-8.196827769E-1,5.727038383E-1,-4.800731782E-3,1.788123561E2,-1.787113495E2,2.292300322E-1,-6.988062200E1
1.098829277E1,1.033048866E-2,-8.196934462E-1,5.726891756E-1,-4.800361581E-3,1.788161921E2,-1.787145144E2,2.270447588E-1,-6.987857513E1
1.099329277E1,1.025369388E-2,-8.197317123E-1,5.726361871E-1,-4.751714878E-3,1.788249926E2,-1.787249068E2,2.264913554E-1,-6.987111248E1
1.099829277E1,1.019485673E-2,-8.197776675E-1,5.725721121E-1,-4.670887720E-3,1.788317352E2,-1.787357205E2,2.301235261E-1,-6.986205824E1
1.100329277E1,1.018597745E-2,-8.198137879E-1,5.725212693E-1,-4.582046065E-3,1.788327528E2,-1.787423692E2,2.378084423E-1,-6.985484028E1
1.100829277E1,1.024082172E-2,-8.198366761E-1,5.724883080E-1,-4.481887445E-3,1.788264678E2,-1.787437771E2,2.507655189E-1,-6.985010246E1
1.101329277E1,1.033455019E-2,-8.198344707E-1,5.724902749E-1,-4.418459255E-3,1.788157267E2,-1.787391320E2,2.628767400E-1,-6.985028853E1
1.101829277E1,1.040933500E-2,-8.198187351E-1,5.725115538E-1,-4.405461717E-3,1.788071565E2,-1.787329647E2,2.690372753E-1,-6.985323801E1
1.102329277E1,1.044174460E-2,-8.197964430E-1,5.725426078E-1,-4.441205878E-3,1.788034425E2,-1.787275846E2,2.678540351E-1,-6.985761890E1
1.102829277E1,1.040050112E-2,-8.197888732E-1,5.725538135E-1,-4.490396008E-3,1.788081689E2,-1.787282360E2,2.605442760E-1,-6.985925108E1
1.103329277E1,1.032096448E-2,-8.197967410E-1,5.725436807E-1,-4.529332276E-3,1.788172836E2,-1.787331512E2,2.516520263E-1,-6.985789229E1
1.103829277E1,1.025800072E-2,-8.198071718E-1,5.725297332E-1,-4.547425080E-3,1.788244991E2,-1.787378759E2,2.457995013E-1,-6.985597227E1
1.104329277E1,1.025938088E-2,-8.198218346E-1,5.725090504E-1,-4.504655488E-3,1.788243409E2,-1.787405459E2,2.498761065E-1,-6.985302784E1
1.104829277E1,1.034850183E-2,-8.198337555E-1,5.724911094E-1,-4.410391673E-3,1.788141279E2,-1.787383506E2,2.645512905E-1,-6.985039363E1
1.105329277E1,1.045857501E-2,-8.198443055E-1,5.724748373E-1,-4.300415982E-3,1.788015137E2,-1.787352171E2,2.820796609E-1,-6.984797184E1
1.105829277E1,1.055474278E-2,-8.198488355E-1,5.724672079E-1,-4.216664005E-3,1.787904931E2,-1.787316723E2,2.962453730E-1,-6.984679225E1
1.106329277E1,1.057896932E-2,-8.198525310E-1,5.724616647E-1,-4.189912695E-3,1.787877168E2,-1.787311487E2,3.003394183E-1,-6.984598227E1
1.106829277E1,1.051496564E-2,-8.198526502E-1,5.724623203E-1,-4.237843677E-3,1.787950515E2,-1.787340188E2,2.916384110E-1,-6.984613971E1
1.107329277E1,1.039233100E-2,-8.198525906E-1,5.724639893E-1,-4.325530026E-3,1.788091052E2,-1.787397904E2,2.753575018E-1,-6.984649418E1
1.107829277E1,1.030008958E-2,-8.198478818E-1,5.724717975E-1,-4.404540639E-3,1.788196758E2,-1.787432771E2,2.618950482E-1,-6.984769280E1
1.108329277E1,1.030016531E-2,-8.198338747E-1,5.724915266E-1,-4.447072279E-3,1.788196671E2,-1.787404861E2,2.579346524E-1,-6.985050267E1
1.108829277E1,1.037644838E-2,-8.198192716E-1,5.725111961E-1,-4.429626279E-3,1.788109253E2,-1.787344693E2,2.646088797E-1,-6.985322165E1
1.109329277E1,1.052271382E-2,-8.198136091E-1,5.725173354E-1,-4.338137805E-3,1.787941636E2,-1.787267304E2,2.828098693E-1,-6.985394989E1
1.109829277E1,1.065069280E-2,-8.198292851E-1,5.724935532E-1,-4.199708346E-3,1.787794974E2,-1.787237785E2,3.041743029E-1,-6.985044160E1
1.110329277E1,1.071032925E-2,-8.198573589E-1,5.724530816E-1,-4.082794301E-3,1.787726632E2,-1.787258290E2,3.190075925E-1,-6.984463752E1
1.110829277E1,1.067631862E-2,-8.198974133E-1,5.723969340E-1,-3.999733832E-3,1.787765608E2,-1.787344512E2,3.244930156E-1,-6.983669742E1
1.111329277E1,1.058693946E-2,-8.199363351E-1,5.723431110E-1,-3.960601520E-3,1.787868034E2,-1.787453958E2,3.222240836E-1,-6.982914247E1
1.111829277E1,1.049771716E-2,-8.199529052E-1,5.723208785E-1,-3.980358131E-3,1.787970281E2,-1.787524761E2,3.144816684E-1,-6.982607059E1
1.112329277E1,1.046407881E-2,-8.199502230E-1,5.723251104E-1,-4.012838472E-3,1.788008830E2,-1.787535087E2,3.092299473E-1,-6.982670416E1
1.112829277E1,1.053435990E-2,-8.199232221E-1,5.723623633E-1,-4.032643512E-3,1.787928289E2,-1.787456193E2,3.120358551E-1,-6.983192390E1
1.113329277E1,1.067018654E-2,-8.198963404E-1,5.723985434E-1,-4.005711991E-3,1.787772635E2,-1.787346360E2,3.235315780E-1,-6.983693016E1
1.113829277E1,1.078408065E-2,-8.198847771E-1,5.724133253E-1,-3.954863176E-3,1.787642114E2,-1.787272746E2,3.358032446E-1,-6.983892062E1
1.114329277E1,1.082208228E-2,-8.198966384E-1,5.723960400E-1,-3.893368877E-3,1.787598565E2,-1.787277300E2,3.440468355E-1,-6.983642809E1
1.114829277E1,1.080575643E-2,-8.199246526E-1,5.723566413E-1,-3.830782371E-3,1.787617274E2,-1.787333525E2,3.487952031E-1,-6.983085262E1
1.115329277E1,1.073368802E-2,-8.199540973E-1,5.723159909E-1,-3.804318840E-3,1.787699863E2,-1.787418435E2,3.464919757E-1,-6.982515245E1
1.115829277E1,1.064457093E-2,-8.199688196E-1,5.722963810E-1,-3.831482958E-3,1.787801990E2,-1.787484288E2,3.380645775E-1,-6.982245597E1
1.116329277E1,1.060979972E-2,-8.199593425E-1,5.723102689E-1,-3.881361336E-3,1.787841837E2,-1.787484312E2,3.311186040E-1,-6.982445854E1
1.116829277E1,1.065571906E-2,-8.199381232E-1,5.723396540E-1,-3.905153833E-3,1.787789214E2,-1.787425674E2,3.319399199E-1,-6.982858574E1
1.117329277E1,1.075354645E-2,-8.199179173E-1,5.723668933E-1,-3.887116211E-3,1.787677106E2,-1.787345684E2,3.400934432E-1,-6.983235760E1
1.117829277E1,1.086107894E-2,-8.199077249E-1,5.723798275E-1,-3.833113005E-3,1.787553876E2,-1.787280107E2,3.522410326E-1,-6.983408728E1
1.118329277E1,1.092200766E-2,-8.199244142E-1,5.723553300E-1,-3.747138660E-3,1.787484052E2,-1.787279132E2,3.642774268E-1,-6.983055660E1
1.118829277E1,1.089594142E-2,-8.199584484E-1,5.723075271E-1,-3.676384920E-3,1.787513924E2,-1.787349816E2,3.691416613E-1,-6.982380088E1
1.119329277E1,1.079293018E-2,-8.199906945E-1,5.722633600E-1,-3.663376672E-3,1.787631973E2,-1.787454959E2,3.635400015E-1,-6.981763056E1
1.119829277E1,1.068633137E-2,-8.200095296E-1,5.722382069E-1,-3.688944038E-3,1.787754133E2,-1.787538267E2,3.541082586E-1,-6.981416048E1
1.120329277E1,1.065895335E-2,-8.200012445E-1,5.722503066E-1,-3.732592566E-3,1.787785508E2,-1.787535428E2,3.482297081E-1,-6.981590401E1
1.120829277E1,1.069296780E-2,-8.199700713E-1,5.722939372E-1,-3.793681972E-3,1.787746528E2,-1.787463585E2,3.447868789E-1,-6.982206457E1
1.121329277E1,1.076839679E-2,-8.199307919E-1,5.723484755E-1,-3.841984086E-3,1.787660088E2,-1.787361252E2,3.452795703E-1,-6.982972979E1
1.121829277E1,1.084889707E-2,-8.199073672E-1,5.723804832E-1,-3.846180392E-3,1.787567836E2,-1.787282987E2,3.502152199E-1,-6.983419572E1
1.122329277E1,1.088567733E-2,-8.198993802E-1,5.723912716E-1,-3.839345183E-3,1.787525686E2,-1.787252953E2,3.532868636E-1,-6.983569006E1
1.122829277E1,1.086016984E-2,-8.199167848E-1,5.723670125E-1,-3.811269533E-3,1.787554917E2,-1.787295233E2,3.542138298E-1,-6.983227155E1
1.123329277E1,1.078956884E-2,-8.199428916E-1,5.723310709E-1,-3.792756936E-3,1.787635825E2,-1.787373567E2,3.512667419E-1,-6.982723835E1
1.123829277E1,1.072227588E-2,-8.199612498E-1,5.723060369E-1,-3.792314790E-3,1.787712941E2,-1.787436990E2,3.468561047E-1,-6.982374953E1
1.124329277E1,1.068512287E-2,-8.199587464E-1,5.723100901E-1,-3.826631233E-3,1.787755518E2,-1.787449417E2,3.412011206E-1,-6.982436031E1
1.124829277E1,1.072117405E-2,-8.199294806E-1,5.723509789E-1,-3.880767385E-3,1.787714204E2,-1.787380203E2,3.385419759E-1,-6.983013097E1
1.125329277E1,1.080789214E-2,-8.198913336E-1,5.724037290E-1,-3.919395152E-3,1.787614827E2,-1.787273596E2,3.406826717E-1,-6.983753484E1
1.125829277E1,1.090653972E-2,-8.198576570E-1,5.724499822E-1,-3.935433924E-3,1.787501778E2,-1.787170571E2,3.457194265E-1,-6.984400324E1
1.126329277E1,1.097530546E-2,-8.198478222E-1,5.724629164E-1,-3.911585081E-3,1.787422974E2,-1.787121654E2,3.524916873E-1,-6.984577291E1
1.126829277E1,1.099079080E-2,-8.198639750E-1,5.724398494E-1,-3.857950447E-3,1.787405228E2,-1.787142186E2,3.585102869E-1,-6.984248454E1
1.127329277E1,1.094461131E-2,-8.199067116E-1,5.723800659E-1,-3.776232479E-3,1.787458149E2,-1.787238918E2,3.630650422E-1,-6.983404295E1
1.127829277E1,1.088480040E-2,-8.199536800E-1,5.723144412E-1,-3.696498461E-3,1.787526691E2,-1.787347127E2,3.665317311E-1,-6.982479134E1
1.128329277E1,1.083203882E-2,-8.199753165E-1,5.722845793E-1,-3.675261512E-3,1.787587155E2,-1.787410505E2,3.650207091E-1,-6.982060286E1
1.128829277E1,1.078575514E-2,-8.199615479E-1,5.723047256E-1,-3.745468333E-3,1.787640195E2,-1.787408050E2,3.554193014E-1,-6.982350389E1
1.129329277E1,1.073761086E-2,-8.199031949E-1,5.723879337E-1,-3.938022070E-3,1.787695368E2,-1.787327357E2,3.342977910E-1,-6.983535912E1
1.129829277E1,1.069094181E-2,-8.198229074E-1,5.725020170E-1,-4.188638646E-3,1.787748850E2,-1.787207260E2,3.078681873E-1,-6.985160595E1
1.130329277E1,1.064934814E-2,-8.197473288E-1,5.726092458E-1,-4.422672093E-3,1.787796515E2,-1.787093177E2,2.833220891E-1,-6.986688561E1
1.130829277E1,1.060435669E-2,-8.197150826E-1,5.726553202E-1,-4.540394992E-3,1.787848075E2,-1.787058353E2,2.693840920E-1,-6.987347919E1
1.131329277E1,1.058677659E-2,-8.197272420E-1,5.726383924E-1,-4.521104973E-3,1.787868221E2,-1.787087472E2,2.700155900E-1,-6.987109063E1
1.131829277E1,1.061000380E-2,-8.197954297E-1,5.725418925E-1,-4.320017528E-3,1.787841603E2,-1.787197262E2,2.902778216E-1,-6.985734928E1
1.132329277E1,1.067586610E-2,-8.198903799E-1,5.724068880E-1,-4.018131644E-3,1.787766126E2,-1.787332909E2,3.227501865E-1,-6.983811012E1
1.132829277E1,1.078720707E-2,-8.199657798E-1,5.722987056E-1,-3.734668018E-3,1.787638531E2,-1.787413742E2,3.565200939E-1,-6.982265027E1
1.133329277E1,1.089701622E-2,-8.200004101E-1,5.722481012E-1,-3.562743310E-3,1.787512692E2,-1.787423057E2,3.797988410E-1,-6.981537082E1
1.133829277E1,1.098557378E-2,-8.199675679E-1,5.722933412E-1,-3.582790960E-3,1.787411207E2,-1.787326894E2,3.837927287E-1,-6.982170022E1
1.134329277E1,1.100416345E-2,-8.198843598E-1,5.724108219E-1,-3.794184653E-3,1.787389903E2,-1.787171318E2,3.653329235E-1,-6.983835243E1
1.134829277E1,1.095877449E-2,-8.197684288E-1,5.725753307E-1,-4.137515556E-3,1.787441918E2,-1.786989434E2,3.303600477E-1,-6.986175490E1
1.135329277E1,1.088997427E-2,-8.196650743E-1,5.727221370E-1,-4.464098252E-3,1.787520762E2,-1.786840326E2,2.954027534E-1,-6.988268830E1
1.135829277E1,1.083922911E-2,-8.196082115E-1,5.728029609E-1,-4.653895274E-3,1.787578915E2,-1.786763705E2,2.743758398E-1,-6.989423639E1
1.136329277E1,1.083843744E-2,-8.196104169E-1,5.727998614E-1,-4.648821894E-3,1.787579822E2,-1.786767769E2,2.747953494E-1,-6.989379660E1
1.136829277E1,1.088785650E-2,-8.196648359E-1,5.727224946E-1,-4.467157647E-3,1.787523189E2,-1.786840309E2,2.949769697E-1,-6.988274243E1
1.137329277E1,1.096077776E-2,-8.197539449E-1,5.725957751E-1,-4.172471818E-3,1.787439622E2,-1.786964698E2,3.272402986E-1,-6.986465449E1
1.137829277E1,1.100443393E-2,-8.198382854E-1,5.724759698E-1,-3.918183502E-3,1.787389593E2,-1.787090012E2,3.538033594E-1,-6.984760059E1
1.138329277E1,1.096197877E-2,-8.198960423E-1,5.723949075E-1,-3.792711766E-3,1.787438246E2,-1.787211855E2,3.626791435E-1,-6.983613318E1
1.138829277E1,1.081340391E-2,-8.199008107E-1,5.723902583E-1,-3.888838924E-3,1.787608510E2,-1.787288402E2,3.438941835E-1,-6.983561613E1
1.139329277E1,1.063174638E-2,-8.198447824E-1,5.724719167E-1,-4.171742592E-3,1.787816687E2,-1.787273853E2,3.055248700E-1,-6.984738646E1
1.139829277E1,1.049730770E-2,-8.197600842E-1,5.725932121E-1,-4.497153219E-3,1.787970751E2,-1.787187098E2,2.663232511E-1,-6.986475551E1
1.140329277E1,1.047681989E-2,-8.196707964E-1,5.727193356E-1,-4.752311390E-3,1.787994229E2,-1.787039295E2,2.412098094E-1,-6.988271382E1
1.140829277E1,1.055122607E-2,-8.196173310E-1,5.727937222E-1,-4.842950497E-3,1.787908961E2,-1.786910124E2,2.376990862E-1,-6.989322394E1
1.141329277E1,1.066933786E-2,-8.196202517E-1,5.727881789E-1,-4.744512029E-3,1.787773607E2,-1.786863770E2,2.546888818E-1,-6.989230713E1
1.141829277E1,1.080883170E-2,-8.196787238E-1,5.727039576E-1,-4.487302620E-3,1.787613750E2,-1.786901262E2,2.878682945E-1,-6.988018645E1
1.142329277E1,1.089717684E-2,-8.197729588E-1,5.725697875E-1,-4.169660620E-3,1.787512508E2,-1.787026195E2,3.232896226E-1,-6.986102750E1
1.142829277E1,1.088945933E-2,-8.198639750E-1,5.724412799E-1,-3.932324238E-3,1.787521352E2,-1.787188624E2,3.448774178E-1,-6.984278591E1
1.143329277E1,1.084550081E-2,-8.199077845E-1,5.723799467E-1,-3.846647451E-3,1.787571728E2,-1.787285870E2,3.499477214E-1,-6.983412179E1
1.143829277E1,1.078512007E-2,-8.198924065E-1,5.724025369E-1,-3.931767307E-3,1.787640923E2,-1.787286874E2,3.380245922E-1,-6.983738588E1
1.144329277E1,1.077430017E-2,-8.198106885E-1,5.725181699E-1,-4.158682656E-3,1.787653323E2,-1.787148650E2,3.161769192E-1,-6.985381641E1
1.144829277E1,1.081911204E-2,-8.197046518E-1,5.726672411E-1,-4.411525093E-3,1.787601969E2,-1.786941202E2,2.956020869E-1,-6.987495735E1
1.145329277E1,1.090889659E-2,-8.196048141E-1,5.728068352E-1,-4.612410907E-3,1.787499077E2,-1.786725505E2,2.828516590E-1,-6.989471601E1
1.145829277E1,1.096817396E-2,-8.195585012E-1,5.728713274E-1,-4.690889269E-3,1.787431146E2,-1.786618529E2,2.794777964E-1,-6.990382730E1
1.146329277E1,1.094520829E-2,-8.195742369E-1,5.728494525E-1,-4.666631576E-3,1.787457465E2,-1.786655950E2,2.802124939E-1,-6.990074008E1
1.146829277E1,1.083670313E-2,-8.196369410E-1,5.727624893E-1,-4.580580164E-3,1.787581810E2,-1.786814063E2,2.810305481E-1,-6.988848423E1
1.147329277E1,1.071476100E-2,-8.197129369E-1,5.726569295E-1,-4.464987665E-3,1.787721553E2,-1.787004119E2,2.837154192E-1,-6.987359592E1
1.147829277E1,1.063498784E-2,-8.197706938E-1,5.725764632E-1,-4.370402545E-3,1.787812972E2,-1.787140851E2,2.872382152E-1,-6.986224025E1
1.148329277E1,1.062815341E-2,-8.197826743E-1,5.725596547E-1,-4.341779277E-3,1.787820804E2,-1.787165994E2,2.894522236E-1,-6.985985640E1
1.148829277E1,1.069215065E-2,-8.197500706E-1,5.726048350E-1,-4.382078070E-3,1.787747464E2,-1.787079584E2,2.899371734E-1,-6.986621335E1
1.149329277E1,1.077772328E-2,-8.196861148E-1,5.726939440E-1,-4.490037449E-3,1.787649400E2,-1.786928657E2,2.855536641E-1,-6.987879393E1
1.149829277E1,1.081484124E-2,-8.196264505E-1,5.727775693E-1,-4.623515997E-3,1.787606863E2,-1.786806470E2,2.755871696E-1,-6.989065022E1
1.150329277E1,1.078971092E-2,-8.195878863E-1,5.728322268E-1,-4.745387938E-3,1.787635662E2,-1.786750260E2,2.625796456E-1,-6.989845291E1
1.150829277E1,1.072400247E-2,-8.195902109E-1,5.728297830E-1,-4.787660670E-3,1.787710963E2,-1.786784226E2,2.542919021E-1,-6.989817412E1
1.151329277E1,1.066549463E-2,-8.196191788E-1,5.727897286E-1,-4.751397297E-3,1.787778012E2,-1.786862866E2,2.537924192E-1,-6.989253321E1
