"Time (s)","w","x","y","z","Direct (°)","Yaw (°)","Pitch (°)","Roll (°)"
7.047329150E1,8.458867423E-3,-9.729391336E-1,2.303243279E-1,1.638882980E-2,1.790306736E2,-1.794891357E2,2.050895379E0,-2.662780387E1
7.047829150E1,8.575953818E-3,-9.729406238E-1,2.303126156E-1,1.640410721E-2,1.790172560E2,-1.794764512E2,2.055683320E0,-2.662620933E1
7.048329150E1,8.657274603E-3,-9.729453921E-1,2.302872986E-1,1.643397845E-2,1.790079370E2,-1.794681131E2,2.061147287E0,-2.662308488E1
7.048829150E1,8.640227937E-3,-9.729545712E-1,2.302466333E-1,1.646926254E-2,1.790098905E2,-1.794708597E2,2.064610617E0,-2.661834059E1
7.049329150E1,8.549184983E-3,-9.729590416E-1,2.302322686E-1,1.645348966E-2,1.790203236E2,-1.794805707E2,2.060441610E0,-2.661681439E1
7.049829150E1,8.425052678E-3,-9.729534984E-1,2.302661836E-1,1.637049764E-2,1.790345487E2,-1.794923021E2,2.047927950E0,-2.662100969E1
7.050329150E1,8.323333203E-3,-9.729446769E-1,2.303135842E-1,1.627976634E-2,1.790462053E2,-1.795013559E2,2.035148727E0,-2.662674656E1
7.050829150E1,8.329623306E-3,-9.729375839E-1,2.303471416E-1,1.622558199E-2,1.790454844E2,-1.794992941E2,2.029288812E0,-2.663066542E1
7.051329150E1,8.411018306E-3,-9.729370475E-1,2.303459048E-1,1.623331569E-2,1.790361569E2,-1.794904149E2,2.032299235E0,-2.663037100E1
7.051829150E1,8.530642254E-3,-9.729447365E-1,2.303046435E-1,1.629536971E-2,1.790224485E2,-1.794786202E2,2.042355599E0,-2.662531121E1
7.052329150E1,8.629479003E-3,-9.729568958E-1,2.302436233E-1,1.637940481E-2,1.790111223E2,-1.794696820E2,2.054303291E0,-2.661797002E1
7.052829150E1,8.649605345E-3,-9.729666114E-1,2.301984876E-1,1.642600819E-2,1.790088159E2,-1.794685704E2,2.060007465E0,-2.661263319E1
7.053329150E1,8.600391238E-3,-9.729694724E-1,2.301893979E-1,1.640975662E-2,1.790144556E2,-1.794736133E2,2.056891717E0,-2.661164888E1
7.053829150E1,8.487201030E-3,-9.729689360E-1,2.301995903E-1,1.635743491E-2,1.790274267E2,-1.794848834E2,2.048075703E0,-2.661304178E1
7.054329150E1,8.385853581E-3,-9.729607105E-1,2.302441895E-1,1.627103053E-2,1.790390407E2,-1.794940049E2,2.035788412E0,-2.661845037E1
7.054829150E1,8.349662839E-3,-9.729543924E-1,2.302760333E-1,1.621671580E-2,1.790431880E2,-1.794966761E2,2.028792164E0,-2.662224687E1
7.055329150E1,8.389435773E-3,-9.729498625E-1,2.302953899E-1,1.619308069E-2,1.790386302E2,-1.794916554E2,2.027215761E0,-2.662444338E1
7.055829150E1,8.476800050E-3,-9.729495645E-1,2.302927375E-1,1.620320790E-2,1.790286186E2,-1.794821702E2,2.030649420E0,-2.662397208E1
7.056329150E1,8.569923037E-3,-9.729566574E-1,2.302557230E-1,1.625426859E-2,1.790179471E2,-1.794730506E2,2.038781736E0,-2.661945760E1
7.056829150E1,8.588827787E-3,-9.729647636E-1,2.302181125E-1,1.629175991E-2,1.790157807E2,-1.794718515E2,2.043441624E0,-2.661500611E1
7.057329150E1,8.549184727E-3,-9.729714990E-1,2.301905602E-1,1.629968174E-2,1.790203237E2,-1.794764256E2,2.043264507E0,-2.661183781E1
7.057829150E1,8.448561465E-3,-9.729733467E-1,2.301887274E-1,1.626770385E-2,1.790318547E2,-1.794868048E2,2.037042650E0,-2.661179760E1
7.058329150E1,8.337332176E-3,-9.729720950E-1,2.302018702E-1,1.621388830E-2,1.790446010E2,-1.794978225E2,2.028113153E0,-2.661353150E1
7.058829150E1,8.251412209E-3,-9.729710221E-1,2.302122712E-1,1.617450081E-2,1.790544471E2,-1.795063911E2,2.021458860E0,-2.661490019E1
7.059329150E1,8.245907140E-3,-9.729727507E-1,2.302051485E-1,1.617470570E-2,1.790550779E2,-1.795069959E2,2.021332874E0,-2.661407138E1
7.059829150E1,8.302542312E-3,-9.729763865E-1,2.301860005E-1,1.619951241E-2,1.790485878E2,-1.795012917E2,2.025583878E0,-2.661172070E1
7.060329150E1,8.395627242E-3,-9.729838371E-1,2.301470786E-1,1.625694707E-2,1.790379207E2,-1.794923398E2,2.034424868E0,-2.660698564E1
7.060829150E1,8.470744993E-3,-9.729923010E-1,2.301042527E-1,1.631752402E-2,1.790293125E2,-1.794854664E2,2.043139786E0,-2.660182464E1
7.061329150E1,8.495725356E-3,-9.730001092E-1,2.300675362E-1,1.635661721E-2,1.790264499E2,-1.794836327E2,2.048139307E0,-2.659746830E1
7.061829150E1,8.459975801E-3,-9.730086327E-1,2.300312370E-1,1.637863182E-2,1.790305466E2,-1.794881253E2,2.049633151E0,-2.659326849E1
7.062329150E1,8.368944969E-3,-9.730185270E-1,2.299920321E-1,1.638816670E-2,1.790409784E2,-1.794984507E2,2.048276852E0,-2.658882546E1
7.062829150E1,8.267391031E-3,-9.730242491E-1,2.299723178E-1,1.637662947E-2,1.790526160E2,-1.795094361E2,2.044303514E0,-2.658668913E1
7.063329150E1,8.203069875E-3,-9.730276465E-1,2.299613059E-1,1.636173949E-2,1.790599869E2,-1.795161973E2,2.040942110E0,-2.658550614E1
7.063829150E1,8.201110425E-3,-9.730291963E-1,2.299553901E-1,1.635370217E-2,1.790602114E2,-1.795161917E2,2.039991050E0,-2.658480938E1
7.064329150E1,8.241422836E-3,-9.730272889E-1,2.299629003E-1,1.634131186E-2,1.790555918E2,-1.795113831E2,2.039675109E0,-2.658561306E1
7.064829150E1,8.307140890E-3,-9.730293155E-1,2.299506813E-1,1.635930315E-2,1.790480608E2,-1.795044990E2,2.043407477E0,-2.658405806E1
7.065329150E1,8.366338650E-3,-9.730382562E-1,2.299067974E-1,1.641404629E-2,1.790412770E2,-1.794992438E2,2.051050898E0,-2.657880051E1
7.065829150E1,8.377113788E-3,-9.730550051E-1,2.298302352E-1,1.648769341E-2,1.790400422E2,-1.794998196E2,2.059510163E0,-2.656979273E1
7.066329150E1,8.321828182E-3,-9.730753303E-1,2.297408283E-1,1.656202413E-2,1.790463777E2,-1.795077561E2,2.066300008E0,-2.655939809E1
7.066829150E1,8.224585556E-3,-9.730954170E-1,2.296544462E-1,1.662831567E-2,1.790575213E2,-1.795201680E2,2.071091868E0,-2.654943741E1
7.067329150E1,8.117751498E-3,-9.731123447E-1,2.295828015E-1,1.667944528E-2,1.790697640E2,-1.795332819E2,2.073949338E0,-2.654122543E1
7.067829150E1,8.041106207E-3,-9.731169939E-1,2.295656651E-1,1.668119244E-2,1.790785472E2,-1.795418440E2,2.072119661E0,-2.653935384E1
7.068329150E1,8.032716160E-3,-9.731148481E-1,2.295766026E-1,1.665987261E-2,1.790795086E2,-1.795422427E2,2.069525831E0,-2.654064795E1
7.068829150E1,8.099342532E-3,-9.731068015E-1,2.296113372E-1,1.661888510E-2,1.790718736E2,-1.795338035E2,2.066723148E0,-2.654459329E1
7.069329150E1,8.190203024E-3,-9.730986953E-1,2.296454310E-1,1.657787152E-2,1.790614614E2,-1.795226579E2,2.064555598E0,-2.654841774E1
7.069829150E1,8.252092643E-3,-9.730988145E-1,2.296434343E-1,1.656783931E-2,1.790543691E2,-1.795154837E2,2.065064238E0,-2.654806045E1
7.070329150E1,8.251054508E-3,-9.731109142E-1,2.295888960E-1,1.661347412E-2,1.790544881E2,-1.795166844E2,2.070100355E0,-2.654165873E1
7.070829150E1,8.177313641E-3,-9.731369615E-1,2.294731736E-1,1.672269031E-2,1.790629384E2,-1.795275389E2,2.080287198E0,-2.652821862E1
7.071329150E1,8.073286684E-3,-9.731695056E-1,2.293282449E-1,1.686687581E-2,1.790748594E2,-1.795426270E2,2.093567967E0,-2.651141637E1
7.071829150E1,7.971415192E-3,-9.731966257E-1,2.292074859E-1,1.699154638E-2,1.790865334E2,-1.795570107E2,2.104743764E0,-2.649745161E1
7.072329150E1,7.904413826E-3,-9.732102156E-1,2.291484922E-1,1.704010181E-2,1.790942115E2,-1.795656355E2,2.108374419E0,-2.649065791E1
7.072829150E1,7.893984358E-3,-9.732068777E-1,2.291654795E-1,1.700709201E-2,1.790954066E2,-1.795659693E2,2.104425442E0,-2.649266182E1
7.073329150E1,7.946446102E-3,-9.731916189E-1,2.292351127E-1,1.691715047E-2,1.790893948E2,-1.795579025E2,2.095800747E0,-2.650071608E1
7.073829150E1,8.001068285E-3,-9.731733203E-1,2.293188274E-1,1.680913381E-2,1.790831353E2,-1.795491485E2,2.085224085E0,-2.651041751E1
7.074329150E1,8.067666819E-3,-9.731581807E-1,2.293873876E-1,1.671808772E-2,1.790755035E2,-1.795394702E2,2.076849789E0,-2.651832131E1
7.074829150E1,8.071798736E-3,-9.731602669E-1,2.293790132E-1,1.670955867E-2,1.790750300E2,-1.795387670E2,2.076002969E0,-2.651732292E1
7.075329150E1,8.052036267E-3,-9.731793404E-1,2.292930186E-1,1.678832434E-2,1.790772946E2,-1.795428586E2,2.084229912E0,-2.650726962E1
7.075829150E1,7.985295550E-3,-9.732074142E-1,2.291666418E-1,1.691787131E-2,1.790849428E2,-1.795534383E2,2.096870331E0,-2.649257669E1
7.076329150E1,7.913221814E-3,-9.732396603E-1,2.290206403E-1,1.707310602E-2,1.790932021E2,-1.795652417E2,2.112230675E0,-2.647559928E1
7.076829150E1,7.860300759E-3,-9.732653499E-1,2.289039940E-1,1.719697565E-2,1.790992666E2,-1.795741444E2,2.124610410E0,-2.646202933E1
7.077329150E1,7.831230227E-3,-9.732773304E-1,2.288503647E-1,1.724588498E-2,1.791025979E2,-1.795785547E2,2.129281404E0,-2.645579625E1
7.077829150E1,7.825335225E-3,-9.732710719E-1,2.288811058E-1,1.719372347E-2,1.791032735E2,-1.795779116E2,2.123320402E0,-2.645940021E1
7.078329150E1,7.828756018E-3,-9.732518196E-1,2.289718986E-1,1.707266457E-2,1.791028815E2,-1.795745511E2,2.109943246E0,-2.647002233E1
7.078829150E1,7.830101435E-3,-9.732329845E-1,2.290610671E-1,1.694918424E-2,1.791027273E2,-1.795713528E2,2.096241421E0,-2.648045721E1
7.079329150E1,7.821871597E-3,-9.732249379E-1,2.291003764E-1,1.688360423E-2,1.791036704E2,-1.795706340E2,2.088726291E0,-2.648506898E1
7.079829150E1,7.807842816E-3,-9.732338190E-1,2.290611416E-1,1.691048592E-2,1.791052780E2,-1.795728211E2,2.091339776E0,-2.648048876E1
7.080329150E1,7.797535780E-3,-9.732602239E-1,2.289398164E-1,1.703806221E-2,1.791064592E2,-1.795770580E2,2.105249571E0,-2.646628596E1
7.080829150E1,7.766181045E-3,-9.732933640E-1,2.287870049E-1,1.721105166E-2,1.791100523E2,-1.795847628E2,2.123661961E0,-2.644844237E1
7.081329150E1,7.721765499E-3,-9.733183384E-1,2.286725938E-1,1.733872294E-2,1.791151421E2,-1.795928166E2,2.136694238E0,-2.643512534E1
7.081829150E1,7.677368328E-3,-9.733297825E-1,2.286216170E-1,1.738817990E-2,1.791202298E2,-1.795989560E2,2.141027967E0,-2.642923696E1
7.082329150E1,7.635009290E-3,-9.733216166E-1,2.286626548E-1,1.732418872E-2,1.791250839E2,-1.796020971E2,2.132794928E0,-2.643411708E1
7.082829150E1,7.616356591E-3,-9.732971787E-1,2.287787646E-1,1.717177406E-2,1.791272214E2,-1.796004369E2,2.115347953E0,-2.644774246E1
7.083329150E1,7.628596860E-3,-9.732662439E-1,2.289236784E-1,1.698741876E-2,1.791258187E2,-1.795945489E2,2.095160231E0,-2.646468461E1
7.083829150E1,7.686858154E-3,-9.732450247E-1,2.290212065E-1,1.686182432E-2,1.791191423E2,-1.795849602E2,2.082717913E0,-2.647599206E1
7.084329150E1,7.757053649E-3,-9.732411504E-1,2.290368676E-1,1.684056409E-2,1.791110982E2,-1.795766017E2,2.082195155E0,-2.647769098E1
7.084829150E1,7.791521315E-3,-9.732595086E-1,2.289506793E-1,1.693539321E-2,1.791071484E2,-1.795750588E2,2.093641895E0,-2.646752299E1
7.085329150E1,7.787768939E-3,-9.732887149E-1,2.288150042E-1,1.709157601E-2,1.791075784E2,-1.795792813E2,2.110909844E0,-2.645163344E1
7.085829150E1,7.726668416E-3,-9.733189940E-1,2.286771238E-1,1.723970659E-2,1.791145802E2,-1.795896841E2,2.125776772E0,-2.643559427E1
7.086329150E1,7.621192628E-3,-9.733350277E-1,2.286085337E-1,1.729102619E-2,1.791266672E2,-1.796026517E2,2.128710612E0,-2.642775152E1
7.086829150E1,7.510373485E-3,-9.733329415E-1,2.286246866E-1,1.724331453E-2,1.791393665E2,-1.796138058E2,2.120490088E0,-2.642984340E1
7.087329150E1,7.441312259E-3,-9.733121991E-1,2.287260592E-1,1.709911600E-2,1.791472806E2,-1.796179545E2,2.102631172E0,-2.644183399E1
7.087829150E1,7.452966519E-3,-9.732817411E-1,2.288684696E-1,1.692126691E-2,1.791459450E2,-1.796122962E2,2.083150096E0,-2.645848366E1
7.088329150E1,7.504783111E-3,-9.732577205E-1,2.289792299E-1,1.678094268E-2,1.791400071E2,-1.796030679E2,2.068898422E0,-2.647135273E1
7.088829150E1,7.588482427E-3,-9.732479453E-1,2.290219516E-1,1.672715135E-2,1.791304156E2,-1.795924058E2,2.065111372E0,-2.647619649E1
7.089329150E1,7.626890236E-3,-9.732584357E-1,2.289720923E-1,1.678179950E-2,1.791260143E2,-1.795894477E2,2.072195249E0,-2.647027989E1
7.089829150E1,7.609305157E-3,-9.732816815E-1,2.288652956E-1,1.689802669E-2,1.791280294E2,-1.795942315E2,2.084656429E0,-2.645779733E1
7.090329150E1,7.530428062E-3,-9.733083248E-1,2.287455499E-1,1.701972075E-2,1.791370684E2,-1.796059688E2,2.096116575E0,-2.644391264E1
7.090829150E1,7.417239207E-3,-9.733226299E-1,2.286852449E-1,1.706169359E-2,1.791500392E2,-1.796195722E2,2.097808833E0,-2.643705247E1
7.091329150E1,7.337880441E-3,-9.733190536E-1,2.287065983E-1,1.701373607E-2,1.791591333E2,-1.796272184E2,2.090386310E0,-2.643969283E1
7.091829150E1,7.295581073E-3,-9.733018875E-1,2.287892103E-1,1.690288447E-2,1.791639806E2,-1.796292100E2,2.076940920E0,-2.644943993E1
7.092329150E1,7.331481137E-3,-9.732759595E-1,2.289090306E-1,1.675743982E-2,1.791598666E2,-1.796216432E2,2.061701302E0,-2.646340141E1
7.092829150E1,7.418369477E-3,-9.732550383E-1,2.290034443E-1,1.664394140E-2,1.791499097E2,-1.796091674E2,2.051355779E0,-2.647429459E1
7.093329150E1,7.483274631E-3,-9.732483029E-1,2.290325314E-1,1.660846174E-2,1.791424719E2,-1.796010540E2,2.049112765E0,-2.647757901E1
7.093829150E1,7.519311452E-3,-9.732509255E-1,2.290199846E-1,1.661151834E-2,1.791383423E2,-1.795970861E2,2.050394451E0,-2.647603493E1
7.094329150E1,7.477227880E-3,-9.732592702E-1,2.289844006E-1,1.663214713E-2,1.791431648E2,-1.796022490E2,2.051576846E0,-2.647193428E1
7.094829150E1,7.384924945E-3,-9.732694030E-1,2.289423048E-1,1.665992662E-2,1.791537422E2,-1.796131904E2,2.052237162E0,-2.646716560E1
7.095329150E1,7.286190705E-3,-9.732756615E-1,2.289187908E-1,1.666089520E-2,1.791650567E2,-1.796241853E2,2.049745627E0,-2.646458311E1
7.095829150E1,7.228214909E-3,-9.732714891E-1,2.289417684E-1,1.661409065E-2,1.791717004E2,-1.796294757E2,2.043011518E0,-2.646737254E1
7.096329150E1,7.218742509E-3,-9.732568860E-1,2.290105522E-1,1.652545296E-2,1.791727859E2,-1.796283507E2,2.032900214E0,-2.647544239E1
7.096829150E1,7.265979037E-3,-9.732347727E-1,2.291113138E-1,1.641001739E-2,1.791673728E2,-1.796202586E2,2.021300696E0,-2.648715905E1
7.097329150E1,7.319508890E-3,-9.732131362E-1,2.292093784E-1,1.629960723E-2,1.791612386E2,-1.796115883E2,2.010427755E0,-2.649855130E1
7.097829150E1,7.363226031E-3,-9.731979966E-1,2.292783111E-1,1.621413976E-2,1.791562288E2,-1.796046064E2,2.002069411E0,-2.650654538E1
7.098329150E1,7.349260423E-3,-9.731969833E-1,2.292848080E-1,1.618940383E-2,1.791578292E2,-1.796055282E2,1.998945618E0,-2.650732364E1
7.098829150E1,7.319173234E-3,-9.732043147E-1,2.292535305E-1,1.620525494E-2,1.791612770E2,-1.796092379E2,1.999910792E0,-2.650370321E1
7.099329150E1,7.245071151E-3,-9.732156992E-1,2.292045206E-1,1.624806225E-2,1.791697687E2,-1.796185309E2,2.002720227E0,-2.649808952E1
7.099829150E1,7.194194663E-3,-9.732249975E-1,2.291633785E-1,1.629397832E-2,1.791755989E2,-1.796253297E2,2.006490377E0,-2.649336201E1
7.100329150E1,7.177323809E-3,-9.732227325E-1,2.291741222E-1,1.628559455E-2,1.791775322E2,-1.796270144E2,2.005116127E0,-2.649465404E1
7.100829150E1,7.188185625E-3,-9.732079506E-1,2.292422205E-1,1.620553061E-2,1.791762875E2,-1.796238390E2,1.996495781E0,-2.650261203E1
7.101329150E1,7.220923086E-3,-9.731820226E-1,2.293610573E-1,1.606594585E-2,1.791725360E2,-1.796167605E2,1.981830840E0,-2.651647605E1
7.101829150E1,7.253220704E-3,-9.731530547E-1,2.294945270E-1,1.589921303E-2,1.791688348E2,-1.796090431E2,1.964133594E0,-2.653205348E1
7.102329150E1,7.267084577E-3,-9.731320739E-1,2.295917869E-1,1.577237062E-2,1.791672461E2,-1.796043550E2,1.950388394E0,-2.654342175E1
7.102829150E1,7.244352050E-3,-9.731248617E-1,2.296264768E-1,1.572272368E-2,1.791698511E2,-1.796056545E2,1.944266320E0,-2.654752427E1
7.103329150E1,7.220684950E-3,-9.731297493E-1,2.296050936E-1,1.574337110E-2,1.791725633E2,-1.796087958E2,1.945938082E0,-2.654505803E1
7.103829150E1,7.194202204E-3,-9.731393456E-1,2.295619994E-1,1.579068787E-2,1.791755980E2,-1.796129095E2,1.950502185E0,-2.654005293E1
7.104329150E1,7.179263993E-3,-9.731414914E-1,2.295523286E-1,1.580583118E-2,1.791773099E2,-1.796149553E2,1.951794586E0,-2.653894819E1
7.104829150E1,7.184733293E-3,-9.731361270E-1,2.295766771E-1,1.577996463E-2,1.791766831E2,-1.796137133E2,1.949062741E0,-2.654179341E1
7.105329150E1,7.198253757E-3,-9.731231332E-1,2.296355069E-1,1.571899466E-2,1.791751338E2,-1.796107180E2,1.942640894E0,-2.654866848E1
7.105829150E1,7.220103540E-3,-9.731044769E-1,2.297203839E-1,1.562345400E-2,1.791726299E2,-1.796059343E2,1.932593033E0,-2.655858061E1
7.106329150E1,7.228258769E-3,-9.730843306E-1,2.298132479E-1,1.550835185E-2,1.791716953E2,-1.796021773E2,1.920006725E0,-2.656944972E1
7.106829150E1,7.227612578E-3,-9.730710387E-1,2.298747003E-1,1.543170027E-2,1.791717694E2,-1.796003514E2,1.911465119E0,-2.657665344E1
7.107329150E1,7.197961970E-3,-9.730589390E-1,2.299317271E-1,1.535876002E-2,1.791751672E2,-1.796018495E2,1.902571631E0,-2.658338881E1
7.107829150E1,7.148043967E-3,-9.730454683E-1,2.299952656E-1,1.528397296E-2,1.791808875E2,-1.796055717E2,1.892940467E0,-2.659092566E1
7.108329150E1,7.110522112E-3,-9.730318785E-1,2.300587147E-1,1.521156542E-2,1.791851873E2,-1.796079723E2,1.883901017E0,-2.659843128E1
7.108829150E1,7.093252505E-3,-9.730172753E-1,2.301254570E-1,1.514403149E-2,1.791871663E2,-1.796082471E2,1.875940249E0,-2.660629205E1
7.109329150E1,7.104380693E-3,-9.730060697E-1,2.301753610E-1,1.510030963E-2,1.791858911E2,-1.796059486E2,1.871377532E0,-2.661213152E1
7.109829150E1,7.145261034E-3,-9.729993343E-1,2.302034050E-1,1.508750953E-2,1.791812064E2,-1.796011042E2,1.871039747E0,-2.661535900E1
7.110329150E1,7.189465116E-3,-9.729973674E-1,2.302094996E-1,1.510036271E-2,1.791761409E2,-1.795965237E2,1.873641927E0,-2.661600666E1
7.110829150E1,7.207566746E-3,-9.729961157E-1,2.302136421E-1,1.510922983E-2,1.791740665E2,-1.795947462E2,1.875110149E0,-2.661646744E1
7.111329150E1,7.181975576E-3,-9.729909897E-1,2.302374840E-1,1.508821361E-2,1.791769991E2,-1.795970925E2,1.872100941E0,-2.661931073E1
7.111829150E1,7.109797234E-3,-9.729775786E-1,2.303013653E-1,1.501210872E-2,1.791852704E2,-1.796032589E2,1.861734681E0,-2.662692583E1
7.112329150E1,7.041648886E-3,-9.729545712E-1,2.304086983E-1,1.488788798E-2,1.791930798E2,-1.796077865E2,1.846125399E0,-2.663963055E1
7.112829150E1,7.014537602E-3,-9.729272723E-1,2.305331975E-1,1.475682482E-2,1.791961866E2,-1.796075844E2,1.830843082E0,-2.665428506E1
7.113329150E1,7.031591730E-3,-9.729034901E-1,2.306397110E-1,1.465194300E-2,1.791942323E2,-1.796031105E2,1.819640618E0,-2.666675907E1
7.113829150E1,7.083058039E-3,-9.728897810E-1,2.306988537E-1,1.460627280E-2,1.791883345E2,-1.795962730E2,1.815932420E0,-2.667362133E1
7.114329150E1,7.132292386E-3,-9.728858471E-1,2.307133675E-1,1.461509522E-2,1.791826926E2,-1.795910416E2,1.818223979E0,-2.667525275E1
7.114829150E1,7.159638109E-3,-9.728912115E-1,2.306859642E-1,1.467705891E-2,1.791795589E2,-1.795895781E2,1.825845324E0,-2.667200452E1
7.115329150E1,7.138157019E-3,-9.728963971E-1,2.306616306E-1,1.472614519E-2,1.791820205E2,-1.795932261E2,1.830741208E0,-2.666919459E1
7.115829150E1,7.074400014E-3,-9.728921056E-1,2.306823432E-1,1.471598726E-2,1.791893267E2,-1.796001083E2,1.827931648E0,-2.667173760E1
7.116329150E1,6.982595660E-3,-9.728735685E-1,2.307694405E-1,1.461945008E-2,1.791998470E2,-1.796079590E2,1.814774390E0,-2.668211064E1
7.116829150E1,6.921998824E-3,-9.728417993E-1,2.309157252E-1,1.445155311E-2,1.792067910E2,-1.796105478E2,1.794507649E0,-2.669937338E1
7.117329150E1,6.899842987E-3,-9.728042483E-1,2.310861796E-1,1.426408719E-2,1.792093300E2,-1.796083689E2,1.773085796E0,-2.671941336E1
7.117829150E1,6.921857380E-3,-9.727724195E-1,2.312282473E-1,1.412110124E-2,1.792068072E2,-1.796023839E2,1.757783286E0,-2.673605787E1
7.118329150E1,6.980783680E-3,-9.727541208E-1,2.313068956E-1,1.406446286E-2,1.792000546E2,-1.795944530E2,1.753062286E0,-2.674520711E1
7.118829150E1,7.052370043E-3,-9.727527499E-1,2.313082814E-1,1.410072856E-2,1.791918512E2,-1.795874332E2,1.759003952E0,-2.674526917E1
7.119329150E1,7.091276701E-3,-9.727617502E-1,2.312635034E-1,1.419447362E-2,1.791873927E2,-1.795854974E2,1.770468595E0,-2.673996673E1
7.119829150E1,7.066349641E-3,-9.727686644E-1,2.312309146E-1,1.426381711E-2,1.791902492E2,-1.795900556E2,1.777526040E0,-2.673619503E1
7.120329150E1,6.989150243E-3,-9.727665782E-1,2.312415987E-1,1.427091938E-2,1.791990959E2,-1.795988731E2,1.776276720E0,-2.673758275E1
7.120829150E1,6.911107138E-3,-9.727446437E-1,2.313422859E-1,1.417185739E-2,1.792080392E2,-1.796051345E2,1.763204068E0,-2.674953274E1
7.121329150E1,6.851432495E-3,-9.727073312E-1,2.315120995E-1,1.398762036E-2,1.792148775E2,-1.796072094E2,1.741148712E0,-2.676956318E1
7.121829150E1,6.861865900E-3,-9.726644158E-1,2.317043841E-1,1.378141344E-2,1.792136819E2,-1.796009150E2,1.718513952E0,-2.679212312E1
7.122329150E1,6.934031815E-3,-9.726334810E-1,2.318391204E-1,1.366210263E-2,1.792054121E2,-1.795899363E2,1.707185343E0,-2.680784170E1
7.122829150E1,7.024327355E-3,-9.726241231E-1,2.318751961E-1,1.366994623E-2,1.791950648E2,-1.795801395E2,1.710474263E0,-2.681195414E1
7.123329150E1,7.101809579E-3,-9.726291299E-1,2.318468243E-1,1.375463791E-2,1.791861857E2,-1.795736997E2,1.721962264E0,-2.680851927E1
7.123829150E1,7.087882705E-3,-9.726420641E-1,2.317863107E-1,1.386662386E-2,1.791877817E2,-1.795781199E2,1.734050563E0,-2.680145129E1
7.124329150E1,7.022882912E-3,-9.726474881E-1,2.317620963E-1,1.392385364E-2,1.791952303E2,-1.795868448E2,1.738694053E0,-2.679872298E1
7.124829150E1,6.913032970E-3,-9.726359248E-1,2.318168879E-1,1.387437340E-2,1.792078185E2,-1.795978777E2,1.730282899E0,-2.680533548E1
7.125329150E1,6.823367703E-3,-9.726064205E-1,2.319518328E-1,1.373097580E-2,1.792180936E2,-1.796043045E2,1.711969332E0,-2.682132371E1
7.125829150E1,6.815276416E-3,-9.725665450E-1,2.321298271E-1,1.355030946E-2,1.792190208E2,-1.796007142E2,1.691686701E0,-2.684224341E1
7.126329150E1,6.875548149E-3,-9.725276232E-1,2.323002368E-1,1.339212339E-2,1.792121140E2,-1.795900799E2,1.675728070E0,-2.686217521E1
7.126829150E1,6.994444548E-3,-9.725050926E-1,2.323941737E-1,1.333681308E-2,1.791984892E2,-1.795755130E2,1.672768671E0,-2.687304406E1
7.127329150E1,7.093705411E-3,-9.725001454E-1,2.324098796E-1,1.337140054E-2,1.791871144E2,-1.795653944E2,1.679274455E0,-2.687475411E1
7.127829150E1,7.135436371E-3,-9.725092053E-1,2.323653102E-1,1.346453466E-2,1.791823323E2,-1.795631445E2,1.690747235E0,-2.686946807E1
7.128329150E1,7.086601914E-3,-9.725193977E-1,2.323192209E-1,1.354919560E-2,1.791879284E2,-1.795707629E2,1.698863593E0,-2.686414117E1
7.128829150E1,6.962991963E-3,-9.725240469E-1,2.323010713E-1,1.359070372E-2,1.792020934E2,-1.795856179E2,1.700191983E0,-2.686220971E1
7.129329150E1,6.847810601E-3,-9.725131989E-1,2.323527038E-1,1.354276855E-2,1.792152926E2,-1.795972739E2,1.691803850E0,-2.686845641E1
7.129829150E1,6.770395207E-3,-9.724851251E-1,2.324798852E-1,1.341440435E-2,1.792241639E2,-1.796027065E2,1.675485949E0,-2.688351742E1
7.130329150E1,6.798626626E-3,-9.724482894E-1,2.326422483E-1,1.325471420E-2,1.792209288E2,-1.795955819E2,1.658505751E0,-2.690255227E1
7.130829150E1,6.896608167E-3,-9.724119306E-1,2.327990383E-1,1.311799791E-2,1.792097007E2,-1.795812794E2,1.645946966E0,-2.692083630E1
7.131329150E1,6.995364596E-3,-9.723847508E-1,2.329148054E-1,1.302515343E-2,1.791983837E2,-1.795679885E2,1.638284879E0,-2.693430228E1
7.131829150E1,7.075898704E-3,-9.723675251E-1,2.329866737E-1,1.298220549E-2,1.791891550E2,-1.795579856E2,1.635680361E0,-2.694263899E1
7.132329150E1,7.070493916E-3,-9.723654985E-1,2.329941392E-1,1.300294045E-2,1.791897743E2,-1.795591542E2,1.637850372E0,-2.694353347E1
7.132829150E1,7.001775942E-3,-9.723700285E-1,2.329745889E-1,1.305158064E-2,1.791976490E2,-1.795680800E2,1.641427940E0,-2.694134772E1
7.133329150E1,6.893696939E-3,-9.723733068E-1,2.329621762E-1,1.308639441E-2,1.792100343E2,-1.795810365E2,1.642417219E0,-2.694005878E1
7.133829150E1,6.814503558E-3,-9.723694324E-1,2.329806089E-1,1.308759861E-2,1.792191094E2,-1.795899278E2,1.640445065E0,-2.694235107E1
7.134329150E1,6.775448300E-3,-9.723539948E-1,2.330492586E-1,1.303246245E-2,1.792235849E2,-1.795929248E2,1.633286142E0,-2.695048262E1
7.134829150E1,6.802765909E-3,-9.723282456E-1,2.331610769E-1,1.293898467E-2,1.792204544E2,-1.795875701E2,1.623645140E0,-2.696359066E1
