"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
6.579765894E1,4.365000153E1,-1.818750000E1,-3.481875229E1
6.580765894E1,4.074375153E1,-1.882500076E1,-3.440625000E1
6.581765894E1,3.907500076E1,-1.809375000E1,-2.632500076E1
6.582765894E1,3.789375305E1,-1.747500038E1,-2.400000000E1
6.583765894E1,3.999375153E1,-1.895625114E1,-2.531250191E1
6.584765894E1,4.252500153E1,-1.801875114E1,-3.121875191E1
6.585765894E1,4.441875076E1,-1.670625114E1,-3.386250305E1
6.586765894E1,4.141875076E1,-1.886250114E1,-3.112500191E1
6.587765894E1,3.720000076E1,-1.805625153E1,-2.690625191E1
6.588765894E1,3.508125305E1,-1.850625038E1,-2.105625153E1
6.589765894E1,3.783750153E1,-1.908750153E1,-2.495625114E1
6.590765894E1,4.230000305E1,-1.779375076E1,-2.810625076E1
6.591765894E1,4.342500305E1,-1.674375153E1,-3.305625153E1
6.592765894E1,4.170000076E1,-1.537500095E1,-3.142500114E1
6.593765894E1,3.720000076E1,-1.803750038E1,-2.613750076E1
6.594765894E1,3.751875305E1,-1.792500114E1,-2.208750153E1
6.595765894E1,3.693750000E1,-1.818750000E1,-2.486250114E1
6.596765894E1,4.141875076E1,-1.863750076E1,-2.850000191E1
6.597765894E1,4.306875229E1,-1.584375095E1,-3.453750229E1
6.598765894E1,4.126875305E1,-1.601250076E1,-3.043125153E1
6.599765894E1,3.901875305E1,-1.618125153E1,-2.585625076E1
6.600765894E1,3.652500153E1,-1.815000153E1,-2.298750114E1
6.601765894E1,3.765000153E1,-1.903125000E1,-2.278125000E1
6.602765894E1,4.177500153E1,-1.642500114E1,-2.962500191E1
6.603765894E1,4.323750305E1,-1.783125114E1,-3.219375229E1
6.604765894E1,4.001250076E1,-1.785000038E1,-3.166875076E1
6.605765894E1,3.744375229E1,-1.648125076E1,-2.735625076E1
6.606765894E1,3.650625229E1,-1.818750000E1,-2.407500076E1
6.607765894E1,3.498750305E1,-1.895625114E1,-2.570625114E1
6.608765894E1,3.984375000E1,-1.715625000E1,-2.859375191E1
6.609765894E1,4.203750229E1,-1.807500076E1,-3.245625305E1
6.610765894E1,4.059375000E1,-1.933125114E1,-2.904375076E1
6.611765894E1,3.727500153E1,-1.695000076E1,-2.670000076E1
6.612765894E1,3.465000153E1,-1.843125153E1,-2.278125000E1
6.613765894E1,3.665625000E1,-1.845000076E1,-2.218125153E1
6.614765894E1,4.036875153E1,-1.811250114E1,-3.009375191E1
6.615765894E1,4.276875305E1,-1.550625038E1,-3.283125305E1
6.616765894E1,4.110000229E1,-1.700625038E1,-3.174375153E1
6.617765894E1,3.988125229E1,-1.711875153E1,-2.703750038E1
6.618765894E1,3.680625153E1,-1.830000114E1,-2.313750076E1
6.619765894E1,3.828750229E1,-1.636875153E1,-2.488125038E1
6.620765894E1,4.166250229E1,-1.861875153E1,-2.803125191E1
6.621765894E1,4.327500153E1,-1.801875114E1,-3.311250305E1
6.622765894E1,4.385625076E1,-1.640625000E1,-3.371250153E1
6.623765894E1,4.085625076E1,-1.595625019E1,-2.746875191E1
6.624765894E1,3.768750000E1,-1.798125076E1,-2.505000114E1
6.625765894E1,3.928125000E1,-1.644375038E1,-2.396250153E1
6.626765894E1,4.205625153E1,-1.721250153E1,-2.956875038E1
6.627765894E1,4.421250153E1,-1.691250038E1,-3.555000305E1
6.628765894E1,4.370625305E1,-1.811250114E1,-3.153750038E1
6.629765894E1,4.042500305E1,-1.710000038E1,-2.814375114E1
6.630765894E1,3.864375305E1,-1.725000000E1,-2.341875076E1
6.631765894E1,3.930000305E1,-1.693125153E1,-2.501250076E1
6.632765894E1,4.042500305E1,-1.890000153E1,-3.001875114E1
6.633765894E1,4.432500076E1,-1.762500000E1,-3.285000229E1
6.634765894E1,4.342500305E1,-1.674375153E1,-3.305625153E1
6.635765894E1,3.866250229E1,-1.828125000E1,-2.692500114E1
6.636765894E1,3.710625076E1,-1.689375114E1,-2.403750038E1
6.637765894E1,3.472500229E1,-1.815000153E1,-2.467500114E1
6.638765894E1,3.856875229E1,-1.890000153E1,-2.593125153E1
6.639765894E1,4.155000305E1,-1.698750114E1,-3.255000305E1
6.640765894E1,4.061250305E1,-1.715625000E1,-3.031875038E1
6.641765894E1,3.830625153E1,-1.593750095E1,-2.726250076E1
6.642765894E1,3.371250153E1,-1.736250114E1,-2.206875038E1
6.643765894E1,3.573750305E1,-1.756875038E1,-2.287500000E1
6.644765894E1,3.866250229E1,-1.830000114E1,-2.722500038E1
6.645765894E1,4.068750000E1,-1.753125000E1,-3.264375305E1
6.646765894E1,4.048125076E1,-1.781250000E1,-3.120000076E1
6.647765894E1,3.862500000E1,-1.657500076E1,-2.769375038E1
6.648765894E1,3.436875153E1,-1.828125000E1,-2.295000076E1
6.649765894E1,3.436875153E1,-1.921875000E1,-2.223750114E1
6.650765894E1,3.753750229E1,-1.741875076E1,-2.713125038E1
6.651765894E1,4.033125305E1,-1.723125076E1,-3.296250153E1
6.652765894E1,3.935625076E1,-1.839375114E1,-3.255000305E1
6.653765894E1,3.765000153E1,-1.803750038E1,-2.692500114E1
6.654765894E1,3.519375229E1,-1.841250038E1,-2.388750076E1
6.655765894E1,3.481875229E1,-1.826250076E1,-2.326875114E1
6.656765894E1,3.888750076E1,-1.736250114E1,-2.825625038E1
6.657765894E1,4.170000076E1,-1.715625000E1,-3.300000000E1
6.658765894E1,4.248750305E1,-1.711875153E1,-3.378750229E1
6.659765894E1,4.059375000E1,-1.541250038E1,-3.031875038E1
6.660765894E1,3.493125153E1,-1.762500000E1,-2.347500038E1
6.661765894E1,3.586875153E1,-1.809375000E1,-2.501250076E1
6.662765894E1,3.810000229E1,-1.884375000E1,-2.904375076E1
6.663765894E1,4.293750000E1,-1.710000038E1,-3.380625153E1
6.664765894E1,4.320000076E1,-1.635000038E1,-3.573750305E1
6.665765894E1,3.991875076E1,-1.753125000E1,-3.106875038E1
6.666765894E1,3.693750000E1,-1.726875114E1,-2.619375038E1
6.667765894E1,3.483750153E1,-2.146875000E1,-2.503125191E1
6.668765894E1,3.926250076E1,-1.897500038E1,-3.046875191E1
6.669765894E1,4.320000076E1,-1.912500000E1,-3.348750305E1
6.670765894E1,4.440000153E1,-1.620000076E1,-3.311250305E1
6.671765894E1,4.087500000E1,-1.989375114E1,-2.666250038E1
6.672765894E1,3.556875229E1,-1.951875114E1,-2.458125114E1
6.673765894E1,3.631875229E1,-1.785000038E1,-2.253750038E1
6.674765894E1,3.774375153E1,-1.897500038E1,-2.670000076E1
6.675765894E1,4.261875153E1,-1.770000076E1,-3.202500153E1
6.676765894E1,4.310625076E1,-1.725000000E1,-3.363750076E1
6.677765894E1,4.098750305E1,-1.800000000E1,-2.760000038E1
6.678765894E1,3.735000229E1,-1.653750038E1,-2.345625114E1
6.679765894E1,3.517500305E1,-1.822500038E1,-2.250000000E1
6.680765894E1,3.926250076E1,-1.822500038E1,-2.615625191E1
6.681765894E1,4.305000305E1,-1.627500153E1,-3.230625153E1
6.682765894E1,4.531875229E1,-1.758750153E1,-3.395625305E1
6.683765894E1,4.288125229E1,-1.711875153E1,-2.833125114E1
6.684765894E1,3.723750305E1,-1.738125038E1,-2.493750191E1
6.685765894E1,3.624375153E1,-1.740000153E1,-2.336250114E1
6.686765894E1,3.791250229E1,-1.726875114E1,-2.855625153E1
6.687765894E1,4.340625000E1,-1.674375153E1,-3.352500153E1
6.688765894E1,4.501875305E1,-1.509375095E1,-3.431250000E1
6.689765894E1,4.164375305E1,-1.616250038E1,-3.105000114E1
6.690765894E1,3.718125153E1,-1.545000076E1,-2.400000000E1
6.691765894E1,3.493125153E1,-1.670625114E1,-2.448750114E1
6.692765894E1,3.686250305E1,-1.736250114E1,-2.962500191E1
6.693765894E1,4.239375305E1,-1.794375038E1,-3.450000000E1
6.694765894E1,4.509375000E1,-1.760625076E1,-3.395625305E1
6.695765894E1,3.553125000E1,-1.811250114E1,-2.469375038E1
6.696765894E1,3.553125000E1,-1.811250114E1,-2.469375038E1
6.697765894E1,3.326250076E1,-1.914375114E1,-2.317500114E1
6.698765894E1,3.483750153E1,-1.807500076E1,-2.812500191E1
6.699765894E1,4.083750153E1,-1.798125076E1,-3.260625076E1
6.700765894E1,4.335000229E1,-1.721250153E1,-3.316875076E1
6.701765894E1,4.108125305E1,-1.741875076E1,-2.968125153E1
6.702765894E1,3.285000229E1,-1.965000153E1,-2.326875114E1
6.703765894E1,3.669375229E1,-1.668750000E1,-2.795625114E1
6.704765894E1,4.181250000E1,-1.530000019E1,-3.502500153E1
6.705765894E1,4.261875153E1,-1.680000114E1,-3.350625229E1
6.706765894E1,4.051875305E1,-1.798125076E1,-3.181875038E1
6.707765894E1,3.601875305E1,-1.764375114E1,-2.662500191E1
6.708765894E1,3.279375076E1,-1.732500076E1,-2.518125153E1
6.709765894E1,3.504375076E1,-1.753125000E1,-2.630625153E1
6.710765894E1,4.145625305E1,-1.687500000E1,-3.380625153E1
6.711765894E1,4.305000305E1,-1.648125076E1,-3.480000305E1
6.712765894E1,4.200000000E1,-1.488750076E1,-3.178125191E1
6.713765894E1,3.611250305E1,-1.558125019E1,-2.617500114E1
6.714765894E1,3.352500153E1,-1.661250114E1,-2.323125076E1
6.715765894E1,3.560625076E1,-1.659375000E1,-2.778750038E1
6.716765894E1,4.063125229E1,-1.642500114E1,-3.273750305E1
6.717765894E1,4.470000076E1,-1.500000095E1,-3.603750229E1
6.718765894E1,4.222500229E1,-1.486875057E1,-3.133125114E1
6.719765894E1,3.656250000E1,-1.618125153E1,-2.596875191E1
6.720765894E1,3.378750229E1,-1.678125000E1,-2.446875191E1
6.721765894E1,3.457500076E1,-1.636875153E1,-2.857500076E1
6.722765894E1,4.078125000E1,-1.876875114E1,-3.206250000E1
6.723765894E1,4.393125153E1,-1.717500114E1,-3.286875153E1
6.724765894E1,4.278750229E1,-1.608750153E1,-3.106875038E1
6.725765894E1,3.598125076E1,-1.747500038E1,-2.568750191E1
6.726765894E1,3.328125000E1,-1.758750153E1,-2.377500153E1
6.727765894E1,3.478125000E1,-1.738125038E1,-2.536875153E1
6.728765894E1,4.125000000E1,-1.749375153E1,-3.296250153E1
6.729765894E1,4.543125153E1,-1.498125076E1,-3.105000114E1
6.730765894E1,4.275000000E1,-1.685625076E1,-2.960625076E1
6.731765894E1,3.748125076E1,-1.548750019E1,-2.587500191E1
6.732765894E1,3.300000000E1,-1.680000114E1,-2.383125114E1
6.733765894E1,3.350625229E1,-1.841250038E1,-2.557500076E1
6.734765894E1,4.119375229E1,-1.711875153E1,-3.033750153E1
6.735765894E1,4.385625076E1,-1.526250076E1,-3.225000000E1
6.736765894E1,4.145625305E1,-1.550625038E1,-2.985000038E1
6.737765894E1,3.631875229E1,-1.535625076E1,-2.446875191E1
6.738765894E1,3.168750191E1,-1.713750076E1,-2.128125000E1
6.739765894E1,3.271875000E1,-1.635000038E1,-2.401875114E1
6.740765894E1,3.961875153E1,-1.524375057E1,-3.375000000E1
6.741765894E1,4.335000229E1,-1.597500038E1,-3.390000153E1
6.742765894E1,4.252500153E1,-1.584375095E1,-3.296250153E1
6.743765894E1,3.521250153E1,-1.621875000E1,-2.484375191E1
6.744765894E1,3.234375000E1,-1.743750000E1,-2.235000038E1
6.745765894E1,3.225000000E1,-1.880625153E1,-2.615625191E1
6.746765894E1,3.849375153E1,-1.828125000E1,-3.270000076E1
6.747765894E1,4.306875229E1,-1.582500076E1,-3.375000000E1
6.748765894E1,4.194375229E1,-1.711875153E1,-3.191250038E1
6.749765894E1,3.609375000E1,-1.809375000E1,-2.533125114E1
6.750765894E1,3.196875191E1,-1.719375038E1,-2.394375038E1
6.751765894E1,3.333750153E1,-2.004375076E1,-2.731875038E1
6.752765894E1,4.010625076E1,-1.995000076E1,-3.320625305E1
6.753765894E1,4.389375305E1,-1.721250153E1,-3.397500229E1
6.754765894E1,4.383750153E1,-1.530000019E1,-3.333750153E1
6.755765894E1,3.553125000E1,-1.955625153E1,-2.566875076E1
6.756765894E1,3.399375153E1,-1.833750153E1,-2.403750038E1
6.757765894E1,3.442500305E1,-2.041875076E1,-2.636250114E1
6.758765894E1,4.016250229E1,-1.886250114E1,-3.438750076E1
6.759765894E1,4.295625305E1,-1.794375038E1,-3.560625076E1
6.760765894E1,4.258125305E1,-1.599375057E1,-3.279375076E1
6.761765894E1,3.673125076E1,-1.816875076E1,-2.377500153E1
6.762765894E1,3.127500153E1,-2.025000000E1,-2.445000076E1
6.763765894E1,3.238125229E1,-2.092500114E1,-2.253750038E1
6.764765894E1,3.943125153E1,-1.852500153E1,-3.191250038E1
6.765765894E1,4.323750305E1,-1.629375076E1,-3.388125229E1
6.766765894E1,4.200000000E1,-1.550625038E1,-3.095625114E1
6.767765894E1,3.491250229E1,-1.920000076E1,-2.272500038E1
6.768765894E1,3.448125076E1,-1.858125114E1,-2.244375038E1
6.769765894E1,3.577500153E1,-2.191875076E1,-2.625000191E1
6.770765894E1,4.089375305E1,-1.815000153E1,-3.305625153E1
6.771765894E1,4.505625153E1,-1.680000114E1,-3.324375153E1
6.772765894E1,4.325625229E1,-1.687500000E1,-3.210000229E1
6.773765894E1,3.579375076E1,-1.856250000E1,-2.482500076E1
6.774765894E1,3.431250000E1,-2.051250076E1,-2.353125000E1
6.775765894E1,3.513750076E1,-2.004375076E1,-2.516250038E1
6.776765894E1,4.372500229E1,-1.683750153E1,-3.180000114E1
6.777765894E1,4.477500153E1,-1.760625076E1,-3.285000229E1
6.778765894E1,4.243125153E1,-1.612500000E1,-3.183750153E1
6.779765894E1,3.723750305E1,-1.621875000E1,-2.315625000E1
6.780765894E1,3.444375229E1,-1.715625000E1,-2.257500076E1
6.781765894E1,3.553125000E1,-1.985625076E1,-2.548125076E1
6.782765894E1,4.389375305E1,-1.815000153E1,-3.405000305E1
6.783765894E1,4.573125076E1,-1.616250038E1,-3.470625305E1
6.784765894E1,4.524375153E1,-1.631250000E1,-3.328125000E1
6.785765894E1,3.705000305E1,-1.786875153E1,-2.521875191E1
6.786765894E1,3.583125305E1,-1.728750038E1,-2.430000114E1
6.787765894E1,3.740625000E1,-1.751250076E1,-2.476875114E1
6.788765894E1,4.393125153E1,-1.717500114E1,-3.256875229E1
6.789765894E1,4.762500000E1,-1.526250076E1,-3.481875229E1
6.790765894E1,4.569375229E1,-1.381875038E1,-3.536250305E1
6.791765894E1,3.721875000E1,-1.801875114E1,-2.535000038E1
6.792765894E1,3.511875153E1,-1.745625114E1,-2.334375000E1
6.793765894E1,3.616875076E1,-1.820625114E1,-2.407500076E1
6.794765894E1,4.338750076E1,-1.593750095E1,-3.281250000E1
6.795765894E1,4.485000229E1,-1.826250076E1,-3.390000153E1
6.796765894E1,4.593750000E1,-1.470000076E1,-3.373125076E1
6.797765894E1,3.796875000E1,-1.605000114E1,-2.443125153E1
6.798765894E1,3.307500076E1,-1.633125114E1,-2.401875114E1
6.799765894E1,3.558750153E1,-1.888125038E1,-2.416875076E1
6.800765894E1,4.261875153E1,-1.591875076E1,-3.045000076E1
6.801765894E1,4.558125305E1,-1.505625057E1,-3.433125305E1
6.802765894E1,4.380000305E1,-1.451250076E1,-3.341250229E1
6.803765894E1,3.596250153E1,-1.571250057E1,-2.490000153E1
6.804765894E1,3.358125305E1,-1.531875038E1,-2.240625000E1
6.805765894E1,3.391875076E1,-1.644375038E1,-2.418750191E1
6.806765894E1,4.173750305E1,-1.586250019E1,-3.217500305E1
6.807765894E1,4.533750153E1,-1.687500000E1,-3.699375153E1
6.808765894E1,4.456875229E1,-1.387500095E1,-3.504375076E1
6.809765894E1,3.660000229E1,-1.728750038E1,-2.619375038E1
6.810765894E1,3.395625305E1,-1.815000153E1,-2.310000038E1
6.811765894E1,3.408750153E1,-1.929375076E1,-2.488125038E1
6.812765894E1,4.213125229E1,-1.839375114E1,-3.305625153E1
6.813765894E1,4.548750305E1,-1.890000153E1,-3.588750076E1
6.814765894E1,4.449375153E1,-1.590000057E1,-3.361875153E1
6.815765894E1,3.763125229E1,-1.783125114E1,-2.521875191E1
6.816765894E1,3.172500038E1,-2.030625153E1,-2.163750076E1
6.817765894E1,3.318750000E1,-1.965000153E1,-2.375625038E1
6.818765894E1,4.196250153E1,-1.833750153E1,-3.056250191E1
6.819765894E1,4.466250229E1,-1.876875114E1,-3.495000076E1
6.820765894E1,4.505625153E1,-1.588125038E1,-3.425625229E1
6.821765894E1,3.650625229E1,-1.996875000E1,-2.565000153E1
6.822765894E1,3.200625229E1,-1.775625038E1,-2.169375038E1
6.823765894E1,3.399375153E1,-1.935000038E1,-2.066250038E1
6.824765894E1,4.083750153E1,-1.839375114E1,-2.975625038E1
6.825765894E1,4.290000153E1,-1.869375038E1,-3.397500229E1
6.826765894E1,4.393125153E1,-1.695000076E1,-3.007500076E1
6.827765894E1,3.573750305E1,-1.843125153E1,-2.576250076E1
6.828765894E1,3.195000076E1,-1.614375114E1,-2.011875153E1
6.829765894E1,3.247500229E1,-1.854375076E1,-2.274375153E1
6.830765894E1,3.871875000E1,-1.899375153E1,-2.998125076E1
6.831765894E1,4.430625153E1,-1.702500153E1,-3.414375305E1
6.832765894E1,4.500000000E1,-1.666875076E1,-3.388125229E1
6.833765894E1,3.568125153E1,-1.672500038E1,-2.685000038E1
6.834765894E1,3.253125000E1,-1.809375000E1,-2.325000000E1
6.835765894E1,3.166875076E1,-1.861875153E1,-2.334375000E1
6.836765894E1,4.301250076E1,-1.762500000E1,-2.955000114E1
6.837765894E1,4.466250229E1,-2.053125000E1,-3.573750305E1
6.838765894E1,4.398750305E1,-1.764375114E1,-3.253125000E1
6.839765894E1,3.796875000E1,-1.803750038E1,-2.803125191E1
6.840765894E1,3.285000229E1,-1.725000000E1,-2.221875000E1
6.841765894E1,3.457500076E1,-1.953750038E1,-2.268750000E1
6.842765894E1,4.134375000E1,-1.820625114E1,-2.994375038E1
6.843765894E1,4.633125305E1,-1.878750038E1,-3.371250153E1
6.844765894E1,4.668750000E1,-1.721250153E1,-3.463125229E1
6.845765894E1,3.751875305E1,-1.659375000E1,-2.610000038E1
6.846765894E1,3.288750076E1,-1.959375000E1,-2.109375000E1
6.847765894E1,3.285000229E1,-1.965000153E1,-2.296875000E1
6.848765894E1,4.173750305E1,-1.801875114E1,-3.011250114E1
6.849765894E1,4.680000305E1,-1.781250000E1,-3.365625000E1
6.850765894E1,4.520625305E1,-1.790625000E1,-3.361875153E1
6.851765894E1,3.639375305E1,-1.882500076E1,-2.386875153E1
6.852765894E1,3.185625076E1,-1.728750038E1,-2.143125153E1
6.853765894E1,3.296250153E1,-1.910625076E1,-2.066250038E1
6.854765894E1,4.010625076E1,-1.618125153E1,-2.836875153E1
6.855765894E1,4.500000000E1,-1.665000153E1,-3.356250000E1
6.856765894E1,4.271250153E1,-1.711875153E1,-3.410625076E1
6.857765894E1,3.648750305E1,-1.605000114E1,-2.722500038E1
6.858765894E1,3.048750114E1,-1.758750153E1,-2.341875076E1
6.859765894E1,3.195000076E1,-1.938750076E1,-2.296875000E1
6.860765894E1,3.988125229E1,-1.890000153E1,-2.891250038E1
6.861765894E1,4.486875153E1,-1.824375153E1,-3.358125305E1
6.862765894E1,4.550625229E1,-1.762500000E1,-3.583125305E1
6.863765894E1,3.828750229E1,-1.899375153E1,-2.857500076E1
6.864765894E1,3.378750229E1,-1.676250076E1,-2.415000153E1
6.865765894E1,3.114375114E1,-2.038125038E1,-2.302500153E1
6.866765894E1,4.134375000E1,-1.820625114E1,-2.994375038E1
6.867765894E1,4.485000229E1,-2.002500153E1,-3.545625305E1
6.868765894E1,4.702500153E1,-1.689375114E1,-3.498750305E1
6.869765894E1,3.847500229E1,-1.702500153E1,-2.640000153E1
6.870765894E1,3.118125153E1,-1.783125114E1,-2.278125000E1
6.871765894E1,3.223125076E1,-1.931250000E1,-2.079375076E1
6.872765894E1,4.006875229E1,-1.869375038E1,-2.769375038E1
6.873765894E1,4.456875229E1,-1.996875000E1,-3.249375153E1
6.874765894E1,4.666875076E1,-1.723125076E1,-3.541875076E1
6.875765894E1,3.791250229E1,-1.850625038E1,-2.750625038E1
6.876765894E1,3.240000153E1,-1.800000000E1,-1.918125153E1
6.877765894E1,3.142500114E1,-1.914375114E1,-1.830000114E1
6.878765894E1,3.946875000E1,-1.646250153E1,-2.536875153E1
6.879765894E1,4.511250305E1,-1.758750153E1,-3.316875076E1
6.880765894E1,4.492500305E1,-1.539375019E1,-3.318750000E1
6.881765894E1,3.673125076E1,-1.839375114E1,-2.656875038E1
6.882765894E1,3.281250000E1,-1.770000076E1,-2.124375153E1
6.883765894E1,3.309375000E1,-1.698750114E1,-1.865625000E1
6.884765894E1,4.196250153E1,-1.732500076E1,-3.391875076E1
6.885765894E1,4.196250153E1,-1.732500076E1,-3.391875076E1
6.886765894E1,4.166250229E1,-2.030625153E1,-3.258750153E1
6.887765894E1,3.871875000E1,-1.305000019E1,-2.656875038E1
6.888765894E1,3.871875000E1,-1.305000019E1,-2.656875038E1
6.889765894E1,4.194375229E1,-8.231250763E0,-3.718125153E1
6.890765894E1,3.556875229E1,-1.385625076E1,-3.193125153E1
6.891765894E1,3.103125191E1,-1.404375076E1,-2.261250114E1
6.892765894E1,3.228750229E1,-1.944375038E1,-2.015625000E1
6.893765894E1,4.200000000E1,-1.860000038E1,-2.803125191E1
6.894765894E1,4.591875076E1,-1.775625038E1,-3.536250305E1
6.895765894E1,4.678125000E1,-1.475625038E1,-3.750000000E1
6.896765894E1,3.526875305E1,-1.591875076E1,-3.112500191E1
6.897765894E1,3.000000191E1,-1.483125019E1,-1.957500076E1
6.898765894E1,3.020625114E1,-1.730625153E1,-1.811250114E1
6.899765894E1,3.780000305E1,-1.981875038E1,-2.302500153E1
6.900765894E1,4.807500076E1,-1.740000153E1,-3.292500305E1
6.901765894E1,4.685625076E1,-1.488750076E1,-3.686250305E1
6.902765894E1,3.783750153E1,-1.558125019E1,-3.073125076E1
6.903765894E1,3.061875153E1,-1.370625019E1,-2.077500153E1
6.904765894E1,2.953125191E1,-1.695000076E1,-2.111250114E1
6.905765894E1,3.789375305E1,-1.747500038E1,-2.400000000E1
6.906765894E1,4.642500305E1,-1.796250153E1,-3.223125076E1
6.907765894E1,4.546875000E1,-1.591875076E1,-3.691875076E1
6.908765894E1,4.023750305E1,-1.381875038E1,-3.513750076E1
6.909765894E1,3.080625153E1,-1.676250076E1,-2.317500114E1
6.910765894E1,3.046875191E1,-1.653750038E1,-1.959375000E1
6.911765894E1,3.731250000E1,-1.991250038E1,-2.520000076E1
6.912765894E1,4.670625305E1,-1.841250038E1,-3.187500191E1
6.913765894E1,4.691250229E1,-1.625625038E1,-3.487500000E1
6.914765894E1,3.969375229E1,-1.629375076E1,-3.178125191E1
6.915765894E1,3.118125153E1,-1.569375038E1,-2.514375114E1
6.916765894E1,3.060000038E1,-1.768125153E1,-2.105625153E1
6.917765894E1,3.819375229E1,-1.726875114E1,-2.308125114E1
6.918765894E1,4.771875000E1,-1.567500019E1,-3.243750000E1
6.919765894E1,4.704375076E1,-1.708125114E1,-3.637500000E1
6.920765894E1,4.070625305E1,-1.531875038E1,-3.283125305E1
6.921765894E1,2.985000038E1,-1.747500038E1,-2.403750038E1
6.922765894E1,2.996250153E1,-1.756875038E1,-2.169375038E1
6.923765894E1,3.761250305E1,-1.908750153E1,-2.465625191E1
6.924765894E1,4.738125229E1,-1.775625038E1,-3.288750076E1
6.925765894E1,4.762500000E1,-1.704375076E1,-3.637500000E1
6.926765894E1,4.104375076E1,-1.408125019E1,-3.465000153E1
6.927765894E1,3.238125229E1,-1.670625114E1,-2.430000114E1
6.928765894E1,3.238125229E1,-1.522500038E1,-2.223750114E1
6.929765894E1,3.901875305E1,-1.741875076E1,-2.433750153E1
6.930765894E1,4.741875076E1,-1.618125153E1,-3.270000076E1
6.931765894E1,4.743750000E1,-1.505625057E1,-3.873750305E1
6.932765894E1,4.265625000E1,-1.323750019E1,-3.693750000E1
6.933765894E1,3.198750114E1,-1.606875038E1,-2.996250153E1
6.934765894E1,3.286875153E1,-1.569375038E1,-2.345625114E1
6.935765894E1,3.937500000E1,-1.790625000E1,-2.617500114E1
6.936765894E1,4.946250153E1,-1.576875019E1,-3.386250305E1
6.937765894E1,4.867500305E1,-1.655625153E1,-3.830625153E1
6.938765894E1,4.370625305E1,-1.400625038E1,-3.828750229E1
6.939765894E1,3.433125305E1,-1.640625000E1,-2.966250038E1
6.940765894E1,3.450000000E1,-1.515000057E1,-2.445000076E1
6.941765894E1,3.881250000E1,-2.064375114E1,-2.641875076E1
6.942765894E1,5.015625381E1,-1.601250076E1,-3.307500076E1
6.943765894E1,4.935000229E1,-1.745625114E1,-3.810000229E1
6.944765894E1,4.357500076E1,-1.528125095E1,-3.834375000E1
6.945765894E1,3.360000229E1,-1.681875038E1,-3.150000191E1
6.946765894E1,3.249375153E1,-1.636875153E1,-2.401875114E1
6.947765894E1,3.751875305E1,-1.991250038E1,-2.566875076E1
6.948765894E1,4.661250305E1,-1.621875000E1,-3.268125153E1
6.949765894E1,4.751250076E1,-1.788750076E1,-3.834375000E1
6.950765894E1,4.065000153E1,-1.663125038E1,-3.474375153E1
6.951765894E1,3.045000076E1,-1.786875153E1,-2.806875038E1
6.952765894E1,3.050625038E1,-1.756875038E1,-2.278125000E1
6.953765894E1,3.510000229E1,-1.987500000E1,-2.469375038E1
6.954765894E1,4.541250229E1,-1.717500114E1,-2.977500153E1
6.955765894E1,4.721250153E1,-1.815000153E1,-3.549375153E1
6.956765894E1,3.945000076E1,-1.479375076E1,-3.410625076E1
6.957765894E1,3.018750191E1,-1.738125038E1,-2.763750076E1
6.958765894E1,2.923125076E1,-1.773750114E1,-2.071875000E1
6.959765894E1,3.534375000E1,-1.931250000E1,-2.178750038E1
6.960765894E1,4.381875229E1,-1.726875114E1,-2.973750114E1
6.961765894E1,4.453125000E1,-1.908750153E1,-3.491250229E1
6.962765894E1,3.991875076E1,-1.535625076E1,-3.281250000E1
6.963765894E1,2.906250191E1,-1.951875114E1,-2.760000038E1
6.964765894E1,3.035625076E1,-1.646250153E1,-2.287500000E1
6.965765894E1,3.633750153E1,-1.803750038E1,-2.392500114E1
6.966765894E1,4.552500153E1,-1.663125038E1,-2.731875038E1
6.967765894E1,4.756875229E1,-1.666875076E1,-3.375000000E1
6.968765894E1,4.072500229E1,-1.614375114E1,-3.416250229E1
6.969765894E1,3.142500114E1,-1.918125153E1,-2.641875076E1
6.970765894E1,3.163125038E1,-1.543125057E1,-2.266875076E1
6.971765894E1,3.680625153E1,-1.830000114E1,-2.281875038E1
6.972765894E1,4.554375076E1,-1.837500000E1,-2.780625153E1
6.973765894E1,4.661250305E1,-1.801875114E1,-3.487500000E1
6.974765894E1,4.175625229E1,-1.586250019E1,-3.185625076E1
6.975765894E1,3.236250305E1,-1.725000000E1,-2.722500038E1
6.976765894E1,2.923125076E1,-1.931250000E1,-1.981875038E1
6.977765894E1,3.558750153E1,-1.948125076E1,-2.302500153E1
6.978765894E1,4.524375153E1,-1.586250019E1,-2.784375191E1
6.979765894E1,4.561875153E1,-1.856250000E1,-3.528750229E1
6.980765894E1,4.080000305E1,-1.627500153E1,-3.367500305E1
6.981765894E1,3.148125076E1,-1.687500000E1,-2.880000114E1
6.982765894E1,3.045000076E1,-1.657500076E1,-2.083125114E1
6.983765894E1,3.472500229E1,-1.940625000E1,-2.394375038E1
6.984765894E1,4.436250305E1,-1.910625076E1,-2.911875153E1
6.985765894E1,4.680000305E1,-1.865625000E1,-3.545625305E1
6.986765894E1,4.115625000E1,-1.522500038E1,-3.675000000E1
6.987765894E1,3.138750076E1,-1.831875038E1,-2.930625153E1
6.988765894E1,2.887500191E1,-1.685625076E1,-2.235000038E1
