"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.363639365E1,-9.571290575E-3,-1.914258152E-1,-9.671789169E0
1.363851251E1,-2.871387079E-2,-2.440679073E-1,-9.882357597E0
1.364063136E1,-2.871387079E-2,-2.153540403E-1,-9.729216576E0
1.364275022E1,-9.092725813E-2,-2.440679073E-1,-9.671789169E0
1.364486907E1,-8.614161611E-2,-2.297109663E-1,-9.528220177E0
1.364698793E1,-1.244267747E-1,-1.818545163E-1,-9.719645500E0
1.364910673E1,-2.392822690E-2,-1.866401732E-1,-9.863214493E0
1.365122558E1,-9.092725813E-2,-1.483550072E-1,-9.872786522E0
1.365334444E1,-6.699903309E-2,-2.344966233E-1,-9.796216011E0
1.365546329E1,-5.264209956E-2,-1.770688742E-1,-9.480362892E0
1.365758214E1,-1.244267747E-1,-2.440679073E-1,-9.676574707E0
1.365970100E1,-6.221338734E-2,-2.105683982E-1,-9.734002113E0
1.366181985E1,-7.178468257E-2,-1.962114573E-1,-9.729216576E0
1.366393871E1,-1.004985496E-1,-2.392822653E-1,-9.757930756E0
1.366605756E1,-3.349951655E-2,-2.105683982E-1,-9.528220177E0
1.366817636E1,-3.349951655E-2,-2.871387303E-1,-9.571290970E0
1.367029522E1,-7.657032460E-2,-2.823530734E-1,-9.710074425E0
1.367241407E1,-2.392822690E-2,-2.536391914E-1,-9.719645500E0
1.367453293E1,-1.100698411E-1,-2.727817893E-1,-9.801001549E0
1.367665178E1,-1.052841991E-1,-2.919243574E-1,-9.729216576E0
1.367877063E1,-9.571290761E-2,-2.440679073E-1,-9.676574707E0
1.368088949E1,-1.244267747E-1,-2.392822653E-1,-9.719645500E0
1.368300834E1,-1.052841991E-1,-1.962114573E-1,-9.810572624E0
1.368512714E1,-8.614161611E-2,-1.866401732E-1,-9.863214493E0
1.368724600E1,-7.178468257E-2,-1.818545163E-1,-9.820143700E0
1.368936485E1,-8.135596663E-2,-1.866401732E-1,-9.772287369E0
1.369148371E1,-8.614161611E-2,-1.531406492E-1,-9.633503914E0
1.369360256E1,-1.004985496E-1,-1.579262912E-1,-9.781859398E0
1.369572142E1,-7.657032460E-2,-1.531406492E-1,-9.762716293E0
1.369784027E1,-7.657032460E-2,-1.292124242E-1,-9.757930756E0
1.369995912E1,-8.614161611E-2,-2.057827413E-1,-9.753145218E0
1.370207798E1,-6.699903309E-2,-1.531406492E-1,-9.686145782E0
1.370419678E1,-2.871387079E-2,-1.962114573E-1,-9.724431038E0
1.370631563E1,-4.785645381E-2,-2.009970993E-1,-9.705288887E0
1.370843449E1,-5.264209956E-2,-2.105683982E-1,-9.753145218E0
1.371055334E1,-4.785645287E-3,-2.392822653E-1,-9.767501831E0
1.371267220E1,-6.699903309E-2,-2.392822653E-1,-9.820143700E0
1.371479105E1,-4.785645287E-3,-2.392822653E-1,-9.623932838E0
1.371690990E1,-5.264209956E-2,-2.249253243E-1,-9.585647583E0
1.371902876E1,-1.435693540E-2,-2.440679073E-1,-9.719645500E0
1.372114761E1,1.435693540E-2,-1.914258152E-1,-9.786644936E0
1.372326642E1,-9.571290575E-3,-2.344966233E-1,-9.729216576E0
1.372538527E1,-3.349951655E-2,-2.297109663E-1,-9.657432556E0
1.372750412E1,-8.135596663E-2,-2.105683982E-1,-9.609575272E0
1.372962298E1,-6.221338734E-2,-2.105683982E-1,-9.710074425E0
1.373174183E1,-6.221338734E-2,-2.153540403E-1,-9.815358162E0
1.373386069E1,-5.742774159E-2,-1.914258152E-1,-9.805787086E0
1.373597954E1,-8.614161611E-2,-1.818545163E-1,-9.796216011E0
1.373809839E1,-5.742774159E-2,-1.914258152E-1,-9.719645500E0
1.374021720E1,-1.004985496E-1,-2.057827413E-1,-9.805787086E0
1.374233605E1,-8.614161611E-2,-2.057827413E-1,-9.781859398E0
1.374445490E1,-1.339980662E-1,-2.105683982E-1,-9.887143135E0
1.374657376E1,-1.244267747E-1,-2.153540403E-1,-9.762716293E0
1.374869261E1,-1.435693651E-1,-2.009970993E-1,-9.786644936E0
1.375081147E1,-1.052841991E-1,-1.962114573E-1,-9.743574142E0
1.375293032E1,-5.742774159E-2,-1.674975902E-1,-9.753145218E0
1.375504918E1,-1.052841991E-1,-1.914258152E-1,-9.877572060E0
1.375716803E1,-2.392822690E-2,-1.770688742E-1,-9.671789169E0
1.375928683E1,-4.307080805E-2,-2.105683982E-1,-9.748359680E0
1.376140569E1,-2.392822690E-2,-1.962114573E-1,-9.662218094E0
1.376352454E1,-1.914258115E-2,-1.914258152E-1,-9.705288887E0
1.376564339E1,-2.871387079E-2,-2.009970993E-1,-9.796216011E0
1.376776225E1,-4.785645381E-2,-1.483550072E-1,-9.724431038E0
1.376988110E1,-2.871387079E-2,-1.962114573E-1,-9.690931320E0
1.377199996E1,-7.178468257E-2,-2.344966233E-1,-9.767501831E0
1.377411881E1,-6.221338734E-2,-1.914258152E-1,-9.690931320E0
1.377623761E1,-8.135596663E-2,-2.057827413E-1,-9.667003632E0
1.377835647E1,-1.387837082E-1,-1.962114573E-1,-9.853643417E0
1.378047532E1,-8.614161611E-2,-1.387837082E-1,-9.839286804E0
1.378259418E1,-1.244267747E-1,-1.914258152E-1,-9.882357597E0
1.378471303E1,-8.614161611E-2,-1.962114573E-1,-9.690931320E0
1.378683188E1,-7.657032460E-2,-1.722832322E-1,-9.604789734E0
1.378895074E1,-9.571290761E-2,-2.057827413E-1,-9.858428955E0
1.379106959E1,1.435693540E-2,-1.292124242E-1,-9.906285286E0
1.379318845E1,9.571290575E-3,-1.866401732E-1,-9.853643417E0
1.379530725E1,-2.871387079E-2,-2.201396823E-1,-9.729216576E0
1.379742610E1,4.785645287E-3,-1.818545163E-1,-9.590433121E0
1.379954496E1,9.571290575E-3,-2.153540403E-1,-9.700503349E0
1.380166381E1,2.392822690E-2,-1.914258152E-1,-9.781859398E0
1.380378267E1,4.307080805E-2,-2.105683982E-1,-9.877572060E0
1.380590152E1,3.349951655E-2,-2.297109663E-1,-9.772287369E0
1.380802037E1,9.571290575E-3,-2.584248483E-1,-9.667003632E0
1.381013923E1,-3.828516230E-2,-2.775674164E-1,-9.762716293E0
1.381225808E1,-6.221338734E-2,-2.344966233E-1,-9.652647018E0
1.381437694E1,-1.100698411E-1,-2.679961324E-1,-9.839286804E0
1.381649579E1,-1.004985496E-1,-2.201396823E-1,-9.781859398E0
1.381861459E1,-1.052841991E-1,-2.153540403E-1,-9.767501831E0
1.382073345E1,-7.178468257E-2,-2.344966233E-1,-9.753145218E0
1.382285230E1,-1.052841991E-1,-1.770688742E-1,-9.734002113E0
1.382497115E1,-1.244267747E-1,-2.105683982E-1,-9.805787086E0
1.382709001E1,-1.292124242E-1,-1.722832322E-1,-9.748359680E0
1.382920886E1,-1.674975902E-1,-1.292124242E-1,-9.710074425E0
1.383132772E1,-1.196411327E-1,-1.722832322E-1,-9.719645500E0
1.383344657E1,-1.148554832E-1,-1.627119333E-1,-9.724431038E0
1.383556537E1,-9.571290761E-2,-5.264209956E-2,-9.729216576E0
1.383768423E1,-7.657032460E-2,-2.392822653E-1,-9.748359680E0
1.383980308E1,-9.092725813E-2,-2.249253243E-1,-9.954142570E0
1.384192194E1,-3.349951655E-2,-6.699903309E-2,-9.748359680E0
1.384404079E1,-6.221338734E-2,-2.153540403E-1,-9.690931320E0
1.384615964E1,-4.307080805E-2,-2.775674164E-1,-9.700503349E0
1.384827850E1,-4.307080805E-2,-1.674975902E-1,-9.781859398E0
1.385039730E1,1.914258115E-2,-1.674975902E-1,-9.906285286E0
1.385251621E1,-1.914258115E-2,-1.818545163E-1,-9.963713646E0
1.385463501E1,3.349951655E-2,-2.153540403E-1,-9.614361763E0
1.385675386E1,-1.435693540E-2,-2.440679073E-1,-9.657432556E0
1.385887272E1,-1.914258115E-2,-2.057827413E-1,-9.872786522E0
1.386099157E1,3.349951655E-2,-1.483550072E-1,-9.667003632E0
1.386311042E1,-9.571290761E-2,-2.536391914E-1,-9.858428955E0
1.386522928E1,9.571290575E-3,-1.818545163E-1,-9.695717812E0
1.386734813E1,-6.699903309E-2,-1.531406492E-1,-9.533005714E0
1.386946699E1,-8.135596663E-2,-2.727817893E-1,-9.662218094E0
1.387158584E1,-5.742774159E-2,-1.674975902E-1,-9.700503349E0
1.387370464E1,-3.828516230E-2,-1.962114573E-1,-9.796216011E0
1.387582350E1,-4.307080805E-2,-2.297109663E-1,-9.743574142E0
1.387794235E1,-6.221338734E-2,-2.105683982E-1,-9.556933403E0
1.388006121E1,-6.699903309E-2,-2.679961324E-1,-9.734002113E0
1.388218006E1,-9.092725813E-2,-1.818545163E-1,-9.738788605E0
1.388429892E1,-8.135596663E-2,-1.914258152E-1,-9.882357597E0
1.388641777E1,-9.092725813E-2,-2.057827413E-1,-9.925428391E0
1.388853662E1,-4.785645381E-2,-1.722832322E-1,-9.748359680E0
1.389065548E1,-4.785645381E-2,-2.488535494E-1,-9.944570541E0
1.389277428E1,-6.221338734E-2,-1.818545163E-1,-9.781859398E0
1.389489313E1,-1.292124242E-1,-2.009970993E-1,-9.791430473E0
1.389701199E1,-1.292124242E-1,-2.584248483E-1,-9.796216011E0
1.389913084E1,-1.196411327E-1,-1.674975902E-1,-9.700503349E0
1.390124970E1,-1.292124242E-1,-2.201396823E-1,-9.786644936E0
1.390336855E1,-1.244267747E-1,-1.722832322E-1,-9.695717812E0
1.390548740E1,-1.435693651E-1,-1.674975902E-1,-9.695717812E0
1.390760626E1,-1.004985496E-1,-2.009970993E-1,-9.628718376E0
1.390972511E1,-1.244267747E-1,-1.962114573E-1,-9.810572624E0
1.391184397E1,-5.264209956E-2,-1.722832322E-1,-9.772287369E0
1.391396277E1,-5.264209956E-2,-1.722832322E-1,-9.734002113E0
1.391608162E1,-6.699903309E-2,-2.201396823E-1,-9.753145218E0
1.391820048E1,1.435693540E-2,-1.627119333E-1,-9.647860527E0
1.392031933E1,1.914258115E-2,-1.627119333E-1,-9.939785004E0
1.392243818E1,6.221338734E-2,-1.674975902E-1,-9.925428391E0
1.392455704E1,7.657032460E-2,-2.057827413E-1,-9.757930756E0
1.392667589E1,3.828516230E-2,-2.679961324E-1,-9.652647018E0
1.392879475E1,-9.571290575E-3,-2.057827413E-1,-9.561718941E0
1.393091355E1,1.914258115E-2,-2.488535494E-1,-9.777072906E0
1.393303240E1,-1.435693540E-2,-2.344966233E-1,-9.801001549E0
1.393515126E1,-3.349951655E-2,-2.440679073E-1,-9.686145782E0
1.393727011E1,-8.135596663E-2,-2.871387303E-1,-9.643074989E0
1.393938897E1,-9.571290761E-2,-2.440679073E-1,-9.489934921E0
1.394150782E1,-9.571290761E-2,-2.871387303E-1,-9.781859398E0
1.394362668E1,-7.657032460E-2,-2.632105052E-1,-9.834501266E0
1.394574553E1,-1.339980662E-1,-2.344966233E-1,-9.853643417E0
1.394786438E1,-1.052841991E-1,-2.584248483E-1,-9.815358162E0
1.394998324E1,-1.387837082E-1,-1.914258152E-1,-9.724431038E0
1.395210204E1,-1.052841991E-1,-2.297109663E-1,-9.882357597E0
1.395422089E1,-5.264209956E-2,-1.627119333E-1,-9.868000984E0
1.395633975E1,-1.196411327E-1,-1.435693651E-1,-9.958928108E0
1.395845860E1,-2.871387079E-2,-1.722832322E-1,-9.805787086E0
1.396057746E1,-1.435693651E-1,-1.722832322E-1,-9.872786522E0
1.396269631E1,-6.221338734E-2,-1.627119333E-1,-9.719645500E0
1.396481517E1,-1.244267747E-1,-1.292124242E-1,-9.638289452E0
1.396693402E1,-1.866401732E-1,-2.249253243E-1,-9.781859398E0
1.396905287E1,-6.221338734E-2,-1.579262912E-1,-9.628718376E0
1.397117168E1,-8.614161611E-2,-2.249253243E-1,-9.748359680E0
1.397329058E1,-8.135596663E-2,-2.153540403E-1,-9.705288887E0
1.397540938E1,-1.435693540E-2,-1.866401732E-1,-9.604789734E0
1.397752824E1,-4.785645381E-2,-2.823530734E-1,-9.748359680E0
1.397964709E1,-2.392822690E-2,-2.249253243E-1,-9.777072906E0
1.398176595E1,-2.871387079E-2,-2.344966233E-1,-9.791430473E0
1.398388480E1,-2.392822690E-2,-2.488535494E-1,-9.781859398E0
1.398600365E1,4.785645287E-3,-2.201396823E-1,-9.667003632E0
1.398812246E1,2.392822690E-2,-2.153540403E-1,-9.710074425E0
1.399024131E1,2.392822690E-2,-2.201396823E-1,-9.920642853E0
1.399236017E1,7.178468257E-2,-1.722832322E-1,-9.915857315E0
1.399447902E1,-1.435693540E-2,-2.057827413E-1,-9.724431038E0
1.399659787E1,-6.221338734E-2,-2.440679073E-1,-9.705288887E0
1.399871673E1,-7.178468257E-2,-1.770688742E-1,-9.667003632E0
1.400083558E1,-1.579262912E-1,-1.770688742E-1,-9.777072906E0
1.400295444E1,-1.387837082E-1,-1.722832322E-1,-9.829715729E0
1.400507329E1,-1.292124242E-1,-1.579262912E-1,-9.738788605E0
1.400719214E1,-1.866401732E-1,-2.153540403E-1,-9.777072906E0
1.400931100E1,-1.339980662E-1,-1.674975902E-1,-9.590433121E0
1.401142980E1,-1.627119333E-1,-1.818545163E-1,-9.796216011E0
1.401354865E1,-1.292124242E-1,-1.531406492E-1,-9.801001549E0
1.401566751E1,-1.004985496E-1,-1.483550072E-1,-9.734002113E0
1.401778636E1,-4.307080805E-2,-2.297109663E-1,-9.729216576E0
1.401990522E1,-2.392822690E-2,-1.674975902E-1,-9.734002113E0
1.402202407E1,3.349951655E-2,-1.962114573E-1,-9.810572624E0
1.402414293E1,4.785645381E-2,-2.153540403E-1,-9.767501831E0
1.402626178E1,9.571290575E-3,-2.249253243E-1,-9.786644936E0
1.402838058E1,3.828516230E-2,-2.392822653E-1,-9.710074425E0
1.403049944E1,-2.871387079E-2,-2.727817893E-1,-9.772287369E0
1.403261829E1,4.785645287E-3,-2.679961324E-1,-9.667003632E0
1.403473714E1,-8.135596663E-2,-2.201396823E-1,-9.609575272E0
1.403685600E1,-9.092725813E-2,-2.632105052E-1,-9.729216576E0
1.403897485E1,-8.614161611E-2,-2.153540403E-1,-9.729216576E0
1.404109371E1,-1.148554832E-1,-2.536391914E-1,-9.767501831E0
1.404321256E1,-1.244267747E-1,-2.392822653E-1,-9.671789169E0
1.404533142E1,-1.627119333E-1,-2.057827413E-1,-9.667003632E0
1.404745027E1,-1.531406492E-1,-2.153540403E-1,-9.714859962E0
1.404956907E1,-1.770688742E-1,-1.674975902E-1,-9.901499748E0
1.405168793E1,-1.292124242E-1,-1.579262912E-1,-9.911071777E0
1.405380678E1,-1.483550072E-1,-1.339980662E-1,-9.815358162E0
1.405592563E1,-8.135596663E-2,-1.483550072E-1,-9.734002113E0
1.405804449E1,-5.742774159E-2,-9.571290761E-2,-9.801001549E0
1.406016334E1,-5.742774159E-2,-9.571290761E-2,-9.891928673E0
1.406228220E1,4.785645381E-2,-1.339980662E-1,-9.868000984E0
1.406440105E1,-5.264209956E-2,-1.818545163E-1,-9.872786522E0
1.406651990E1,-2.392822690E-2,-1.770688742E-1,-9.590433121E0
1.406863871E1,-2.392822690E-2,-1.962114573E-1,-9.566504478E0
1.407075756E1,-8.135596663E-2,-2.297109663E-1,-9.700503349E0
1.407287642E1,2.392822690E-2,-1.962114573E-1,-9.700503349E0
1.407499527E1,-2.392822690E-2,-2.727817893E-1,-9.753145218E0
1.407711412E1,-2.392822690E-2,-2.871387303E-1,-9.556933403E0
1.407923298E1,-6.221338734E-2,-3.014956415E-1,-9.523433685E0
1.408135183E1,-5.742774159E-2,-3.302095234E-1,-9.667003632E0
1.408347069E1,-1.004985496E-1,-2.536391914E-1,-9.724431038E0
1.408558954E1,-4.785645381E-2,-2.679961324E-1,-9.801001549E0
1.408770839E1,-8.614161611E-2,-2.392822653E-1,-9.839286804E0
1.408982720E1,0.000000000E0,-1.914258152E-1,-9.710074425E0
1.409194605E1,-1.914258115E-2,-2.249253243E-1,-9.777072906E0
1.409406490E1,-5.264209956E-2,-1.674975902E-1,-9.743574142E0
1.409618376E1,-4.785645287E-3,-1.674975902E-1,-9.815358162E0
1.409830261E1,-7.178468257E-2,-1.627119333E-1,-9.858428955E0
1.410042147E1,-9.571290761E-2,-1.531406492E-1,-9.781859398E0
1.410254032E1,-1.244267747E-1,-1.674975902E-1,-9.743574142E0
1.410465918E1,-1.866401732E-1,-1.435693651E-1,-9.681360245E0
1.410677803E1,-1.483550072E-1,-1.627119333E-1,-9.743574142E0
1.410889688E1,-1.579262912E-1,-1.818545163E-1,-9.738788605E0
1.411101569E1,-1.962114573E-1,-2.057827413E-1,-9.853643417E0
1.411313454E1,-1.339980662E-1,-2.009970993E-1,-9.705288887E0
1.411525339E1,-2.536391914E-1,-2.201396823E-1,-9.748359680E0
1.411737225E1,-1.722832322E-1,-2.249253243E-1,-9.667003632E0
1.411949110E1,-1.962114573E-1,-1.722832322E-1,-9.714859962E0
1.412160996E1,-1.435693651E-1,-2.344966233E-1,-9.896714211E0
1.412372881E1,-7.178468257E-2,-1.674975902E-1,-9.781859398E0
1.412584766E1,-6.699903309E-2,-2.153540403E-1,-9.671789169E0
1.412796647E1,-5.264209956E-2,-2.440679073E-1,-9.628718376E0
1.413008532E1,-2.392822690E-2,-1.818545163E-1,-9.633503914E0
1.413220418E1,-1.435693540E-2,-2.153540403E-1,-9.801001549E0
1.413432303E1,-6.221338734E-2,-1.914258152E-1,-9.829715729E0
1.413644188E1,-9.092725813E-2,-2.105683982E-1,-9.643074989E0
1.413856074E1,-9.571290761E-2,-2.105683982E-1,-9.470791817E0
1.414067959E1,-1.196411327E-1,-2.105683982E-1,-9.600004196E0
1.414279845E1,-3.349951655E-2,-1.722832322E-1,-9.829715729E0
1.414491730E1,-7.178468257E-2,-1.818545163E-1,-9.858428955E0
1.414703610E1,-2.871387079E-2,-2.201396823E-1,-9.724431038E0
1.414915496E1,-8.135596663E-2,-2.153540403E-1,-9.571290970E0
1.415127381E1,-7.178468257E-2,-2.105683982E-1,-9.705288887E0
1.415339266E1,-6.221338734E-2,-1.674975902E-1,-9.844072342E0
1.415551152E1,-4.307080805E-2,-1.674975902E-1,-9.939785004E0
1.415763037E1,-6.699903309E-2,-1.962114573E-1,-9.887143135E0
1.415974923E1,9.571290575E-3,-1.818545163E-1,-9.686145782E0
1.416186808E1,-6.699903309E-2,-2.249253243E-1,-9.858428955E0
1.416398694E1,-4.785645381E-2,-1.866401732E-1,-9.748359680E0
1.416610579E1,-1.004985496E-1,-1.866401732E-1,-9.839286804E0
1.416822464E1,-1.579262912E-1,-2.297109663E-1,-9.848857880E0
1.417034345E1,-1.531406492E-1,-1.483550072E-1,-9.657432556E0
1.417246230E1,-1.818545163E-1,-2.536391914E-1,-9.714859962E0
1.417458115E1,-1.244267747E-1,-2.057827413E-1,-9.686145782E0
1.417670001E1,-1.435693651E-1,-2.057827413E-1,-9.724431038E0
1.417881886E1,-1.722832322E-1,-2.536391914E-1,-9.734002113E0
1.418093772E1,-1.387837082E-1,-2.057827413E-1,-9.576076508E0
