
time,gFx,gFy,gFz,ax,ay,az,I,Latitude,Longitude,Speed (m/s),
15:07:03:734,-1.0947,-0.2097,0.5162,1.6104,0.8255,0.0373,71.0100,50.37559102,16.28176205,0.00000000,
15:07:03:737,-1.0947,-0.2097,0.5162,0.6133,-0.0463,0.6490,71.0100,50.37559102,16.28176205,0.00000000,
15:07:03:788,-0.9121,-0.2144,0.5430,0.6133,-0.0463,0.6490,71.0100,50.37559102,16.28176205,0.00000000,
15:07:03:792,-0.7431,-0.2554,0.5043,0.6133,-0.0463,0.6490,71.0100,50.37559102,16.28176205,0.00000000,
15:07:03:795,-0.7172,-0.4312,0.4130,0.6133,-0.0463,0.6490,71.0100,50.37559102,16.28176205,0.00000000,
15:07:03:802,-0.7172,-0.4312,0.4130,0.6133,-0.0463,0.6490,71.0100,50.37559102,16.28176205,0.00000000,
15:07:03:806,-0.7172,-0.4312,0.4130,-1.8810,2.5691,0.3083,71.0100,50.37559102,16.28176205,0.00000000,
15:07:03:854,-0.5727,-0.5585,0.4278,-1.8810,2.5691,0.3083,71.0100,50.37559102,16.28176205,0.00000000,
15:07:03:856,-0.4275,-0.6604,0.4275,-1.8810,2.5691,0.3083,71.0100,50.37559102,16.28176205,0.00000000,
15:07:03:858,-0.3770,-0.6445,0.4955,-1.8810,2.5691,0.3083,71.0100,50.37559102,16.28176205,0.00000000,
15:07:03:869,-0.3770,-0.6445,0.4955,-1.8810,2.5691,0.3083,71.0100,50.37559102,16.28176205,0.00000000,
15:07:03:874,-0.3770,-0.6445,0.4955,0.0801,1.4903,0.0484,71.0100,50.37559102,16.28176205,0.00000000,
15:07:03:906,-0.3770,-0.6445,0.4955,0.0801,1.4903,0.0484,72.9675,50.37559102,16.28176205,0.00000000,
15:07:03:907,-0.3299,-0.5583,0.3643,0.0801,1.4903,0.0484,72.9675,50.37559102,16.28176205,0.00000000,
15:07:03:908,-0.3545,-0.3856,0.2407,0.0801,1.4903,0.0484,72.9675,50.37559102,16.28176205,0.00000000,
15:07:03:938,-0.3545,-0.3856,0.2407,0.0801,1.4903,0.0484,72.9675,50.37559102,16.28176205,0.00000000,
15:07:03:941,-0.3545,-0.3856,0.2407,2.3943,0.1156,-0.0274,72.9675,50.37559102,16.28176205,0.00000000,
15:07:03:964,-0.5286,-0.3752,0.4250,2.3943,0.1156,-0.0274,72.9675,50.37559102,16.28176205,0.00000000,
15:07:03:966,-0.7863,-0.4736,0.6771,2.3943,0.1156,-0.0274,72.9675,50.37559102,16.28176205,0.00000000,
15:07:03:967,-1.0058,-0.6975,0.8598,2.3943,0.1156,-0.0274,72.9675,50.37559102,16.28176205,0.00000000,
15:07:03:989,-1.2698,-1.0717,1.0702,2.3943,0.1156,-0.0274,72.9675,50.37559102,16.28176205,0.00000000,
15:07:04:005,-1.2698,-1.0717,1.0702,2.3943,0.1156,-0.0274,72.9675,50.37559102,16.28176205,0.00000000,
15:07:04:009,-1.2698,-1.0717,1.0702,-0.2627,1.7503,0.6972,72.9675,50.37559102,16.28176205,0.00000000,
15:07:04:042,-1.5506,-1.3450,0.8710,-0.2627,1.7503,0.6972,72.9675,50.37559102,16.28176205,0.00000000,
15:07:04:045,-1.1100,-1.0860,0.3700,-0.2627,1.7503,0.6972,72.9675,50.37559102,16.28176205,0.00000000,
15:07:04:047,-0.4281,-0.7136,-0.1754,-0.2627,1.7503,0.6972,72.9675,50.37559102,16.28176205,0.00000000,
15:07:04:067,-0.4281,-0.7136,-0.1754,-0.2627,1.7503,0.6972,68.9850,50.37559102,16.28176205,0.00000000,
15:07:04:072,0.0739,-0.6199,-0.0836,-0.2627,1.7503,0.6972,68.9850,50.37559102,16.28176205,0.00000000,
15:07:04:075,0.0739,-0.6199,-0.0836,-0.2627,1.7503,0.6972,68.9850,50.37559102,16.28176205,0.00000000,
15:07:04:077,0.0739,-0.6199,-0.0836,-5.9269,-4.5504,3.9193,68.9850,50.37559102,16.28176205,0.00000000,
15:07:04:134,0.1376,-0.5313,-0.0314,-5.9269,-4.5504,3.9193,68.9850,50.37559102,16.28176205,0.00000000,
15:07:04:139,0.0899,-0.4775,-0.0246,-5.9269,-4.5504,3.9193,68.9850,50.37559102,16.28176205,0.00000000,
15:07:04:142,-0.0177,-0.3877,-0.0212,-5.9269,-4.5504,3.9193,68.9850,50.37559102,16.28176205,0.00000000,
15:07:04:145,-0.0177,-0.3877,-0.0212,-5.9269,-4.5504,3.9193,68.9850,50.37559102,16.28176205,0.00000000,
15:07:04:148,-0.0177,-0.3877,-0.0212,3.8790,0.6232,-4.4027,68.9850,50.37559102,16.28176205,0.00000000,
15:07:04:201,0.0420,-0.5655,0.0004,3.8790,0.6232,-4.4027,68.9850,50.37559102,16.28176205,0.00000000,
15:07:04:204,-0.1613,-0.8325,-0.0096,3.8790,0.6232,-4.4027,68.9850,50.37559102,16.28176205,0.00000000,
15:07:04:207,-0.9996,-1.1489,0.4364,3.8790,0.6232,-4.4027,68.9850,50.37559102,16.28176205,0.00000000,
15:07:04:210,-0.9996,-1.1489,0.4364,3.8790,0.6232,-4.4027,68.9850,50.37559102,16.28176205,0.00000000,
15:07:04:213,-0.9996,-1.1489,0.4364,2.3948,4.0586,-2.7060,68.9850,50.37559102,16.28176205,0.00000000,
15:07:04:227,-0.9996,-1.1489,0.4364,2.3948,4.0586,-2.7060,67.0275,50.37559102,16.28176205,0.00000000,
15:07:04:229,-1.2000,-1.5154,0.4363,2.3948,4.0586,-2.7060,67.0275,50.37559102,16.28176205,0.00000000,
15:07:04:277,-1.2000,-1.5154,0.4363,2.3948,4.0586,-2.7060,67.0275,50.37559102,16.28176205,0.00000000,
15:07:04:281,-1.2000,-1.5154,0.4363,-9.0768,-2.5358,0.7201,67.0275,50.37559102,16.28176205,0.00000000,
15:07:04:294,-0.9602,-1.4683,0.1610,-9.0768,-2.5358,0.7201,67.0275,50.37559102,16.28176205,0.00000000,
15:07:04:298,-0.7577,-1.1085,0.1934,-9.0768,-2.5358,0.7201,67.0275,50.37559102,16.28176205,0.00000000,
15:07:04:301,-0.3167,-0.9591,0.2313,-9.0768,-2.5358,0.7201,67.0275,50.37559102,16.28176205,0.00000000,
15:07:04:304,-0.1356,-0.9402,0.1820,-9.0768,-2.5358,0.7201,67.0275,50.37559102,16.28176205,0.00000000,
15:07:04:343,-0.1356,-0.9402,0.1820,-9.0768,-2.5358,0.7201,67.0275,50.37559102,16.28176205,0.00000000,
15:07:04:348,-0.1356,-0.9402,0.1820,-7.9017,-2.1892,-0.1796,67.0275,50.37559102,16.28176205,0.00000000,
15:07:04:361,-0.2655,-0.9585,0.0809,-7.9017,-2.1892,-0.1796,67.0275,50.37559102,16.28176205,0.00000000,
15:07:04:364,-0.2671,-1.1692,-0.2820,-7.9017,-2.1892,-0.1796,67.0275,50.37559102,16.28176205,0.00000000,
15:07:04:367,0.4907,-1.1684,-0.7761,-7.9017,-2.1892,-0.1796,67.0275,50.37559102,16.28176205,0.00000000,
15:07:04:387,0.4907,-1.1684,-0.7761,-7.9017,-2.1892,-0.1796,56.9700,50.37559102,16.28176205,0.00000000,
15:07:04:392,1.0359,-1.0735,-0.6813,-7.9017,-2.1892,-0.1796,56.9700,50.37559102,16.28176205,0.00000000,
15:07:04:411,1.0359,-1.0735,-0.6813,-7.9017,-2.1892,-0.1796,56.9700,50.37559102,16.28176205,0.00000000,
15:07:04:417,1.0359,-1.0735,-0.6813,-1.9028,-1.0781,-2.5932,56.9700,50.37559102,16.28176205,0.00000000,
15:07:04:454,0.7574,-1.0224,0.0205,-1.9028,-1.0781,-2.5932,56.9700,50.37559102,16.28176205,0.00000000,
15:07:04:458,0.4040,-0.9900,0.6135,-1.9028,-1.0781,-2.5932,56.9700,50.37559102,16.28176205,0.00000000,
15:07:04:462,0.4717,-1.0187,0.6866,-1.9028,-1.0781,-2.5932,56.9700,50.37559102,16.28176205,0.00000000,
15:07:04:480,0.4717,-1.0187,0.6866,-1.9028,-1.0781,-2.5932,56.9700,50.37559102,16.28176205,0.00000000,
15:07:04:485,0.4717,-1.0187,0.6866,6.2971,-0.6835,-1.9927,56.9700,50.37559102,16.28176205,0.00000000,
15:07:04:521,0.4640,-1.0223,0.4958,6.2971,-0.6835,-1.9927,56.9700,50.37559102,16.28176205,0.00000000,
15:07:04:525,0.2874,-0.9788,0.2827,6.2971,-0.6835,-1.9927,56.9700,50.37559102,16.28176205,0.00000000,
15:07:04:527,0.2533,-0.9906,0.0872,6.2971,-0.6835,-1.9927,56.9700,50.37559102,16.28176205,0.00000000,
15:07:04:547,0.2533,-0.9906,0.0872,6.2971,-0.6835,-1.9927,52.9875,50.37559102,16.28176205,0.00000000,
15:07:04:552,0.2937,-0.9594,-0.0219,6.2971,-0.6835,-1.9927,52.9875,50.37559102,16.28176205,0.00000000,
15:07:04:555,0.2937,-0.9594,-0.0219,6.2971,-0.6835,-1.9927,52.9875,50.37559102,16.28176205,0.00000000,
15:07:04:557,0.2937,-0.9594,-0.0219,2.3056,-0.3446,3.9467,52.9875,50.37559102,16.28176205,0.00000000,
15:07:04:614,0.3278,-0.9314,-0.0378,2.3056,-0.3446,3.9467,52.9875,50.37559102,16.28176205,0.00000000,
15:07:04:618,0.3340,-0.9300,0.0117,2.3056,-0.3446,3.9467,52.9875,50.37559102,16.28176205,0.00000000,
15:07:04:621,0.3205,-0.9489,0.0846,2.3056,-0.3446,3.9467,52.9875,50.37559102,16.28176205,0.00000000,
15:07:04:624,0.2731,-0.9748,0.1623,2.3056,-0.3446,3.9467,52.9875,50.37559102,16.28176205,0.00000000,
15:07:04:627,0.2731,-0.9748,0.1623,2.3056,-0.3446,3.9467,52.9875,50.37559102,16.28176205,0.00000000,
15:07:04:630,0.2731,-0.9748,0.1623,1.1130,0.1318,-0.6323,52.9875,50.37559102,16.28176205,0.00000000,
15:07:04:675,0.2331,-1.0176,0.1909,1.1130,0.1318,-0.6323,52.9875,50.37559102,16.28176205,0.00000000,
15:07:04:678,0.2031,-1.0400,0.1635,1.1130,0.1318,-0.6323,52.9875,50.37559102,16.28176205,0.00000000,
15:07:04:681,0.1999,-1.0423,0.0885,1.1130,0.1318,-0.6323,52.9875,50.37559102,16.28176205,0.00000000,
15:07:04:683,0.1999,-1.0423,0.0885,1.1130,0.1318,-0.6323,52.9875,50.37559102,16.28176205,0.00000000,
15:07:04:689,0.1999,-1.0423,0.0885,0.9869,0.0900,0.1579,52.9875,50.37559102,16.28176205,0.00000000,
15:07:04:707,0.1999,-1.0423,0.0885,0.9869,0.0900,0.1579,54.0000,50.37559102,16.28176205,0.00000000,
15:07:04:711,0.2124,-1.0303,0.0093,0.9869,0.0900,0.1579,54.0000,50.37559102,16.28176205,0.00000000,
15:07:04:750,0.2124,-1.0303,0.0093,0.9869,0.0900,0.1579,54.0000,50.37559102,16.28176205,0.00000000,
15:07:04:755,0.2124,-1.0303,0.0093,-0.0452,-0.6675,-0.0824,54.0000,50.37559102,16.28176205,0.00000000,
15:07:04:774,0.1898,-1.0089,-0.0314,-0.0452,-0.6675,-0.0824,54.0000,50.37559102,16.28176205,0.00000000,
15:07:04:778,0.1576,-0.9764,-0.0959,-0.0452,-0.6675,-0.0824,54.0000,50.37559102,16.28176205,0.00000000,
15:07:04:781,0.1872,-0.9811,-0.1864,-0.0452,-0.6675,-0.0824,54.0000,50.37559102,16.28176205,0.00000000,
15:07:04:818,0.1872,-0.9811,-0.1864,-0.0452,-0.6675,-0.0824,54.0000,50.37559102,16.28176205,0.00000000,
15:07:04:822,0.1872,-0.9811,-0.1864,0.0648,-0.1294,-1.7904,54.0000,50.37559102,16.28176205,0.00000000,
15:07:04:840,0.2658,-0.9988,-0.2328,0.0648,-0.1294,-1.7904,54.0000,50.37559102,16.28176205,0.00000000,
15:07:04:842,0.2782,-0.9825,-0.1693,0.0648,-0.1294,-1.7904,54.0000,50.37559102,16.28176205,0.00000000,
15:07:04:843,0.2219,-0.9898,0.0797,0.0648,-0.1294,-1.7904,54.0000,50.37559102,16.28176205,0.00000000,
15:07:04:866,0.2219,-0.9898,0.0797,0.0648,-0.1294,-1.7904,60.0075,50.37559102,16.28176205,0.00000000,
15:07:04:868,0.1740,-1.0483,0.6366,0.0648,-0.1294,-1.7904,60.0075,50.37559102,16.28176205,0.00000000,
15:07:04:869,0.2587,-1.0610,0.9831,0.0648,-0.1294,-1.7904,60.0075,50.37559102,16.28176205,0.00000000,
15:07:04:886,0.2587,-1.0610,0.9831,0.0648,-0.1294,-1.7904,60.0075,50.37559102,16.28176205,0.00000000,
15:07:04:890,0.2587,-1.0610,0.9831,1.5747,-0.0084,-2.0724,60.0075,50.37559102,16.28176205,0.00000000,
15:07:04:934,0.5691,-1.0255,0.7550,1.5747,-0.0084,-2.0724,60.0075,50.37559102,16.28176205,0.00000000,
15:07:04:936,0.6765,-0.9575,0.3625,1.5747,-0.0084,-2.0724,60.0075,50.37559102,16.28176205,0.00000000,
15:07:04:937,0.5344,-0.8623,-0.0938,1.5747,-0.0084,-2.0724,60.0075,50.37559102,16.28176205,0.00000000,
15:07:04:954,0.5344,-0.8623,-0.0938,1.5747,-0.0084,-2.0724,60.0075,50.37559102,16.28176205,0.00000000,
15:07:04:958,0.5344,-0.8623,-0.0938,2.3020,-0.6887,4.5840,60.0075,50.37559102,16.28176205,0.00000000,
15:07:04:964,0.3944,-0.8742,-0.2561,2.3020,-0.6887,4.5840,60.0075,50.37559102,16.28176205,0.00000000,
15:07:04:977,0.1140,-1.0170,-0.0990,2.3020,-0.6887,4.5840,60.0075,50.37559102,16.28176205,0.00000000,
15:07:04:995,-0.1179,-1.1308,0.2619,2.3020,-0.6887,4.5840,60.0075,50.37559102,16.28176205,0.00000000,
15:07:05:021,-0.1179,-1.1308,0.2619,2.3020,-0.6887,4.5840,60.0075,50.37559102,16.28176205,0.00000000,
15:07:05:025,-0.1179,-1.1308,0.2619,3.2814,0.5688,-3.3599,60.0075,50.37559102,16.28176205,0.00000000,
15:07:05:026,-0.1179,-1.1308,0.2619,3.2814,0.5688,-3.3599,71.0100,50.37559102,16.28176205,0.00000000,
15:07:05:027,-0.2130,-1.1038,0.4426,3.2814,0.5688,-3.3599,71.0100,50.37559102,16.28176205,0.00000000,
15:07:05:090,-0.2130,-1.1038,0.4426,3.2814,0.5688,-3.3599,71.0100,50.37559102,16.28176205,0.00000000,
15:07:05:093,-0.2130,-1.1038,0.4426,-2.0112,-1.2878,-0.4683,71.0100,50.37559102,16.28176205,0.00000000,
15:07:05:094,-0.1528,-1.0146,0.4382,-2.0112,-1.2878,-0.4683,71.0100,50.37559102,16.28176205,0.00000000,
15:07:05:096,-0.0563,-0.8903,0.4352,-2.0112,-1.2878,-0.4683,71.0100,50.37559102,16.28176205,0.00000000,
15:07:05:097,-0.0137,-0.7979,0.4134,-2.0112,-1.2878,-0.4683,71.0100,50.37559102,16.28176205,0.00000000,
15:07:05:157,-0.0137,-0.7979,0.4134,-2.0112,-1.2878,-0.4683,71.0100,50.37559102,16.28176205,0.00000000,
15:07:05:160,-0.0010,-0.7249,0.3570,-2.0112,-1.2878,-0.4683,71.0100,50.37559102,16.28176205,0.00000000,
15:07:05:161,-0.0050,-0.6750,0.2901,-2.0112,-1.2878,-0.4683,71.0100,50.37559102,16.28176205,0.00000000,
15:07:05:162,-0.0228,-0.6508,0.2190,-2.0112,-1.2878,-0.4683,71.0100,50.37559102,16.28176205,0.00000000,
15:07:05:164,-0.0228,-0.6508,0.2190,-1.6648,0.8606,0.1399,71.0100,50.37559102,16.28176205,0.00000000,
15:07:05:187,-0.0228,-0.6508,0.2190,-1.6648,0.8606,0.1399,76.0050,50.37559102,16.28176205,0.00000000,
15:07:05:189,-0.0026,-0.6342,0.1597,-1.6648,0.8606,0.1399,76.0050,50.37559102,16.28176205,0.00000000,
15:07:05:190,0.0858,-0.6147,0.1412,-1.6648,0.8606,0.1399,76.0050,50.37559102,16.28176205,0.00000000,
15:07:05:225,0.0858,-0.6147,0.1412,-1.6648,0.8606,0.1399,76.0050,50.37559102,16.28176205,0.00000000,
15:07:05:228,0.0858,-0.6147,0.1412,-1.8855,2.1756,-1.4594,76.0050,50.37559102,16.28176205,0.00000000,
15:07:05:253,0.2233,-0.6267,0.1589,-1.8855,2.1756,-1.4594,76.0050,50.37559102,16.28176205,0.00000000,
15:07:05:255,0.3932,-0.6482,0.2561,-1.8855,2.1756,-1.4594,76.0050,50.37559102,16.28176205,0.00000000,
15:07:05:256,0.5637,-0.6754,0.4538,-1.8855,2.1756,-1.4594,76.0050,50.37559102,16.28176205,0.00000000,
15:07:05:294,0.5637,-0.6754,0.4538,-1.8855,2.1756,-1.4594,76.0050,50.37559102,16.28176205,0.00000000,
15:07:05:299,0.5637,-0.6754,0.4538,-0.1444,2.2245,-0.8796,76.0050,50.37559102,16.28176205,0.00000000,
15:07:05:321,0.6083,-0.7370,0.5880,-0.1444,2.2245,-0.8796,76.0050,50.37559102,16.28176205,0.00000000,
15:07:05:325,0.5507,-0.8736,0.5369,-0.1444,2.2245,-0.8796,76.0050,50.37559102,16.28176205,0.00000000,
15:07:05:328,0.4711,-0.9886,0.4458,-0.1444,2.2245,-0.8796,76.0050,50.37559102,16.28176205,0.00000000,
15:07:05:347,0.4711,-0.9886,0.4458,-0.1444,2.2245,-0.8796,73.9800,50.37559102,16.28176205,0.00000000,
15:07:05:350,0.4925,-0.9464,0.4383,-0.1444,2.2245,-0.8796,73.9800,50.37559102,16.28176205,0.00000000,
15:07:05:361,0.4925,-0.9464,0.4383,-0.1444,2.2245,-0.8796,73.9800,50.37559102,16.28176205,0.00000000,
15:07:05:365,0.4925,-0.9464,0.4383,2.4798,0.6550,2.5375,73.9800,50.37559102,16.28176205,0.00000000,
15:07:05:414,0.5757,-0.8369,0.5471,2.4798,0.6550,2.5375,73.9800,50.37559102,16.28176205,0.00000000,
15:07:05:419,0.5236,-0.7717,0.7465,2.4798,0.6550,2.5375,73.9800,50.37559102,16.28176205,0.00000000,
15:07:05:422,0.1641,-0.9264,0.7421,2.4798,0.6550,2.5375,73.9800,50.37559102,16.28176205,0.00000000,
15:07:05:431,0.1641,-0.9264,0.7421,2.4798,0.6550,2.5375,73.9800,50.37559102,16.28176205,0.00000000,
15:07:05:434,0.1641,-0.9264,0.7421,1.6103,-0.2355,2.6742,73.9800,50.37559102,16.28176205,0.00000000,
15:07:05:435,0.0671,-1.2959,0.5414,1.6103,-0.2355,2.6742,73.9800,50.37559102,16.28176205,0.00000000,
15:07:05:496,0.0671,-1.2959,0.5414,1.6103,-0.2355,2.6742,73.9800,50.37559102,16.28176205,0.00000000,
15:07:05:500,0.0936,-1.6691,0.3366,1.6103,-0.2355,2.6742,73.9800,50.37559102,16.28176205,0.00000000,
15:07:05:503,0.0221,-1.6776,0.3705,1.6103,-0.2355,2.6742,73.9800,50.37559102,16.28176205,0.00000000,
15:07:05:506,-0.0884,-0.9990,0.3073,1.6103,-0.2355,2.6742,73.9800,50.37559102,16.28176205,0.00000000,
15:07:05:508,-0.0884,-0.9990,0.3073,-1.5404,-2.7213,3.1389,73.9800,50.37559102,16.28176205,0.00000000,
15:07:05:552,0.0599,-0.5907,0.1311,-1.5404,-2.7213,3.1389,73.9800,50.37559102,16.28176205,0.00000000,
15:07:05:554,0.2914,-0.6533,0.1128,-1.5404,-2.7213,3.1389,73.9800,50.37559102,16.28176205,0.00000000,
15:07:05:556,0.4701,-0.8242,0.1761,-1.5404,-2.7213,3.1389,73.9800,50.37559102,16.28176205,0.00000000,
15:07:05:564,0.4701,-0.8242,0.1761,-1.5404,-2.7213,3.1389,73.9800,50.37559102,16.28176205,0.00000000,
15:07:05:569,0.4701,-0.8242,0.1761,-2.4951,-1.6744,0.4550,73.9800,50.37559102,16.28176205,0.00000000,
15:07:05:620,0.5637,-0.8827,0.1165,-2.4951,-1.6744,0.4550,73.9800,50.37559102,16.28176205,0.00000000,
15:07:05:623,0.5044,-0.9441,-0.0142,-2.4951,-1.6744,0.4550,73.9800,50.37559102,16.28176205,0.00000000,
15:07:05:626,0.4019,-0.9553,-0.1234,-2.4951,-1.6744,0.4550,73.9800,50.37559102,16.28176205,0.00000000,
15:07:05:632,0.4019,-0.9553,-0.1234,-2.4951,-1.6744,0.4550,73.9800,50.37559102,16.28176205,0.00000000,
15:07:05:637,0.4019,-0.9553,-0.1234,1.2823,1.4257,-0.4557,73.9800,50.37559102,16.28176205,0.00000000,
15:07:05:667,0.4019,-0.9553,-0.1234,1.2823,1.4257,-0.4557,77.0175,50.37559102,16.28176205,0.00000000,
15:07:05:669,0.2414,-0.9143,-0.1642,1.2823,1.4257,-0.4557,77.0175,50.37559102,16.28176205,0.00000000,
15:07:05:671,0.1808,-0.8577,-0.1921,1.2823,1.4257,-0.4557,77.0175,50.37559102,16.28176205,0.00000000,
15:07:05:699,0.1808,-0.8577,-0.1921,1.2823,1.4257,-0.4557,77.0175,50.37559102,16.28176205,0.00000000,
15:07:05:703,0.1808,-0.8577,-0.1921,0.5224,0.2319,-2.2869,77.0175,50.37559102,16.28176205,0.00000000,
15:07:05:734,0.2274,-0.9071,-0.2240,0.5224,0.2319,-2.2869,77.0175,50.37559102,16.28176205,0.00000000,
15:07:05:738,0.2534,-1.0063,-0.2152,0.5224,0.2319,-2.2869,77.0175,50.37559102,16.28176205,0.00000000,
15:07:05:741,0.2883,-1.0296,-0.1727,0.5224,0.2319,-2.2869,77.0175,50.37559102,16.28176205,0.00000000,
15:07:05:746,0.3122,-1.0004,-0.1116,0.5224,0.2319,-2.2869,77.0175,50.37559102,16.28176205,0.00000000,
15:07:05:769,0.3122,-1.0004,-0.1116,0.5224,0.2319,-2.2869,77.0175,50.37559102,16.28176205,0.00000000,
15:07:05:773,0.3122,-1.0004,-0.1116,-0.1029,0.1664,-2.1657,77.0175,50.37559102,16.28176205,0.00000000,
15:07:05:802,0.3050,-0.9958,-0.0285,-0.1029,0.1664,-2.1657,77.0175,50.37559102,16.28176205,0.00000000,
15:07:05:805,0.2995,-0.9876,0.0321,-0.1029,0.1664,-2.1657,77.0175,50.37559102,16.28176205,0.00000000,
15:07:05:808,0.2963,-0.9632,0.0389,-0.1029,0.1664,-2.1657,77.0175,50.37559102,16.28176205,0.00000000,
15:07:05:827,0.2963,-0.9632,0.0389,-0.1029,0.1664,-2.1657,73.9800,50.37559102,16.28176205,0.00000000,
15:07:05:828,0.2713,-0.9345,-0.0104,-0.1029,0.1664,-2.1657,73.9800,50.37559102,16.28176205,0.00000000,
15:07:05:836,0.2713,-0.9345,-0.0104,-0.1029,0.1664,-2.1657,73.9800,50.37559102,16.28176205,0.00000000,
15:07:05:840,0.2713,-0.9345,-0.0104,0.6711,-0.2209,-0.2742,73.9800,50.37559102,16.28176205,0.00000000,
15:07:05:894,0.2475,-0.9238,-0.0552,0.6711,-0.2209,-0.2742,73.9800,50.37559102,16.28176205,0.00000000,
15:07:05:897,0.2380,-0.9244,-0.0568,0.6711,-0.2209,-0.2742,73.9800,50.37559102,16.28176205,0.00000000,
15:07:05:900,0.2287,-0.9200,-0.0614,0.6711,-0.2209,-0.2742,73.9800,50.37559102,16.28176205,0.00000000,
15:07:05:903,0.2287,-0.9200,-0.0614,0.6711,-0.2209,-0.2742,73.9800,50.37559102,16.28176205,0.00000000,
15:07:05:909,0.2287,-0.9200,-0.0614,0.3844,0.2983,0.4392,73.9800,50.37559102,16.28176205,0.00000000,
15:07:05:969,0.2385,-0.9253,-0.0784,0.3844,0.2983,0.4392,73.9800,50.37559102,16.28176205,0.00000000,
15:07:05:973,0.2562,-0.9460,-0.1042,0.3844,0.2983,0.4392,73.9800,50.37558552,16.28177650,0.51999998,
15:07:05:974,0.2754,-0.9587,-0.1044,0.3844,0.2983,0.4392,73.9800,50.37558552,16.28177650,0.51999998,
15:07:05:976,0.2614,-0.9477,-0.0622,0.3844,0.2983,0.4392,73.9800,50.37558552,16.28177650,0.51999998,
15:07:05:977,0.2614,-0.9477,-0.0622,0.3844,0.2983,0.4392,73.9800,50.37558552,16.28177650,0.51999998,
15:07:05:977,0.2614,-0.9477,-0.0622,0.0477,0.4111,0.2075,73.9800,50.37558552,16.28177650,0.51999998,
15:07:05:999,0.2368,-0.9234,-0.0265,0.0477,0.4111,0.2075,73.9800,50.37558552,16.28177650,0.51999998,
15:07:06:039,0.2167,-0.8803,-0.0250,0.0477,0.4111,0.2075,73.9800,50.37558552,16.28177650,0.51999998,
15:07:06:041,0.1998,-0.8557,-0.0519,0.0477,0.4111,0.2075,73.9800,50.37558552,16.28177650,0.51999998,
15:07:06:043,0.1998,-0.8557,-0.0519,0.0477,0.4111,0.2075,73.9800,50.37558552,16.28177650,0.51999998,
15:07:06:044,0.1998,-0.8557,-0.0519,0.1964,0.1018,0.2889,73.9800,50.37558552,16.28177650,0.51999998,
15:07:06:104,0.2111,-0.8683,-0.0744,0.1964,0.1018,0.2889,73.9800,50.37558552,16.28177650,0.51999998,
15:07:06:108,0.2080,-0.9198,-0.0635,0.1964,0.1018,0.2889,73.9800,50.37558552,16.28177650,0.51999998,
15:07:06:111,0.1735,-0.9744,-0.0472,0.1964,0.1018,0.2889,73.9800,50.37558552,16.28177650,0.51999998,
15:07:06:113,0.1735,-0.9744,-0.0472,0.1964,0.1018,0.2889,73.9800,50.37558552,16.28177650,0.51999998,
15:07:06:114,0.1735,-0.9744,-0.0472,-0.3971,0.6410,0.9575,73.9800,50.37558552,16.28177650,0.51999998,
15:07:06:147,0.1735,-0.9744,-0.0472,-0.3971,0.6410,0.9575,67.9725,50.37558552,16.28177650,0.51999998,
15:07:06:150,0.1291,-1.0080,-0.0368,-0.3971,0.6410,0.9575,67.9725,50.37558552,16.28177650,0.51999998,
15:07:06:151,0.0790,-1.0457,-0.0211,-0.3971,0.6410,0.9575,67.9725,50.37558552,16.28177650,0.51999998,
15:07:06:175,0.0790,-1.0457,-0.0211,-0.3971,0.6410,0.9575,67.9725,50.37558552,16.28177650,0.51999998,
15:07:06:178,0.0790,-1.0457,-0.0211,-0.7479,-0.1723,1.0386,67.9725,50.37558552,16.28177650,0.51999998,
15:07:06:214,0.0430,-1.0857,0.0054,-0.7479,-0.1723,1.0386,67.9725,50.37558552,16.28177650,0.51999998,
15:07:06:216,0.0539,-1.1545,-0.0134,-0.7479,-0.1723,1.0386,67.9725,50.37558552,16.28177650,0.51999998,
15:07:06:218,0.1326,-1.2330,-0.0884,-0.7479,-0.1723,1.0386,67.9725,50.37558552,16.28177650,0.51999998,
15:07:06:242,0.1326,-1.2330,-0.0884,-0.7479,-0.1723,1.0386,67.9725,50.37558552,16.28177650,0.51999998,
15:07:06:248,0.1326,-1.2330,-0.0884,-1.5640,-1.3971,1.6831,67.9725,50.37558552,16.28177650,0.51999998,
15:07:06:269,0.2574,-1.2137,-0.1173,-1.5640,-1.3971,1.6831,67.9725,50.37558552,16.28177650,0.51999998,
15:07:06:273,0.2533,-1.1221,-0.0052,-1.5640,-1.3971,1.6831,67.9725,50.37558552,16.28177650,0.51999998,
15:07:06:276,0.2748,-1.0569,0.1353,-1.5640,-1.3971,1.6831,67.9725,50.37558552,16.28177650,0.51999998,
15:07:06:307,0.2748,-1.0569,0.1353,-1.5640,-1.3971,1.6831,67.0275,50.37558552,16.28177650,0.51999998,
15:07:06:310,0.2453,-1.1139,0.2479,-1.5640,-1.3971,1.6831,67.0275,50.37558552,16.28177650,0.51999998,
15:07:06:312,0.0760,-1.2273,0.2814,-1.5640,-1.3971,1.6831,67.0275,50.37558552,16.28177650,0.51999998,
15:07:06:313,0.0760,-1.2273,0.2814,-1.5640,-1.3971,1.6831,67.0275,50.37558552,16.28177650,0.51999998,
15:07:06:315,0.0760,-1.2273,0.2814,-0.1062,-2.0648,1.1110,67.0275,50.37558552,16.28177650,0.51999998,
