
time,gFx,gFy,gFz,ax,ay,az,I,Latitude,Longitude,Speed (m/s),
15:06:58:243,0.0167,-0.0029,1.0051,-0.0498,0.0326,-0.0007,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:245,0.0197,-0.0032,1.0041,-0.0498,0.0326,-0.0007,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:246,0.0202,-0.0016,1.0056,-0.0498,0.0326,-0.0007,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:247,0.0202,-0.0016,1.0056,-0.0304,-0.0110,-0.0021,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:308,0.0202,-0.0016,1.0056,-0.0304,-0.0110,-0.0021,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:310,0.0202,-0.0009,1.0045,-0.0304,-0.0110,-0.0021,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:311,0.0184,0.0001,1.0051,-0.0304,-0.0110,-0.0021,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:312,0.0160,0.0008,1.0048,-0.0304,-0.0110,-0.0021,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:313,0.0160,0.0008,1.0048,0.0365,-0.0177,0.0027,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:376,0.0160,0.0008,1.0048,0.0365,-0.0177,0.0027,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:378,0.0143,0.0013,1.0038,0.0365,-0.0177,0.0027,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:379,0.0123,0.0005,1.0050,0.0365,-0.0177,0.0027,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:380,0.0115,0.0000,1.0049,0.0365,-0.0177,0.0027,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:381,0.0115,0.0000,1.0049,0.0081,0.0062,-0.0002,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:428,0.0115,0.0000,1.0049,0.0081,0.0062,-0.0002,797.9850,50.37559099,16.28176144,0.00000000,
15:06:58:431,0.0130,-0.0003,1.0039,0.0081,0.0062,-0.0002,797.9850,50.37559099,16.28176144,0.00000000,
15:06:58:433,0.0145,0.0000,1.0046,0.0081,0.0062,-0.0002,797.9850,50.37559099,16.28176144,0.00000000,
15:06:58:436,0.0163,-0.0012,1.0049,0.0081,0.0062,-0.0002,797.9850,50.37559099,16.28176144,0.00000000,
15:06:58:445,0.0163,-0.0012,1.0049,0.0081,0.0062,-0.0002,797.9850,50.37559099,16.28176144,0.00000000,
15:06:58:449,0.0163,-0.0012,1.0049,-0.0303,0.0033,0.0000,797.9850,50.37559099,16.28176144,0.00000000,
15:06:58:494,0.0177,-0.0004,1.0052,-0.0303,0.0033,0.0000,797.9850,50.37559099,16.28176144,0.00000000,
15:06:58:497,0.0174,-0.0007,1.0044,-0.0303,0.0033,0.0000,797.9850,50.37559099,16.28176144,0.00000000,
15:06:58:499,0.0176,0.0009,1.0047,-0.0303,0.0033,0.0000,797.9850,50.37559099,16.28176144,0.00000000,
15:06:58:513,0.0176,0.0009,1.0047,-0.0303,0.0033,0.0000,797.9850,50.37559099,16.28176144,0.00000000,
15:06:58:517,0.0176,0.0009,1.0047,0.0067,-0.0031,0.0023,797.9850,50.37559099,16.28176144,0.00000000,
15:06:58:561,0.0168,0.0006,1.0053,0.0067,-0.0031,0.0023,797.9850,50.37559099,16.28176144,0.00000000,
15:06:58:564,0.0143,-0.0006,1.0051,0.0067,-0.0031,0.0023,797.9850,50.37559099,16.28176144,0.00000000,
15:06:58:567,0.0127,0.0001,1.0057,0.0067,-0.0031,0.0023,797.9850,50.37559099,16.28176144,0.00000000,
15:06:58:580,0.0127,0.0001,1.0057,0.0067,-0.0031,0.0023,797.9850,50.37559099,16.28176144,0.00000000,
15:06:58:585,0.0127,0.0001,1.0057,0.0126,0.0044,0.0023,797.9850,50.37559099,16.28176144,0.00000000,
15:06:58:588,0.0127,0.0001,1.0057,0.0126,0.0044,0.0023,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:590,0.0121,-0.0004,1.0043,0.0126,0.0044,0.0023,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:649,0.0121,-0.0004,1.0043,0.0126,0.0044,0.0023,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:654,0.0121,-0.0004,1.0043,-0.0271,-0.0013,0.0023,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:656,0.0121,-0.0006,1.0044,-0.0271,-0.0013,0.0023,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:658,0.0140,-0.0013,1.0046,-0.0271,-0.0013,0.0023,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:659,0.0151,0.0000,1.0055,-0.0271,-0.0013,0.0023,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:716,0.0151,0.0000,1.0055,-0.0271,-0.0013,0.0023,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:720,0.0151,0.0000,1.0055,-0.0048,0.0006,0.0015,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:723,0.0169,0.0011,1.0049,-0.0048,0.0006,0.0015,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:726,0.0184,-0.0009,1.0050,-0.0048,0.0006,0.0015,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:728,0.0189,-0.0049,1.0041,-0.0048,0.0006,0.0015,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:730,0.0182,-0.0054,1.0049,-0.0048,0.0006,0.0015,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:783,0.0182,-0.0054,1.0049,-0.0048,0.0006,0.0015,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:789,0.0160,-0.0040,1.0049,-0.0048,0.0006,0.0015,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:790,0.0130,-0.0023,1.0032,-0.0048,0.0006,0.0015,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:791,0.0109,0.0003,1.0037,-0.0048,0.0006,0.0015,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:793,0.0109,0.0003,1.0037,0.0273,-0.0268,-0.0005,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:851,0.0109,0.0003,1.0037,0.0273,-0.0268,-0.0005,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:856,0.0109,0.0003,1.0037,-0.0234,-0.0092,-0.0073,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:859,0.0096,0.0021,1.0047,-0.0234,-0.0092,-0.0073,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:861,0.0101,0.0024,1.0048,-0.0234,-0.0092,-0.0073,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:863,0.0112,0.0020,1.0045,-0.0234,-0.0092,-0.0073,796.9725,50.37559099,16.28176144,0.00000000,
15:06:58:907,0.0112,0.0020,1.0045,-0.0234,-0.0092,-0.0073,796.0275,50.37559099,16.28176144,0.00000000,
15:06:58:909,0.0143,0.0009,1.0039,-0.0234,-0.0092,-0.0073,796.0275,50.37559099,16.28176144,0.00000000,
15:06:58:910,0.0200,0.0024,1.0052,-0.0234,-0.0092,-0.0073,796.0275,50.37559099,16.28176144,0.00000000,
15:06:58:920,0.0200,0.0024,1.0052,-0.0234,-0.0092,-0.0073,796.0275,50.37559099,16.28176144,0.00000000,
15:06:58:924,0.0200,0.0024,1.0052,-0.0417,0.0249,0.0017,796.0275,50.37559099,16.28176144,0.00000000,
15:06:58:962,0.0225,0.0010,1.0042,-0.0417,0.0249,0.0017,796.0275,50.37559099,16.28176144,0.00000000,
15:06:58:963,0.0236,-0.0003,1.0042,-0.0417,0.0249,0.0017,796.0275,50.37559102,16.28176205,0.00000000,
15:06:58:963,0.0236,0.0000,1.0052,-0.0417,0.0249,0.0017,796.0275,50.37559102,16.28176205,0.00000000,
15:06:58:986,0.0236,0.0000,1.0052,-0.0417,0.0249,0.0017,796.0275,50.37559102,16.28176205,0.00000000,
15:06:58:991,0.0236,0.0000,1.0052,0.0504,0.0140,-0.0022,796.0275,50.37559102,16.28176205,0.00000000,
15:06:59:026,0.0205,0.0012,1.0029,0.0504,0.0140,-0.0022,796.0275,50.37559102,16.28176205,0.00000000,
15:06:59:029,0.0181,0.0021,1.0051,0.0504,0.0140,-0.0022,796.0275,50.37559102,16.28176205,0.00000000,
15:06:59:032,0.0143,0.0016,1.0050,0.0504,0.0140,-0.0022,796.0275,50.37559102,16.28176205,0.00000000,
15:06:59:056,0.0143,0.0016,1.0050,0.0504,0.0140,-0.0022,796.0275,50.37559102,16.28176205,0.00000000,
15:06:59:059,0.0143,0.0016,1.0050,0.0502,0.0102,-0.0028,796.0275,50.37559102,16.28176205,0.00000000,
15:06:59:067,0.0118,-0.0003,1.0042,0.0502,0.0102,-0.0028,796.0275,50.37559102,16.28176205,0.00000000,
15:06:59:068,0.0085,-0.0016,1.0050,0.0502,0.0102,-0.0028,796.0275,50.37559102,16.28176205,0.00000000,
15:06:59:071,0.0085,-0.0016,1.0050,0.0502,0.0102,-0.0028,792.9901,50.37559102,16.28176205,0.00000000,
15:06:59:123,0.0085,-0.0016,1.0050,0.0502,0.0102,-0.0028,792.9901,50.37559102,16.28176205,0.00000000,
15:06:59:128,0.0085,-0.0016,1.0050,-0.0382,0.0020,0.0015,792.9901,50.37559102,16.28176205,0.00000000,
15:06:59:134,0.0071,-0.0018,1.0025,-0.0382,0.0020,0.0015,792.9901,50.37559102,16.28176205,0.00000000,
15:06:59:136,0.0076,0.0010,1.0061,-0.0382,0.0020,0.0015,792.9901,50.37559102,16.28176205,0.00000000,
15:06:59:138,0.0101,0.0026,1.0046,-0.0382,0.0020,0.0015,792.9901,50.37559102,16.28176205,0.00000000,
15:06:59:190,0.0101,0.0026,1.0046,-0.0382,0.0020,0.0015,792.9901,50.37559102,16.28176205,0.00000000,
15:06:59:195,0.0101,0.0026,1.0046,-0.0637,0.0065,-0.0005,792.9901,50.37559102,16.28176205,0.00000000,
15:06:59:201,0.0123,0.0018,1.0053,-0.0637,0.0065,-0.0005,792.9901,50.37559102,16.28176205,0.00000000,
15:06:59:204,0.0157,0.0015,1.0048,-0.0637,0.0065,-0.0005,792.9901,50.37559102,16.28176205,0.00000000,
15:06:59:207,0.0184,-0.0001,1.0051,-0.0637,0.0065,-0.0005,792.9901,50.37559102,16.28176205,0.00000000,
15:06:59:227,0.0184,-0.0001,1.0051,-0.0637,0.0065,-0.0005,796.9725,50.37559102,16.28176205,0.00000000,
15:06:59:229,0.0189,0.0000,1.0045,-0.0637,0.0065,-0.0005,796.9725,50.37559102,16.28176205,0.00000000,
15:06:59:258,0.0189,0.0000,1.0045,-0.0637,0.0065,-0.0005,796.9725,50.37559102,16.28176205,0.00000000,
15:06:59:262,0.0189,0.0000,1.0045,0.0113,0.0094,0.0036,796.9725,50.37559102,16.28176205,0.00000000,
15:06:59:294,0.0190,0.0001,1.0045,0.0113,0.0094,0.0036,796.9725,50.37559102,16.28176205,0.00000000,
15:06:59:297,0.0187,-0.0004,1.0051,0.0113,0.0094,0.0036,796.9725,50.37559102,16.28176205,0.00000000,
15:06:59:301,0.0173,-0.0032,1.0055,0.0113,0.0094,0.0036,796.9725,50.37559102,16.28176205,0.00000000,
15:06:59:304,0.0169,-0.0052,1.0036,0.0113,0.0094,0.0036,796.9725,50.37559102,16.28176205,0.00000000,
15:06:59:327,0.0169,-0.0052,1.0036,0.0113,0.0094,0.0036,796.9725,50.37559102,16.28176205,0.00000000,
15:06:59:331,0.0169,-0.0052,1.0036,0.0342,-0.0064,-0.0001,796.9725,50.37559102,16.28176205,0.00000000,
15:06:59:361,0.0169,-0.0077,1.0041,0.0342,-0.0064,-0.0001,796.9725,50.37559102,16.28176205,0.00000000,
15:06:59:365,0.0178,-0.0086,1.0054,0.0342,-0.0064,-0.0001,796.9725,50.37559102,16.28176205,0.00000000,
15:06:59:368,0.0142,-0.0233,1.0066,0.0342,-0.0064,-0.0001,796.9725,50.37559102,16.28176205,0.00000000,
15:06:59:387,0.0142,-0.0233,1.0066,0.0342,-0.0064,-0.0001,797.9850,50.37559102,16.28176205,0.00000000,
15:06:59:389,-0.0124,-0.0770,1.0007,0.0342,-0.0064,-0.0001,797.9850,50.37559102,16.28176205,0.00000000,
15:06:59:394,-0.0124,-0.0770,1.0007,0.0342,-0.0064,-0.0001,797.9850,50.37559102,16.28176205,0.00000000,
15:06:59:398,-0.0124,-0.0770,1.0007,0.0042,-0.0467,0.0036,797.9850,50.37559102,16.28176205,0.00000000,
15:06:59:454,-0.1520,-0.0752,1.0019,0.0042,-0.0467,0.0036,797.9850,50.37559102,16.28176205,0.00000000,
15:06:59:458,-0.0663,-0.0487,1.0116,0.0042,-0.0467,0.0036,797.9850,50.37559102,16.28176205,0.00000000,
15:06:59:460,0.0764,0.0016,1.0350,0.0042,-0.0467,0.0036,797.9850,50.37559102,16.28176205,0.00000000,
15:06:59:462,0.0764,0.0016,1.0350,0.0042,-0.0467,0.0036,797.9850,50.37559102,16.28176205,0.00000000,
15:06:59:466,0.0764,0.0016,1.0350,-0.5155,-0.3255,-0.0150,797.9850,50.37559102,16.28176205,0.00000000,
15:06:59:521,0.0624,-0.0300,0.9754,-0.5155,-0.3255,-0.0150,797.9850,50.37559102,16.28176205,0.00000000,
15:06:59:523,0.1019,-0.0270,1.0013,-0.5155,-0.3255,-0.0150,797.9850,50.37559102,16.28176205,0.00000000,
15:06:59:527,0.1086,-0.0319,1.0048,-0.5155,-0.3255,-0.0150,797.9850,50.37559102,16.28176205,0.00000000,
15:06:59:530,0.1086,-0.0319,1.0048,-0.5155,-0.3255,-0.0150,797.9850,50.37559102,16.28176205,0.00000000,
15:06:59:534,0.1086,-0.0319,1.0048,-0.0739,0.2427,0.0271,797.9850,50.37559102,16.28176205,0.00000000,
15:06:59:547,0.1086,-0.0319,1.0048,-0.0739,0.2427,0.0271,803.9926,50.37559102,16.28176205,0.00000000,
15:06:59:548,0.0980,-0.1043,1.0022,-0.0739,0.2427,0.0271,803.9926,50.37559102,16.28176205,0.00000000,
15:06:59:549,0.0741,-0.1190,1.0432,-0.0739,0.2427,0.0271,803.9926,50.37559102,16.28176205,0.00000000,
15:06:59:598,0.0741,-0.1190,1.0432,-0.0739,0.2427,0.0271,803.9926,50.37559102,16.28176205,0.00000000,
15:06:59:605,0.0741,-0.1190,1.0432,0.6484,0.1090,0.1295,803.9926,50.37559102,16.28176205,0.00000000,
15:06:59:614,0.0539,-0.0960,0.9726,0.6484,0.1090,0.1295,803.9926,50.37559102,16.28176205,0.00000000,
15:06:59:618,0.0023,-0.0174,1.0476,0.6484,0.1090,0.1295,803.9926,50.37559102,16.28176205,0.00000000,
15:06:59:619,0.0051,-0.0336,0.9902,0.6484,0.1090,0.1295,803.9926,50.37559102,16.28176205,0.00000000,
15:06:59:665,0.0051,-0.0336,0.9902,0.6484,0.1090,0.1295,803.9926,50.37559102,16.28176205,0.00000000,
15:06:59:670,0.0051,-0.0336,0.9902,-0.0376,0.4300,0.0585,803.9926,50.37559102,16.28176205,0.00000000,
15:06:59:681,0.0228,-0.0869,0.9885,-0.0376,0.4300,0.0585,803.9926,50.37559102,16.28176205,0.00000000,
15:06:59:683,0.0111,-0.1483,1.0046,-0.0376,0.4300,0.0585,803.9926,50.37559102,16.28176205,0.00000000,
15:06:59:684,-0.0074,-0.1676,0.9950,-0.0376,0.4300,0.0585,803.9926,50.37559102,16.28176205,0.00000000,
15:06:59:708,-0.0074,-0.1676,0.9950,-0.0376,0.4300,0.0585,813.9825,50.37559102,16.28176205,0.00000000,
15:06:59:710,0.0322,-0.2217,0.9944,-0.0376,0.4300,0.0585,813.9825,50.37559102,16.28176205,0.00000000,
15:06:59:734,0.0322,-0.2217,0.9944,-0.0376,0.4300,0.0585,813.9825,50.37559102,16.28176205,0.00000000,
15:06:59:741,0.0322,-0.2217,0.9944,-0.2427,0.1802,0.0003,813.9825,50.37559102,16.28176205,0.00000000,
15:06:59:774,0.0609,-0.2543,1.0190,-0.2427,0.1802,0.0003,813.9825,50.37559102,16.28176205,0.00000000,
15:06:59:775,0.0759,-0.2415,1.1064,-0.2427,0.1802,0.0003,813.9825,50.37559102,16.28176205,0.00000000,
15:06:59:778,0.1417,-0.2430,1.2563,-0.2427,0.1802,0.0003,813.9825,50.37559102,16.28176205,0.00000000,
15:06:59:801,0.1417,-0.2430,1.2563,-0.2427,0.1802,0.0003,813.9825,50.37559102,16.28176205,0.00000000,
15:06:59:806,0.1417,-0.2430,1.2563,-0.2210,-1.0956,0.3322,813.9825,50.37559102,16.28176205,0.00000000,
15:06:59:841,0.1079,-0.2152,1.3502,-0.2210,-1.0956,0.3322,813.9825,50.37559102,16.28176205,0.00000000,
15:06:59:844,0.0900,-0.2128,1.2727,-0.2210,-1.0956,0.3322,813.9825,50.37559102,16.28176205,0.00000000,
15:06:59:848,0.0277,-0.2182,1.2267,-0.2210,-1.0956,0.3322,813.9825,50.37559102,16.28176205,0.00000000,
15:06:59:869,0.0720,-0.1711,1.2355,-0.2210,-1.0956,0.3322,813.9825,50.37559102,16.28176205,0.00000000,
15:06:59:872,0.0837,-0.1223,1.2817,-0.2210,-1.0956,0.3322,813.9825,50.37559102,16.28176205,0.00000000,
15:06:59:874,0.0837,-0.1223,1.2817,-0.2210,-1.0956,0.3322,814.9951,50.37559102,16.28176205,0.00000000,
15:06:59:876,0.0837,-0.1223,1.2817,-0.2210,-1.0956,0.3322,814.9951,50.37559102,16.28176205,0.00000000,
15:06:59:877,0.0837,-0.1223,1.2817,0.0269,-1.5582,2.4664,814.9951,50.37559102,16.28176205,0.00000000,
15:06:59:934,0.1190,-0.0918,1.3377,0.0269,-1.5582,2.4664,814.9951,50.37559102,16.28176205,0.00000000,
15:06:59:938,0.0884,-0.0805,1.2688,0.0269,-1.5582,2.4664,814.9951,50.37559102,16.28176205,0.00000000,
15:06:59:940,0.0526,-0.0449,1.1936,0.0269,-1.5582,2.4664,814.9951,50.37559102,16.28176205,0.00000000,
15:06:59:942,0.0526,-0.0449,1.1936,0.0269,-1.5582,2.4664,814.9951,50.37559102,16.28176205,0.00000000,
15:06:59:943,0.0526,-0.0449,1.1936,-0.5281,-2.0134,1.9757,814.9951,50.37559102,16.28176205,0.00000000,
15:06:59:961,0.1134,-0.0086,1.0640,-0.5281,-2.0134,1.9757,814.9951,50.37559102,16.28176205,0.00000000,
15:07:00:006,0.1134,-0.0086,1.0640,-0.5281,-2.0134,1.9757,814.9951,50.37559102,16.28176205,0.00000000,
15:07:00:008,0.1134,-0.0086,1.0640,-0.4226,-2.1731,1.5889,814.9951,50.37559102,16.28176205,0.00000000,
15:07:00:026,0.1134,-0.0086,1.0640,-0.4226,-2.1731,1.5889,708.0075,50.37559102,16.28176205,0.00000000,
15:07:00:027,0.1769,0.0379,1.0013,-0.4226,-2.1731,1.5889,708.0075,50.37559102,16.28176205,0.00000000,
15:07:00:028,0.0812,0.0985,1.0066,-0.4226,-2.1731,1.5889,708.0075,50.37559102,16.28176205,0.00000000,
15:07:00:029,-0.0589,0.0887,1.0223,-0.4226,-2.1731,1.5889,708.0075,50.37559102,16.28176205,0.00000000,
15:07:00:072,-0.0589,0.0887,1.0223,-0.4226,-2.1731,1.5889,708.0075,50.37559102,16.28176205,0.00000000,
15:07:00:077,-0.0589,0.0887,1.0223,-0.6205,-1.8832,-0.1633,708.0075,50.37559102,16.28176205,0.00000000,
15:07:00:094,0.0710,0.1283,0.8728,-0.6205,-1.8832,-0.1633,708.0075,50.37559102,16.28176205,0.00000000,
15:07:00:096,0.1513,0.2047,0.7597,-0.6205,-1.8832,-0.1633,708.0075,50.37559102,16.28176205,0.00000000,
15:07:00:098,0.0419,0.2368,0.8248,-0.6205,-1.8832,-0.1633,708.0075,50.37559102,16.28176205,0.00000000,
15:07:00:139,0.0419,0.2368,0.8248,-0.6205,-1.8832,-0.1633,708.0075,50.37559102,16.28176205,0.00000000,
15:07:00:144,0.0419,0.2368,0.8248,-0.6365,-1.3530,-1.5305,708.0075,50.37559102,16.28176205,0.00000000,
15:07:00:161,-0.0317,0.2776,0.8154,-0.6365,-1.3530,-1.5305,708.0075,50.37559102,16.28176205,0.00000000,
15:07:00:164,0.0796,0.2909,0.7776,-0.6365,-1.3530,-1.5305,708.0075,50.37559102,16.28176205,0.00000000,
15:07:00:167,0.1384,0.3207,0.7189,-0.6365,-1.3530,-1.5305,708.0075,50.37559102,16.28176205,0.00000000,
15:07:00:172,0.0809,0.3594,0.7195,-0.6365,-1.3530,-1.5305,708.0075,50.37559102,16.28176205,0.00000000,
15:07:00:188,0.0809,0.3594,0.7195,-0.6365,-1.3530,-1.5305,591.0300,50.37559102,16.28176205,0.00000000,
15:07:00:190,0.0550,0.3671,0.7398,-0.6365,-1.3530,-1.5305,591.0300,50.37559102,16.28176205,0.00000000,
15:07:00:208,0.0550,0.3671,0.7398,-0.6365,-1.3530,-1.5305,591.0300,50.37559102,16.28176205,0.00000000,
15:07:00:212,0.0550,0.3671,0.7398,-0.8519,-0.5773,-1.7581,591.0300,50.37559102,16.28176205,0.00000000,
15:07:00:254,0.0781,0.3904,0.7078,-0.8519,-0.5773,-1.7581,591.0300,50.37559102,16.28176205,0.00000000,
15:07:00:256,0.1691,0.4107,0.6778,-0.8519,-0.5773,-1.7581,591.0300,50.37559102,16.28176205,0.00000000,
15:07:00:258,0.1840,0.4111,0.5361,-0.8519,-0.5773,-1.7581,591.0300,50.37559102,16.28176205,0.00000000,
15:07:00:277,0.1840,0.4111,0.5361,-0.8519,-0.5773,-1.7581,591.0300,50.37559102,16.28176205,0.00000000,
15:07:00:280,0.1840,0.4111,0.5361,-0.6116,0.1931,-1.9827,591.0300,50.37559102,16.28176205,0.00000000,
15:07:00:321,0.1792,0.4300,0.6612,-0.6116,0.1931,-1.9827,591.0300,50.37559102,16.28176205,0.00000000,
15:07:00:323,0.1966,0.4122,0.7846,-0.6116,0.1931,-1.9827,591.0300,50.37559102,16.28176205,0.00000000,
15:07:00:325,0.2147,0.4361,0.7999,-0.6116,0.1931,-1.9827,591.0300,50.37559102,16.28176205,0.00000000,
15:07:00:342,0.2147,0.4361,0.7999,-0.6116,0.1931,-1.9827,591.0300,50.37559102,16.28176205,0.00000000,
15:07:00:347,0.2147,0.4361,0.7999,-0.6116,0.1931,-1.9827,530.0100,50.37559102,16.28176205,0.00000000,
15:07:00:349,0.2147,0.4361,0.7999,0.3013,0.5636,-2.4214,530.0100,50.37559102,16.28176205,0.00000000,
15:07:00:352,0.2131,0.4479,0.7714,0.3013,0.5636,-2.4214,530.0100,50.37559102,16.28176205,0.00000000,
15:07:00:411,0.2131,0.4479,0.7714,0.3013,0.5636,-2.4214,530.0100,50.37559102,16.28176205,0.00000000,
15:07:00:414,0.1856,0.4593,0.7374,0.3013,0.5636,-2.4214,530.0100,50.37559102,16.28176205,0.00000000,
15:07:00:417,0.3132,0.4745,0.7507,0.3013,0.5636,-2.4214,530.0100,50.37559102,16.28176205,0.00000000,
15:07:00:419,0.5348,0.4932,0.8901,0.3013,0.5636,-2.4214,530.0100,50.37559102,16.28176205,0.00000000,
15:07:00:422,0.5348,0.4932,0.8901,0.4981,0.6652,-0.9845,530.0100,50.37559102,16.28176205,0.00000000,
15:07:00:479,0.5348,0.4932,0.8901,0.4981,0.6652,-0.9845,530.0100,50.37559102,16.28176205,0.00000000,
15:07:00:482,0.1076,0.5142,0.9820,0.4981,0.6652,-0.9845,530.0100,50.37559102,16.28176205,0.00000000,
15:07:00:486,0.1800,0.5330,0.8310,0.4981,0.6652,-0.9845,530.0100,50.37559102,16.28176205,0.00000000,
15:07:00:490,0.2370,0.5512,0.7084,0.4981,0.6652,-0.9845,530.0100,50.37559102,16.28176205,0.00000000,
15:07:00:493,0.2633,0.5440,0.7025,0.4981,0.6652,-0.9845,530.0100,50.37559102,16.28176205,0.00000000,
15:07:00:496,0.2633,0.5440,0.7025,1.1706,0.8556,-0.0043,530.0100,50.37559102,16.28176205,0.00000000,
15:07:00:507,0.2633,0.5440,0.7025,1.1706,0.8556,-0.0043,505.9800,50.37559102,16.28176205,0.00000000,
15:07:00:509,0.2194,0.5395,0.7691,1.1706,0.8556,-0.0043,505.9800,50.37559102,16.28176205,0.00000000,
15:07:00:546,0.2194,0.5395,0.7691,1.1706,0.8556,-0.0043,505.9800,50.37559102,16.28176205,0.00000000,
15:07:00:551,0.2194,0.5395,0.7691,0.1411,1.1629,-0.9684,505.9800,50.37559102,16.28176205,0.00000000,
15:07:00:574,0.2155,0.5187,0.8231,0.1411,1.1629,-0.9684,505.9800,50.37559102,16.28176205,0.00000000,
15:07:00:577,0.2039,0.4942,0.8515,0.1411,1.1629,-0.9684,505.9800,50.37559102,16.28176205,0.00000000,
15:07:00:580,0.2090,0.4913,0.7959,0.1411,1.1629,-0.9684,505.9800,50.37559102,16.28176205,0.00000000,
15:07:00:615,0.2090,0.4913,0.7959,0.1411,1.1629,-0.9684,505.9800,50.37559102,16.28176205,0.00000000,
15:07:00:619,0.2090,0.4913,0.7959,-0.0551,0.7415,-0.1976,505.9800,50.37559102,16.28176205,0.00000000,
15:07:00:641,0.2215,0.5176,0.6879,-0.0551,0.7415,-0.1976,505.9800,50.37559102,16.28176205,0.00000000,
15:07:00:643,0.2899,0.5139,0.6458,-0.0551,0.7415,-0.1976,505.9800,50.37559102,16.28176205,0.00000000,
