
time,gFx,gFy,gFz,ax,ay,az,I,Latitude,Longitude,Speed (m/s),
13:54:28:746,0.0296,0.2111,0.8836,-0.0415,-0.2300,0.9492,472.9725,50.37558215,16.28174965,0.31999999,
13:54:28:754,0.0296,0.2111,0.8836,-0.0415,-0.2300,0.9492,466.0200,50.37558215,16.28174965,0.31999999,
13:54:28:756,0.0005,0.1947,0.8817,-0.0415,-0.2300,0.9492,466.0200,50.37558215,16.28174965,0.31999999,
13:54:28:763,0.0005,0.1947,0.8817,-0.4195,-0.2488,0.9911,466.0200,50.37558215,16.28174965,0.31999999,
13:54:28:813,0.0005,0.1947,0.8817,-0.4195,-0.2488,0.9911,466.0200,50.37558215,16.28174965,0.31999999,
13:54:28:820,-0.0007,0.1930,0.8676,-0.4195,-0.2488,0.9911,466.0200,50.37558215,16.28174965,0.31999999,
13:54:28:822,0.0121,0.2303,0.8492,-0.4195,-0.2488,0.9911,466.0200,50.37558215,16.28174965,0.31999999,
13:54:28:824,-0.0321,0.2715,0.8908,-0.4195,-0.2488,0.9911,466.0200,50.37558215,16.28174965,0.31999999,
13:54:28:831,-0.0321,0.2715,0.8908,-1.2559,-0.2293,0.4748,466.0200,50.37558215,16.28174965,0.31999999,
13:54:28:881,-0.0321,0.2715,0.8908,-1.2559,-0.2293,0.4748,466.0200,50.37558215,16.28174965,0.31999999,
13:54:28:887,-0.0327,0.2426,0.9526,-1.2559,-0.2293,0.4748,466.0200,50.37558215,16.28174965,0.31999999,
13:54:28:890,-0.0109,0.2191,0.9842,-1.2559,-0.2293,0.4748,466.0200,50.37558215,16.28174965,0.31999999,
13:54:28:893,0.0087,0.1913,0.9971,-1.2559,-0.2293,0.4748,466.0200,50.37558215,16.28174965,0.31999999,
13:54:28:896,-0.0042,0.2223,0.9798,-1.2559,-0.2293,0.4748,466.0200,50.37558215,16.28174965,0.31999999,
13:54:28:900,-0.0042,0.2223,0.9798,-1.0263,0.0825,0.7187,466.0200,50.37558215,16.28174965,0.31999999,
13:54:28:914,-0.0042,0.2223,0.9798,-1.0263,0.0825,0.7187,459.0000,50.37558215,16.28174965,0.31999999,
13:54:28:916,-0.0125,0.2898,0.9283,-1.0263,0.0825,0.7187,459.0000,50.37558215,16.28174965,0.31999999,
13:54:28:947,-0.0199,0.3397,0.8996,-1.0263,0.0825,0.7187,459.0000,50.37558215,16.28174965,0.31999999,
13:54:28:951,-0.0199,0.3397,0.8996,-1.0263,0.0825,0.7187,459.0000,50.37558215,16.28174965,0.31999999,
13:54:28:980,-0.0199,0.3397,0.8996,-0.3984,-0.4399,1.2519,459.0000,50.37558215,16.28174965,0.31999999,
13:54:28:981,-0.0845,0.3114,0.8491,-0.3984,-0.4399,1.2519,459.0000,50.37558215,16.28174965,0.31999999,
13:54:28:983,-0.1864,0.2932,0.8010,-0.3984,-0.4399,1.2519,459.0000,50.37558215,16.28174965,0.31999999,
13:54:28:997,-0.2608,0.3122,0.7887,-0.3984,-0.4399,1.2519,459.0000,50.37558215,16.28174965,0.31999999,
13:54:29:016,-0.2608,0.3122,0.7887,-0.3984,-0.4399,1.2519,459.0000,50.37557713,16.28173736,0.33000001,
13:54:29:034,-0.2608,0.3122,0.7887,-0.5292,0.5140,0.0793,459.0000,50.37557713,16.28173736,0.33000001,
13:54:29:064,-0.2102,0.3166,0.8123,-0.5292,0.5140,0.0793,459.0000,50.37557713,16.28173736,0.33000001,
13:54:29:066,-0.2210,0.3510,0.8155,-0.5292,0.5140,0.0793,459.0000,50.37557713,16.28173736,0.33000001,
13:54:29:068,-0.2404,0.3566,0.8111,-0.5292,0.5140,0.0793,459.0000,50.37557713,16.28173736,0.33000001,
13:54:29:073,-0.2404,0.3566,0.8111,-0.5292,0.5140,0.0793,463.9950,50.37557713,16.28173736,0.33000001,
13:54:29:084,-0.2404,0.3566,0.8111,-0.5292,0.5140,0.0793,463.9950,50.37557713,16.28173736,0.33000001,
13:54:29:102,-0.2404,0.3566,0.8111,-1.5569,0.8669,-0.5355,463.9950,50.37557713,16.28173736,0.33000001,
13:54:29:140,-0.1983,0.2954,0.8575,-1.5569,0.8669,-0.5355,463.9950,50.37557713,16.28173736,0.33000001,
13:54:29:143,-0.1724,0.2639,0.9844,-1.5569,0.8669,-0.5355,463.9950,50.37557713,16.28173736,0.33000001,
13:54:29:145,-0.2058,0.2801,1.0060,-1.5569,0.8669,-0.5355,463.9950,50.37557713,16.28173736,0.33000001,
13:54:29:147,-0.1911,0.2805,1.0522,-1.5569,0.8669,-0.5355,463.9950,50.37557713,16.28173736,0.33000001,
13:54:29:152,-0.1911,0.2805,1.0522,-1.5569,0.8669,-0.5355,463.9950,50.37557713,16.28173736,0.33000001,
13:54:29:169,-0.1911,0.2805,1.0522,-1.1186,0.7835,0.2403,463.9950,50.37557713,16.28173736,0.33000001,
13:54:29:207,-0.1789,0.2663,1.0442,-1.1186,0.7835,0.2403,463.9950,50.37557713,16.28173736,0.33000001,
13:54:29:210,-0.1915,0.2616,0.9662,-1.1186,0.7835,0.2403,463.9950,50.37557713,16.28173736,0.33000001,
13:54:29:213,-0.2163,0.2932,0.8977,-1.1186,0.7835,0.2403,463.9950,50.37557713,16.28173736,0.33000001,
13:54:29:221,-0.2163,0.2932,0.8977,-1.1186,0.7835,0.2403,463.9950,50.37557713,16.28173736,0.33000001,
13:54:29:234,-0.2163,0.2932,0.8977,-1.1186,0.7835,0.2403,483.9750,50.37557713,16.28173736,0.33000001,
13:54:29:235,-0.2854,0.3682,0.9078,-1.1186,0.7835,0.2403,483.9750,50.37557713,16.28173736,0.33000001,
13:54:29:238,-0.2854,0.3682,0.9078,-0.8071,0.4432,1.4543,483.9750,50.37557713,16.28173736,0.33000001,
13:54:29:288,-0.2854,0.3682,0.9078,-0.8071,0.4432,1.4543,483.9750,50.37557713,16.28173736,0.33000001,
13:54:29:301,-0.2466,0.3236,0.9377,-0.8071,0.4432,1.4543,483.9750,50.37557713,16.28173736,0.33000001,
13:54:29:305,-0.2308,0.3316,0.8868,-0.8071,0.4432,1.4543,483.9750,50.37557713,16.28173736,0.33000001,
13:54:29:306,-0.1995,0.3048,0.8788,-0.8071,0.4432,1.4543,483.9750,50.37557713,16.28173736,0.33000001,
13:54:29:309,-0.1995,0.3048,0.8788,-1.5631,1.1332,0.1704,483.9750,50.37557713,16.28173736,0.33000001,
13:54:29:356,-0.1995,0.3048,0.8788,-1.5631,1.1332,0.1704,483.9750,50.37557713,16.28173736,0.33000001,
13:54:29:368,-0.1801,0.2915,0.9933,-1.5631,1.1332,0.1704,483.9750,50.37557713,16.28173736,0.33000001,
13:54:29:371,-0.1198,0.2942,1.1567,-1.5631,1.1332,0.1704,483.9750,50.37557713,16.28173736,0.33000001,
13:54:29:375,0.0189,0.0955,1.1492,-1.5631,1.1332,0.1704,483.9750,50.37557713,16.28173736,0.33000001,
13:54:29:378,0.0189,0.0955,1.1492,-1.7880,1.2517,0.0022,483.9750,50.37557713,16.28173736,0.33000001,
13:54:29:393,0.0189,0.0955,1.1492,-1.7880,1.2517,0.0022,473.9850,50.37557713,16.28173736,0.33000001,
13:54:29:394,0.2051,-0.0082,1.0909,-1.7880,1.2517,0.0022,473.9850,50.37557713,16.28173736,0.33000001,
13:54:29:396,0.1837,0.0806,1.1316,-1.7880,1.2517,0.0022,473.9850,50.37557713,16.28173736,0.33000001,
13:54:29:424,0.1837,0.0806,1.1316,-1.7880,1.2517,0.0022,473.9850,50.37557713,16.28173736,0.33000001,
13:54:29:440,0.1837,0.0806,1.1316,0.4322,-1.0129,2.0391,473.9850,50.37557713,16.28173736,0.33000001,
13:54:29:460,0.0621,0.1365,1.2404,0.4322,-1.0129,2.0391,473.9850,50.37557713,16.28173736,0.33000001,
13:54:29:461,0.0146,0.1953,1.1054,0.4322,-1.0129,2.0391,473.9850,50.37557713,16.28173736,0.33000001,
13:54:29:463,0.0537,0.1979,0.8161,0.4322,-1.0129,2.0391,473.9850,50.37557713,16.28173736,0.33000001,
13:54:29:491,0.0537,0.1979,0.8161,0.4322,-1.0129,2.0391,473.9850,50.37557713,16.28173736,0.33000001,
13:54:29:508,0.0537,0.1979,0.8161,0.6791,-1.5241,2.1486,473.9850,50.37557713,16.28173736,0.33000001,
13:54:29:527,0.0501,0.2770,0.6781,0.6791,-1.5241,2.1486,473.9850,50.37557713,16.28173736,0.33000001,
13:54:29:529,0.1215,0.2919,0.6117,0.6791,-1.5241,2.1486,473.9850,50.37557713,16.28173736,0.33000001,
13:54:29:530,0.1032,0.3885,0.6343,0.6791,-1.5241,2.1486,473.9850,50.37557713,16.28173736,0.33000001,
13:54:29:554,0.1032,0.3885,0.6343,0.6791,-1.5241,2.1486,440.9775,50.37557713,16.28173736,0.33000001,
13:54:29:557,-0.3674,0.6077,0.7189,0.6791,-1.5241,2.1486,440.9775,50.37557713,16.28173736,0.33000001,
13:54:29:562,-0.3674,0.6077,0.7189,0.6791,-1.5241,2.1486,440.9775,50.37557713,16.28173736,0.33000001,
13:54:29:576,-0.3674,0.6077,0.7189,0.6770,-0.0273,-2.2155,440.9775,50.37557713,16.28173736,0.33000001,
13:54:29:621,-0.2023,0.2925,0.8082,0.6770,-0.0273,-2.2155,440.9775,50.37557713,16.28173736,0.33000001,
13:54:29:623,-0.1176,0.3462,0.9800,0.6770,-0.0273,-2.2155,440.9775,50.37557713,16.28173736,0.33000001,
13:54:29:625,0.1119,0.3257,1.0080,0.6770,-0.0273,-2.2155,440.9775,50.37557713,16.28173736,0.33000001,
13:54:29:626,0.1119,0.3257,1.0080,0.6770,-0.0273,-2.2155,440.9775,50.37557713,16.28173736,0.33000001,
13:54:29:644,0.1119,0.3257,1.0080,-1.8717,1.5254,-1.1466,440.9775,50.37557713,16.28173736,0.33000001,
13:54:29:687,0.0545,0.4062,0.9992,-1.8717,1.5254,-1.1466,440.9775,50.37557713,16.28173736,0.33000001,
13:54:29:689,-0.0477,0.4108,0.9261,-1.8717,1.5254,-1.1466,440.9775,50.37557713,16.28173736,0.33000001,
13:54:29:690,-0.1423,0.3809,0.8611,-1.8717,1.5254,-1.1466,440.9775,50.37557713,16.28173736,0.33000001,
13:54:29:694,-0.1423,0.3809,0.8611,-1.8717,1.5254,-1.1466,440.9775,50.37557713,16.28173736,0.33000001,
13:54:29:712,-0.1423,0.3809,0.8611,0.6579,1.1001,0.7386,440.9775,50.37557713,16.28173736,0.33000001,
13:54:29:713,-0.1423,0.3809,0.8611,0.6579,1.1001,0.7386,430.9875,50.37557713,16.28173736,0.33000001,
13:54:29:715,-0.2688,0.3814,0.9043,0.6579,1.1001,0.7386,430.9875,50.37557713,16.28173736,0.33000001,
13:54:29:717,-0.2431,0.3261,0.9778,0.6579,1.1001,0.7386,430.9875,50.37557713,16.28173736,0.33000001,
13:54:29:763,-0.2431,0.3261,0.9778,0.6579,1.1001,0.7386,430.9875,50.37557713,16.28173736,0.33000001,
13:54:29:783,-0.2431,0.3261,0.9778,-1.2893,0.9764,0.0198,430.9875,50.37557713,16.28173736,0.33000001,
13:54:29:787,-0.2147,0.3235,1.0224,-1.2893,0.9764,0.0198,430.9875,50.37557713,16.28173736,0.33000001,
13:54:29:790,-0.1997,0.3351,1.0527,-1.2893,0.9764,0.0198,430.9875,50.37557713,16.28173736,0.33000001,
13:54:29:794,-0.1945,0.3573,0.9819,-1.2893,0.9764,0.0198,430.9875,50.37557713,16.28173736,0.33000001,
13:54:29:830,-0.1945,0.3573,0.9819,-1.2893,0.9764,0.0198,430.9875,50.37557713,16.28173736,0.33000001,
13:54:29:848,-0.1945,0.3573,0.9819,-0.9898,0.6174,0.9029,430.9875,50.37557713,16.28173736,0.33000001,
13:54:29:851,-0.2111,0.3390,0.9073,-0.9898,0.6174,0.9029,430.9875,50.37557713,16.28173736,0.33000001,
13:54:29:853,-0.1937,0.2909,0.8696,-0.9898,0.6174,0.9029,430.9875,50.37557713,16.28173736,0.33000001,
13:54:29:854,-0.2130,0.2760,0.9027,-0.9898,0.6174,0.9029,430.9875,50.37557713,16.28173736,0.33000001,
13:54:29:873,-0.2130,0.2760,0.9027,-0.9898,0.6174,0.9029,440.0325,50.37557713,16.28173736,0.33000001,
13:54:29:875,-0.1521,0.2546,0.9521,-0.9898,0.6174,0.9029,440.0325,50.37557713,16.28173736,0.33000001,
13:54:29:898,-0.1521,0.2546,0.9521,-0.9898,0.6174,0.9029,440.0325,50.37557713,16.28173736,0.33000001,
13:54:29:916,-0.1521,0.2546,0.9521,-0.9817,0.1536,-0.2254,440.0325,50.37557713,16.28173736,0.33000001,
13:54:29:940,-0.0646,0.2401,0.9261,-0.9817,0.1536,-0.2254,440.0325,50.37557713,16.28173736,0.33000001,
13:54:29:941,-0.0524,0.2348,0.8448,-0.9817,0.1536,-0.2254,440.0325,50.37557713,16.28173736,0.33000001,
13:54:29:943,-0.0709,0.2307,0.7911,-0.9817,0.1536,-0.2254,440.0325,50.37557713,16.28173736,0.33000001,
13:54:29:967,-0.0709,0.2307,0.7911,-0.9817,0.1536,-0.2254,440.0325,50.37557713,16.28173736,0.33000001,
13:54:29:968,-0.0099,0.2229,0.8622,-0.9817,0.1536,-0.2254,440.0325,50.37557713,16.28173736,0.33000001,
13:54:29:969,0.0790,0.2028,1.0201,-0.9817,0.1536,-0.2254,440.0325,50.37557713,16.28173736,0.33000001,
13:54:29:983,0.0790,0.2028,1.0201,0.0908,0.0337,-0.4501,440.0325,50.37557713,16.28173736,0.33000001,
13:54:30:010,0.1497,0.1530,1.1267,0.0908,0.0337,-0.4501,440.0325,50.37557713,16.28173736,0.33000001,
13:54:30:012,0.1923,0.1402,1.1843,0.0908,0.0337,-0.4501,440.0325,50.37557713,16.28173736,0.33000001,
13:54:30:034,0.1923,0.1402,1.1843,0.0908,0.0337,-0.4501,439.0200,50.37557713,16.28173736,0.33000001,
13:54:30:037,0.1923,0.1402,1.1843,0.0908,0.0337,-0.4501,439.0200,50.37557713,16.28173736,0.33000001,
13:54:30:039,0.1756,0.1198,1.1538,0.0908,0.0337,-0.4501,439.0200,50.37557713,16.28173736,0.33000001,
13:54:30:051,0.1756,0.1198,1.1538,0.8554,-0.0796,0.2516,439.0200,50.37557713,16.28173736,0.33000001,
13:54:30:101,0.2675,0.1820,1.1124,0.8554,-0.0796,0.2516,439.0200,50.37557713,16.28173736,0.33000001,
13:54:30:104,0.3050,0.2271,1.0547,0.8554,-0.0796,0.2516,439.0200,50.37557713,16.28173736,0.33000001,
13:54:30:107,0.3415,0.2418,0.9664,0.8554,-0.0796,0.2516,439.0200,50.37557713,16.28173736,0.33000001,
13:54:30:110,0.3415,0.2418,0.9664,0.8554,-0.0796,0.2516,439.0200,50.37557713,16.28173736,0.33000001,
13:54:30:119,0.3415,0.2418,0.9664,2.0791,-0.5860,1.8520,439.0200,50.37557713,16.28173736,0.33000001,
13:54:30:167,0.3485,0.2770,0.8896,2.0791,-0.5860,1.8520,439.0200,50.37557713,16.28173736,0.33000001,
13:54:30:171,0.3117,0.2868,0.8773,2.0791,-0.5860,1.8520,439.0200,50.37557713,16.28173736,0.33000001,
13:54:30:174,0.2863,0.2719,0.9220,2.0791,-0.5860,1.8520,439.0200,50.37557713,16.28173736,0.33000001,
13:54:30:177,0.2863,0.2719,0.9220,2.0791,-0.5860,1.8520,439.0200,50.37557713,16.28173736,0.33000001,
13:54:30:186,0.2863,0.2719,0.9220,3.0228,0.5937,-0.0238,439.0200,50.37557713,16.28173736,0.33000001,
13:54:30:194,0.2863,0.2719,0.9220,3.0228,0.5937,-0.0238,451.9800,50.37557713,16.28173736,0.33000001,
13:54:30:196,0.2455,0.2520,0.9179,3.0228,0.5937,-0.0238,451.9800,50.37557713,16.28173736,0.33000001,
13:54:30:237,0.2455,0.2520,0.9179,3.0228,0.5937,-0.0238,451.9800,50.37557713,16.28173736,0.33000001,
13:54:30:255,0.2455,0.2520,0.9179,2.2917,0.9303,-0.5171,451.9800,50.37557713,16.28173736,0.33000001,
13:54:30:261,0.1832,0.2721,0.9773,2.2917,0.9303,-0.5171,451.9800,50.37557713,16.28173736,0.33000001,
13:54:30:262,0.1503,0.2277,1.0263,2.2917,0.9303,-0.5171,451.9800,50.37557713,16.28173736,0.33000001,
13:54:30:264,0.1532,0.2072,1.0514,2.2917,0.9303,-0.5171,451.9800,50.37557713,16.28173736,0.33000001,
13:54:30:305,0.1532,0.2072,1.0514,2.2917,0.9303,-0.5171,451.9800,50.37557713,16.28173736,0.33000001,
13:54:30:322,0.1532,0.2072,1.0514,1.1494,0.4315,0.6065,451.9800,50.37557713,16.28173736,0.33000001,
13:54:30:328,0.1672,0.1857,1.0706,1.1494,0.4315,0.6065,451.9800,50.37557713,16.28173736,0.33000001,
13:54:30:329,0.1623,0.1989,1.0849,1.1494,0.4315,0.6065,451.9800,50.37557713,16.28173736,0.33000001,
13:54:30:331,0.1246,0.1868,1.0588,1.1494,0.4315,0.6065,451.9800,50.37557713,16.28173736,0.33000001,
13:54:30:333,0.0881,0.1840,1.0323,1.1494,0.4315,0.6065,451.9800,50.37557713,16.28173736,0.33000001,
13:54:30:354,0.0841,0.1933,1.0122,1.1494,0.4315,0.6065,451.9800,50.37557713,16.28173736,0.33000001,
13:54:30:356,0.0841,0.1933,1.0122,1.1494,0.4315,0.6065,473.9850,50.37557713,16.28173736,0.33000001,
13:54:30:373,0.0841,0.1933,1.0122,1.1494,0.4315,0.6065,473.9850,50.37557713,16.28173736,0.33000001,
13:54:30:389,0.0841,0.1933,1.0122,0.9420,0.0780,0.7826,473.9850,50.37557713,16.28173736,0.33000001,
13:54:30:421,0.0936,0.1894,1.0167,0.9420,0.0780,0.7826,473.9850,50.37557713,16.28173736,0.33000001,
13:54:30:424,0.0899,0.1947,1.0327,0.9420,0.0780,0.7826,473.9850,50.37557713,16.28173736,0.33000001,
13:54:30:429,0.0657,0.1983,1.0136,0.9420,0.0780,0.7826,473.9850,50.37557713,16.28173736,0.33000001,
13:54:30:441,0.0657,0.1983,1.0136,0.9420,0.0780,0.7826,473.9850,50.37557713,16.28173736,0.33000001,
13:54:30:457,0.0657,0.1983,1.0136,0.5525,-0.0153,0.3330,473.9850,50.37557713,16.28173736,0.33000001,
13:54:30:487,0.0543,0.2055,0.9918,0.5525,-0.0153,0.3330,473.9850,50.37557713,16.28173736,0.33000001,
13:54:30:491,0.0637,0.2058,1.0140,0.5525,-0.0153,0.3330,473.9850,50.37557713,16.28173736,0.33000001,
13:54:30:495,0.0773,0.2057,1.0073,0.5525,-0.0153,0.3330,473.9850,50.37557713,16.28173736,0.33000001,
13:54:30:508,0.0773,0.2057,1.0073,0.5525,-0.0153,0.3330,473.9850,50.37557713,16.28173736,0.33000001,
13:54:30:514,0.0773,0.2057,1.0073,0.5525,-0.0153,0.3330,482.0175,50.37557713,16.28173736,0.33000001,
13:54:30:516,0.0978,0.2134,0.9861,0.5525,-0.0153,0.3330,482.0175,50.37557713,16.28173736,0.33000001,
13:54:30:525,0.0978,0.2134,0.9861,0.3011,-0.1649,0.2281,482.0175,50.37557713,16.28173736,0.33000001,
13:54:30:576,0.0978,0.2134,0.9861,0.3011,-0.1649,0.2281,482.0175,50.37557713,16.28173736,0.33000001,
13:54:30:581,0.0577,0.2234,0.9407,0.3011,-0.1649,0.2281,482.0175,50.37557713,16.28173736,0.33000001,
13:54:30:583,0.0211,0.2362,0.9055,0.3011,-0.1649,0.2281,482.0175,50.37557713,16.28173736,0.33000001,
13:54:30:584,0.0309,0.2467,0.8755,0.3011,-0.1649,0.2281,482.0175,50.37557713,16.28173736,0.33000001,
13:54:30:587,0.0347,0.2616,0.8933,0.3011,-0.1649,0.2281,482.0175,50.37557713,16.28173736,0.33000001,
13:54:30:593,0.0347,0.2616,0.8933,0.4725,-0.1737,-0.0962,482.0175,50.37557713,16.28173736,0.33000001,
13:54:30:646,0.0347,0.2616,0.8933,0.4725,-0.1737,-0.0962,482.0175,50.37557713,16.28173736,0.33000001,
13:54:30:649,0.0245,0.2668,0.9121,0.4725,-0.1737,-0.0962,482.0175,50.37557713,16.28173736,0.33000001,
13:54:30:650,0.0150,0.2694,0.9179,0.4725,-0.1737,-0.0962,482.0175,50.37557713,16.28173736,0.33000001,
13:54:30:652,-0.0067,0.2660,0.9284,0.4725,-0.1737,-0.0962,482.0175,50.37557713,16.28173736,0.33000001,
13:54:30:662,-0.0067,0.2660,0.9284,0.2048,0.0500,-0.7298,482.0175,50.37557713,16.28173736,0.33000001,
13:54:30:712,-0.0067,0.2660,0.9284,0.2048,0.0500,-0.7298,482.0175,50.37557713,16.28173736,0.33000001,
13:54:30:716,-0.0217,0.2722,0.9122,0.2048,0.0500,-0.7298,482.0175,50.37557713,16.28173736,0.33000001,
13:54:30:719,-0.0463,0.3060,0.9194,0.2048,0.0500,-0.7298,482.0175,50.37557713,16.28173736,0.33000001,
13:54:30:722,-0.0255,0.2883,0.9333,0.2048,0.0500,-0.7298,482.0175,50.37557713,16.28173736,0.33000001,
13:54:30:729,-0.0255,0.2883,0.9333,0.1269,0.0774,-0.3890,482.0175,50.37557713,16.28173736,0.33000001,
13:54:30:780,-0.0255,0.2883,0.9333,0.1269,0.0774,-0.3890,482.0175,50.37557713,16.28173736,0.33000001,
13:54:30:781,-0.0328,0.2838,0.9327,0.1269,0.0774,-0.3890,482.0175,50.37557713,16.28173736,0.33000001,
13:54:30:783,-0.0729,0.3456,0.9236,0.1269,0.0774,-0.3890,482.0175,50.37557713,16.28173736,0.33000001,
13:54:30:785,-0.0637,0.3182,0.8863,0.1269,0.0774,-0.3890,482.0175,50.37557713,16.28173736,0.33000001,
13:54:30:796,-0.0637,0.3182,0.8863,0.0326,0.2382,-0.2462,482.0175,50.37557713,16.28173736,0.33000001,
13:54:30:833,-0.0637,0.3182,0.8863,0.0326,0.2382,-0.2462,484.9875,50.37557713,16.28173736,0.33000001,
13:54:30:835,-0.0671,0.3293,0.8529,0.0326,0.2382,-0.2462,484.9875,50.37557713,16.28173736,0.33000001,
13:54:30:836,-0.0636,0.3273,0.8253,0.0326,0.2382,-0.2462,484.9875,50.37557713,16.28173736,0.33000001,
13:54:30:848,-0.0636,0.3273,0.8253,0.0326,0.2382,-0.2462,484.9875,50.37557713,16.28173736,0.33000001,
13:54:30:864,-0.0636,0.3273,0.8253,0.0036,0.7457,-0.6538,484.9875,50.37557713,16.28173736,0.33000001,
13:54:30:900,-0.0748,0.2800,0.8397,0.0036,0.7457,-0.6538,484.9875,50.37557713,16.28173736,0.33000001,
13:54:30:902,-0.0801,0.3073,0.9126,0.0036,0.7457,-0.6538,484.9875,50.37557713,16.28173736,0.33000001,
13:54:30:903,-0.1639,0.3318,0.9921,0.0036,0.7457,-0.6538,484.9875,50.37557713,16.28173736,0.33000001,
13:54:30:905,-0.1942,0.2783,1.0049,0.0036,0.7457,-0.6538,484.9875,50.37557713,16.28173736,0.33000001,
13:54:30:916,-0.1942,0.2783,1.0049,0.0036,0.7457,-0.6538,484.9875,50.37557713,16.28173736,0.33000001,
13:54:30:932,-0.1942,0.2783,1.0049,0.0820,0.7582,-0.6804,484.9875,50.37557713,16.28173736,0.33000001,
13:54:30:966,-0.2438,0.2707,1.0255,0.0820,0.7582,-0.6804,484.9875,50.37557713,16.28173736,0.33000001,
13:54:30:968,-0.2039,0.2309,1.0550,0.0820,0.7582,-0.6804,484.9875,50.37557713,16.28173736,0.33000001,
13:54:30:968,-0.0929,0.2181,1.0499,0.0820,0.7582,-0.6804,484.9875,50.37557713,16.28173736,0.33000001,
13:54:30:982,-0.0929,0.2181,1.0499,0.0820,0.7582,-0.6804,484.9875,50.37557713,16.28173736,0.33000001,
13:54:30:993,-0.0929,0.2181,1.0499,0.0820,0.7582,-0.6804,563.0175,50.37557713,16.28173736,0.33000001,
