
time,gFx,gFy,gFz,ax,ay,az,I,Latitude,Longitude,Speed (m/s),
15:00:36:518,0.0716,0.3941,0.7538,0.4015,-0.7529,0.5492,26224.0215,50.37556715,16.28176408,0.00000000,
15:00:36:523,0.0119,0.4901,0.6873,0.4015,-0.7529,0.5492,26224.0215,50.37556715,16.28176408,0.00000000,
15:00:36:540,0.0582,0.4294,0.7024,0.4015,-0.7529,0.5492,26224.0215,50.37556715,16.28176408,0.00000000,
15:00:36:561,0.0645,0.4131,0.6914,0.4015,-0.7529,0.5492,26224.0215,50.37556715,16.28176408,0.00000000,
15:00:36:577,0.0645,0.4131,0.6914,0.4015,-0.7529,0.5492,26224.0215,50.37556715,16.28176408,0.00000000,
15:00:36:587,0.0645,0.4131,0.6914,0.5794,-0.1365,-1.6142,26224.0215,50.37556715,16.28176408,0.00000000,
15:00:36:589,0.0477,0.4242,0.7159,0.5794,-0.1365,-1.6142,26224.0215,50.37556715,16.28176408,0.00000000,
15:00:36:604,0.0590,0.4206,0.7844,0.5794,-0.1365,-1.6142,26224.0215,50.37556715,16.28176408,0.00000000,
15:00:36:630,0.0806,0.4043,0.8491,0.5794,-0.1365,-1.6142,26224.0215,50.37556715,16.28176408,0.00000000,
15:00:36:647,0.0806,0.4043,0.8491,0.5794,-0.1365,-1.6142,26224.0215,50.37556715,16.28176408,0.00000000,
15:00:36:653,0.0806,0.4043,0.8491,0.4827,0.4264,-2.0259,26224.0215,50.37556715,16.28176408,0.00000000,
15:00:36:657,0.0831,0.4022,0.9265,0.4827,0.4264,-2.0259,26224.0215,50.37556715,16.28176408,0.00000000,
15:00:36:664,0.0831,0.4022,0.9265,0.4827,0.4264,-2.0259,20321.0117,50.37556715,16.28176408,0.00000000,
15:00:36:673,0.0793,0.4014,1.0110,0.4827,0.4264,-2.0259,20321.0117,50.37556715,16.28176408,0.00000000,
15:00:36:688,0.0911,0.3734,0.9960,0.4827,0.4264,-2.0259,20321.0117,50.37556715,16.28176408,0.00000000,
15:00:36:710,0.0770,0.3730,0.9873,0.4827,0.4264,-2.0259,20321.0117,50.37556715,16.28176408,0.00000000,
15:00:36:714,0.0770,0.3730,0.9873,0.4827,0.4264,-2.0259,20321.0117,50.37556715,16.28176408,0.00000000,
15:00:36:723,0.0770,0.3730,0.9873,0.7012,0.4729,-0.4027,20321.0117,50.37556715,16.28176408,0.00000000,
15:00:36:739,0.0664,0.3653,0.9275,0.7012,0.4729,-0.4027,20321.0117,50.37556715,16.28176408,0.00000000,
15:00:36:755,0.0748,0.3395,0.8689,0.7012,0.4729,-0.4027,20321.0117,50.37556715,16.28176408,0.00000000,
15:00:36:780,0.0748,0.3395,0.8689,0.7012,0.4729,-0.4027,20321.0117,50.37556715,16.28176408,0.00000000,
15:00:36:787,0.0737,0.3279,0.8228,0.7012,0.4729,-0.4027,20321.0117,50.37556715,16.28176408,0.00000000,
15:00:36:789,0.0737,0.3279,0.8228,0.7241,0.3504,0.5267,20321.0117,50.37556715,16.28176408,0.00000000,
15:00:36:804,0.0501,0.3164,0.7849,0.7241,0.3504,0.5267,20321.0117,50.37556715,16.28176408,0.00000000,
15:00:36:819,0.0421,0.2941,0.7879,0.7241,0.3504,0.5267,20321.0117,50.37556715,16.28176408,0.00000000,
15:00:36:823,0.0421,0.2941,0.7879,0.7241,0.3504,0.5267,22450.9727,50.37556715,16.28176408,0.00000000,
15:00:36:837,0.0365,0.2515,0.8214,0.7241,0.3504,0.5267,22450.9727,50.37556715,16.28176408,0.00000000,
15:00:36:850,0.0365,0.2515,0.8214,0.7241,0.3504,0.5267,22450.9727,50.37556715,16.28176408,0.00000000,
15:00:36:857,0.0365,0.2515,0.8214,0.6105,0.6259,-1.0437,22450.9727,50.37556715,16.28176408,0.00000000,
15:00:36:872,0.0372,0.2099,0.7981,0.6105,0.6259,-1.0437,22450.9727,50.37556715,16.28176408,0.00000000,
15:00:36:888,0.0467,0.1952,0.8212,0.6105,0.6259,-1.0437,22450.9727,50.37556715,16.28176408,0.00000000,
15:00:36:903,0.0758,0.1641,0.9006,0.6105,0.6259,-1.0437,22450.9727,50.37556715,16.28176408,0.00000000,
15:00:36:916,0.0758,0.1641,0.9006,0.6105,0.6259,-1.0437,22450.9727,50.37556715,16.28176408,0.00000000,
15:00:36:921,0.0911,0.1345,0.9848,0.6105,0.6259,-1.0437,22450.9727,50.37556715,16.28176408,0.00000000,
15:00:36:926,0.0911,0.1345,0.9848,0.3580,0.9518,-1.5000,22450.9727,50.37556715,16.28176408,0.00000000,
15:00:36:960,0.0805,0.1149,1.0498,0.3580,0.9518,-1.5000,22450.9727,50.37556715,16.28176408,0.00000000,
15:00:36:972,0.1032,0.1021,1.0960,0.3580,0.9518,-1.5000,22450.9727,50.37557349,16.28175148,0.36000001,
15:00:36:984,0.1032,0.1021,1.0960,0.3580,0.9518,-1.5000,35361.0234,50.37557349,16.28175148,0.36000001,
15:00:36:986,0.1032,0.1021,1.0960,0.3580,0.9518,-1.5000,35361.0234,50.37557349,16.28175148,0.36000001,
15:00:36:989,0.1124,0.0858,1.0794,0.3580,0.9518,-1.5000,35361.0234,50.37557349,16.28175148,0.36000001,
15:00:36:993,0.1124,0.0858,1.0794,0.4570,0.6685,-0.4569,35361.0234,50.37557349,16.28175148,0.36000001,
15:00:37:020,0.0897,0.0684,1.0248,0.4570,0.6685,-0.4569,35361.0234,50.37557349,16.28175148,0.36000001,
15:00:37:030,0.1066,0.0661,0.9992,0.4570,0.6685,-0.4569,35361.0234,50.37557349,16.28175148,0.36000001,
15:00:37:052,0.1066,0.0661,0.9992,0.4570,0.6685,-0.4569,35361.0234,50.37557349,16.28175148,0.36000001,
15:00:37:055,0.1394,0.0622,0.9949,0.4570,0.6685,-0.4569,35361.0234,50.37557349,16.28175148,0.36000001,
15:00:37:060,0.1394,0.0622,0.9949,0.4282,0.3383,1.0022,35361.0234,50.37557349,16.28175148,0.36000001,
15:00:37:070,0.1266,0.0563,1.0076,0.4282,0.3383,1.0022,35361.0234,50.37557349,16.28175148,0.36000001,
15:00:37:091,0.1138,0.0389,1.0553,0.4282,0.3383,1.0022,35361.0234,50.37557349,16.28175148,0.36000001,
15:00:37:121,0.1138,0.0389,1.0553,0.4282,0.3383,1.0022,35361.0234,50.37557349,16.28175148,0.36000001,
15:00:37:122,0.1190,0.0244,1.0974,0.4282,0.3383,1.0022,35361.0234,50.37557349,16.28175148,0.36000001,
15:00:37:129,0.1190,0.0244,1.0974,0.4551,0.4587,0.2463,35361.0234,50.37557349,16.28175148,0.36000001,
15:00:37:138,0.1148,0.0226,1.1232,0.4551,0.4587,0.2463,35361.0234,50.37557349,16.28175148,0.36000001,
15:00:37:144,0.1148,0.0226,1.1232,0.4551,0.4587,0.2463,64862.9805,50.37557349,16.28175148,0.36000001,
15:00:37:155,0.1029,0.0207,1.1227,0.4551,0.4587,0.2463,64862.9805,50.37557349,16.28175148,0.36000001,
15:00:37:186,0.0944,0.0150,1.0906,0.4551,0.4587,0.2463,64862.9805,50.37557349,16.28175148,0.36000001,
15:00:37:189,0.0944,0.0150,1.0906,0.4551,0.4587,0.2463,64862.9805,50.37557349,16.28175148,0.36000001,
15:00:37:197,0.0944,0.0150,1.0906,0.4225,0.2183,0.9106,64862.9805,50.37557349,16.28175148,0.36000001,
15:00:37:204,0.0845,0.0181,1.0578,0.4225,0.2183,0.9106,64862.9805,50.37557349,16.28175148,0.36000001,
15:00:37:222,0.0640,0.0226,1.0520,0.4225,0.2183,0.9106,64862.9805,50.37557349,16.28175148,0.36000001,
15:00:37:239,0.0531,0.0241,1.0622,0.4225,0.2183,0.9106,64862.9805,50.37557349,16.28175148,0.36000001,
15:00:37:255,0.0531,0.0241,1.0622,0.4225,0.2183,0.9106,64862.9805,50.37557349,16.28175148,0.36000001,
15:00:37:264,0.0531,0.0241,1.0622,0.2783,-0.0393,0.9105,64862.9805,50.37557349,16.28175148,0.36000001,
15:00:37:272,0.0485,0.0275,1.0619,0.2783,-0.0393,0.9105,64862.9805,50.37557349,16.28175148,0.36000001,
15:00:37:289,0.0455,0.0334,1.0581,0.2783,-0.0393,0.9105,64862.9805,50.37557349,16.28175148,0.36000001,
15:00:37:303,0.0529,0.0394,1.0486,0.2783,-0.0393,0.9105,64862.9805,50.37557349,16.28175148,0.36000001,
15:00:37:305,0.0529,0.0394,1.0486,0.2783,-0.0393,0.9105,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:37:324,0.0529,0.0394,1.0486,0.2783,-0.0393,0.9105,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:37:332,0.0529,0.0394,1.0486,-0.0286,-0.1572,0.5141,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:37:336,0.0612,0.0453,1.0422,-0.0286,-0.1572,0.5141,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:37:354,0.0677,0.0507,1.0476,-0.0286,-0.1572,0.5141,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:37:371,0.0698,0.0512,1.0616,-0.0286,-0.1572,0.5141,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:37:388,0.0707,0.0579,1.0817,-0.0286,-0.1572,0.5141,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:37:392,0.0707,0.0579,1.0817,-0.0286,-0.1572,0.5141,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:37:400,0.0707,0.0579,1.0817,-0.0406,-0.3531,0.3959,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:37:419,0.0739,0.0685,1.0761,-0.0406,-0.3531,0.3959,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:37:430,0.0790,0.0866,1.0828,-0.0406,-0.3531,0.3959,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:37:454,0.0939,0.0985,1.0511,-0.0406,-0.3531,0.3959,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:37:460,0.0939,0.0985,1.0511,-0.0406,-0.3531,0.3959,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:37:464,0.0939,0.0985,1.0511,-0.0406,-0.3531,0.3959,48238.0000,50.37557349,16.28175148,0.36000001,
15:00:37:470,0.0939,0.0985,1.0511,0.0757,-0.8314,0.5815,48238.0000,50.37557349,16.28175148,0.36000001,
15:00:37:473,0.0797,0.1260,0.9928,0.0757,-0.8314,0.5815,48238.0000,50.37557349,16.28175148,0.36000001,
15:00:37:503,0.0747,0.1600,0.9617,0.0757,-0.8314,0.5815,48238.0000,50.37557349,16.28175148,0.36000001,
15:00:37:522,0.0841,0.1839,0.9549,0.0757,-0.8314,0.5815,48238.0000,50.37557349,16.28175148,0.36000001,
15:00:37:530,0.0841,0.1839,0.9549,0.0757,-0.8314,0.5815,48238.0000,50.37557349,16.28175148,0.36000001,
15:00:37:534,0.0841,0.1839,0.9549,0.2087,-0.9273,0.4769,48238.0000,50.37557349,16.28175148,0.36000001,
15:00:37:538,0.0651,0.1925,0.9039,0.2087,-0.9273,0.4769,48238.0000,50.37557349,16.28175148,0.36000001,
15:00:37:572,0.0452,0.2056,0.8699,0.2087,-0.9273,0.4769,48238.0000,50.37557349,16.28175148,0.36000001,
15:00:37:588,0.0355,0.2180,0.8774,0.2087,-0.9273,0.4769,48238.0000,50.37557349,16.28175148,0.36000001,
15:00:37:595,0.0355,0.2180,0.8774,0.2087,-0.9273,0.4769,48238.0000,50.37557349,16.28175148,0.36000001,
15:00:37:603,0.0355,0.2180,0.8774,0.1800,-0.2980,-0.4997,48238.0000,50.37557349,16.28175148,0.36000001,
15:00:37:606,0.0474,0.2170,0.9033,0.1800,-0.2980,-0.4997,48238.0000,50.37557349,16.28175148,0.36000001,
15:00:37:624,0.0474,0.2170,0.9033,0.1800,-0.2980,-0.4997,37424.0273,50.37557349,16.28175148,0.36000001,
15:00:37:626,0.0450,0.2077,0.9282,0.1800,-0.2980,-0.4997,37424.0273,50.37557349,16.28175148,0.36000001,
15:00:37:653,0.0409,0.2079,0.9526,0.1800,-0.2980,-0.4997,37424.0273,50.37557349,16.28175148,0.36000001,
15:00:37:663,0.0409,0.2079,0.9526,0.1800,-0.2980,-0.4997,37424.0273,50.37557349,16.28175148,0.36000001,
15:00:37:672,0.0409,0.2079,0.9526,-0.0782,0.0684,-0.9395,37424.0273,50.37557349,16.28175148,0.36000001,
15:00:37:675,0.0410,0.2072,0.9833,-0.0782,0.0684,-0.9395,37424.0273,50.37557349,16.28175148,0.36000001,
15:00:37:688,0.0419,0.2004,0.9980,-0.0782,0.0684,-0.9395,37424.0273,50.37557349,16.28175148,0.36000001,
15:00:37:721,0.0441,0.2023,0.9829,-0.0782,0.0684,-0.9395,37424.0273,50.37557349,16.28175148,0.36000001,
15:00:37:733,0.0441,0.2023,0.9829,-0.0782,0.0684,-0.9395,37424.0273,50.37557349,16.28175148,0.36000001,
15:00:37:738,0.0333,0.2132,0.9922,-0.0782,0.0684,-0.9395,37424.0273,50.37557349,16.28175148,0.36000001,
15:00:37:739,0.0333,0.2132,0.9922,-0.1899,-0.0721,-0.1469,37424.0273,50.37557349,16.28175148,0.36000001,
15:00:37:756,0.0287,0.2292,0.9975,-0.1899,-0.0721,-0.1469,37424.0273,50.37557349,16.28175148,0.36000001,
15:00:37:769,0.0773,0.2296,0.9880,-0.1899,-0.0721,-0.1469,37424.0273,50.37557349,16.28175148,0.36000001,
15:00:37:784,0.0773,0.2296,0.9880,-0.1899,-0.0721,-0.1469,38056.0273,50.37557349,16.28175148,0.36000001,
15:00:37:800,0.0773,0.2296,0.9880,-0.1899,-0.0721,-0.1469,38056.0273,50.37557349,16.28175148,0.36000001,
15:00:37:804,0.1113,0.2205,0.9353,-0.1899,-0.0721,-0.1469,38056.0273,50.37557349,16.28175148,0.36000001,
15:00:37:807,0.1113,0.2205,0.9353,-0.4443,-0.1396,0.1627,38056.0273,50.37557349,16.28175148,0.36000001,
15:00:37:819,0.1232,0.2090,0.9233,-0.4443,-0.1396,0.1627,38056.0273,50.37557349,16.28175148,0.36000001,
15:00:37:838,0.1356,0.2059,0.9367,-0.4443,-0.1396,0.1627,38056.0273,50.37557349,16.28175148,0.36000001,
15:00:37:854,0.1439,0.1923,0.9366,-0.4443,-0.1396,0.1627,38056.0273,50.37557349,16.28175148,0.36000001,
15:00:37:867,0.1439,0.1923,0.9366,-0.4443,-0.1396,0.1627,38056.0273,50.37557349,16.28175148,0.36000001,
15:00:37:875,0.1439,0.1923,0.9366,-0.0302,0.0817,-0.1737,38056.0273,50.37557349,16.28175148,0.36000001,
15:00:37:887,0.2336,0.1359,0.9709,-0.0302,0.0817,-0.1737,38056.0273,50.37557349,16.28175148,0.36000001,
15:00:37:903,0.2039,0.1339,0.9758,-0.0302,0.0817,-0.1737,38056.0273,50.37557349,16.28175148,0.36000001,
15:00:37:920,0.1755,0.1760,0.9856,-0.0302,0.0817,-0.1737,38056.0273,50.37557349,16.28175148,0.36000001,
15:00:37:935,0.1755,0.1760,0.9856,-0.0302,0.0817,-0.1737,38056.0273,50.37557349,16.28175148,0.36000001,
15:00:37:938,0.1192,0.2147,1.0100,-0.0302,0.0817,-0.1737,38056.0273,50.37557349,16.28175148,0.36000001,
15:00:37:942,0.1192,0.2147,1.0100,0.4836,-0.1449,-0.2499,38056.0273,50.37557349,16.28175148,0.36000001,
15:00:37:945,0.1192,0.2147,1.0100,0.4836,-0.1449,-0.2499,62255.9961,50.37557349,16.28175148,0.36000001,
15:00:37:962,0.1022,0.2487,1.0328,0.4836,-0.1449,-0.2499,62255.9961,50.37557349,16.28175148,0.36000001,
15:00:37:985,0.0883,0.2699,1.0268,0.4836,-0.1449,-0.2499,62255.9961,50.37557349,16.28175148,0.36000001,
15:00:38:002,0.0883,0.2699,1.0268,0.4836,-0.1449,-0.2499,62255.9961,50.37557349,16.28175148,0.36000001,
15:00:38:004,0.1331,0.2629,1.0046,0.4836,-0.1449,-0.2499,62255.9961,50.37557349,16.28175148,0.36000001,
15:00:38:010,0.1331,0.2629,1.0046,0.3962,-0.2716,0.2040,62255.9961,50.37557349,16.28175148,0.36000001,
15:00:38:036,0.1847,0.2165,1.0042,0.3962,-0.2716,0.2040,62255.9961,50.37557349,16.28175148,0.36000001,
15:00:38:053,0.1602,0.2341,1.0460,0.3962,-0.2716,0.2040,62255.9961,50.37557349,16.28175148,0.36000001,
15:00:38:069,0.1602,0.2341,1.0460,0.3962,-0.2716,0.2040,62255.9961,50.37557349,16.28175148,0.36000001,
15:00:38:072,0.1524,0.2555,1.0569,0.3962,-0.2716,0.2040,62255.9961,50.37557349,16.28175148,0.36000001,
15:00:38:078,0.1524,0.2555,1.0569,0.0824,0.3035,0.4106,62255.9961,50.37557349,16.28175148,0.36000001,
15:00:38:087,0.1428,0.2420,1.0217,0.0824,0.3035,0.4106,62255.9961,50.37557349,16.28175148,0.36000001,
15:00:38:103,0.1428,0.2420,1.0217,0.0824,0.3035,0.4106,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:119,0.1392,0.2442,0.9951,0.0824,0.3035,0.4106,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:136,0.1505,0.2500,0.9685,0.0824,0.3035,0.4106,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:138,0.1505,0.2500,0.9685,0.0824,0.3035,0.4106,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:147,0.1505,0.2500,0.9685,0.5520,-0.0965,0.5928,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:155,0.1456,0.2614,0.9856,0.5520,-0.0965,0.5928,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:186,0.1380,0.2617,0.9883,0.5520,-0.0965,0.5928,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:203,0.1430,0.2577,0.9731,0.5520,-0.0965,0.5928,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:206,0.1430,0.2577,0.9731,0.5520,-0.0965,0.5928,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:215,0.1430,0.2577,0.9731,0.4985,-0.2460,0.1280,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:222,0.1310,0.2509,0.9433,0.4985,-0.2460,0.1280,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:235,0.1124,0.2510,0.9231,0.4985,-0.2460,0.1280,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:269,0.1088,0.2495,0.9168,0.4985,-0.2460,0.1280,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:273,0.1088,0.2495,0.9168,0.4985,-0.2460,0.1280,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:283,0.1088,0.2495,0.9168,0.4472,-0.3205,0.0038,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:287,0.0930,0.2522,0.9384,0.4472,-0.3205,0.0038,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:303,0.0875,0.2506,0.9707,0.4472,-0.3205,0.0038,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:320,0.0761,0.2406,0.9949,0.4472,-0.3205,0.0038,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:340,0.0761,0.2406,0.9949,0.4472,-0.3205,0.0038,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:349,0.0761,0.2406,0.9949,0.1415,-0.4453,-0.3259,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:356,0.0718,0.2390,1.0046,0.1415,-0.4453,-0.3259,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:370,0.0625,0.2483,0.9895,0.1415,-0.4453,-0.3259,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:385,0.0483,0.2501,0.9569,0.1415,-0.4453,-0.3259,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:405,0.0376,0.2460,0.9336,0.1415,-0.4453,-0.3259,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:409,0.0376,0.2460,0.9336,0.1415,-0.4453,-0.3259,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:416,0.0376,0.2460,0.9336,-0.0029,-0.5903,0.3022,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:434,0.0239,0.2570,0.9316,-0.0029,-0.5903,0.3022,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:451,0.0167,0.2626,0.9372,-0.0029,-0.5903,0.3022,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:468,0.0076,0.2677,0.9347,-0.0029,-0.5903,0.3022,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:476,0.0076,0.2677,0.9347,-0.0029,-0.5903,0.3022,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:484,0.0076,0.2677,0.9347,-0.1740,-0.5539,-0.0817,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:498,0.0021,0.2705,0.9422,-0.1740,-0.5539,-0.0817,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:520,-0.0015,0.2746,0.9511,-0.1740,-0.5539,-0.0817,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:534,-0.0045,0.2775,0.9693,-0.1740,-0.5539,-0.0817,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:543,-0.0045,0.2775,0.9693,-0.1740,-0.5539,-0.0817,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:553,-0.0045,0.2775,0.9693,-0.2973,-0.4143,-0.1828,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:554,-0.0040,0.2818,0.9705,-0.2973,-0.4143,-0.1828,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:585,-0.0138,0.2746,0.9739,-0.2973,-0.4143,-0.1828,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:604,-0.0092,0.2726,0.9907,-0.2973,-0.4143,-0.1828,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:613,-0.0092,0.2726,0.9907,-0.2973,-0.4143,-0.1828,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:620,-0.0092,0.2726,0.9907,-0.2881,-0.2994,0.0763,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:622,-0.0062,0.2689,0.9996,-0.2881,-0.2994,0.0763,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:637,-0.0098,0.2642,0.9957,-0.2881,-0.2994,0.0763,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:669,-0.0160,0.2648,0.9944,-0.2881,-0.2994,0.0763,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:683,-0.0160,0.2648,0.9944,-0.2881,-0.2994,0.0763,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:688,-0.0206,0.2653,1.0082,-0.2881,-0.2994,0.0763,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:691,-0.0206,0.2653,1.0082,-0.2529,-0.3653,0.3083,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:703,-0.0194,0.2592,1.0203,-0.2529,-0.3653,0.3083,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:734,-0.0177,0.2611,1.0094,-0.2529,-0.3653,0.3083,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:748,-0.0177,0.2611,1.0094,-0.2529,-0.3653,0.3083,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:754,-0.0170,0.2616,0.9721,-0.2529,-0.3653,0.3083,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:757,-0.0170,0.2616,0.9721,-0.3915,-0.4655,0.4142,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:770,-0.0189,0.2658,0.9421,-0.3915,-0.4655,0.4142,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:790,-0.0164,0.2614,0.9282,-0.3915,-0.4655,0.4142,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:815,-0.0164,0.2614,0.9282,-0.3915,-0.4655,0.4142,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:818,-0.0096,0.2660,0.9358,-0.3915,-0.4655,0.4142,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:823,-0.0096,0.2660,0.9358,-0.5862,-0.5017,0.2801,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:835,-0.0071,0.2860,0.9558,-0.5862,-0.5017,0.2801,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:853,0.0099,0.2562,0.9732,-0.5862,-0.5017,0.2801,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:871,-0.0115,0.2616,0.9533,-0.5862,-0.5017,0.2801,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:883,-0.0115,0.2616,0.9533,-0.5862,-0.5017,0.2801,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:893,-0.0115,0.2616,0.9533,-0.5864,-0.4618,-0.1544,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:901,-0.0145,0.2548,0.9640,-0.5864,-0.4618,-0.1544,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:918,-0.0166,0.2510,0.9931,-0.5864,-0.4618,-0.1544,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:934,-0.0164,0.2598,1.0058,-0.5864,-0.4618,-0.1544,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:951,-0.0164,0.2598,1.0058,-0.5864,-0.4618,-0.1544,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:955,-0.0301,0.2658,0.9950,-0.5864,-0.4618,-0.1544,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:959,-0.0301,0.2658,0.9950,-0.3670,-0.6045,0.1167,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:38:988,-0.0447,0.2773,0.9243,-0.3670,-0.6045,0.1167,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:39:000,-0.0809,0.2888,0.8842,-0.3670,-0.6045,0.1167,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:39:018,-0.0809,0.2888,0.8842,-0.3670,-0.6045,0.1167,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:39:021,-0.0944,0.2997,0.8699,-0.3670,-0.6045,0.1167,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:39:027,-0.0944,0.2997,0.8699,-0.3394,-0.5296,0.3742,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:39:052,-0.0963,0.3173,0.8774,-0.3394,-0.5296,0.3742,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:39:068,-0.1193,0.3322,0.8896,-0.3394,-0.5296,0.3742,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:39:086,-0.1193,0.3322,0.8896,-0.3394,-0.5296,0.3742,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:39:088,-0.1278,0.3415,0.8905,-0.3394,-0.5296,0.3742,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:39:095,-0.1278,0.3415,0.8905,-0.5991,-0.2182,-0.6045,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:39:109,-0.1412,0.3518,0.8871,-0.5991,-0.2182,-0.6045,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:39:134,-0.1392,0.3537,0.8869,-0.5991,-0.2182,-0.6045,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:39:155,-0.1392,0.3537,0.8869,-0.5991,-0.2182,-0.6045,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:39:157,-0.1343,0.3600,0.8972,-0.5991,-0.2182,-0.6045,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:39:163,-0.1343,0.3600,0.8972,-0.8745,0.1230,-0.4998,79999.9922,50.37557349,16.28175148,0.36000001,
15:00:39:171,-0.1184,0.3590,0.8924,-0.8745,0.1230,-0.4998,79999.9922,50.37557349,16.28175148,0.36000001,
