
time,ax,ay,az,wx,wy,wz,I,Latitude,Longitude,Speed (m/s),
13:20:13:743,0.0264,0.2907,0.2916,-0.3231,-0.0971,-0.5006,234.9675,50.37560799,16.28177177,0.00000000,
13:20:13:755,0.6222,0.6836,-0.3997,-0.3231,-0.0971,-0.5006,234.9675,50.37560799,16.28177177,0.00000000,
13:20:13:768,0.6222,0.6836,-0.3997,-0.3231,-0.0971,-0.5006,240.0300,50.37560799,16.28177177,0.00000000,
13:20:13:797,0.6222,0.6836,-0.3997,-0.3231,-0.0971,-0.5006,240.0300,50.37560799,16.28177177,0.00000000,
13:20:13:809,0.6222,0.6836,-0.3997,0.0524,-0.3395,-0.7630,240.0300,50.37560799,16.28177177,0.00000000,
13:20:13:823,0.4068,0.9338,0.4474,0.0524,-0.3395,-0.7630,240.0300,50.37560799,16.28177177,0.00000000,
13:20:13:865,0.4068,0.9338,0.4474,0.0524,-0.3395,-0.7630,240.0300,50.37560799,16.28177177,0.00000000,
13:20:13:877,0.4068,0.9338,0.4474,-0.3890,-0.3847,-1.2388,240.0300,50.37560799,16.28177177,0.00000000,
13:20:13:890,0.2198,1.1898,0.1718,-0.3890,-0.3847,-1.2388,240.0300,50.37560799,16.28177177,0.00000000,
13:20:13:926,0.2198,1.1898,0.1718,-0.3890,-0.3847,-1.2388,250.0200,50.37560799,16.28177177,0.00000000,
13:20:13:933,0.2198,1.1898,0.1718,-0.3890,-0.3847,-1.2388,250.0200,50.37560799,16.28177177,0.00000000,
13:20:13:946,0.2198,1.1898,0.1718,0.1095,-0.4472,-1.4216,250.0200,50.37560799,16.28177177,0.00000000,
13:20:13:958,0.6609,0.6549,1.2575,0.1095,-0.4472,-1.4216,250.0200,50.37560799,16.28177177,0.00000000,
13:20:14:000,0.6609,0.6549,1.2575,0.1095,-0.4472,-1.4216,250.0200,50.37560799,16.28177177,0.00000000,
13:20:14:013,0.6609,0.6549,1.2575,-0.0176,-0.2758,-0.5351,250.0200,50.37560799,16.28177177,0.00000000,
13:20:14:027,-1.2540,-0.5894,1.3972,-0.0176,-0.2758,-0.5351,250.0200,50.37560799,16.28177177,0.00000000,
13:20:14:069,-1.2540,-0.5894,1.3972,-0.0176,-0.2758,-0.5351,250.0200,50.37560799,16.28177177,0.00000000,
13:20:14:081,-1.2540,-0.5894,1.3972,0.0315,0.5632,0.3998,250.0200,50.37560799,16.28177177,0.00000000,
13:20:14:087,-1.2540,-0.5894,1.3972,0.0315,0.5632,0.3998,260.0100,50.37560799,16.28177177,0.00000000,
13:20:14:094,-0.9126,-0.2308,1.4368,0.0315,0.5632,0.3998,260.0100,50.37560799,16.28177177,0.00000000,
13:20:14:137,-0.9126,-0.2308,1.4368,0.0315,0.5632,0.3998,260.0100,50.37560799,16.28177177,0.00000000,
13:20:14:150,-0.9126,-0.2308,1.4368,1.0325,0.0040,1.1820,260.0100,50.37560799,16.28177177,0.00000000,
13:20:14:162,-2.8752,-0.9625,2.5687,1.0325,0.0040,1.1820,260.0100,50.37560799,16.28177177,0.00000000,
13:20:14:204,-2.8752,-0.9625,2.5687,1.0325,0.0040,1.1820,260.0100,50.37560799,16.28177177,0.00000000,
13:20:14:217,-2.8752,-0.9625,2.5687,0.6828,0.4982,0.7309,260.0100,50.37560799,16.28177177,0.00000000,
13:20:14:230,0.9773,-0.2225,0.6620,0.6828,0.4982,0.7309,260.0100,50.37560799,16.28177177,0.00000000,
13:20:14:245,0.9773,-0.2225,0.6620,0.6828,0.4982,0.7309,266.0175,50.37560799,16.28177177,0.00000000,
13:20:14:272,0.9773,-0.2225,0.6620,0.6828,0.4982,0.7309,266.0175,50.37560799,16.28177177,0.00000000,
13:20:14:284,0.9773,-0.2225,0.6620,0.6278,0.5102,0.5516,266.0175,50.37560799,16.28177177,0.00000000,
13:20:14:299,0.3636,-0.5923,-0.2625,0.6278,0.5102,0.5516,266.0175,50.37560799,16.28177177,0.00000000,
13:20:14:340,0.3636,-0.5923,-0.2625,0.6278,0.5102,0.5516,266.0175,50.37560799,16.28177177,0.00000000,
13:20:14:353,0.3636,-0.5923,-0.2625,1.0157,0.4059,0.3007,266.0175,50.37560799,16.28177177,0.00000000,
13:20:14:365,0.7384,-1.4513,0.5281,1.0157,0.4059,0.3007,266.0175,50.37560799,16.28177177,0.00000000,
13:20:14:407,0.7384,-1.4513,0.5281,1.0157,0.4059,0.3007,274.9950,50.37560799,16.28177177,0.00000000,
13:20:14:409,0.7384,-1.4513,0.5281,1.0157,0.4059,0.3007,274.9950,50.37560799,16.28177177,0.00000000,
13:20:14:421,0.7384,-1.4513,0.5281,0.7489,1.1941,0.3917,274.9950,50.37560799,16.28177177,0.00000000,
13:20:14:433,0.5759,-1.4985,-0.1667,0.7489,1.1941,0.3917,274.9950,50.37560799,16.28177177,0.00000000,
13:20:14:476,0.5759,-1.4985,-0.1667,0.7489,1.1941,0.3917,274.9950,50.37560799,16.28177177,0.00000000,
13:20:14:489,0.5759,-1.4985,-0.1667,1.0081,0.8234,0.1451,274.9950,50.37560799,16.28177177,0.00000000,
13:20:14:501,0.6263,-1.1632,-0.1940,1.0081,0.8234,0.1451,274.9950,50.37560799,16.28177177,0.00000000,
13:20:14:543,0.6263,-1.1632,-0.1940,1.0081,0.8234,0.1451,274.9950,50.37560799,16.28177177,0.00000000,
13:20:14:555,0.6263,-1.1632,-0.1940,1.3696,0.6883,0.2576,274.9950,50.37560799,16.28177177,0.00000000,
13:20:14:567,0.6263,-1.1632,-0.1940,1.3696,0.6883,0.2576,284.9850,50.37560799,16.28177177,0.00000000,
13:20:14:569,0.1923,-0.8173,0.3548,1.3696,0.6883,0.2576,284.9850,50.37560799,16.28177177,0.00000000,
13:20:14:611,0.1923,-0.8173,0.3548,1.3696,0.6883,0.2576,284.9850,50.37560799,16.28177177,0.00000000,
13:20:14:624,0.1923,-0.8173,0.3548,1.5753,0.1665,0.1910,284.9850,50.37560799,16.28177177,0.00000000,
13:20:14:636,0.4629,-0.2960,0.0078,1.5753,0.1665,0.1910,284.9850,50.37560799,16.28177177,0.00000000,
13:20:14:678,0.4629,-0.2960,0.0078,1.5753,0.1665,0.1910,284.9850,50.37560799,16.28177177,0.00000000,
13:20:14:692,0.4629,-0.2960,0.0078,1.2113,0.3761,0.2634,284.9850,50.37560799,16.28177177,0.00000000,
13:20:14:704,-0.2391,-0.4424,-0.4199,1.2113,0.3761,0.2634,284.9850,50.37560799,16.28177177,0.00000000,
13:20:14:726,-0.2391,-0.4424,-0.4199,1.2113,0.3761,0.2634,266.0175,50.37560799,16.28177177,0.00000000,
13:20:14:748,-0.2391,-0.4424,-0.4199,1.2113,0.3761,0.2634,266.0175,50.37560799,16.28177177,0.00000000,
13:20:14:759,-0.2391,-0.4424,-0.4199,1.0996,0.0461,0.3438,266.0175,50.37560799,16.28177177,0.00000000,
13:20:14:772,0.0900,-0.3405,-0.3717,1.0996,0.0461,0.3438,266.0175,50.37560799,16.28177177,0.00000000,
13:20:14:814,0.0900,-0.3405,-0.3717,1.0996,0.0461,0.3438,266.0175,50.37560799,16.28177177,0.00000000,
13:20:14:827,0.0900,-0.3405,-0.3717,0.7033,-0.0785,0.2680,266.0175,50.37560799,16.28177177,0.00000000,
13:20:14:839,-0.2539,-0.5996,-0.5781,0.7033,-0.0785,0.2680,266.0175,50.37560799,16.28177177,0.00000000,
13:20:14:882,-0.2539,-0.5996,-0.5781,0.7033,-0.0785,0.2680,266.0175,50.37560799,16.28177177,0.00000000,
13:20:14:885,-0.2539,-0.5996,-0.5781,0.7033,-0.0785,0.2680,241.9875,50.37560799,16.28177177,0.00000000,
13:20:14:895,-0.2539,-0.5996,-0.5781,0.7008,-0.1837,0.1929,241.9875,50.37560799,16.28177177,0.00000000,
13:20:14:908,0.5334,-0.5096,0.0406,0.7008,-0.1837,0.1929,241.9875,50.37560799,16.28177177,0.00000000,
13:20:14:951,0.5334,-0.5096,0.0406,0.7008,-0.1837,0.1929,241.9875,50.37560799,16.28177177,0.00000000,
13:20:14:964,0.5334,-0.5096,0.0406,0.5689,0.0171,0.1332,241.9875,50.37560799,16.28177177,0.00000000,
13:20:14:977,0.2062,-0.9891,0.2301,0.5689,0.0171,0.1332,241.9875,50.37560799,16.28177177,0.00000000,
13:20:15:018,0.2062,-0.9891,0.2301,0.5689,0.0171,0.1332,241.9875,50.37561744,16.28178611,0.22000000,
13:20:15:030,0.2062,-0.9891,0.2301,0.3839,0.1067,0.1023,241.9875,50.37561744,16.28178611,0.22000000,
13:20:15:043,0.4648,-0.8991,-0.4085,0.3839,0.1067,0.1023,241.9875,50.37561744,16.28178611,0.22000000,
13:20:15:048,0.4648,-0.8991,-0.4085,0.3839,0.1067,0.1023,224.9775,50.37561744,16.28178611,0.22000000,
13:20:15:085,0.4648,-0.8991,-0.4085,0.3839,0.1067,0.1023,224.9775,50.37561744,16.28178611,0.22000000,
13:20:15:098,0.4648,-0.8991,-0.4085,0.3303,0.0044,0.1126,224.9775,50.37561744,16.28178611,0.22000000,
13:20:15:111,-0.0405,-0.6307,-0.5058,0.3303,0.0044,0.1126,224.9775,50.37561744,16.28178611,0.22000000,
13:20:15:154,-0.0405,-0.6307,-0.5058,0.3303,0.0044,0.1126,224.9775,50.37561744,16.28178611,0.22000000,
13:20:15:165,-0.0405,-0.6307,-0.5058,0.1640,0.0182,0.0228,224.9775,50.37561744,16.28178611,0.22000000,
13:20:15:179,0.2169,-0.2991,-0.6189,0.1640,0.0182,0.0228,224.9775,50.37561744,16.28178611,0.22000000,
13:20:15:206,0.2169,-0.2991,-0.6189,0.1640,0.0182,0.0228,218.9700,50.37561744,16.28178611,0.22000000,
13:20:15:223,0.2169,-0.2991,-0.6189,0.1640,0.0182,0.0228,218.9700,50.37561744,16.28178611,0.22000000,
13:20:15:234,0.2169,-0.2991,-0.6189,0.0814,-0.0176,0.0600,218.9700,50.37561744,16.28178611,0.22000000,
13:20:15:246,-0.2218,-0.1904,-0.6238,0.0814,-0.0176,0.0600,218.9700,50.37561744,16.28178611,0.22000000,
13:20:15:291,-0.2218,-0.1904,-0.6238,0.0814,-0.0176,0.0600,218.9700,50.37561744,16.28178611,0.22000000,
13:20:15:303,-0.2218,-0.1904,-0.6238,-0.0336,0.0736,0.0238,218.9700,50.37561744,16.28178611,0.22000000,
13:20:15:314,-0.0769,0.0283,-0.5164,-0.0336,0.0736,0.0238,218.9700,50.37561744,16.28178611,0.22000000,
13:20:15:356,-0.0769,0.0283,-0.5164,-0.0336,0.0736,0.0238,218.9700,50.37561744,16.28178611,0.22000000,
13:20:15:366,-0.0769,0.0283,-0.5164,-0.0336,0.0736,0.0238,219.9825,50.37561744,16.28178611,0.22000000,
13:20:15:370,-0.0769,0.0283,-0.5164,0.0073,0.0880,0.0706,219.9825,50.37561744,16.28178611,0.22000000,
13:20:15:383,-0.3731,0.0539,-0.3749,0.0073,0.0880,0.0706,219.9825,50.37561744,16.28178611,0.22000000,
13:20:15:426,-0.3731,0.0539,-0.3749,0.0073,0.0880,0.0706,219.9825,50.37561744,16.28178611,0.22000000,
13:20:15:437,-0.3731,0.0539,-0.3749,-0.0808,0.3213,0.0374,219.9825,50.37561744,16.28178611,0.22000000,
13:20:15:450,-0.7120,-0.1948,-0.1251,-0.0808,0.3213,0.0374,219.9825,50.37561744,16.28178611,0.22000000,
13:20:15:492,-0.7120,-0.1948,-0.1251,-0.0808,0.3213,0.0374,219.9825,50.37561744,16.28178611,0.22000000,
13:20:15:506,-0.7120,-0.1948,-0.1251,-0.3496,0.5793,-0.0367,219.9825,50.37561744,16.28178611,0.22000000,
13:20:15:518,-0.9252,-0.3498,-0.5970,-0.3496,0.5793,-0.0367,219.9825,50.37561744,16.28178611,0.22000000,
13:20:15:525,-0.9252,-0.3498,-0.5970,-0.3496,0.5793,-0.0367,225.9900,50.37561744,16.28178611,0.22000000,
13:20:15:560,-0.9252,-0.3498,-0.5970,-0.3496,0.5793,-0.0367,225.9900,50.37561744,16.28178611,0.22000000,
13:20:15:573,-0.9252,-0.3498,-0.5970,-0.2834,0.7598,0.0037,225.9900,50.37561744,16.28178611,0.22000000,
13:20:15:586,-1.7414,-0.2287,0.2326,-0.2834,0.7598,0.0037,225.9900,50.37561744,16.28178611,0.22000000,
13:20:15:628,-1.7414,-0.2287,0.2326,-0.2834,0.7598,0.0037,225.9900,50.37561744,16.28178611,0.22000000,
13:20:15:641,-1.7414,-0.2287,0.2326,-0.2158,0.8199,0.0924,225.9900,50.37561744,16.28178611,0.22000000,
13:20:15:654,-1.4419,0.1916,0.1554,-0.2158,0.8199,0.0924,225.9900,50.37561744,16.28178611,0.22000000,
13:20:15:685,-1.4419,0.1916,0.1554,-0.2158,0.8199,0.0924,239.0175,50.37561744,16.28178611,0.22000000,
13:20:15:699,-1.4419,0.1916,0.1554,-0.2158,0.8199,0.0924,239.0175,50.37561744,16.28178611,0.22000000,
13:20:15:709,-1.4419,0.1916,0.1554,-0.2350,0.9074,0.0579,239.0175,50.37561744,16.28178611,0.22000000,
13:20:15:722,-0.7485,0.1451,0.0304,-0.2350,0.9074,0.0579,239.0175,50.37561744,16.28178611,0.22000000,
13:20:15:763,-0.7485,0.1451,0.0304,-0.2350,0.9074,0.0579,239.0175,50.37561744,16.28178611,0.22000000,
13:20:15:776,-0.7485,0.1451,0.0304,-0.3772,1.0212,-0.0397,239.0175,50.37561744,16.28178611,0.22000000,
13:20:15:789,-0.1102,-0.0200,-0.3125,-0.3772,1.0212,-0.0397,239.0175,50.37561744,16.28178611,0.22000000,
13:20:15:832,-0.1102,-0.0200,-0.3125,-0.3772,1.0212,-0.0397,239.0175,50.37561744,16.28178611,0.22000000,
13:20:15:844,-0.1102,-0.0200,-0.3125,-0.4943,1.0571,-0.1610,239.0175,50.37561744,16.28178611,0.22000000,
13:20:15:847,-0.1102,-0.0200,-0.3125,-0.4943,1.0571,-0.1610,245.9700,50.37561744,16.28178611,0.22000000,
13:20:15:857,0.5522,-0.0719,-0.2729,-0.4943,1.0571,-0.1610,245.9700,50.37561744,16.28178611,0.22000000,
13:20:15:899,0.5522,-0.0719,-0.2729,-0.4943,1.0571,-0.1610,245.9700,50.37561744,16.28178611,0.22000000,
13:20:15:912,0.5522,-0.0719,-0.2729,-0.5716,1.1719,-0.1753,245.9700,50.37561744,16.28178611,0.22000000,
13:20:15:924,0.3564,-0.1529,-0.1722,-0.5716,1.1719,-0.1753,245.9700,50.37561744,16.28178611,0.22000000,
13:20:15:966,0.3564,-0.1529,-0.1722,-0.5716,1.1719,-0.1753,245.9700,50.37561744,16.28178611,0.22000000,
13:20:15:980,0.3564,-0.1529,-0.1722,-0.6487,1.1692,-0.1956,245.9700,50.37561744,16.28178611,0.22000000,
13:20:15:992,0.5970,-0.1021,-0.0244,-0.6487,1.1692,-0.1956,245.9700,50.37561744,16.28178611,0.22000000,
13:20:16:004,0.5970,-0.1021,-0.0244,-0.6487,1.1692,-0.1956,257.9850,50.37561744,16.28178611,0.22000000,
13:20:16:035,0.5970,-0.1021,-0.0244,-0.6487,1.1692,-0.1956,257.9850,50.37561744,16.28178611,0.22000000,
13:20:16:047,0.5970,-0.1021,-0.0244,-0.5823,1.1819,-0.1481,257.9850,50.37561744,16.28178611,0.22000000,
13:20:16:060,0.4200,-0.0657,0.3190,-0.5823,1.1819,-0.1481,257.9850,50.37561744,16.28178611,0.22000000,
13:20:16:103,0.4200,-0.0657,0.3190,-0.5823,1.1819,-0.1481,257.9850,50.37561744,16.28178611,0.22000000,
13:20:16:119,0.4200,-0.0657,0.3190,-0.6217,1.2149,-0.1620,257.9850,50.37561744,16.28178611,0.22000000,
13:20:16:127,0.1579,0.2352,0.4431,-0.6217,1.2149,-0.1620,257.9850,50.37561744,16.28178611,0.22000000,
13:20:16:166,0.1579,0.2352,0.4431,-0.6217,1.2149,-0.1620,262.9800,50.37561744,16.28178611,0.22000000,
13:20:16:171,0.1579,0.2352,0.4431,-0.6217,1.2149,-0.1620,262.9800,50.37561744,16.28178611,0.22000000,
13:20:16:183,0.1579,0.2352,0.4431,-0.5605,1.0467,-0.1348,262.9800,50.37561744,16.28178611,0.22000000,
13:20:16:197,0.2747,0.4025,0.3131,-0.5605,1.0467,-0.1348,262.9800,50.37561744,16.28178611,0.22000000,
13:20:16:238,0.2747,0.4025,0.3131,-0.5605,1.0467,-0.1348,262.9800,50.37561744,16.28178611,0.22000000,
13:20:16:251,0.2747,0.4025,0.3131,-0.6625,1.0522,-0.0258,262.9800,50.37561744,16.28178611,0.22000000,
13:20:16:265,0.3382,0.1832,0.3458,-0.6625,1.0522,-0.0258,262.9800,50.37561744,16.28178611,0.22000000,
13:20:16:307,0.3382,0.1832,0.3458,-0.6625,1.0522,-0.0258,262.9800,50.37561744,16.28178611,0.22000000,
13:20:16:319,0.3382,0.1832,0.3458,-0.7460,0.8292,0.0144,262.9800,50.37561744,16.28178611,0.22000000,
13:20:16:325,0.3382,0.1832,0.3458,-0.7460,0.8292,0.0144,276.0075,50.37561744,16.28178611,0.22000000,
13:20:16:332,0.7112,-0.0321,0.1304,-0.7460,0.8292,0.0144,276.0075,50.37561744,16.28178611,0.22000000,
13:20:16:374,0.7112,-0.0321,0.1304,-0.7460,0.8292,0.0144,276.0075,50.37561744,16.28178611,0.22000000,
13:20:16:387,0.7112,-0.0321,0.1304,-0.7306,0.7741,0.1622,276.0075,50.37561744,16.28178611,0.22000000,
13:20:16:400,0.6158,-0.2146,0.3884,-0.7306,0.7741,0.1622,276.0075,50.37561744,16.28178611,0.22000000,
13:20:16:443,0.6158,-0.2146,0.3884,-0.7306,0.7741,0.1622,276.0075,50.37561744,16.28178611,0.22000000,
13:20:16:455,0.6158,-0.2146,0.3884,-0.7908,0.7213,0.2080,276.0075,50.37561744,16.28178611,0.22000000,
13:20:16:467,0.5631,0.4554,0.1581,-0.7908,0.7213,0.2080,276.0075,50.37561744,16.28178611,0.22000000,
13:20:16:486,0.5631,0.4554,0.1581,-0.7908,0.7213,0.2080,298.0125,50.37561744,16.28178611,0.22000000,
13:20:16:515,0.5631,0.4554,0.1581,-0.7908,0.7213,0.2080,298.0125,50.37561744,16.28178611,0.22000000,
13:20:16:522,0.5631,0.4554,0.1581,-0.7425,0.7088,0.0426,298.0125,50.37561744,16.28178611,0.22000000,
13:20:16:535,0.4138,1.2585,0.0881,-0.7425,0.7088,0.0426,298.0125,50.37561744,16.28178611,0.22000000,
13:20:16:578,0.4138,1.2585,0.0881,-0.7425,0.7088,0.0426,298.0125,50.37561744,16.28178611,0.22000000,
13:20:16:590,0.4138,1.2585,0.0881,-0.5272,0.8066,0.0840,298.0125,50.37561744,16.28178611,0.22000000,
13:20:16:602,0.2737,1.1277,0.8020,-0.5272,0.8066,0.0840,298.0125,50.37561744,16.28178611,0.22000000,
13:20:16:645,0.2737,1.1277,0.8020,-0.5272,0.8066,0.0840,321.0300,50.37561744,16.28178611,0.22000000,
13:20:16:650,0.2737,1.1277,0.8020,-0.5272,0.8066,0.0840,321.0300,50.37561744,16.28178611,0.22000000,
13:20:16:658,0.2737,1.1277,0.8020,-0.2579,0.8325,0.0869,321.0300,50.37561744,16.28178611,0.22000000,
13:20:16:671,0.3683,0.7734,1.2613,-0.2579,0.8325,0.0869,321.0300,50.37561744,16.28178611,0.22000000,
13:20:16:713,0.3683,0.7734,1.2613,-0.2579,0.8325,0.0869,321.0300,50.37561744,16.28178611,0.22000000,
13:20:16:726,0.3683,0.7734,1.2613,-0.1093,0.7750,0.0765,321.0300,50.37561744,16.28178611,0.22000000,
13:20:16:738,0.6734,0.3584,0.7838,-0.1093,0.7750,0.0765,321.0300,50.37561744,16.28178611,0.22000000,
13:20:16:782,0.6734,0.3584,0.7838,-0.1093,0.7750,0.0765,321.0300,50.37561744,16.28178611,0.22000000,
13:20:16:793,0.6734,0.3584,0.7838,-0.2036,0.6637,0.0683,321.0300,50.37561744,16.28178611,0.22000000,
13:20:16:805,0.6734,0.3584,0.7838,-0.2036,0.6637,0.0683,326.0250,50.37561744,16.28178611,0.22000000,
13:20:16:806,1.0769,0.3066,-0.1995,-0.2036,0.6637,0.0683,326.0250,50.37561744,16.28178611,0.22000000,
13:20:16:848,1.0769,0.3066,-0.1995,-0.2036,0.6637,0.0683,326.0250,50.37561744,16.28178611,0.22000000,
13:20:16:863,1.0769,0.3066,-0.1995,-0.0754,0.2682,0.3528,326.0250,50.37561744,16.28178611,0.22000000,
13:20:16:874,0.5605,-0.0811,-0.1976,-0.0754,0.2682,0.3528,326.0250,50.37561744,16.28178611,0.22000000,
13:20:16:916,0.5605,-0.0811,-0.1976,-0.0754,0.2682,0.3528,326.0250,50.37561744,16.28178611,0.22000000,
13:20:16:930,0.5605,-0.0811,-0.1976,-0.0231,0.2825,0.0828,326.0250,50.37561744,16.28178611,0.22000000,
13:20:16:943,1.2395,0.0064,0.4638,-0.0231,0.2825,0.0828,326.0250,50.37561744,16.28178611,0.22000000,
13:20:16:965,1.2395,0.0064,0.4638,-0.0231,0.2825,0.0828,325.0125,50.37561744,16.28178611,0.22000000,
13:20:16:983,1.2395,0.0064,0.4638,-0.0231,0.2825,0.0828,325.0125,50.37561744,16.28178611,0.22000000,
13:20:16:995,1.2395,0.0064,0.4638,0.0275,0.1625,0.0192,325.0125,50.37561744,16.28178611,0.22000000,
13:20:17:009,0.9442,0.2626,-0.3153,0.0275,0.1625,0.0192,325.0125,50.37561744,16.28178611,0.22000000,
13:20:17:052,0.9442,0.2626,-0.3153,0.0275,0.1625,0.0192,325.0125,50.37561744,16.28178611,0.22000000,
13:20:17:066,0.9442,0.2626,-0.3153,0.1130,-0.2175,-0.1087,325.0125,50.37561744,16.28178611,0.22000000,
13:20:17:076,-0.2955,0.1594,-0.7231,0.1130,-0.2175,-0.1087,325.0125,50.37561744,16.28178611,0.22000000,
13:20:17:119,-0.2955,0.1594,-0.7231,0.1130,-0.2175,-0.1087,325.0125,50.37561744,16.28178611,0.22000000,
13:20:17:126,-0.2955,0.1594,-0.7231,0.1130,-0.2175,-0.1087,322.9875,50.37561744,16.28178611,0.22000000,
13:20:17:133,-0.2955,0.1594,-0.7231,-0.2416,-0.0434,-0.1697,322.9875,50.37561744,16.28178611,0.22000000,
13:20:17:146,-0.3229,0.1562,-1.3090,-0.2416,-0.0434,-0.1697,322.9875,50.37561744,16.28178611,0.22000000,
13:20:17:188,-0.3229,0.1562,-1.3090,-0.2416,-0.0434,-0.1697,322.9875,50.37561744,16.28178611,0.22000000,
13:20:17:199,-0.3229,0.1562,-1.3090,0.0101,-0.1089,0.0290,322.9875,50.37561744,16.28178611,0.22000000,
13:20:17:214,-0.9645,-0.4839,0.4182,0.0101,-0.1089,0.0290,322.9875,50.37561744,16.28178611,0.22000000,
13:20:17:255,-0.9645,-0.4839,0.4182,0.0101,-0.1089,0.0290,322.9875,50.37561744,16.28178611,0.22000000,
13:20:17:268,-0.9645,-0.4839,0.4182,0.0170,0.0205,0.1312,322.9875,50.37561744,16.28178611,0.22000000,
13:20:17:282,-0.7396,-0.5660,0.3966,0.0170,0.0205,0.1312,322.9875,50.37561744,16.28178611,0.22000000,
13:20:17:286,-0.7396,-0.5660,0.3966,0.0170,0.0205,0.1312,324.0000,50.37561744,16.28178611,0.22000000,
13:20:17:323,-0.7396,-0.5660,0.3966,0.0170,0.0205,0.1312,324.0000,50.37561744,16.28178611,0.22000000,
13:20:17:336,-0.7396,-0.5660,0.3966,0.1139,-0.1414,0.1788,324.0000,50.37561744,16.28178611,0.22000000,
13:20:17:349,-0.9644,0.1373,0.1194,0.1139,-0.1414,0.1788,324.0000,50.37561744,16.28178611,0.22000000,
13:20:17:391,-0.9644,0.1373,0.1194,0.1139,-0.1414,0.1788,324.0000,50.37561744,16.28178611,0.22000000,
13:20:17:403,-0.9644,0.1373,0.1194,-0.0122,0.0913,0.0131,324.0000,50.37561744,16.28178611,0.22000000,
13:20:17:417,0.3156,0.0663,0.0424,-0.0122,0.0913,0.0131,324.0000,50.37561744,16.28178611,0.22000000,
13:20:17:446,0.3156,0.0663,0.0424,-0.0122,0.0913,0.0131,326.0250,50.37561744,16.28178611,0.22000000,
13:20:17:459,0.3156,0.0663,0.0424,-0.0122,0.0913,0.0131,326.0250,50.37561744,16.28178611,0.22000000,
13:20:17:471,0.3156,0.0663,0.0424,0.0079,-0.0654,-0.0689,326.0250,50.37561744,16.28178611,0.22000000,
13:20:17:484,0.1753,0.1292,-0.2375,0.0079,-0.0654,-0.0689,326.0250,50.37561744,16.28178611,0.22000000,
13:20:17:526,0.1753,0.1292,-0.2375,0.0079,-0.0654,-0.0689,326.0250,50.37561744,16.28178611,0.22000000,
13:20:17:539,0.1753,0.1292,-0.2375,-0.0768,0.0269,-0.1695,326.0250,50.37561744,16.28178611,0.22000000,
13:20:17:552,0.5642,0.0068,-0.2553,-0.0768,0.0269,-0.1695,326.0250,50.37561744,16.28178611,0.22000000,
13:20:17:595,0.5642,0.0068,-0.2553,-0.0768,0.0269,-0.1695,326.0250,50.37561744,16.28178611,0.22000000,
13:20:17:608,0.5642,0.0068,-0.2553,0.0081,-0.0020,-0.1268,326.0250,50.37561744,16.28178611,0.22000000,
13:20:17:619,-0.3030,-0.0525,0.2279,0.0081,-0.0020,-0.1268,326.0250,50.37561744,16.28178611,0.22000000,
13:20:17:663,-0.3030,-0.0525,0.2279,0.0081,-0.0020,-0.1268,326.0250,50.37561744,16.28178611,0.22000000,
13:20:17:675,-0.3030,-0.0525,0.2279,0.0524,0.0162,0.0174,326.0250,50.37561744,16.28178611,0.22000000,
13:20:17:688,-0.4846,-0.3394,0.2490,0.0524,0.0162,0.0174,326.0250,50.37561744,16.28178611,0.22000000,
13:20:17:729,-0.4846,-0.3394,0.2490,0.0524,0.0162,0.0174,326.0250,50.37561744,16.28178611,0.22000000,
13:20:17:743,-0.4846,-0.3394,0.2490,-0.0195,-0.0519,0.0107,326.0250,50.37561744,16.28178611,0.22000000,
13:20:17:755,-0.4294,-0.1702,-0.2596,-0.0195,-0.0519,0.0107,326.0250,50.37561744,16.28178611,0.22000000,
13:20:17:765,-0.4294,-0.1702,-0.2596,-0.0195,-0.0519,0.0107,324.0000,50.37561744,16.28178611,0.22000000,
13:20:17:797,-0.4294,-0.1702,-0.2596,-0.0195,-0.0519,0.0107,324.0000,50.37561744,16.28178611,0.22000000,
13:20:17:810,-0.4294,-0.1702,-0.2596,-0.0231,-0.0315,-0.1022,324.0000,50.37561744,16.28178611,0.22000000,
13:20:17:824,0.1945,0.1151,-0.0668,-0.0231,-0.0315,-0.1022,324.0000,50.37561744,16.28178611,0.22000000,
13:20:17:866,0.1945,0.1151,-0.0668,-0.0231,-0.0315,-0.1022,324.0000,50.37561744,16.28178611,0.22000000,
13:20:17:880,0.1945,0.1151,-0.0668,-0.0513,-0.0017,-0.2472,324.0000,50.37561744,16.28178611,0.22000000,
13:20:17:890,0.7208,0.2246,0.0026,-0.0513,-0.0017,-0.2472,324.0000,50.37561744,16.28178611,0.22000000,
13:20:17:933,0.7208,0.2246,0.0026,-0.0513,-0.0017,-0.2472,324.0000,50.37561744,16.28178611,0.22000000,
13:20:17:947,0.7208,0.2246,0.0026,0.0756,-0.0644,-0.2097,324.0000,50.37561744,16.28178611,0.22000000,
13:20:17:958,0.1668,0.1607,0.4595,0.0756,-0.0644,-0.2097,324.0000,50.37561744,16.28178611,0.22000000,
13:20:18:001,0.1668,0.1607,0.4595,0.0756,-0.0644,-0.2097,324.0000,50.37561744,16.28178611,0.22000000,
13:20:18:014,0.1668,0.1607,0.4595,0.1439,-0.0308,-0.0985,324.0000,50.37562199,16.28176774,0.00000000,
13:20:18:026,-0.2199,-0.3513,0.3828,0.1439,-0.0308,-0.0985,324.0000,50.37562199,16.28176774,0.00000000,
