
time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,I,Latitude,Longitude,Speed (m/s),
13:21:16:953,-0.0723,0.3666,0.7160,-1.7965,-0.0071,-3.4097,-0.6732,-0.1492,-1.2950,133.9875,50.37562931,16.28175891,0.00000000,
13:21:16:964,-0.0723,0.3666,0.7160,-1.7965,-0.0071,-3.4097,-0.6732,-0.1492,-1.2950,126.9675,50.37562931,16.28175891,0.00000000,
13:21:16:972,-0.0723,0.3666,0.7160,-0.9259,0.0722,-3.0879,-0.6732,-0.1492,-1.2950,126.9675,50.37562931,16.28175891,0.00000000,
13:21:17:014,-0.0812,0.3795,0.7596,-0.9259,0.0722,-3.0879,-0.6732,-0.1492,-1.2950,126.9675,50.37562931,16.28175891,0.00000000,
13:21:17:022,-0.0812,0.3795,0.7596,-0.9259,0.0722,-3.0879,0.1747,0.1323,-1.1296,126.9675,50.37562931,16.28175891,0.00000000,
13:21:17:039,-0.0812,0.3795,0.7596,-1.1423,-0.3533,-1.5479,0.1747,0.1323,-1.1296,126.9675,50.37562931,16.28175891,0.00000000,
13:21:17:081,-0.0512,0.3766,0.6857,-1.1423,-0.3533,-1.5479,0.1747,0.1323,-1.1296,126.9675,50.37562931,16.28175891,0.00000000,
13:21:17:089,-0.0512,0.3766,0.6857,-1.1423,-0.3533,-1.5479,0.6200,-0.2595,-1.0783,126.9675,50.37562931,16.28175891,0.00000000,
13:21:17:107,-0.0512,0.3766,0.6857,-0.5918,-0.5216,-1.4635,0.6200,-0.2595,-1.0783,126.9675,50.37562931,16.28175891,0.00000000,
13:21:17:125,-0.0512,0.3766,0.6857,-0.5918,-0.5216,-1.4635,0.6200,-0.2595,-1.0783,137.9700,50.37562931,16.28175891,0.00000000,
13:21:17:148,-0.1049,0.4487,0.8018,-0.5918,-0.5216,-1.4635,0.6200,-0.2595,-1.0783,137.9700,50.37562931,16.28175891,0.00000000,
13:21:17:157,-0.1049,0.4487,0.8018,-0.5918,-0.5216,-1.4635,0.5105,-0.6077,-0.8880,137.9700,50.37562931,16.28175891,0.00000000,
13:21:17:174,-0.1049,0.4487,0.8018,-0.8175,-0.5390,-1.3350,0.5105,-0.6077,-0.8880,137.9700,50.37562931,16.28175891,0.00000000,
13:21:17:217,-0.1018,0.5047,0.9698,-0.8175,-0.5390,-1.3350,0.5105,-0.6077,-0.8880,137.9700,50.37562931,16.28175891,0.00000000,
13:21:17:225,-0.1018,0.5047,0.9698,-0.8175,-0.5390,-1.3350,-0.1437,-0.4988,-0.8435,137.9700,50.37562931,16.28175891,0.00000000,
13:21:17:241,-0.1018,0.5047,0.9698,-0.8789,0.4998,0.0770,-0.1437,-0.4988,-0.8435,137.9700,50.37562931,16.28175891,0.00000000,
13:21:17:284,-0.2071,0.4588,0.9840,-0.8789,0.4998,0.0770,-0.1437,-0.4988,-0.8435,137.9700,50.37562931,16.28175891,0.00000000,
13:21:17:289,-0.2071,0.4588,0.9840,-0.8789,0.4998,0.0770,-0.1437,-0.4988,-0.8435,138.9825,50.37562931,16.28175891,0.00000000,
13:21:17:293,-0.2071,0.4588,0.9840,-0.8789,0.4998,0.0770,-0.1298,0.2265,-0.2259,138.9825,50.37562931,16.28175891,0.00000000,
13:21:17:310,-0.2071,0.4588,0.9840,-1.1454,0.4373,1.4228,-0.1298,0.2265,-0.2259,138.9825,50.37562931,16.28175891,0.00000000,
13:21:17:354,-0.0784,0.4388,0.8262,-1.1454,0.4373,1.4228,-0.1298,0.2265,-0.2259,138.9825,50.37562931,16.28175891,0.00000000,
13:21:17:360,-0.0784,0.4388,0.8262,-1.1454,0.4373,1.4228,0.1755,0.1440,0.6600,138.9825,50.37562931,16.28175891,0.00000000,
13:21:17:377,-0.0784,0.4388,0.8262,-1.5314,-0.0946,0.4856,0.1755,0.1440,0.6600,138.9825,50.37562931,16.28175891,0.00000000,
13:21:17:420,0.1744,0.4764,0.7261,-1.5314,-0.0946,0.4856,0.1755,0.1440,0.6600,138.9825,50.37562931,16.28175891,0.00000000,
13:21:17:428,0.1744,0.4764,0.7261,-1.5314,-0.0946,0.4856,0.2282,-0.1046,0.9296,138.9825,50.37562931,16.28175891,0.00000000,
13:21:17:444,0.1744,0.4764,0.7261,-1.5314,-0.0946,0.4856,0.2282,-0.1046,0.9296,136.0125,50.37562931,16.28175891,0.00000000,
13:21:17:446,0.1744,0.4764,0.7261,0.1357,-0.1627,-0.8051,0.2282,-0.1046,0.9296,136.0125,50.37562931,16.28175891,0.00000000,
13:21:17:487,0.2849,0.5414,0.7916,0.1357,-0.1627,-0.8051,0.2282,-0.1046,0.9296,136.0125,50.37562931,16.28175891,0.00000000,
13:21:17:496,0.2849,0.5414,0.7916,0.1357,-0.1627,-0.8051,0.1364,-0.4302,0.6413,136.0125,50.37562931,16.28175891,0.00000000,
13:21:17:513,0.2849,0.5414,0.7916,1.5480,0.2297,-1.0587,0.1364,-0.4302,0.6413,136.0125,50.37562931,16.28175891,0.00000000,
13:21:17:556,0.4620,0.6296,0.9719,1.5480,0.2297,-1.0587,0.1364,-0.4302,0.6413,136.0125,50.37562931,16.28175891,0.00000000,
13:21:17:563,0.4620,0.6296,0.9719,1.5480,0.2297,-1.0587,-0.0420,-1.4149,0.0192,136.0125,50.37562931,16.28175891,0.00000000,
13:21:17:580,0.4620,0.6296,0.9719,1.4640,0.9216,0.0464,-0.0420,-1.4149,0.0192,136.0125,50.37562931,16.28175891,0.00000000,
13:21:17:605,0.4620,0.6296,0.9719,1.4640,0.9216,0.0464,-0.0420,-1.4149,0.0192,125.0100,50.37562931,16.28175891,0.00000000,
13:21:17:624,0.4518,0.4576,1.2649,1.4640,0.9216,0.0464,-0.0420,-1.4149,0.0192,125.0100,50.37562931,16.28175891,0.00000000,
13:21:17:633,0.4518,0.4576,1.2649,1.4640,0.9216,0.0464,0.0018,-0.3042,-0.6605,125.0100,50.37562931,16.28175891,0.00000000,
13:21:17:649,0.4518,0.4576,1.2649,3.3540,0.7998,2.6023,0.0018,-0.3042,-0.6605,125.0100,50.37562931,16.28175891,0.00000000,
13:21:17:691,0.2755,0.4228,0.9869,3.3540,0.7998,2.6023,0.0018,-0.3042,-0.6605,125.0100,50.37562931,16.28175891,0.00000000,
13:21:17:700,0.2755,0.4228,0.9869,3.3540,0.7998,2.6023,0.7460,-0.0713,-0.2964,125.0100,50.37562931,16.28175891,0.00000000,
13:21:17:717,0.2755,0.4228,0.9869,1.3658,-1.1799,3.3310,0.7460,-0.0713,-0.2964,125.0100,50.37562931,16.28175891,0.00000000,
13:21:17:758,0.1507,0.4116,0.5545,1.3658,-1.1799,3.3310,0.7460,-0.0713,-0.2964,125.0100,50.37562931,16.28175891,0.00000000,
13:21:17:767,0.1507,0.4116,0.5545,1.3658,-1.1799,3.3310,0.7460,-0.0713,-0.2964,114.0075,50.37562931,16.28175891,0.00000000,
13:21:17:769,0.1507,0.4116,0.5545,1.3658,-1.1799,3.3310,0.7147,0.5102,-0.3738,114.0075,50.37562931,16.28175891,0.00000000,
13:21:17:784,0.1507,0.4116,0.5545,0.9181,-1.4458,-0.3189,0.7147,0.5102,-0.3738,114.0075,50.37562931,16.28175891,0.00000000,
13:21:17:826,-0.0740,0.4034,0.3755,0.9181,-1.4458,-0.3189,0.7147,0.5102,-0.3738,114.0075,50.37562931,16.28175891,0.00000000,
13:21:17:835,-0.0740,0.4034,0.3755,0.9181,-1.4458,-0.3189,0.2955,0.6005,-0.1998,114.0075,50.37562931,16.28175891,0.00000000,
13:21:17:852,-0.0740,0.4034,0.3755,-0.5570,-1.5530,-3.4634,0.2955,0.6005,-0.1998,114.0075,50.37562931,16.28175891,0.00000000,
13:21:17:895,-0.1613,0.4850,0.4612,-0.5570,-1.5530,-3.4634,0.2955,0.6005,-0.1998,114.0075,50.37562931,16.28175891,0.00000000,
13:21:17:903,-0.1613,0.4850,0.4612,-0.5570,-1.5530,-3.4634,-0.0305,0.3822,0.2983,114.0075,50.37562931,16.28175891,0.00000000,
13:21:17:919,-0.1613,0.4850,0.4612,-2.1548,-1.1304,-3.7204,-0.0305,0.3822,0.2983,114.0075,50.37562931,16.28175891,0.00000000,
13:21:17:925,-0.1613,0.4850,0.4612,-2.1548,-1.1304,-3.7204,-0.0305,0.3822,0.2983,111.9825,50.37562931,16.28175891,0.00000000,
13:21:17:961,-0.1662,0.6011,0.8134,-2.1548,-1.1304,-3.7204,-0.0305,0.3822,0.2983,111.9825,50.37562931,16.28175891,0.00000000,
13:21:17:971,-0.1662,0.6011,0.8134,-2.1548,-1.1304,-3.7204,-0.2761,0.3016,0.6338,111.9825,50.37562931,16.28175891,0.00000000,
13:21:17:988,-0.1662,0.6011,0.8134,-2.2627,0.1133,-1.9161,-0.2761,0.3016,0.6338,111.9825,50.37562931,16.28175891,0.00000000,
13:21:18:030,-0.0469,0.6359,1.3233,-2.2627,0.1133,-1.9161,-0.2761,0.3016,0.6338,111.9825,50.37562931,16.28175891,0.00000000,
13:21:18:038,-0.0469,0.6359,1.3233,-2.2627,0.1133,-1.9161,0.2364,0.9120,1.2094,111.9825,50.37562931,16.28175891,0.00000000,
13:21:18:056,-0.0469,0.6359,1.3233,-1.8439,0.7833,2.5826,0.2364,0.9120,1.2094,111.9825,50.37562931,16.28175891,0.00000000,
13:21:18:085,-0.0469,0.6359,1.3233,-1.8439,0.7833,2.5826,0.2364,0.9120,1.2094,92.0025,50.37562931,16.28175891,0.00000000,
13:21:18:099,0.1371,0.6452,1.1808,-1.8439,0.7833,2.5826,0.2364,0.9120,1.2094,92.0025,50.37562931,16.28175891,0.00000000,
13:21:18:106,0.1371,0.6452,1.1808,-1.8439,0.7833,2.5826,1.0357,0.9248,1.7478,92.0025,50.37562931,16.28175891,0.00000000,
13:21:18:123,0.1371,0.6452,1.1808,-0.4829,0.3360,5.2792,1.0357,0.9248,1.7478,92.0025,50.37562931,16.28175891,0.00000000,
13:21:18:166,0.2085,0.6896,0.9438,-0.4829,0.3360,5.2792,1.0357,0.9248,1.7478,92.0025,50.37562931,16.28175891,0.00000000,
13:21:18:174,0.2085,0.6896,0.9438,-0.4829,0.3360,5.2792,0.9296,0.4687,1.6625,92.0025,50.37562931,16.28175891,0.00000000,
13:21:18:191,0.2085,0.6896,0.9438,0.7581,0.1101,2.6849,0.9296,0.4687,1.6625,92.0025,50.37562931,16.28175891,0.00000000,
13:21:18:234,0.3484,0.6348,0.9446,0.7581,0.1101,2.6849,0.9296,0.4687,1.6625,92.0025,50.37562931,16.28175891,0.00000000,
13:21:18:241,0.3484,0.6348,0.9446,0.7581,0.1101,2.6849,0.5779,0.0901,1.0330,92.0025,50.37562931,16.28175891,0.00000000,
13:21:18:245,0.3484,0.6348,0.9446,0.7581,0.1101,2.6849,0.5779,0.0901,1.0330,76.0050,50.37562931,16.28175891,0.00000000,
13:21:18:259,0.3484,0.6348,0.9446,0.8370,0.3627,1.3822,0.5779,0.0901,1.0330,76.0050,50.37562931,16.28175891,0.00000000,
13:21:18:301,0.2426,0.4626,0.7540,0.8370,0.3627,1.3822,0.5779,0.0901,1.0330,76.0050,50.37562931,16.28175891,0.00000000,
13:21:18:310,0.2426,0.4626,0.7540,0.8370,0.3627,1.3822,0.9236,0.5041,0.2657,76.0050,50.37562931,16.28175891,0.00000000,
13:21:18:326,0.2426,0.4626,0.7540,1.7276,-1.3295,1.4015,0.9236,0.5041,0.2657,76.0050,50.37562931,16.28175891,0.00000000,
13:21:18:371,0.1315,0.4227,0.5197,1.7276,-1.3295,1.4015,0.9236,0.5041,0.2657,76.0050,50.37562931,16.28175891,0.00000000,
13:21:18:377,0.1315,0.4227,0.5197,1.7276,-1.3295,1.4015,0.7489,-0.0745,-0.0912,76.0050,50.37562931,16.28175891,0.00000000,
13:21:18:395,0.1315,0.4227,0.5197,0.1898,-2.6131,-0.9252,0.7489,-0.0745,-0.0912,76.0050,50.37562931,16.28175891,0.00000000,
13:21:18:405,0.1315,0.4227,0.5197,0.1898,-2.6131,-0.9252,0.7489,-0.0745,-0.0912,74.9925,50.37562931,16.28175891,0.00000000,
13:21:18:436,0.0671,0.4693,0.6306,0.1898,-2.6131,-0.9252,0.7489,-0.0745,-0.0912,74.9925,50.37562931,16.28175891,0.00000000,
13:21:18:444,0.0671,0.4693,0.6306,0.1898,-2.6131,-0.9252,-0.2010,-0.3596,-0.2723,74.9925,50.37562931,16.28175891,0.00000000,
13:21:18:463,0.0671,0.4693,0.6306,-0.5580,-2.1429,-1.8895,-0.2010,-0.3596,-0.2723,74.9925,50.37562931,16.28175891,0.00000000,
13:21:18:505,0.1249,0.4465,0.8525,-0.5580,-2.1429,-1.8895,-0.2010,-0.3596,-0.2723,74.9925,50.37562931,16.28175891,0.00000000,
13:21:18:514,0.1249,0.4465,0.8525,-0.5580,-2.1429,-1.8895,-0.6686,-0.1002,-0.1417,74.9925,50.37562931,16.28175891,0.00000000,
13:21:18:529,0.1249,0.4465,0.8525,-0.7742,-1.3026,-0.0601,-0.6686,-0.1002,-0.1417,74.9925,50.37562931,16.28175891,0.00000000,
13:21:18:565,0.1249,0.4465,0.8525,-0.7742,-1.3026,-0.0601,-0.6686,-0.1002,-0.1417,72.9675,50.37562931,16.28175891,0.00000000,
13:21:18:573,0.0479,0.5516,0.6958,-0.7742,-1.3026,-0.0601,-0.6686,-0.1002,-0.1417,72.9675,50.37562931,16.28175891,0.00000000,
13:21:18:583,0.0479,0.5516,0.6958,-0.7742,-1.3026,-0.0601,-1.0336,0.1707,-0.1064,72.9675,50.37562931,16.28175891,0.00000000,
13:21:18:598,0.0479,0.5516,0.6958,-0.2345,-0.6150,0.1165,-1.0336,0.1707,-0.1064,72.9675,50.37562931,16.28175891,0.00000000,
13:21:18:640,0.0211,0.5614,0.9133,-0.2345,-0.6150,0.1165,-1.0336,0.1707,-0.1064,72.9675,50.37562931,16.28175891,0.00000000,
13:21:18:649,0.0211,0.5614,0.9133,-0.2345,-0.6150,0.1165,-1.5334,0.5327,-0.0240,72.9675,50.37562931,16.28175891,0.00000000,
13:21:18:667,0.0211,0.5614,0.9133,-0.5517,1.1269,-1.0873,-1.5334,0.5327,-0.0240,72.9675,50.37562931,16.28175891,0.00000000,
13:21:18:708,-0.0839,0.5740,0.9759,-0.5517,1.1269,-1.0873,-1.5334,0.5327,-0.0240,72.9675,50.37562931,16.28175891,0.00000000,
13:21:18:716,-0.0839,0.5740,0.9759,-0.5517,1.1269,-1.0873,-0.6138,0.5399,0.6307,72.9675,50.37562931,16.28175891,0.00000000,
13:21:18:725,-0.0839,0.5740,0.9759,-0.5517,1.1269,-1.0873,-0.6138,0.5399,0.6307,69.9975,50.37562931,16.28175891,0.00000000,
13:21:18:734,-0.0839,0.5740,0.9759,-1.1349,1.0417,1.1581,-0.6138,0.5399,0.6307,69.9975,50.37562931,16.28175891,0.00000000,
13:21:18:776,0.1284,0.6027,1.0261,-1.1349,1.0417,1.1581,-0.6138,0.5399,0.6307,69.9975,50.37562931,16.28175891,0.00000000,
13:21:18:784,0.1284,0.6027,1.0261,-1.1349,1.0417,1.1581,-0.0912,-0.1054,1.1377,69.9975,50.37562931,16.28175891,0.00000000,
13:21:18:801,0.1284,0.6027,1.0261,-1.3228,1.2741,0.9115,-0.0912,-0.1054,1.1377,69.9975,50.37562931,16.28175891,0.00000000,
13:21:18:843,0.1431,0.5558,0.8476,-1.3228,1.2741,0.9115,-0.0912,-0.1054,1.1377,69.9975,50.37562931,16.28175891,0.00000000,
13:21:18:852,0.1431,0.5558,0.8476,-1.3228,1.2741,0.9115,0.4375,0.8819,0.9734,69.9975,50.37562931,16.28175891,0.00000000,
13:21:18:869,0.1431,0.5558,0.8476,1.0620,0.8575,1.3508,0.4375,0.8819,0.9734,69.9975,50.37562931,16.28175891,0.00000000,
13:21:18:885,0.1431,0.5558,0.8476,1.0620,0.8575,1.3508,0.4375,0.8819,0.9734,66.0150,50.37562931,16.28175891,0.00000000,
13:21:18:912,0.1060,0.5193,0.6705,1.0620,0.8575,1.3508,0.4375,0.8819,0.9734,66.0150,50.37562931,16.28175891,0.00000000,
13:21:18:919,0.1060,0.5193,0.6705,1.0620,0.8575,1.3508,0.5783,0.5603,1.2042,66.0150,50.37562931,16.28175891,0.00000000,
13:21:18:937,0.1060,0.5193,0.6705,-0.1215,0.1513,-1.1586,0.5783,0.5603,1.2042,66.0150,50.37562931,16.28175891,0.00000000,
13:21:18:979,0.2074,0.5131,0.7019,-0.1215,0.1513,-1.1586,0.5783,0.5603,1.2042,66.0150,50.37562931,16.28175891,0.00000000,
13:21:18:987,0.2074,0.5131,0.7019,-0.1215,0.1513,-1.1586,0.6666,0.5936,1.0912,66.0150,50.37562931,16.28175891,0.00000000,
13:21:19:004,0.2074,0.5131,0.7019,0.4830,-0.3825,-1.3014,0.6666,0.5936,1.0912,66.0150,50.37562931,16.28175891,0.00000000,
13:21:19:045,0.2074,0.5131,0.7019,0.4830,-0.3825,-1.3014,0.6666,0.5936,1.0912,62.0325,50.37562931,16.28175891,0.00000000,
13:21:19:048,0.1640,0.5248,0.6987,0.4830,-0.3825,-1.3014,0.6666,0.5936,1.0912,62.0325,50.37562931,16.28175891,0.00000000,
13:21:19:055,0.1640,0.5248,0.6987,0.4830,-0.3825,-1.3014,0.6074,0.7689,0.7744,62.0325,50.37562931,16.28175891,0.00000000,
13:21:19:072,0.1640,0.5248,0.6987,1.0530,-0.5501,-0.8415,0.6074,0.7689,0.7744,62.0325,50.37562931,16.28175891,0.00000000,
13:21:19:116,0.1408,0.5711,0.8452,1.0530,-0.5501,-0.8415,0.6074,0.7689,0.7744,62.0325,50.37562931,16.28175891,0.00000000,
13:21:19:123,0.1408,0.5711,0.8452,1.0530,-0.5501,-0.8415,0.3725,0.6390,0.8247,62.0325,50.37562931,16.28175891,0.00000000,
13:21:19:141,0.1408,0.5711,0.8452,0.1606,-0.4215,-0.4285,0.3725,0.6390,0.8247,62.0325,50.37562931,16.28175891,0.00000000,
13:21:19:183,0.2531,0.7077,1.1724,0.1606,-0.4215,-0.4285,0.3725,0.6390,0.8247,62.0325,50.37562931,16.28175891,0.00000000,
13:21:19:191,0.2531,0.7077,1.1724,0.1606,-0.4215,-0.4285,0.0589,0.1180,0.7161,62.0325,50.37562931,16.28175891,0.00000000,
13:21:19:205,0.2531,0.7077,1.1724,0.1606,-0.4215,-0.4285,0.0589,0.1180,0.7161,60.0075,50.37562931,16.28175891,0.00000000,
13:21:19:209,0.2531,0.7077,1.1724,0.3490,0.5423,1.5069,0.0589,0.1180,0.7161,60.0075,50.37562931,16.28175891,0.00000000,
13:21:19:250,0.2560,0.5152,1.1262,0.3490,0.5423,1.5069,0.0589,0.1180,0.7161,60.0075,50.37562931,16.28175891,0.00000000,
13:21:19:259,0.2560,0.5152,1.1262,0.3490,0.5423,1.5069,0.2989,1.5346,0.3946,60.0075,50.37562931,16.28175891,0.00000000,
13:21:19:276,0.2560,0.5152,1.1262,2.4442,0.5389,4.1647,0.2989,1.5346,0.3946,60.0075,50.37562931,16.28175891,0.00000000,
13:21:19:317,-0.0174,0.5196,0.7336,2.4442,0.5389,4.1647,0.2989,1.5346,0.3946,60.0075,50.37562931,16.28175891,0.00000000,
13:21:19:327,-0.0174,0.5196,0.7336,2.4442,0.5389,4.1647,0.5754,0.7559,0.9404,60.0075,50.37562931,16.28175891,0.00000000,
13:21:19:343,-0.0174,0.5196,0.7336,-0.1397,-1.2715,0.9541,0.5754,0.7559,0.9404,60.0075,50.37562931,16.28175891,0.00000000,
13:21:19:365,-0.0174,0.5196,0.7336,-0.1397,-1.2715,0.9541,0.5754,0.7559,0.9404,56.9700,50.37562931,16.28175891,0.00000000,
13:21:19:386,0.2061,0.5644,0.8169,-0.1397,-1.2715,0.9541,0.5754,0.7559,0.9404,56.9700,50.37562931,16.28175891,0.00000000,
13:21:19:395,0.2061,0.5644,0.8169,-0.1397,-1.2715,0.9541,0.4586,0.0641,0.7856,56.9700,50.37562931,16.28175891,0.00000000,
13:21:19:413,0.2061,0.5644,0.8169,-0.5924,-0.7954,-0.6894,0.4586,0.0641,0.7856,56.9700,50.37562931,16.28175891,0.00000000,
13:21:19:454,0.1084,0.5319,0.7095,-0.5924,-0.7954,-0.6894,0.4586,0.0641,0.7856,56.9700,50.37562931,16.28175891,0.00000000,
13:21:19:464,0.1084,0.5319,0.7095,-0.5924,-0.7954,-0.6894,0.4803,0.4565,0.1106,56.9700,50.37562931,16.28175891,0.00000000,
13:21:19:479,0.1084,0.5319,0.7095,1.1077,-0.7316,0.2574,0.4803,0.4565,0.1106,56.9700,50.37562931,16.28175891,0.00000000,
13:21:19:521,-0.0103,0.4729,0.5976,1.1077,-0.7316,0.2574,0.4803,0.4565,0.1106,56.9700,50.37562931,16.28175891,0.00000000,
13:21:19:526,-0.0103,0.4729,0.5976,1.1077,-0.7316,0.2574,0.4803,0.4565,0.1106,57.9825,50.37562931,16.28175891,0.00000000,
13:21:19:532,-0.0103,0.4729,0.5976,1.1077,-0.7316,0.2574,0.2361,0.4195,-0.0197,57.9825,50.37562931,16.28175891,0.00000000,
13:21:19:548,-0.0103,0.4729,0.5976,-0.3793,-1.2970,-1.2297,0.2361,0.4195,-0.0197,57.9825,50.37562931,16.28175891,0.00000000,
13:21:19:590,-0.0367,0.4808,0.5893,-0.3793,-1.2970,-1.2297,0.2361,0.4195,-0.0197,57.9825,50.37562931,16.28175891,0.00000000,
13:21:19:597,-0.0367,0.4808,0.5893,-0.3793,-1.2970,-1.2297,-0.0622,0.2883,-0.1762,57.9825,50.37562931,16.28175891,0.00000000,
13:21:19:615,-0.0367,0.4808,0.5893,-0.6220,-1.3277,-1.7093,-0.0622,0.2883,-0.1762,57.9825,50.37562931,16.28175891,0.00000000,
13:21:19:658,-0.1088,0.5404,0.7384,-0.6220,-1.3277,-1.7093,-0.0622,0.2883,-0.1762,57.9825,50.37562931,16.28175891,0.00000000,
13:21:19:666,-0.1088,0.5404,0.7384,-0.6220,-1.3277,-1.7093,-0.4833,0.0927,-0.1619,57.9825,50.37562931,16.28175891,0.00000000,
13:21:19:682,-0.1088,0.5404,0.7384,-0.8976,-0.7019,-1.3766,-0.4833,0.0927,-0.1619,57.9825,50.37562931,16.28175891,0.00000000,
13:21:19:725,-0.0265,0.6254,1.0247,-0.8976,-0.7019,-1.3766,-0.4833,0.0927,-0.1619,57.9825,50.37562931,16.28175891,0.00000000,
13:21:19:734,-0.0265,0.6254,1.0247,-0.8976,-0.7019,-1.3766,-0.7978,-0.0727,0.0341,57.9825,50.37562931,16.28175891,0.00000000,
13:21:19:751,-0.0265,0.6254,1.0247,-1.2464,0.4416,0.4055,-0.7978,-0.0727,0.0341,57.9825,50.37562931,16.28175891,0.00000000,
13:21:19:793,0.1173,0.6621,1.0578,-1.2464,0.4416,0.4055,-0.7978,-0.0727,0.0341,57.9825,50.37562931,16.28175891,0.00000000,
13:21:19:801,0.1173,0.6621,1.0578,-1.2464,0.4416,0.4055,-0.9488,0.4061,-0.1234,57.9825,50.37562931,16.28175891,0.00000000,
13:21:19:819,0.1173,0.6621,1.0578,0.5276,1.4658,2.1742,-0.9488,0.4061,-0.1234,57.9825,50.37562931,16.28175891,0.00000000,
13:21:19:846,0.1173,0.6621,1.0578,0.5276,1.4658,2.1742,-0.9488,0.4061,-0.1234,55.0125,50.37562931,16.28175891,0.00000000,
13:21:19:861,0.1645,0.6868,1.3218,0.5276,1.4658,2.1742,-0.9488,0.4061,-0.1234,55.0125,50.37562931,16.28175891,0.00000000,
13:21:19:869,0.1645,0.6868,1.3218,0.5276,1.4658,2.1742,-1.5291,0.0550,-0.5148,55.0125,50.37562931,16.28175891,0.00000000,
13:21:19:886,0.1645,0.6868,1.3218,1.4302,2.5986,1.1949,-1.5291,0.0550,-0.5148,55.0125,50.37562931,16.28175891,0.00000000,
13:21:19:929,0.2737,0.4726,1.5827,1.4302,2.5986,1.1949,-1.5291,0.0550,-0.5148,55.0125,50.37562931,16.28175891,0.00000000,
13:21:19:937,0.2737,0.4726,1.5827,1.4302,2.5986,1.1949,0.1397,0.3497,-0.0594,55.0125,50.37562931,16.28175891,0.00000000,
13:21:19:954,0.2737,0.4726,1.5827,1.9904,0.9828,5.8628,0.1397,0.3497,-0.0594,55.0125,50.37562931,16.28175891,0.00000000,
13:21:19:997,0.2628,0.4480,0.8331,1.9904,0.9828,5.8628,0.1397,0.3497,-0.0594,55.0125,50.37562931,16.28175891,0.00000000,
13:21:20:005,0.2628,0.4480,0.8331,1.9904,0.9828,5.8628,1.3115,-0.2833,0.0619,55.0125,50.37562931,16.28175891,0.00000000,
13:21:20:008,0.2628,0.4480,0.8331,1.9904,0.9828,5.8628,1.3115,-0.2833,0.0619,51.9750,50.37562931,16.28175891,0.00000000,
13:21:20:022,0.2628,0.4480,0.8331,2.2264,-1.0623,3.3921,1.3115,-0.2833,0.0619,51.9750,50.37562931,16.28175891,0.00000000,
13:21:20:065,0.1642,0.4033,0.4692,2.2264,-1.0623,3.3921,1.3115,-0.2833,0.0619,51.9750,50.37562931,16.28175891,0.00000000,
13:21:20:073,0.1642,0.4033,0.4692,2.2264,-1.0623,3.3921,0.9923,-0.3505,-0.3096,51.9750,50.37562931,16.28175891,0.00000000,
13:21:20:090,0.1642,0.4033,0.4692,1.5360,-1.5411,-2.5586,0.9923,-0.3505,-0.3096,51.9750,50.37562931,16.28175891,0.00000000,
13:21:20:132,0.0801,0.3595,0.3608,1.5360,-1.5411,-2.5586,0.9923,-0.3505,-0.3096,51.9750,50.37562931,16.28175891,0.00000000,
13:21:20:140,0.0801,0.3595,0.3608,1.5360,-1.5411,-2.5586,0.6826,-0.2566,-0.4600,51.9750,50.37562931,16.28175891,0.00000000,
13:21:20:157,0.0801,0.3595,0.3608,0.4264,-2.2898,-4.0010,0.6826,-0.2566,-0.4600,51.9750,50.37562931,16.28175891,0.00000000,
13:21:20:199,-0.0027,0.4185,0.3731,0.4264,-2.2898,-4.0010,0.6826,-0.2566,-0.4600,51.9750,50.37562931,16.28175891,0.00000000,
13:21:20:207,-0.0027,0.4185,0.3731,0.4264,-2.2898,-4.0010,0.2944,-0.4383,-0.4523,51.9750,50.37562931,16.28175891,0.00000000,
13:21:20:225,-0.0027,0.4185,0.3731,-0.3332,-2.2050,-4.0726,0.2944,-0.4383,-0.4523,51.9750,50.37562931,16.28175891,0.00000000,
13:21:20:268,-0.0418,0.5602,0.5713,-0.3332,-2.2050,-4.0726,0.2944,-0.4383,-0.4523,51.9750,50.37562931,16.28175891,0.00000000,
13:21:20:276,-0.0418,0.5602,0.5713,-0.3332,-2.2050,-4.0726,-0.1814,-0.8303,-0.2929,51.9750,50.37562931,16.28175891,0.00000000,
13:21:20:293,-0.0418,0.5602,0.5713,-1.3490,-1.0195,-2.9881,-0.1814,-0.8303,-0.2929,51.9750,50.37562931,16.28175891,0.00000000,
13:21:20:325,-0.0418,0.5602,0.5713,-1.3490,-1.0195,-2.9881,-0.1814,-0.8303,-0.2929,52.9875,50.37562931,16.28175891,0.00000000,
13:21:20:336,0.0283,0.6838,0.9073,-1.3490,-1.0195,-2.9881,-0.1814,-0.8303,-0.2929,52.9875,50.37562931,16.28175891,0.00000000,
13:21:20:345,0.0283,0.6838,0.9073,-1.3490,-1.0195,-2.9881,-0.6791,-0.4739,-0.3717,52.9875,50.37562931,16.28175891,0.00000000,
13:21:20:361,0.0283,0.6838,0.9073,-0.9653,0.7687,-0.6094,-0.6791,-0.4739,-0.3717,52.9875,50.37562931,16.28175891,0.00000000,
13:21:20:404,-0.1796,0.6500,1.0329,-0.9653,0.7687,-0.6094,-0.6791,-0.4739,-0.3717,52.9875,50.37562931,16.28175891,0.00000000,
